bag_time,time,x,y,z,yaw,vx,vy,vz,wx,wy,wz
1788888669.9670603,1788888669.9131575,0.8002,3.1583,0.0592,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
1788888670.0163577,1788888669.9686227,0.8002,3.1583,0.0592,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
1788888670.064057,1788888670.0180483,0.8002,3.1583,0.0592,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
1788888670.1112297,1788888670.0651944,0.8002,3.1583,0.0592,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
1788888670.1604059,1788888670.113806,0.8002,3.1583,0.0592,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
1788888670.2100646,1788888670.1639147,0.8002,3.1583,0.0592,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0001,0.0
1788888670.2600696,1788888670.2134798,0.8002,3.1583,0.0592,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0001,0.0
1788888670.31012,1788888670.2641559,0.8003,3.1583,0.0592,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0001,0.0
1788888670.359397,1788888670.3133302,0.8003,3.1583,0.0592,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0001,0.0
1788888670.4121714,1788888670.363571,0.8003,3.1583,0.0592,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0001,0.0
1788888670.4600184,1788888670.4132853,0.8003,3.1583,0.0592,-1.5707963267948966,0.0,0.0,0.0001,0.0,0.0001,0.0
1788888670.510393,1788888670.4634347,0.8003,3.1583,0.0592,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0001,0.0
1788888670.5610428,1788888670.5140522,0.8003,3.1583,0.0592,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
1788888670.611127,1788888670.5635161,0.8003,3.1583,0.0592,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
1788888670.6639385,1788888670.6135757,0.8003,3.1516,0.0585,-1.568668649743057,0.2203,0.016,0.0055,0.0142,-0.038,0.1073
1788888670.7122867,1788888670.6654377,0.8003,3.1398,0.0585,-1.562442625004163,0.2472,0.0207,0.0068,-0.0047,0.0137,0.1278
1788888670.7612324,1788888670.7137122,0.8005,3.1277,0.0586,-1.5562182382812049,0.2495,0.0209,0.0071,-0.0051,0.0151,0.1289
1788888670.8100674,1788888670.7638009,0.8008,3.1152,0.0587,-1.5498552568847908,0.2495,0.0209,0.0072,-0.0049,0.0122,0.129
1788888670.861089,1788888670.8138323,0.8011,3.1027,0.0588,-1.5433502120446163,0.2493,0.0209,0.0073,-0.0047,0.0095,0.129
1788888670.9090147,1788888670.8632965,0.8016,3.0905,0.0589,-1.536984891051557,0.2491,0.0209,0.0074,-0.0045,0.0074,0.129
1788888670.9588678,1788888670.9132926,0.8021,3.0781,0.059,-1.5306194816125023,0.249,0.0209,0.0075,-0.0044,0.0058,0.129
1788888671.011213,1788888670.9641047,0.8027,3.0645,0.0589,-1.524819847710023,0.2727,0.0182,0.0081,-0.0031,0.0024,0.113
1788888671.0606194,1788888671.0135636,0.8034,3.0508,0.059,-1.519302852852753,0.2746,0.0184,0.0083,-0.0034,0.005,0.1137
1788888671.110146,1788888671.063272,0.8041,3.0374,0.059,-1.5136381942552686,0.2747,0.0184,0.0083,-0.0035,0.0042,0.1138
1788888671.1612484,1788888671.1142232,0.805,3.0237,0.059,-1.5079839295755633,0.2747,0.0184,0.0083,-0.0035,0.0033,0.1138
1788888671.2109938,1788888671.1637132,0.806,3.0097,0.0591,-1.5020382014818061,0.2746,0.0184,0.0084,-0.0035,0.0026,0.1138
1788888671.260039,1788888671.2135217,0.807,2.9963,0.0591,-1.496521391776646,0.2746,0.0184,0.0084,-0.0035,0.002,0.1138
1788888671.310692,1788888671.263417,0.808,2.9826,0.0591,-1.4908579238813282,0.2745,0.0184,0.0084,-0.0035,0.0016,0.1138
1788888671.3612115,1788888671.3140874,0.8092,2.9686,0.0591,-1.4850567834416195,0.2745,0.0184,0.0085,-0.0035,0.0012,0.1138
1788888671.4102144,1788888671.3634741,0.8105,2.9552,0.0591,-1.4793931622236702,0.2745,0.0184,0.0085,-0.0035,0.001,0.1138
1788888671.4611752,1788888671.4135742,0.8118,2.9413,0.0591,-1.4737273417365802,0.2745,0.0184,0.0085,-0.0035,0.0008,0.1138
1788888671.5089881,1788888671.4634688,0.8132,2.9279,0.0591,-1.4680635192976843,0.2745,0.0184,0.0085,-0.0035,0.0006,0.1138
1788888671.5613196,1788888671.5142152,0.8147,2.914,0.0591,-1.462248750034459,0.2745,0.0184,0.0085,-0.0035,0.0005,0.1138
1788888671.6102428,1788888671.5634644,0.8163,2.9004,0.0591,-1.4565850145454047,0.2745,0.0184,0.0085,-0.0035,0.0004,0.1138
1788888671.661454,1788888671.6137094,0.8179,2.8867,0.0591,-1.4509212085212393,0.2744,0.0184,0.0085,-0.0036,0.0003,0.1138
1788888671.7135131,1788888671.6640496,0.8197,2.8728,0.0591,-1.4451056097811676,0.2744,0.0184,0.0085,-0.0035,0.0002,0.1138
1788888671.760978,1788888671.7148383,0.8215,2.8592,0.0591,-1.4408562387610724,0.2752,0.0138,0.0085,-0.0023,0.0002,0.0852
1788888671.8092165,1788888671.7634137,0.8232,2.8461,0.0591,-1.4367530971607485,0.2752,0.0138,0.0085,-0.0023,0.0002,0.0852
1788888671.8591926,1788888671.813324,0.8251,2.8324,0.0591,-1.4324996082144181,0.2752,0.0138,0.0085,-0.0024,0.0001,0.0852
1788888671.910129,1788888671.8638387,0.8271,2.8185,0.0591,-1.4280973330013986,0.2752,0.0138,0.0085,-0.0024,0.0001,0.0852
1788888671.9600754,1788888671.9140253,0.8291,2.8049,0.0591,-1.423845715271574,0.2752,0.0138,0.0085,-0.0025,0.0001,0.0852
1788888672.0122206,1788888671.9635677,0.8312,2.7913,0.0591,-1.4195922052872776,0.2752,0.0138,0.0085,-0.0025,0.0001,0.0852
1788888672.059117,1788888672.013411,0.8333,2.778,0.0591,-1.4153388588475977,0.2752,0.0138,0.0085,-0.0025,0.0001,0.0852
1788888672.1104007,1788888672.0634096,0.8356,2.7636,0.0591,-1.4123688556891592,0.2984,0.0099,0.0091,-0.0012,-0.0024,0.0613
1788888672.1605656,1788888672.1138744,0.838,2.7485,0.0591,-1.4092439988985697,0.3007,0.01,0.0092,-0.0015,0.0015,0.0618
1788888672.2094092,1788888672.163283,0.8404,2.734,0.0591,-1.4062503797293897,0.3009,0.01,0.0092,-0.0016,0.0015,0.0618
1788888672.2624292,1788888672.2138872,0.843,2.7188,0.0591,-1.4029959751491419,0.3009,0.01,0.0093,-0.0017,0.0012,0.0618
1788888672.3101678,1788888672.2637098,0.8456,2.704,0.0591,-1.399870867273431,0.3009,0.01,0.0093,-0.0017,0.0009,0.0618
1788888672.3602517,1788888672.3135185,0.8482,2.6892,0.0591,-1.3967457086611588,0.3009,0.01,0.0093,-0.0017,0.0007,0.0618
1788888672.4113913,1788888672.3639681,0.8508,2.6743,0.0591,-1.393904314427352,0.3008,0.01,0.0093,-0.0018,0.0006,0.0618
1788888672.4610627,1788888672.4141393,0.8535,2.6595,0.0591,-1.3907790538619829,0.3008,0.01,0.0093,-0.0018,0.0005,0.0618
1788888672.509064,1788888672.463335,0.8562,2.645,0.0591,-1.3876537869698033,0.3008,0.01,0.0093,-0.0018,0.0003,0.0618
1788888672.5591905,1788888672.5133145,0.859,2.6302,0.0591,-1.3845309228530076,0.3008,0.01,0.0093,-0.0019,0.0003,0.0618
1788888672.6113896,1788888672.5635912,0.862,2.6144,0.0591,-1.3829710923870535,0.3238,0.0054,0.0098,-0.0005,-0.0021,0.0335
1788888672.6619265,1788888672.6138463,0.8651,2.5984,0.0591,-1.381128762878699,0.3261,0.0054,0.01,-0.0007,0.0016,0.0337
1788888672.7127318,1788888672.6642413,0.8682,2.5824,0.0591,-1.3795638268568078,0.3263,0.0054,0.01,-0.0008,0.0016,0.0337
1788888672.7603977,1788888672.7140088,0.8713,2.5663,0.0591,-1.3777196424123896,0.3263,0.0054,0.01,-0.0008,0.0013,0.0337
1788888672.8111749,1788888672.7636673,0.8744,2.5503,0.0591,-1.3761571163186186,0.3263,0.0054,0.01,-0.0009,0.001,0.0337
1788888672.8592749,1788888672.8135533,0.8776,2.5346,0.0591,-1.3744418979545663,0.3263,0.0054,0.01,-0.0009,0.0008,0.0337
1788888672.91024,1788888672.864052,0.8808,2.5183,0.0591,-1.3727525091326351,0.3263,0.0054,0.01,-0.0009,0.0006,0.0337
1788888672.960109,1788888672.913656,0.8841,2.5023,0.0591,-1.3710351940542946,0.3262,0.0054,0.0101,-0.0009,0.0005,0.0337
1788888673.009944,1788888672.96345,0.8873,2.4867,0.0591,-1.369472667131706,0.3262,0.0054,0.0101,-0.001,0.0004,0.0337
1788888673.0593965,1788888673.0135157,0.8905,2.4707,0.0591,-1.3677550860900993,0.3262,0.0054,0.0101,-0.001,0.0003,0.0337
1788888673.1099582,1788888673.0638118,0.8939,2.4544,0.0591,-1.366066233308809,0.3262,0.0054,0.0101,-0.001,0.0002,0.0337
1788888673.1599991,1788888673.1142402,0.8973,2.4384,0.0591,-1.3659153828596786,0.3263,0.0,0.0101,0.0004,0.0002,0.0
1788888673.209052,1788888673.1634693,0.9005,2.4227,0.0591,-1.3659153828596786,0.3263,0.0,0.0101,0.0004,0.0001,0.0
1788888673.2610314,1788888673.2135623,0.9039,2.4064,0.0591,-1.3659153828596786,0.3263,0.0,0.0101,0.0003,0.0001,0.0
1788888673.3106756,1788888673.2633047,0.9072,2.3908,0.0591,-1.3659153828596786,0.3263,0.0,0.0101,0.0002,0.0001,0.0
1788888673.3608506,1788888673.3141537,0.9105,2.3745,0.0591,-1.3659153828596786,0.3263,0.0,0.0101,0.0002,0.0001,0.0
1788888673.4110856,1788888673.3641176,0.9139,2.3585,0.0591,-1.3659153828596786,0.3263,0.0,0.0101,0.0002,0.0,0.0
1788888673.4590673,1788888673.4134667,0.9171,2.3428,0.0591,-1.3659129841059083,0.3263,0.0,0.0101,0.0001,0.0001,0.0
1788888673.5093038,1788888673.4633362,0.9204,2.3268,0.0591,-1.3659129841059083,0.3263,0.0,0.0101,0.0001,0.0,0.0
1788888673.562628,1788888673.5135837,0.9238,2.3105,0.0591,-1.3659129841059083,0.3263,0.0,0.0101,0.0001,0.0,0.0
1788888673.6113286,1788888673.563844,0.9272,2.2945,0.0591,-1.3659129841059083,0.3263,0.0,0.0101,0.0001,0.0,0.0
1788888673.6609032,1788888673.6138349,0.9305,2.2785,0.0591,-1.3659129841059083,0.3263,0.0,0.0101,0.0,0.0,0.0
1788888673.7112937,1788888673.664169,0.9338,2.2626,0.0591,-1.3659129841059083,0.3263,0.0,0.0101,0.0,0.0,0.0
1788888673.761186,1788888673.7137482,0.9371,2.2466,0.0591,-1.3659129841059083,0.3263,0.0,0.0101,0.0,0.0,0.0
1788888673.8102841,1788888673.7634623,0.9404,2.2309,0.0591,-1.3659129841059083,0.3263,0.0,0.0101,0.0,0.0,0.0
1788888673.8616033,1788888673.813886,0.9438,2.2146,0.0591,-1.3659129841059083,0.3263,0.0,0.0101,0.0,0.0,0.0
1788888673.9118798,1788888673.8638783,0.9471,2.1986,0.0591,-1.3659129841059083,0.3263,0.0,0.0101,0.0,0.0,0.0
1788888673.9593406,1788888673.913457,0.9503,2.1829,0.0591,-1.3659129841059083,0.3263,0.0,0.0101,0.0,0.0,0.0
1788888674.0102406,1788888673.9641325,0.9537,2.1666,0.0591,-1.3659129841059083,0.3263,0.0,0.0101,0.0,0.0,0.0
1788888674.0613878,1788888674.0139096,0.957,2.1507,0.0591,-1.3659129841059083,0.3263,0.0,0.0101,0.0,0.0,0.0
