bag_time,time,value
1788888669.9685988,1788888669.9685988,0
1788888670.018089,1788888670.018089,0
1788888670.0651777,1788888670.0651777,0
1788888670.112721,1788888670.112721,0
1788888670.1618536,1788888670.1618536,0
1788888670.2113817,1788888670.2113817,0
1788888670.2610757,1788888670.2610757,0
1788888670.3112776,1788888670.3112776,0
1788888670.3605173,1788888670.3605173,0
1788888670.413259,1788888670.413259,0
1788888670.461322,1788888670.461322,0
1788888670.5120144,1788888670.5120144,0
1788888670.5624182,1788888670.5624182,0
1788888670.612613,1788888670.612613,0
1788888670.6653821,1788888670.6653821,0
1788888670.7139628,1788888670.7139628,0
1788888670.7627358,1788888670.7627358,0
1788888670.8116982,1788888670.8116982,0
1788888670.8621914,1788888670.8621914,0
1788888670.9101362,1788888670.9101362,0
1788888670.960067,1788888670.960067,0
1788888671.0124977,1788888671.0124977,0
1788888671.0621958,1788888671.0621958,0
1788888671.1111434,1788888671.1111434,0
1788888671.1626086,1788888671.1626086,0
1788888671.2124362,1788888671.2124362,0
1788888671.2613146,1788888671.2613146,0
1788888671.3120158,1788888671.3120158,0
1788888671.3623822,1788888671.3623822,0
1788888671.4115012,1788888671.4115012,0
1788888671.4623818,1788888671.4623818,0
1788888671.5101163,1788888671.5101163,0
1788888671.562369,1788888671.562369,0
1788888671.611586,1788888671.611586,0
1788888671.6629481,1788888671.6629481,0
1788888671.7147784,1788888671.7147784,0
1788888671.7623057,1788888671.7623057,0
1788888671.8102245,1788888671.8102245,0
1788888671.8606899,1788888671.8606899,0
1788888671.9119303,1788888671.9119303,0
1788888671.9615822,1788888671.9615822,0
1788888672.0133877,1788888672.0133877,0
1788888672.0603118,1788888672.0603118,0
1788888672.111756,1788888672.111756,0
1788888672.1621702,1788888672.1621702,0
1788888672.2107937,1788888672.2107937,0
1788888672.2636938,1788888672.2636938,0
1788888672.3115077,1788888672.3115077,0
1788888672.3618317,1788888672.3618317,0
1788888672.4131446,1788888672.4131446,0
1788888672.4622407,1788888672.4622407,0
1788888672.510209,1788888672.510209,0
1788888672.5605204,1788888672.5605204,0
1788888672.6127412,1788888672.6127412,0
1788888672.6631372,1788888672.6631372,0
1788888672.7139902,1788888672.7139902,0
1788888672.7615807,1788888672.7615807,0
1788888672.812429,1788888672.812429,0
1788888672.8608856,1788888672.8608856,0
1788888672.91159,1788888672.91159,0
1788888672.9613595,1788888672.9613595,0
1788888673.011401,1788888673.011401,0
1788888673.0606668,1788888673.0606668,0
1788888673.1110625,1788888673.1110625,0
1788888673.1613746,1788888673.1613746,0
1788888673.2104514,1788888673.2104514,0
1788888673.2621875,1788888673.2621875,0
1788888673.3120537,1788888673.3120537,0
1788888673.3620644,1788888673.3620644,0
1788888673.412362,1788888673.412362,0
1788888673.4602084,1788888673.4602084,0
1788888673.5104897,1788888673.5104897,0
1788888673.5638077,1788888673.5638077,0
1788888673.612735,1788888673.612735,0
1788888673.6621006,1788888673.6621006,0
1788888673.712686,1788888673.712686,0
1788888673.762371,1788888673.762371,0
1788888673.8117578,1788888673.8117578,0
1788888673.8627517,1788888673.8627517,0
1788888673.9134367,1788888673.9134367,0
1788888673.9610214,1788888673.9610214,0
1788888674.0117643,1788888674.0117643,0
1788888674.0627737,1788888674.0627737,0
1788888674.1123185,1788888674.1123185,0
1788888674.1625175,1788888674.1625175,0
1788888674.2124655,1788888674.2124655,0
1788888674.261415,1788888674.261415,0
1788888674.3108141,1788888674.3108141,0
1788888674.361436,1788888674.361436,0
1788888674.410481,1788888674.410481,0
1788888674.4616945,1788888674.4616945,0
1788888674.5127273,1788888674.5127273,0
1788888674.5622318,1788888674.5622318,0
1788888674.6104355,1788888674.6104355,0
1788888674.6618695,1788888674.6618695,0
1788888674.7116504,1788888674.7116504,0
1788888674.7621007,1788888674.7621007,0
1788888674.8116455,1788888674.8116455,0
1788888674.862677,1788888674.862677,0
1788888674.913148,1788888674.913148,0
1788888674.9616923,1788888674.9616923,0
1788888675.0149894,1788888675.0149894,0
1788888675.062259,1788888675.062259,0
1788888675.110161,1788888675.110161,0
1788888675.1620018,1788888675.1620018,0
1788888675.2117445,1788888675.2117445,0
1788888675.2626746,1788888675.2626746,0
1788888675.312865,1788888675.312865,0
1788888675.3624904,1788888675.3624904,0
