bag_time,time,speed,steering,acceleration,jerk,steering_angle_velocity
1788888669.9768076,1788888669.9766011,0.25999999046325684,0.07999999821186066,0.0,0.0,0.0
1788888670.0256934,1788888670.0254886,0.25999999046325684,0.17453333735466003,0.0,0.0,0.0
1788888670.0723515,1788888670.07223,0.25999999046325684,0.17453333735466003,0.0,0.0,0.0
1788888670.1198258,1788888670.1197085,0.25999999046325684,0.17453333735466003,0.0,0.0,0.0
1788888670.168552,1788888670.1684282,0.25999999046325684,0.17453333735466003,0.0,0.0,0.0
1788888670.2183902,1788888670.2181005,0.25999999046325684,0.17453333735466003,0.0,0.0,0.0
1788888670.268071,1788888670.267832,0.25999999046325684,0.17453333735466003,0.0,0.0,0.0
1788888670.3183026,1788888670.3182135,0.25999999046325684,0.17453333735466003,0.0,0.0,0.0
1788888670.3671808,1788888670.3670042,0.25999999046325684,0.17453333735466003,0.0,0.0,0.0
1788888670.420177,1788888670.4200566,0.25999999046325684,0.17453333735466003,0.0,0.0,0.0
1788888670.4684572,1788888670.4683418,0.25999999046325684,0.17453333735466003,0.0,0.0,0.0
1788888670.5205274,1788888670.520326,0.25999999046325684,0.17453333735466003,0.0,0.0,0.0
1788888670.5699878,1788888670.5698211,0.25999999046325684,0.17453333735466003,0.0,0.0,0.0
1788888670.6197073,1788888670.6195848,0.25999999046325684,0.17453333735466003,0.0,0.0,0.0
1788888670.6729648,1788888670.6728327,0.25999999046325684,0.17453333735466003,0.0,0.0,0.0
1788888670.7216902,1788888670.7214763,0.25999999046325684,0.17453333735466003,0.0,0.0,0.0
1788888670.7701905,1788888670.7700522,0.25999999046325684,0.17453333735466003,0.0,0.0,0.0
1788888670.8197956,1788888670.8196728,0.25999999046325684,0.17453333735466003,0.0,0.0,0.0
1788888670.8695037,1788888670.8693874,0.27399998903274536,0.1396266669034958,0.0,0.0,0.0
1788888670.9177694,1788888670.9175088,0.27399998903274536,0.1396266669034958,0.0,0.0,0.0
1788888670.9671185,1788888670.9668326,0.27399998903274536,0.1396266669034958,0.0,0.0,0.0
1788888671.0200489,1788888671.0199022,0.27399998903274536,0.1396266669034958,0.0,0.0,0.0
1788888671.0691905,1788888671.0690422,0.27399998903274536,0.1396266669034958,0.0,0.0,0.0
1788888671.1185105,1788888671.118385,0.27399998903274536,0.1396266669034958,0.0,0.0,0.0
1788888671.1697936,1788888671.1696453,0.27399998903274536,0.1396266669034958,0.0,0.0,0.0
1788888671.219666,1788888671.2195146,0.27399998903274536,0.1396266669034958,0.0,0.0,0.0
1788888671.268313,1788888671.268208,0.27399998903274536,0.1396266669034958,0.0,0.0,0.0
1788888671.3194687,1788888671.3193364,0.27399998903274536,0.1396266669034958,0.0,0.0,0.0
1788888671.369487,1788888671.3693273,0.27399998903274536,0.1396266669034958,0.0,0.0,0.0
1788888671.4186292,1788888671.418498,0.27399998903274536,0.1396266669034958,0.0,0.0,0.0
1788888671.4694872,1788888671.4693732,0.27399998903274536,0.1396266669034958,0.0,0.0,0.0
1788888671.5172124,1788888671.5170105,0.27399998903274536,0.1396266669034958,0.0,0.0,0.0
1788888671.569105,1788888671.568986,0.27399998903274536,0.1396266669034958,0.0,0.0,0.0
1788888671.619179,1788888671.6190486,0.2879999876022339,0.10471999645233154,0.0,0.0,0.0
1788888671.670127,1788888671.669986,0.2879999876022339,0.10471999645233154,0.0,0.0,0.0
1788888671.7218747,1788888671.7216873,0.2879999876022339,0.10471999645233154,0.0,0.0,0.0
1788888671.7697005,1788888671.7695796,0.2879999876022339,0.10471999645233154,0.0,0.0,0.0
1788888671.8177757,1788888671.817609,0.2879999876022339,0.10471999645233154,0.0,0.0,0.0
1788888671.8681622,1788888671.8679388,0.2879999876022339,0.10471999645233154,0.0,0.0,0.0
1788888671.9189022,1788888671.9186883,0.2879999876022339,0.10471999645233154,0.0,0.0,0.0
1788888671.9685903,1788888671.9684656,0.3019999861717224,0.0698133334517479,0.0,0.0,0.0
1788888672.0204673,1788888672.020337,0.3019999861717224,0.0698133334517479,0.0,0.0,0.0
1788888672.0670278,1788888672.06684,0.3019999861717224,0.0698133334517479,0.0,0.0,0.0
1788888672.1187305,1788888672.1186075,0.3019999861717224,0.0698133334517479,0.0,0.0,0.0
1788888672.1695552,1788888672.1693692,0.3019999861717224,0.0698133334517479,0.0,0.0,0.0
1788888672.217819,1788888672.2176332,0.3019999861717224,0.0698133334517479,0.0,0.0,0.0
1788888672.270964,1788888672.2708507,0.3019999861717224,0.0698133334517479,0.0,0.0,0.0
1788888672.318581,1788888672.3184087,0.3019999861717224,0.0698133334517479,0.0,0.0,0.0
1788888672.3691473,1788888672.3690336,0.3019999861717224,0.0698133334517479,0.0,0.0,0.0
1788888672.4203243,1788888672.420168,0.3019999861717224,0.0698133334517479,0.0,0.0,0.0
1788888672.4693837,1788888672.46925,0.3160000145435333,0.03490666672587395,0.0,0.0,0.0
1788888672.516892,1788888672.5167532,0.3160000145435333,0.03490666672587395,0.0,0.0,0.0
1788888672.567895,1788888672.5676887,0.3160000145435333,0.03490666672587395,0.0,0.0,0.0
1788888672.6206856,1788888672.6205668,0.3160000145435333,0.03490666672587395,0.0,0.0,0.0
1788888672.6707366,1788888672.6705856,0.3160000145435333,0.03490666672587395,0.0,0.0,0.0
1788888672.721761,1788888672.721625,0.3160000145435333,0.03490666672587395,0.0,0.0,0.0
1788888672.7687445,1788888672.7685843,0.3160000145435333,0.03490666672587395,0.0,0.0,0.0
1788888672.8198519,1788888672.8197126,0.3160000145435333,0.03490666672587395,0.0,0.0,0.0
1788888672.8684652,1788888672.868321,0.3160000145435333,0.03490666672587395,0.0,0.0,0.0
1788888672.9188044,1788888672.9186504,0.3160000145435333,0.03490666672587395,0.0,0.0,0.0
1788888672.9686587,1788888672.9685216,0.3160000145435333,0.03490666672587395,0.0,0.0,0.0
1788888673.0182307,1788888673.018046,0.33000001311302185,0.0,0.0,0.0,0.0
1788888673.067519,1788888673.067349,0.33000001311302185,0.0,0.0,0.0,0.0
1788888673.1182742,1788888673.1180465,0.33000001311302185,0.0,0.0,0.0,0.0
1788888673.168364,1788888673.1680741,0.33000001311302185,0.0,0.0,0.0,0.0
1788888673.2177532,1788888673.2176101,0.33000001311302185,0.0,0.0,0.0,0.0
1788888673.2697234,1788888673.269611,0.33000001311302185,0.0,0.0,0.0,0.0
1788888673.319388,1788888673.319264,0.33000001311302185,0.0,0.0,0.0,0.0
1788888673.3692214,1788888673.3690891,0.33000001311302185,0.0,0.0,0.0,0.0
1788888673.419371,1788888673.4192321,0.33000001311302185,0.0,0.0,0.0,0.0
1788888673.4679666,1788888673.467721,0.33000001311302185,0.0,0.0,0.0,0.0
1788888673.5172942,1788888673.5171192,0.33000001311302185,0.0,0.0,0.0,0.0
1788888673.5712814,1788888673.5711577,0.33000001311302185,0.0,0.0,0.0,0.0
1788888673.6194954,1788888673.6193776,0.33000001311302185,0.0,0.0,0.0,0.0
1788888673.6695528,1788888673.6694171,0.33000001311302185,0.0,0.0,0.0,0.0
1788888673.7196994,1788888673.7195768,0.33000001311302185,0.0,0.0,0.0,0.0
1788888673.7696073,1788888673.769484,0.33000001311302185,0.0,0.0,0.0,0.0
1788888673.8195682,1788888673.8194191,0.33000001311302185,0.0,0.0,0.0,0.0
1788888673.8707275,1788888673.8705554,0.33000001311302185,0.0,0.0,0.0,0.0
1788888673.9204764,1788888673.9203482,0.33000001311302185,0.0,0.0,0.0,0.0
1788888673.9682617,1788888673.9680493,0.33000001311302185,0.0,0.0,0.0,0.0
1788888674.0186074,1788888674.018485,0.33000001311302185,0.0,0.0,0.0,0.0
1788888674.069517,1788888674.069402,0.33000001311302185,0.0,0.0,0.0,0.0
1788888674.1191673,1788888674.1190357,0.33000001311302185,0.0,0.0,0.0,0.0
1788888674.1691985,1788888674.1690826,0.33000001311302185,0.0,0.0,0.0,0.0
1788888674.2198691,1788888674.2197692,0.33000001311302185,0.0,0.0,0.0,0.0
1788888674.2681963,1788888674.2680337,0.33000001311302185,0.0,0.0,0.0,0.0
1788888674.3178039,1788888674.3176312,0.3160000145435333,-0.03490666672587395,0.0,0.0,0.0
1788888674.3685243,1788888674.3682497,0.3160000145435333,-0.03490666672587395,0.0,0.0,0.0
1788888674.4176035,1788888674.417469,0.3160000145435333,-0.03490666672587395,0.0,0.0,0.0
1788888674.469546,1788888674.469329,0.3160000145435333,-0.03490666672587395,0.0,0.0,0.0
1788888674.5196736,1788888674.5195072,0.3160000145435333,-0.03490666672587395,0.0,0.0,0.0
1788888674.569356,1788888674.5692372,0.33000001311302185,0.0,0.0,0.0,0.0
1788888674.6174932,1788888674.6172693,0.33000001311302185,0.0,0.0,0.0,0.0
1788888674.669437,1788888674.669295,0.33000001311302185,0.0,0.0,0.0,0.0
1788888674.7189832,1788888674.718842,0.33000001311302185,0.0,0.0,0.0,0.0
1788888674.7692122,1788888674.769099,0.33000001311302185,0.0,0.0,0.0,0.0
1788888674.8193073,1788888674.8191657,0.33000001311302185,0.0,0.0,0.0,0.0
1788888674.869888,1788888674.8697295,0.3160000145435333,-0.03490666672587395,0.0,0.0,0.0
1788888674.920438,1788888674.920329,0.3160000145435333,-0.03490666672587395,0.0,0.0,0.0
1788888674.968673,1788888674.968562,0.3160000145435333,-0.03490666672587395,0.0,0.0,0.0
