bag_time,time,value
1788888670.0633447,1788888670.0633447,"{""packet_sequence"":3,""bridge_arrival_monotonic_ns"":11372201658573,""request_monotonic_ns"":11372156558838,""simulation_time_s"":null,""simulation_frame"":null}"
1788888670.1105902,1788888670.1105902,"{""packet_sequence"":4,""bridge_arrival_monotonic_ns"":11372248815073,""request_monotonic_ns"":11372203698096,""simulation_time_s"":null,""simulation_frame"":null}"
1788888670.1598196,1788888670.1598196,"{""packet_sequence"":5,""bridge_arrival_monotonic_ns"":11372298048347,""request_monotonic_ns"":11372252321698,""simulation_time_s"":null,""simulation_frame"":null}"
1788888670.2094512,1788888670.2094512,"{""packet_sequence"":6,""bridge_arrival_monotonic_ns"":11372347709639,""request_monotonic_ns"":11372302418021,""simulation_time_s"":null,""simulation_frame"":null}"
1788888670.2593796,1788888670.2593796,"{""packet_sequence"":7,""bridge_arrival_monotonic_ns"":11372397699412,""request_monotonic_ns"":11372351983152,""simulation_time_s"":null,""simulation_frame"":null}"
1788888670.3094666,1788888670.3094666,"{""packet_sequence"":8,""bridge_arrival_monotonic_ns"":11372447723138,""request_monotonic_ns"":11372402661696,""simulation_time_s"":null,""simulation_frame"":null}"
1788888670.3588057,1788888670.3588057,"{""packet_sequence"":9,""bridge_arrival_monotonic_ns"":11372497093932,""request_monotonic_ns"":11372451838983,""simulation_time_s"":null,""simulation_frame"":null}"
1788888670.411584,1788888670.411584,"{""packet_sequence"":10,""bridge_arrival_monotonic_ns"":11372549835723,""request_monotonic_ns"":11372502087284,""simulation_time_s"":null,""simulation_frame"":null}"
1788888670.459368,1788888670.459368,"{""packet_sequence"":11,""bridge_arrival_monotonic_ns"":11372597645387,""request_monotonic_ns"":11372551781438,""simulation_time_s"":null,""simulation_frame"":null}"
1788888670.5097408,1788888670.5097408,"{""packet_sequence"":12,""bridge_arrival_monotonic_ns"":11372647999558,""request_monotonic_ns"":11372601976449,""simulation_time_s"":null,""simulation_frame"":null}"
1788888670.5604613,1788888670.5604613,"{""packet_sequence"":13,""bridge_arrival_monotonic_ns"":11372698739117,""request_monotonic_ns"":11372652561406,""simulation_time_s"":null,""simulation_frame"":null}"
1788888670.6105044,1788888670.6105044,"{""packet_sequence"":14,""bridge_arrival_monotonic_ns"":11372748768464,""request_monotonic_ns"":11372702022610,""simulation_time_s"":null,""simulation_frame"":null}"
1788888670.6631804,1788888670.6631804,"{""packet_sequence"":15,""bridge_arrival_monotonic_ns"":11372801436677,""request_monotonic_ns"":11372752095760,""simulation_time_s"":null,""simulation_frame"":null}"
1788888670.7118556,1788888670.7118556,"{""packet_sequence"":16,""bridge_arrival_monotonic_ns"":11372849879748,""request_monotonic_ns"":11372803938813,""simulation_time_s"":null,""simulation_frame"":null}"
1788888670.7606823,1788888670.7606823,"{""packet_sequence"":17,""bridge_arrival_monotonic_ns"":11372898981903,""request_monotonic_ns"":11372852214308,""simulation_time_s"":null,""simulation_frame"":null}"
1788888670.8094904,1788888670.8094904,"{""packet_sequence"":18,""bridge_arrival_monotonic_ns"":11372947781017,""request_monotonic_ns"":11372902304540,""simulation_time_s"":null,""simulation_frame"":null}"
1788888670.8605082,1788888670.8605082,"{""packet_sequence"":19,""bridge_arrival_monotonic_ns"":11372998785366,""request_monotonic_ns"":11372952360608,""simulation_time_s"":null,""simulation_frame"":null}"
1788888670.9084208,1788888670.9084208,"{""packet_sequence"":20,""bridge_arrival_monotonic_ns"":11373046676003,""request_monotonic_ns"":11373001805311,""simulation_time_s"":null,""simulation_frame"":null}"
1788888670.9583192,1788888670.9583192,"{""packet_sequence"":21,""bridge_arrival_monotonic_ns"":11373096668541,""request_monotonic_ns"":11373051840429,""simulation_time_s"":null,""simulation_frame"":null}"
1788888671.0104644,1788888671.0104644,"{""packet_sequence"":22,""bridge_arrival_monotonic_ns"":11373148734345,""request_monotonic_ns"":11373102611858,""simulation_time_s"":null,""simulation_frame"":null}"
1788888671.0598981,1788888671.0598981,"{""packet_sequence"":23,""bridge_arrival_monotonic_ns"":11373198159559,""request_monotonic_ns"":11373152065768,""simulation_time_s"":null,""simulation_frame"":null}"
1788888671.1096199,1788888671.1096199,"{""packet_sequence"":24,""bridge_arrival_monotonic_ns"":11373247879019,""request_monotonic_ns"":11373201771051,""simulation_time_s"":null,""simulation_frame"":null}"
1788888671.160626,1788888671.160626,"{""packet_sequence"":25,""bridge_arrival_monotonic_ns"":11373298882263,""request_monotonic_ns"":11373252726205,""simulation_time_s"":null,""simulation_frame"":null}"
1788888671.2103379,1788888671.2103379,"{""packet_sequence"":26,""bridge_arrival_monotonic_ns"":11373348612012,""request_monotonic_ns"":11373302224557,""simulation_time_s"":null,""simulation_frame"":null}"
1788888671.2594032,1788888671.2594032,"{""packet_sequence"":27,""bridge_arrival_monotonic_ns"":11373397696132,""request_monotonic_ns"":11373352030510,""simulation_time_s"":null,""simulation_frame"":null}"
1788888671.3099966,1788888671.3099966,"{""packet_sequence"":28,""bridge_arrival_monotonic_ns"":11373448247934,""request_monotonic_ns"":11373401922616,""simulation_time_s"":null,""simulation_frame"":null}"
1788888671.3606098,1788888671.3606098,"{""packet_sequence"":29,""bridge_arrival_monotonic_ns"":11373498845312,""request_monotonic_ns"":11373452587131,""simulation_time_s"":null,""simulation_frame"":null}"
1788888671.4096172,1788888671.4096172,"{""packet_sequence"":30,""bridge_arrival_monotonic_ns"":11373547888274,""request_monotonic_ns"":11373501973411,""simulation_time_s"":null,""simulation_frame"":null}"
1788888671.4605489,1788888671.4605489,"{""packet_sequence"":31,""bridge_arrival_monotonic_ns"":11373598832347,""request_monotonic_ns"":11373552094019,""simulation_time_s"":null,""simulation_frame"":null}"
1788888671.5084577,1788888671.5084577,"{""packet_sequence"":32,""bridge_arrival_monotonic_ns"":11373646749973,""request_monotonic_ns"":11373601972669,""simulation_time_s"":null,""simulation_frame"":null}"
1788888671.5607295,1788888671.5607295,"{""packet_sequence"":33,""bridge_arrival_monotonic_ns"":11373699030591,""request_monotonic_ns"":11373652727144,""simulation_time_s"":null,""simulation_frame"":null}"
1788888671.6095686,1788888671.6095686,"{""packet_sequence"":34,""bridge_arrival_monotonic_ns"":11373747786410,""request_monotonic_ns"":11373701966046,""simulation_time_s"":null,""simulation_frame"":null}"
1788888671.6607416,1788888671.6607416,"{""packet_sequence"":35,""bridge_arrival_monotonic_ns"":11373799039297,""request_monotonic_ns"":11373752240574,""simulation_time_s"":null,""simulation_frame"":null}"
1788888671.7128398,1788888671.7128398,"{""packet_sequence"":36,""bridge_arrival_monotonic_ns"":11373851221218,""request_monotonic_ns"":11373802576829,""simulation_time_s"":null,""simulation_frame"":null}"
1788888671.7603254,1788888671.7603254,"{""packet_sequence"":37,""bridge_arrival_monotonic_ns"":11373898639150,""request_monotonic_ns"":11373853343297,""simulation_time_s"":null,""simulation_frame"":null}"
1788888671.8086848,1788888671.8086848,"{""packet_sequence"":38,""bridge_arrival_monotonic_ns"":11373946981108,""request_monotonic_ns"":11373901920128,""simulation_time_s"":null,""simulation_frame"":null}"
1788888671.858558,1788888671.858558,"{""packet_sequence"":39,""bridge_arrival_monotonic_ns"":11373996887671,""request_monotonic_ns"":11373951842100,""simulation_time_s"":null,""simulation_frame"":null}"
1788888671.9094436,1788888671.9094436,"{""packet_sequence"":40,""bridge_arrival_monotonic_ns"":11374047683133,""request_monotonic_ns"":11374002398591,""simulation_time_s"":null,""simulation_frame"":null}"
1788888671.9594588,1788888671.9594588,"{""packet_sequence"":41,""bridge_arrival_monotonic_ns"":11374097716526,""request_monotonic_ns"":11374052532534,""simulation_time_s"":null,""simulation_frame"":null}"
1788888672.0115976,1788888672.0115976,"{""packet_sequence"":42,""bridge_arrival_monotonic_ns"":11374149852760,""request_monotonic_ns"":11374102068737,""simulation_time_s"":null,""simulation_frame"":null}"
1788888672.0585423,1788888672.0585423,"{""packet_sequence"":43,""bridge_arrival_monotonic_ns"":11374196826511,""request_monotonic_ns"":11374151914745,""simulation_time_s"":null,""simulation_frame"":null}"
