stamp_s,left_angle_rad,right_angle_rad,ax_mps2,ay_mps2,yaw_rate_radps,yaw_rad
1789484699.4018278,0.0,0.0,-3.2297,-0.012,0.0,0.0
1789484699.426828,0.0,0.0,-0.2645,-0.003,0.0,0.00023687595043808685
1789484699.4518278,0.0,0.0,-0.0309,-0.0013,0.0,0.00022919334921689405
1789484699.4768279,0.0,0.0,-0.0136,0.0023,0.0,0.00022135033612058486
1789484699.5018277,9.0386,9.0386,5.4097,-0.0003,0.0,0.00024065729641775668
1789484699.5268278,18.6368,18.6368,5.3794,-0.0016,0.0,-1.3443763771547879e-05
1789484699.551828,28.2318,28.2318,5.3331,0.0002,0.0,1.2803090234880798e-05
1789484699.5768278,37.83,37.83,5.2848,-0.0017,0.0,3.080726902515707e-05
1789484699.6018276,47.425,47.425,5.2565,-0.0012,0.0,4.737030737445025e-05
1789484699.626828,57.0199,57.0199,5.2049,0.0002,0.0,6.007235916793974e-05
1789484699.6518278,66.6181,66.6181,5.1615,-0.0001,0.0,7.177396386914836e-05
1789484699.6768277,76.2131,76.2131,5.134,-0.001,0.0,8.041497311239709e-05
1789484699.701828,85.8113,85.8113,5.0888,-0.0003,0.0,8.647559188945664e-05
1789484699.7268279,95.4062,95.4062,5.0542,-0.0009,0.0,9.217610686618194e-05
1789484699.7518277,105.0045,105.0045,5.0053,-0.0002,0.0,9.751653035738883e-05
1789484699.7768278,114.5994,114.5994,4.9581,-0.0002,0.0,0.00010087676758829822
1789484699.8018277,124.1944,124.1976,4.9465,-0.0004,0.0,0.00010407698129655252
1789484699.826828,133.7926,133.7926,4.9077,0.0003,0.0,0.0001071171482500688
1789484699.8518279,143.3875,143.3908,4.8793,0.0021,0.0,0.0001099972976721375
1789484699.8768277,152.9857,152.9857,4.8361,0.0013,0.0,0.00011137736339073001
1789484699.901828,162.5807,162.584,4.8009,-0.0009,0.0,0.00011401747849970612
1789484699.926828,172.1789,172.1789,4.7715,0.0008,0.0,0.00011527752852358297
1789484699.9518278,181.7739,181.7771,4.7384,0.0005,0.0,0.00011649757393383808
1789484699.9768279,191.3721,191.3721,4.6992,-0.003,0.0,0.00011767761502268215
1789484700.0018277,200.967,200.9703,4.6755,-0.0006,0.0,0.00011767761502268215
1789484700.0268278,210.5652,210.5652,4.6346,0.0036,0.0,0.00011881765207411021
1789484700.051828,220.1602,220.1635,4.6107,0.0038,0.0,0.0001199176853610151
1789484700.0768278,229.7584,229.7584,4.5822,-0.0008,0.0,0.0001199176853610151
1789484700.1018279,239.3534,239.3566,4.5409,-0.0006,0.0,0.0001209777151476299
1789484700.126828,248.9516,248.9516,4.5172,0.0033,0.0,0.0001209777151476299
1789484700.1518278,258.5465,258.5465,4.4719,-0.0008,0.0,0.0001209777151476299
1789484700.1768277,268.1415,268.1447,4.4454,0.0,0.0,0.0001219977416888618
1789484700.201828,277.7397,277.7397,4.4067,-0.0018,0.0,0.0001219977416888618
1789484700.2268279,287.3347,287.3379,4.4109,-0.0007,0.0,0.0001219977416888618
1789484700.2518277,296.9329,296.9329,4.3588,-0.0028,0.0,0.0001219977416888618
1789484700.2768278,306.5278,306.5311,4.3138,0.0008,0.0,0.00012297776522873782
1789484700.3018277,316.126,316.126,4.3077,-0.0027,0.0,0.00012297776522873782
1789484700.326828,325.721,325.7242,4.245,0.0003,0.0,0.00012297776522873782
1789484700.3518279,335.3192,335.3192,4.2394,-0.0011,0.0,0.00012297776522873782
1789484700.3768277,344.9142,344.9142,4.2089,-0.0004,0.0,0.00012297776522873782
1789484700.4018278,354.5091,354.5124,4.1813,0.0033,0.0,0.00012297776522873782
1789484700.426828,364.1073,364.1073,4.1606,-0.0039,0.0,0.00012297776522873782
1789484700.4518278,373.7023,373.7055,4.1283,-0.0003,0.0,0.00012297776522873782
1789484700.476828,383.3005,383.3005,4.0955,-0.0053,0.0,0.00012391778600306935
1789484700.501828,392.8954,392.8987,4.0622,0.0029,0.0,0.00012391778600306935
1789484700.5268278,402.4937,402.4937,4.0444,-0.0011,0.0,0.00012391778600306935
1789484700.551828,412.0886,412.0919,3.9538,-0.0013,0.0,0.00012391778600306935
1789484700.576828,421.6836,421.6868,3.9801,-0.0031,0.0,0.00012391778600306935
1789484700.6018279,431.2818,431.2818,3.9506,0.0017,0.0,0.00012391778600306935
1789484700.626828,440.8767,440.8767,3.9361,0.0061,0.0,0.00012391778600306935
1789484700.6518278,450.4717,450.4749,3.9014,0.0013,0.0,0.00012391778600306935
