bag_time,time,x,y,z,yaw,vx,vy,vz,wx,wy,wz
1788894515.631617,1788894515.5821671,0.7928,-0.1459,0.0594,-1.9721898718275546,0.2006,0.0,0.0065,0.0,-0.0079,0.0
1788894515.6836424,1788894515.632972,0.7888,-0.1553,0.0594,-1.9697402804876694,0.199,0.0144,0.0064,0.0085,-0.0056,0.0942
1788894515.7374837,1788894515.684198,0.7849,-0.1646,0.0593,-1.9625184324257314,0.194,0.0301,0.0062,0.0038,-0.0025,0.1914
1788894515.8086364,1788894515.7558084,0.7798,-0.1775,0.0593,-1.9475416475289833,0.1922,0.0336,0.0061,-0.0093,-0.0038,0.2069
1788894515.8595529,1788894515.809149,0.7762,-0.187,0.0593,-1.9366103061485527,0.1922,0.0335,0.0061,-0.0086,-0.0029,0.2069
1788894515.9114535,1788894515.8614397,0.7727,-0.1964,0.0592,-1.9259618507141172,0.1923,0.0335,0.006,-0.0082,-0.0022,0.2069
1788894515.9626532,1788894515.9126248,0.7694,-0.2056,0.0592,-1.915476212342356,0.1923,0.0335,0.006,-0.0078,-0.0017,0.2069
1788894516.0327725,1788894515.9816248,0.765,-0.2184,0.0592,-1.9008279630438067,0.1924,0.0335,0.006,-0.0074,-0.0012,0.2069
1788894516.0847595,1788894516.0338023,0.7619,-0.2277,0.0592,-1.890386706911982,0.1924,0.0334,0.006,-0.0072,-0.0009,0.2069
1788894516.136442,1788894516.0857124,0.7589,-0.2374,0.0592,-1.8793441701896558,0.1924,0.0334,0.006,-0.0071,-0.0007,0.2069
1788894516.20623,1788894516.1563003,0.7549,-0.2503,0.0592,-1.8649034751471363,0.1924,0.0334,0.006,-0.0069,-0.0004,0.207
1788894516.2570777,1788894516.2081034,0.7521,-0.2599,0.0592,-1.8540620559438754,0.1924,0.0334,0.006,-0.0068,-0.0003,0.207
1788894516.313792,1788894516.25892,0.7495,-0.2694,0.0592,-1.8436201000431012,0.1924,0.0334,0.006,-0.0067,-0.0002,0.207
1788894516.3652027,1788894516.314749,0.7467,-0.2798,0.0592,-1.8319013096712071,0.1924,0.0334,0.006,-0.0067,-0.0002,0.207
