bag_time,time,x,y,yaw,vx,vy,wz
1788879291.2852666,1788879291.2329237,0.8002,3.1583,-1.5707963267948966,0.0,0.0,0.0
1788879291.3750165,1788879291.2872612,0.8002,3.1583,-1.5707963267948966,0.0,0.0,0.0
1788879291.4314482,1788879291.383232,0.8002,3.1583,-1.5707963267948966,0.0,0.0,0.0
1788879291.479194,1788879291.4335952,0.8002,3.1522,-1.5695192666100282,0.2006,0.0076,0.048
1788879291.528953,1788879291.4832637,0.8003,3.1414,-1.5644209134041533,0.2212,0.0243,0.1561
1788879291.5790794,1788879291.533328,0.8004,3.1305,-1.553803985017488,0.2155,0.0418,0.2648
1788879291.6290987,1788879291.5833771,0.8007,3.12,-1.5378151504437931,0.2053,0.0561,0.3493
1788879291.6791677,1788879291.6332114,0.8013,3.1098,-1.520415431119931,0.2045,0.0562,0.3485
1788879291.729255,1788879291.6833863,0.802,3.0996,-1.503015906535498,0.2044,0.0562,0.3485
1788879291.782048,1788879291.7334096,0.8028,3.0894,-1.4856075230645405,0.2043,0.0561,0.3485
1788879291.8303864,1788879291.7832477,0.8039,3.0792,-1.4680488336090605,0.2042,0.0561,0.3485
1788879291.8791063,1788879291.8334916,0.8051,3.0691,-1.4506260880526065,0.2041,0.0561,0.3485
1788879291.928645,1788879291.883227,0.8065,3.059,-1.4333357137212432,0.2041,0.056,0.3485
1788879291.982,1788879291.933771,0.8081,3.0489,-1.4158923597775697,0.204,0.056,0.3485
1788879292.0319743,1788879291.9837646,0.8099,3.0386,-1.3980153334298469,0.2042,0.0558,0.3471
1788879292.0817006,1788879292.0332482,0.8118,3.0286,-1.3829615592163718,0.2086,0.0501,0.3115
1788879292.1292098,1788879292.0831,0.8139,3.0182,-1.3694683328197483,0.2136,0.0427,0.2653
1788879292.181121,1788879292.1332781,0.8164,3.0068,-1.3573790059251298,0.2393,0.0401,0.25
1788879292.2290888,1788879292.1830988,0.8194,2.9935,-1.3455697879251793,0.289,0.0397,0.248
1788879292.27879,1788879292.2334793,0.823,2.9784,-1.3343262858767801,0.3179,0.0365,0.2277
1788879292.331576,1788879292.2837954,0.8271,2.9621,-1.3243619490545941,0.3448,0.0323,0.2016
1788879292.380996,1788879292.3338647,0.832,2.9434,-1.315519808127045,0.3938,0.0285,0.1783
1788879292.4312692,1788879292.383101,0.8372,2.9239,-1.3089637418923195,0.4221,0.0216,0.1353
1788879292.480872,1788879292.4334288,0.843,2.9026,-1.3039625005380435,0.4481,0.0163,0.1025
1788879292.5287528,1788879292.4838898,0.8492,2.8802,-1.301528652395539,0.4736,0.0074,0.0468
1788879292.5817928,1788879292.533709,0.8557,2.8566,-1.3016918211752473,0.4986,-0.0005,-0.0022
1788879292.632686,1788879292.583937,0.8623,2.8327,-1.30297106442374,0.4799,-0.0049,-0.0295
1788879292.6806233,1788879292.6338735,0.8685,2.8101,-1.3055338878624847,0.4772,-0.0089,-0.0544
1788879292.730795,1788879292.6837258,0.8745,2.7877,-1.309536039707753,0.4545,-0.0132,-0.0813
1788879292.7807295,1788879292.7331562,0.8802,2.7659,-1.3140982997457582,0.4515,-0.0151,-0.0927
1788879292.8307035,1788879292.7837682,0.8859,2.744,-1.318377578308765,0.4512,-0.0132,-0.0815
1788879292.8790267,1788879292.8337317,0.8914,2.7221,-1.3226567376458356,0.4511,-0.0141,-0.0871
1788879292.9329367,1788879292.8830926,0.8971,2.6994,-1.3266529826551872,0.4519,-0.0114,-0.0687
1788879292.9820487,1788879292.933925,0.9026,2.6772,-1.329775182375008,0.4734,-0.0107,-0.0665
1788879293.0310562,1788879292.983053,0.9081,2.6545,-1.3323348441552267,0.4762,-0.0083,-0.0514
1788879293.0814927,1788879293.0332007,0.9139,2.6307,-1.3330502350412017,0.4984,-0.0019,-0.0115
1788879293.1310692,1788879293.0831332,0.9196,2.607,-1.3346135767636627,0.4796,-0.0049,-0.0303
1788879293.1811292,1788879293.133159,0.9254,2.5831,-1.3346098269948412,0.4988,0.0001,0.0008
1788879293.2309926,1788879293.1834834,0.9312,2.5587,-1.3353331394075145,0.5014,-0.0027,-0.017
1788879293.2810416,1788879293.233229,0.9369,2.535,-1.3366131677612194,0.4799,-0.0041,-0.0252
1788879293.33081,1788879293.2831216,0.9424,2.5118,-1.3381752180786664,0.477,-0.005,-0.0309
1788879293.3790922,1788879293.3338034,0.9479,2.4886,-1.3407416706438282,0.4764,-0.0091,-0.0566
1788879293.431576,1788879293.3832798,0.9531,2.4661,-1.344144366800763,0.4544,-0.0106,-0.0652
1788879293.48276,1788879293.4339175,0.9581,2.444,-1.3477066366637818,0.4514,-0.0118,-0.0732
1788879293.531086,1788879293.4831343,0.9632,2.4213,-1.350860934097591,0.4731,-0.01,-0.0621
1788879293.5809147,1788879293.5333576,0.9683,2.3981,-1.3541107804675252,0.4759,-0.0107,-0.0661
1788879293.6316981,1788879293.5830946,0.9734,2.3748,-1.3568268453270487,0.4764,-0.0085,-0.0529
1788879293.682322,1788879293.6337752,0.9784,2.3515,-1.3596702550948099,0.4764,-0.0091,-0.0566
1788879293.7311192,1788879293.6832767,0.9834,2.3282,-1.3617930985073377,0.4765,-0.007,-0.0434
1788879293.7810287,1788879293.7331972,0.9883,2.3048,-1.3640738075507122,0.4765,-0.0075,-0.0463
1788879293.8324308,1788879293.7832599,0.9931,2.2815,-1.3667621978478535,0.4764,-0.0085,-0.0529
1788879293.8807876,1788879293.8330705,0.9979,2.2581,-1.3687613693255765,0.4765,-0.0063,-0.039
1788879293.9309683,1788879293.8839266,1.0027,2.2348,-1.3707580078262638,0.4765,-0.0064,-0.0397
1788879293.9819398,1788879293.9331052,1.0074,2.2114,-1.3730383978502898,0.4765,-0.0074,-0.0456
1788879294.0311384,1788879293.9831984,1.012,2.188,-1.3745989272074028,0.4766,-0.005,-0.0309
1788879294.0818994,1788879294.0335836,1.0166,2.1647,-1.3761614377467304,0.4766,-0.005,-0.0309
1788879294.131801,1788879294.0840182,1.0213,2.1408,-1.378005586360963,0.4765,-0.0057,-0.0353
1788879294.179064,1788879294.1330087,1.0257,2.1183,-1.3798498017308847,0.4765,-0.0068,-0.0419
1788879294.231947,1788879294.1834786,1.0302,2.0944,-1.382257466017953,0.4765,-0.0076,-0.047
1788879294.2789032,1788879294.233007,1.0346,2.0715,-1.3848193464211154,0.4764,-0.0084,-0.0522
1788879294.3309376,1788879294.2834342,1.039,2.0476,-1.3868152624757548,0.4765,-0.0059,-0.0368
1788879294.380947,1788879294.3330708,1.0434,2.0242,-1.3886595969517848,0.4765,-0.0059,-0.0368
1788879294.430502,1788879294.3830929,1.0477,2.0007,-1.3906576036604792,0.4765,-0.0066,-0.0412
1788879294.4809053,1788879294.433521,1.0519,1.9773,-1.3917827944311567,0.4766,-0.004,-0.025
1788879294.5309026,1788879294.4839907,1.0561,1.9538,-1.3931919196845175,0.4766,-0.004,-0.025
1788879294.581649,1788879294.533985,1.0604,1.9299,-1.394626115206984,0.4766,-0.0046,-0.0287
1788879294.6308503,1788879294.583766,1.0645,1.9068,-1.3961886689639262,0.4765,-0.0053,-0.0331
1788879294.6816142,1788879294.6338851,1.0686,1.8834,-1.398033093634677,0.4765,-0.0059,-0.0368
1788879294.7312315,1788879294.6836615,1.0726,1.8599,-1.4001594617326807,0.4765,-0.0064,-0.0397
1788879294.7812662,1788879294.7333248,1.0767,1.8364,-1.4022859146272415,0.4765,-0.0071,-0.0441
1788879294.8314185,1788879294.783282,1.0806,1.8129,-1.4046944262137275,0.4765,-0.008,-0.0493
1788879294.881301,1788879294.833403,1.0844,1.7898,-1.4064073383750508,0.4765,-0.0053,-0.0331
1788879294.932014,1788879294.8836765,1.0884,1.7658,-1.4079698464236252,0.4765,-0.0051,-0.0316
1788879294.980873,1788879294.9332376,1.0922,1.7423,-1.4098143495257427,0.4765,-0.0058,-0.036
1788879295.031087,1788879294.9839904,1.096,1.7188,-1.4119409110063155,0.4765,-0.0066,-0.0412
1788879295.081119,1788879295.033267,1.0998,1.6952,-1.4130671462443802,0.4766,-0.0038,-0.0235
1788879295.1323428,1788879295.0832775,1.1035,1.6717,-1.414063185548815,0.4766,-0.0036,-0.0221
1788879295.1808968,1788879295.1334012,1.1072,1.6481,-1.4153435768224345,0.4766,-0.004,-0.025
1788879295.2318277,1788879295.183852,1.1109,1.6246,-1.4167540758850063,0.4766,-0.0046,-0.0287
1788879295.2814,1788879295.2338989,1.1145,1.601,-1.4184684087139587,0.4765,-0.0052,-0.0323
1788879295.3319368,1788879295.2837152,1.1181,1.5775,-1.4201611914841723,0.4765,-0.0057,-0.0353
1788879295.381836,1788879295.3331904,1.1216,1.5539,-1.4221573886284131,0.4765,-0.0063,-0.039
