steering,gt_speed_mps,gt_yaw_rate_radps,gt_curvature_rad_per_m,samples
-1.0,3.396758020251499,-5.4215,-1.5960807239364632,30
-0.75,3.881429932216956,-4.1889,-1.0792156687490237,30
-0.5,4.693677927808852,-3.716,-0.7917032351077269,30
-0.25,4.881567855720127,-1.7993,-0.3685905949031549,30
0.0,5.229,0.0,0.0,30
0.25,4.6608081241346975,1.7772,0.38130726532106407,30
0.5,4.587029462517109,3.9222,0.8550631802237679,30
0.75,3.821207332768009,4.3112,1.128229803975868,30
1.0,3.20579977696674,5.452500000000001,1.700823625722203,30
