throttle,speed_bin_mps,acceleration_mps2,acceleration_std_mps2,samples
0.0,0.0,0.0,0.0,244
0.02,0.0,0.0,3.086927876827415,115
0.02,0.5,-0.0009996279734300695,0.3956543873134,130
0.05,0.0,0.25237237887010966,2.2180741739593803,11
0.05,0.5,-4.779828320740444,1.452983863559708,10
0.05,1.0,0.0,1.4096993235404855,224
0.08,0.0,0.0,2.5593522051031465,11
0.08,0.5,-1.6574357877243835,5.755253428131441,29
0.08,1.0,-0.1622148010743061,4.067261668231361,54
0.08,1.5,0.0012487098493259832,2.229072819264213,151
0.1,0.0,0.1280175194874253,0.13743348652550616,8
0.1,0.5,5.369059424513144,2.3695185762240514,5
0.1,1.0,4.809519674019843,2.158735489559568,10
0.1,1.5,-4.469687859883477,4.6681368434976696,16
0.1,2.0,0.0,1.3925042560902956,206
0.12,0.0,0.4161164727067312,0.22459400893629355,6
0.12,0.5,5.348635288788654,2.4737749832050375,5
0.12,1.0,5.104664884968768,0.5351929005131774,4
0.12,1.5,4.123656215452913,5.138866675242736,13
0.12,2.0,0.0,4.4688525528419145,19
0.12,2.5,0.0,1.754361422695273,198
0.15,0.0,-0.013727838707949748,3.1710243182070874,43
0.15,0.5,5.172772670250026,1.8852413784230109,22
0.15,1.0,4.604265740511039,5.413884123362679,15
0.15,1.5,3.5792111416781354,1.911191208716493,10
0.15,2.0,5.5380941328482525,3.0279167238942737,9
0.15,2.5,-3.3195781495166137,4.442206071136154,13
0.15,3.0,7.394588185013136,2.89284282091082,10
0.15,3.5,0.0,0.8001158359532466,123
0.18,0.0,0.415370296363884,0.22397237822269708,6
0.18,0.5,4.241413954565745,5.525754978917327,13
0.18,1.0,2.833690045766197,1.4261046605469296,8
0.18,1.5,5.043297434098594,2.3310082506788485,5
0.18,2.0,5.334203777099292,2.2517350885894647,8
0.18,2.5,2.9386050068442855,0.3199167808685264,2
0.18,3.0,2.7115432613349193,3.9318900396200682,13
0.18,3.5,0.0,6.749927461704908,9
0.18,4.0,0.0,1.2929254544255606,181
0.2,0.0,-0.006011594799316272,3.024999653090529,26
0.2,0.5,1.3675134159342361,2.41624762998574,21
0.2,1.0,4.516622512371925,0.4425492570225427,5
0.2,1.5,5.002234980667536,0.5877828545305973,3
0.2,2.0,4.15319621529172,2.553394552185493,9
0.2,2.5,5.63401472334872,1.0841313851286325,5
0.2,3.0,3.9678259829659894,0.3150421308444353,5
0.2,3.5,1.252993212788435,3.76080107606224,8
0.2,4.0,0.0,5.959225518234886,10
0.2,4.5,0.0,1.433284229371291,154
0.23,0.0,1.7753274025065198,1.728932900968122,10
