wheel_speed_mps,body_speed_mps,source_samples
0.0,0.0,52
2.0,1.9784422003389859,52
4.0,3.9984011064677527,52
6.0,5.844842420057398,52
8.0,7.312379999999999,52
10.0,9.653690000000001,52
12.0,11.954979999999999,52
14.0,14.19775,52
16.0,14.592189123683477,52
18.0,15.375505156884385,52
20.0,15.6820125,52
22.0,15.882749298061428,52
24.0,17.57396658109451,52
26.0,17.684975,52
28.0,17.684975,52
30.0,17.684975,52
