phase,time_s,throttle,speed_mps,acceleration_mps2
speed_0.00,1788167476.9319139,0.0,0.0,nan
speed_0.00,1788167476.9516757,0.0,0.0,nan
speed_0.00,1788167477.138937,0.0,0.0,0.0
speed_0.00,1788167477.1516788,0.0,0.0,0.0
speed_0.00,1788167477.171692,0.0,0.0,0.0
speed_0.00,1788167477.3261037,0.0,0.0,0.0
speed_0.00,1788167477.331607,0.0,0.0,0.0
speed_0.00,1788167477.3521385,0.0,0.0,0.0
speed_0.00,1788167477.5312562,0.0,0.0,0.0
speed_0.00,1788167477.5363522,0.0,0.0,0.0
speed_0.00,1788167477.5516362,0.0,0.0,0.0
speed_0.00,1788167477.5716877,0.0,0.0,0.0
speed_0.00,1788167477.7343016,0.0,0.0,0.0
speed_0.00,1788167477.7516837,0.0,0.0,0.0
speed_0.00,1788167477.7715588,0.0,0.0,0.0
speed_0.00,1788167477.8274977,0.0,0.0,0.0
speed_0.00,1788167477.8317087,0.0,0.0,0.0
speed_0.00,1788167477.8516872,0.0,0.0,0.0
speed_0.00,1788167477.8717773,0.0,0.0,0.0
speed_0.00,1788167477.950265,0.0,0.0,0.0
speed_0.00,1788167477.9522445,0.0,0.0,0.0
speed_0.00,1788167477.9716854,0.0,0.0,0.0
speed_0.00,1788167478.1502955,0.0,0.0,0.0
speed_0.00,1788167478.152659,0.0,0.0,0.0
speed_0.00,1788167478.1717103,0.0,0.0,0.0
speed_0.00,1788167478.1918118,0.0,0.0,0.0
speed_0.00,1788167478.3354466,0.0,0.0,0.0
speed_0.00,1788167478.3517783,0.0,0.0,0.0
speed_0.00,1788167478.3718495,0.0,0.0,0.0
speed_0.00,1788167478.39206,0.0,0.0,0.0
speed_0.00,1788167478.5730155,0.0,0.0,0.0
speed_0.00,1788167478.5916257,0.0,0.0,0.0
speed_0.00,1788167478.7664196,0.0,0.0,0.0
speed_0.00,1788167478.7715373,0.0,0.0,0.0
speed_0.00,1788167478.7916622,0.0,0.0,0.0
speed_0.00,1788167478.8431513,0.0,0.0,0.0
speed_0.00,1788167478.851665,0.0,0.0,0.0
speed_0.00,1788167478.8716702,0.0,0.0,0.0
speed_0.00,1788167478.8918214,0.0,0.0,0.0
speed_0.00,1788167478.972155,0.0,0.0,0.0
speed_0.00,1788167478.9917068,0.0,0.0,0.0
speed_0.00,1788167479.1836019,0.0,0.0,0.0
speed_0.00,1788167479.192337,0.0,0.0,0.0
speed_0.00,1788167479.21186,0.0,0.0,0.0
speed_0.00,1788167479.3541677,0.0,0.0,0.0
speed_0.00,1788167479.3716297,0.0,0.0,0.0
speed_0.00,1788167479.391645,0.0,0.0,0.0
speed_0.00,1788167479.411726,0.0,0.0,0.0
speed_0.00,1788167479.5646024,0.0,0.0,0.0
speed_0.00,1788167479.5716195,0.0,0.0,0.0
speed_0.00,1788167479.5917413,0.0,0.0,0.0
