speed_mps,throttle
0.000000,0.000000
0.501600,0.020000
1.198900,0.050000
1.993350,0.080000
2.486000,0.100000
2.977000,0.120000
3.710100,0.150000
4.388100,0.180000
4.911500,0.200000
5.624900,0.230000
6.301900,0.260000
6.859200,0.300000
