wheel_speed_mps,body_speed_mps,source_samples
0.0,0.0,72
2.0,2.0392474642159466,72
4.0,4.064449780688577,72
6.0,6.084091759413289,72
8.0,7.313066666666667,72
10.0,9.65929462904237,72
12.0,11.956079908187512,72
14.0,13.506684706576483,72
16.0,15.209729669086085,72
18.0,17.019073685807513,72
20.0,18.253329282707572,72
22.0,18.76403476765745,72
24.0,19.32137022110026,72
26.0,20.30955,72
28.0,20.30955,72
30.0,20.30955,72
