steering,gt_speed_mps,gt_yaw_rate_radps,gt_curvature_rad_per_m,samples
-1.0,3.422407836596918,-5.222899999999999,-1.5260893059412246,30
-0.75,3.7905002585410807,-4.4322,-1.1692915704234517,30
-0.5,4.758810865169984,-4.2298,-0.8888354926980088,30
-0.25,4.73119212249936,-1.7891,-0.3781499363536451,30
0.0,4.4699,0.0,0.0,30
0.25,4.7138511410522925,1.7963,0.3810684610628168,30
0.5,4.680580485367173,3.6708,0.7842616981966158,30
0.75,3.886285227507221,4.5085,1.1601052769078108,30
1.0,3.3347082106235324,5.3079,1.5917134767864787,30
