stamp_s,time_s,phase,target_speed_mps,target_accel_mps2,controller_speed_mps,controller_accel_mps2,controller_steering_rad,throttle_command,throttle_feedback,steering_command,steering_feedback,speed_mps,speed_rate_mps2,gt_speed_rate_mps2,ax_mps2,ay_mps2,az_mps2,imu_accel_norm_mps2,yaw_rate_radps,odom_yaw_rate_radps,imu_yaw_rate_radps,imu_yaw_rad,imu_stamp_s,odom_stamp_s,gt_odom_stamp_s,left_encoder_stamp_s,right_encoder_stamp_s,left_encoder_rad,right_encoder_rad,left_encoder_speed_radps,right_encoder_speed_radps,left_encoder_dt_s,right_encoder_dt_s,encoder_wheel_speed_mps,gt_slip_speed_mps,gt_slip_ratio,x_odom_m,y_odom_m,yaw_odom_rad,odom_raw_wheel_speed_mps,odom_corrected_wheel_speed_mps,odom_longitudinal_slip_ratio,odom_wheel_observation_confidence,odom_imu_acceleration_bias_mps2,odom_encoder_reset_count,odom_imu_speed_mps,odom_frozen_encoder_model_active,odom_frozen_encoder_model_decel_mps2,brake_encoder_stopped,brake_imu_stopped,brake_odom_stopped,brake_gt_stopped,brake_stop_confirmed,brake_stop_elapsed_s,speed_settled,speed_settle_rate_mps2,speed_settle_elapsed_s,gt_x_m,gt_y_m,gt_z_m,gt_yaw_rad,gt_vx_mps,gt_vy_mps,gt_vz_mps,gt_speed_mps,gt_ax_mps2,gt_ay_mps2,gt_accel_mps2,gt_longitudinal_accel_mps2,gt_dt_s,gt_yaw_rate_radps,gt_collision_count,gt_odom_x_m,gt_odom_y_m,gt_odom_z_m,gt_odom_yaw_rad,gt_ips_x_m,gt_ips_y_m,gt_ips_z_m,x_amcl_m,y_amcl_m,yaw_amcl_rad,amcl_xy_variance,amcl_yaw_variance,x_ekf_m,y_ekf_m,yaw_ekf_rad,ekf_xy_variance,ekf_yaw_variance,lidar_rate_hz,lidar_event_count,imu_rate_hz,imu_event_count,left_encoder_rate_hz,left_encoder_event_count,right_encoder_rate_hz,right_encoder_event_count,odom_rate_hz,odom_event_count,gt_odom_rate_hz,gt_odom_event_count,gt_ips_rate_hz,gt_ips_event_count,collision_rate_hz,collision_event_count,amcl_rate_hz,amcl_event_count,ekf_rate_hz,ekf_event_count,speed_command_rate_hz,speed_command_event_count,acceleration_command_rate_hz,acceleration_command_event_count,throttle_command_rate_hz,throttle_command_event_count,steering_command_rate_hz,steering_command_event_count,throttle_feedback_rate_hz,throttle_feedback_event_count,steering_feedback_rate_hz,steering_feedback_event_count,amcl_timing_ms,amcl_gpu_transfer_ms,amcl_gpu_pf_ms,amcl_gpu_callback_ms,amcl_pose_published,amcl_cluster_weight,amcl_kld_pre_particles,amcl_kld_bins,amcl_kld_target,amcl_kld_particles,speed_command_mps,speed_command_accel_mps2,speed_command_steering_rad,speed_command_stamp_s,acceleration_command_mps,acceleration_command_accel_mps2,acceleration_command_steering_rad,acceleration_command_stamp_s
1788438763.846483,0.199569995,reset,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07503065501189818,1788438763.8230045,nan,nan,nan,nan,39980.93,39980.92,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,5.434153742227593,5.3451478581992555,21.736614968910374,1.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,527.7828,0.1797,-8112.585,0.07503065501189818,527.7828,0.1797,-8112.585,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,nan,2,nan,2,nan,2,nan,1,nan,2,nan,2,nan,2,nan,nan,nan,nan,nan,8,nan,8,nan,8,nan,8,nan,2,nan,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,1788438763.8316631,0.0,0.0,0.0,1788438763.8318157
1788438763.8664885,0.219575501,reset,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07503065501189818,1788438763.8230045,nan,nan,nan,nan,39980.93,39980.92,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,5.434153742227593,5.3451478581992555,21.736614968910374,1.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,527.7828,0.1797,-8112.585,0.07503065501189818,527.7828,0.1797,-8112.585,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,nan,2,nan,2,nan,2,nan,1,nan,2,nan,2,nan,2,nan,nan,nan,nan,nan,9,nan,9,nan,11,nan,11,nan,2,nan,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,1788438763.8478284,0.0,0.0,0.0,1788438763.8481758
1788438763.886497,0.23958404,reset,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07503065501189818,1788438763.8230045,nan,nan,nan,nan,39980.93,39980.92,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,5.434153742227593,5.3451478581992555,21.736614968910374,1.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,527.7828,0.1797,-8112.585,0.07503065501189818,527.7828,0.1797,-8112.585,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,nan,2,nan,2,nan,2,nan,1,nan,2,nan,2,nan,2,nan,nan,nan,nan,nan,10,nan,10,nan,12,nan,12,nan,2,nan,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,1788438763.867384,0.0,0.0,0.0,1788438763.8674672
1788438763.92677,0.279857098,settle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07503065501189818,1788438763.8872945,1788438763.887228,1788438763.8873699,1788438763.887141,1788438763.887228,39980.93,39980.92,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,527.7828,0.1797,-8116.379,0.07503065501189818,-19.1961,2.0767,-30.2939,19.30810550261211,nan,nan,nan,nan,nan,0.0,0,527.7828,0.1797,-8116.379,0.07503065501189818,527.7828,0.1797,-8116.379,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3,nan,3,nan,3,nan,3,nan,2,nan,3,nan,3,nan,3,nan,nan,nan,nan,nan,11,nan,11,nan,13,nan,13,nan,3,nan,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,1788438763.8872154,0.0,0.0,0.0,1788438763.8873012
1788438763.9465115,0.299598507,settle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07503065501189818,1788438763.8872945,1788438763.887228,1788438763.8873699,1788438763.887141,1788438763.887228,39980.93,39980.92,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,527.7828,0.1797,-8116.379,0.07503065501189818,-19.1961,2.0767,-30.2939,19.30810550261211,nan,nan,nan,nan,nan,0.0,0,527.7828,0.1797,-8116.379,0.07503065501189818,527.7828,0.1797,-8116.379,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3,nan,3,nan,3,nan,3,nan,2,nan,3,nan,3,nan,3,nan,nan,nan,nan,nan,12,nan,12,nan,14,nan,14,nan,3,nan,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,1788438763.928411,0.0,0.0,0.0,1788438763.928588
1788438763.966506,0.319593035,settle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07503065501189818,1788438763.8872945,1788438763.887228,1788438763.8873699,1788438763.887141,1788438763.887228,39980.93,39980.92,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,527.7828,0.1797,-8116.379,0.07503065501189818,-19.1961,2.0767,-30.2939,19.30810550261211,nan,nan,nan,nan,nan,0.0,0,527.7828,0.1797,-8116.379,0.07503065501189818,527.7828,0.1797,-8116.379,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3,nan,3,nan,3,nan,3,nan,2,nan,3,nan,3,nan,3,nan,nan,nan,nan,nan,13,nan,13,nan,16,nan,16,nan,3,nan,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,1788438763.947315,0.0,0.0,0.0,1788438763.9474392
1788438763.9865303,0.339617328,settle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07503065501189818,1788438763.8872945,1788438763.887228,1788438763.8873699,1788438763.887141,1788438763.887228,39980.93,39980.92,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,527.7828,0.1797,-8116.379,0.07503065501189818,-19.1961,2.0767,-30.2939,19.30810550261211,nan,nan,nan,nan,nan,0.0,0,527.7828,0.1797,-8116.379,0.07503065501189818,527.7828,0.1797,-8116.379,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3,nan,3,nan,3,nan,3,nan,2,nan,3,nan,3,nan,3,nan,nan,nan,nan,nan,14,nan,14,nan,17,nan,17,nan,3,nan,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,1788438763.96729,0.0,0.0,0.0,1788438763.9673793
1788438764.0065744,0.35966149,settle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010554886412226281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07503065501189818,1788438763.9891145,1788438763.9889846,1788438763.9892738,1788438763.9888277,1788438763.9889846,39980.93,39980.92,0.0,0.0,0.10168671607971191,0.10175657272338867,0.0,-19.308116258454632,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,527.7828,0.1797,-8118.692,0.07503065501189818,-19.1961,2.0768,-30.2939,19.308116258454632,0.0,0.000981316562784319,0.000981316562784319,0.00010554886412226281,0.10190391540527344,0.0,0,527.7828,0.1797,-8118.692,0.07503065501189818,527.7828,0.1797,-8118.692,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4,nan,4,nan,4,nan,4,nan,3,nan,4,nan,4,nan,4,nan,nan,nan,nan,nan,15,nan,15,nan,18,nan,18,nan,4,nan,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,1788438763.987393,0.0,0.0,0.0,1788438763.9874978
1788438764.0268817,0.379968588,settle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010554886412226281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07503065501189818,1788438763.9891145,1788438763.9889846,1788438763.9892738,1788438763.9888277,1788438763.9889846,39980.93,39980.92,0.0,0.0,0.10168671607971191,0.10175657272338867,0.0,-19.308116258454632,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,527.7828,0.1797,-8118.692,0.07503065501189818,-19.1961,2.0768,-30.2939,19.308116258454632,0.0,0.000981316562784319,0.000981316562784319,0.00010554886412226281,0.10190391540527344,0.0,0,527.7828,0.1797,-8118.692,0.07503065501189818,527.7828,0.1797,-8118.692,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4,nan,4,nan,4,nan,4,nan,3,nan,4,nan,4,nan,4,nan,nan,nan,nan,nan,16,nan,16,nan,19,nan,19,nan,4,nan,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,1788438764.0076196,0.0,0.0,0.0,1788438764.0077467
1788438764.0467978,0.399884629,settle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010554886412226281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07503065501189818,1788438763.9891145,1788438763.9889846,1788438763.9892738,1788438763.9888277,1788438763.9889846,39980.93,39980.92,0.0,0.0,0.10168671607971191,0.10175657272338867,0.0,-19.308116258454632,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,527.7828,0.1797,-8118.692,0.07503065501189818,-19.1961,2.0768,-30.2939,19.308116258454632,0.0,0.000981316562784319,0.000981316562784319,0.00010554886412226281,0.10190391540527344,0.0,0,527.7828,0.1797,-8118.692,0.07503065501189818,527.7828,0.1797,-8118.692,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4,nan,4,nan,4,nan,4,nan,3,nan,4,nan,4,nan,4,nan,nan,nan,nan,nan,17,nan,17,nan,20,nan,20,nan,4,nan,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,1788438764.0294898,0.0,0.0,0.0,1788438764.0297835
