stamp_s,time_s,gt_x_m,gt_y_m,gt_yaw_rad,amcl_x_m,amcl_y_m,amcl_yaw_rad,amcl_error_m,amcl_error_rad,current_map_x_m,current_map_y_m,current_map_yaw_rad,current_map_error_m,current_map_error_rad,ekf_x_m,ekf_y_m,ekf_yaw_rad,ekf_error_m,ekf_error_rad,odom_x_m,odom_y_m,odom_yaw_rad,odom_error_m,odom_error_rad,gt_speed_mps,collision_count
1788898333.816370,0.080437,-2.665588,4.213570,-2.985663,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,0.000000,0
1788898333.816370,0.080437,-2.665588,4.213570,-2.985663,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,0.000000,0
1788898333.887469,0.151536,-2.665588,4.213570,-2.985663,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,0.000000,0
1788898333.887469,0.151536,-2.665588,4.213570,-2.985663,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,0.000000,0
1788898333.937276,0.201343,-2.665588,4.213570,-2.985663,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,0.000000,0
1788898333.937276,0.201343,-2.665588,4.213570,-2.985663,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,0.000000,0
1788898333.987079,0.251146,-2.665588,4.213570,-2.985663,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,0.000000,0
1788898333.987079,0.251146,-2.665588,4.213570,-2.985663,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,0.000000,0
1788898334.037205,0.301272,-2.665588,4.213570,-2.985663,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,0.000000,0
1788898334.037205,0.301272,-2.665588,4.213570,-2.985663,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,0.000000,0
