bag_time,time,d0,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,d11,d12,d13,d14,d15,d16,d17,d18,d19,d20,d21,d22,d23,d24,d25,d26
1788877768.4413304,1788877768.4413304,1788877768.4411542,0.8593947291374207,-1.5664284857921302,0.2705493907420046,0.5236,0.08000000000000002,0.23399999999999999,0.0,0.9850309896469116,0.8414016771316528,0.999599277973175,0.8594356775283813,0.06981767527759075,2.356198977679014,0.9801840591430664,9.790032844543457,2.2863813024014235,2.0,0.0,0.0,0.0,670.0,10.0,0.0,1.0,0.0,0.0
1788877768.49424,1788877768.49424,1788877768.4940705,0.859407901763916,-1.5664284857921302,0.2705586967978999,0.5236,0.24985871360000003,0.23399999999999999,0.0,0.9850380229949951,0.8414150285720825,0.9996060729026794,0.859449028968811,0.06981767527759075,2.356198977679014,0.9801909732818603,9.789370040893555,2.2863813024014235,2.0,0.0,0.0,0.0,670.0,10.0,0.0,1.0,0.0,0.0
1788877768.5585222,1788877768.5585222,1788877768.5583665,0.859427273273468,-1.5664284857921302,0.27056785141572515,0.5236,0.4559953728,0.23399999999999999,0.0,0.9850410032272339,0.8414344000816345,0.9996091723442078,0.8594682812690735,0.06981767527759075,2.356198977679014,0.9801939535140991,9.788684349060059,2.2863813024014235,2.0,0.0,0.0,0.0,670.0,10.0,0.0,1.0,0.0,0.0
1788877768.610316,1788877768.610316,1788877768.6101592,0.8597363233566284,-1.5664284857921302,0.26457954973802844,0.5236,0.5236,0.23399999999999999,0.0,0.9847450065612793,0.8418198037147522,0.9994546175003052,0.8597624897956848,0.06545435218140483,2.356198977679014,0.9799927282333374,9.957051734924317,2.2907446254976094,2.0,0.0,0.0,0.0,671.0,11.0,0.0,1.0,0.0,0.0
1788877768.6644282,1788877768.6644282,1788877768.6641538,0.8610081076622009,-1.5707918088883162,0.2609045753254922,0.5236,0.5236,0.23399999999999999,0.0,0.9832409429550171,0.8434009957313537,0.998450517654419,0.8610081076622009,0.061091029085218906,2.356198977679014,0.9788396167755127,9.911195259094239,2.2951079485937953,2.0,0.0,0.0,0.0,671.0,11.0,0.0,1.0,0.0,0.0
1788877768.7159398,1788877768.7159398,1788877768.715788,0.8638895153999329,-1.5707918088883162,0.2538021745371268,0.5236,0.5236,0.23399999999999999,0.0,0.9797400045394897,0.8469543862342834,0.9959083795547485,0.8638427257537842,0.05236438289284706,2.356198977679014,0.976065616607666,9.80262134552002,2.303834594786167,2.0,0.0,0.0,0.0,670.0,10.0,0.0,1.0,0.0,0.0
1788877768.78559,1788877768.78559,1788877768.7849486,0.8714653253555298,-1.5707918088883162,0.2276665756282607,0.5236,0.5236,0.23399999999999999,0.0,0.9712294149398804,0.8561383891105652,0.9893004894256592,0.8709362149238586,0.026184444315731525,2.356198977679014,0.9692448782920837,9.86172721862793,2.3300145333632827,2.0,0.0,0.0,0.0,671.0,11.0,0.0,1.0,0.0,0.0
1788877768.8375673,1788877768.8375673,1788877768.8373978,0.8775110244750977,-1.5707918088883162,0.2110022456414961,0.5236,0.5236,0.23399999999999999,0.0,0.9651707816123962,0.8633673000335693,0.9845281839370728,0.8763114213943481,0.008731151930987835,2.356198977679014,0.9641365814208984,9.823826293945313,2.3474678257480264,2.0,0.0,0.0,0.0,670.0,11.0,0.0,1.0,0.0,0.0
1788877768.8908987,1788877768.8908987,1788877768.8904915,0.8840025067329407,-1.5707918088883162,0.1944063816562631,0.5236,0.5236,0.23399999999999999,0.0,0.9592466759681701,0.8710660743713379,0.9798756837844849,0.8818534016609192,-0.008722140453755856,2.356198977679014,0.9588532853126526,9.785205345153809,2.36492111813277,2.0,0.0,0.0,0.0,670.0,10.0,0.0,1.0,0.0,0.0
1788877768.9601872,1788877768.9601872,1788877768.9599628,0.8945897221565247,-1.5707918088883162,0.16909500173890607,0.5236,0.5236,0.23399999999999999,0.0,0.9506038236618042,0.8835156965255737,0.9731156229972839,0.8904790282249451,-0.03490207903087139,2.356198977679014,0.9506038236618042,9.725969772338868,2.3911010567098856,2.0,0.0,0.0,0.0,670.0,10.0,0.0,1.0,0.0,0.0
1788877769.0139217,1788877769.0139217,1788877769.0137982,0.9022247195243835,-1.5707918088883162,0.14552628073414797,0.497689197306849,0.497689197306849,0.23399999999999999,0.0,0.9448904800415039,0.8924307036399841,0.9687513709068298,0.8964356184005737,-0.056718694511801004,2.356198977679014,0.9448904800415039,9.940553169250489,2.412917672190815,2.0,0.0,0.0,0.0,671.0,10.0,0.0,1.0,0.0,0.0
1788877769.0868044,1788877769.0868044,1788877769.0865908,0.9145628213882446,-1.5707918088883162,0.12030856804639088,0.41879795161597033,0.41879795161597033,0.23399999999999999,0.0,0.9360040831565857,0.9067547130584717,0.9624130725860596,0.9056785702705383,-0.08289863308891654,2.356198977679014,0.9360040831565857,9.876462440490723,2.4390976107679307,2.0,0.0,0.0,0.0,671.0,10.0,0.0,1.0,0.0,0.0
1788877769.1405525,1788877769.1405525,1788877769.1403239,0.9233909845352173,-1.5707918088883162,0.10354532514058672,0.35758091379970536,0.35758091379970536,0.24048749571449954,0.0,0.9298711824417114,0.9169544982910156,0.9583231210708618,0.9120436906814575,-0.10035192547366023,2.356198977679014,0.9298711824417114,9.832725982666016,2.4565509031526744,2.0,0.0,0.0,0.0,670.0,10.0,0.0,1.0,0.0,0.0
1788877769.210055,1788877769.210055,1788877769.2098553,0.9370990991592407,-1.5707918088883162,0.07730276770337469,0.2804324737954709,0.2804324737954709,0.29647757822330223,0.0,0.9206406879425049,0.9327122974395752,0.9524983167648315,0.9216228723526001,-0.12653186405077577,2.356198977679014,0.9206406879425049,9.831629257202149,2.48273084172979,2.0,0.0,0.0,0.0,670.0,10.0,0.0,1.0,0.0,0.0
