bag_time,time,x,y,yaw,vx,vy,wz
1788877768.4385982,1788877768.3813097,0.8,3.1597,-1.5707963267948966,0.0088,0.0,0.0
1788877768.491541,1788877768.4416099,0.8,3.1593,-1.5707963267948966,0.0067,0.0,0.0
1788877768.5565784,1788877768.5059206,0.8,3.159,-1.5707963267948966,0.005,0.0,0.0
1788877768.6081269,1788877768.5581956,0.8,3.1518,-1.5692380546979878,0.2106,0.0082,0.0523
1788877768.6618764,1788877768.6099916,0.8,3.14,-1.563291292846479,0.2247,0.0259,0.1661
1788877768.7136297,1788877768.6639278,0.8002,3.1281,-1.551121025523948,0.2163,0.0445,0.2823
1788877768.7817252,1788877768.7308164,0.8007,3.115,-1.5300384092688641,0.2066,0.0562,0.349
1788877768.834985,1788877768.7847638,0.8014,3.1032,-1.5102334455034907,0.2058,0.0561,0.3487
1788877768.888003,1788877768.8371887,0.8023,3.0924,-1.4916925677706654,0.2053,0.0561,0.3486
1788877768.956969,1788877768.9063778,0.8037,3.0783,-1.4677708369449163,0.2049,0.056,0.3486
1788877769.0113938,1788877768.9597292,0.805,3.0676,-1.4492160690536195,0.2047,0.056,0.3486
1788877769.0837793,1788877769.0317569,0.8071,3.0528,-1.423703718196732,0.2044,0.056,0.3486
1788877769.1372957,1788877769.0865476,0.8089,3.0417,-1.4045465099592143,0.2043,0.056,0.3485
1788877769.2074816,1788877769.156199,0.8114,3.0285,-1.3829601586713678,0.2064,0.0533,0.3317
1788877769.2618518,1788877769.2097478,0.8139,3.0167,-1.3669067928622298,0.2123,0.0449,0.2793
1788877769.3312023,1788877769.2811208,0.8173,3.0012,-1.3494118664017902,0.2396,0.0425,0.2644
1788877769.3864686,1788877769.3331625,0.8209,2.9861,-1.3363263073435665,0.2964,0.0347,0.2054
1788877769.456338,1788877769.4063709,0.8262,2.9651,-1.3213609841861338,0.3203,0.0356,0.2214
1788877769.507718,1788877769.4583044,0.8312,2.9462,-1.3118052901161141,0.3744,0.0234,0.1331
1788877769.5602338,1788877769.5100446,0.8368,2.9253,-1.3044024693446483,0.4209,0.0226,0.1415
1788877769.6127737,1788877769.5623991,0.8429,2.9033,-1.3005265846679284,0.4487,0.0121,0.0762
1788877769.6806376,1788877769.6307764,0.8511,2.874,-1.2986869874544869,0.4754,0.0046,0.0294
1788877769.7334445,1788877769.6822162,0.8584,2.8479,-1.2995319767044993,0.4967,-0.0046,-0.0302
1788877769.786413,1788877769.7356486,0.8652,2.8232,-1.3021317323841395,0.4785,-0.0082,-0.0505
1788877769.8552098,1788877769.806082,0.8733,2.7934,-1.3069749430501187,0.453,-0.0118,-0.0726
1788877769.907506,1788877769.8568456,0.8791,2.7716,-1.3110974351789926,0.4514,-0.0137,-0.0843
1788877769.9600017,1788877769.9098325,0.8856,2.7467,-1.3165353597425893,0.4511,-0.0149,-0.0912
1788877770.013347,1788877769.9618092,0.8915,2.724,-1.3210950740060758,0.4512,-0.0132,-0.0785
1788877770.0826986,1788877770.0316496,0.8992,2.6933,-1.326495336517545,0.4531,-0.0111,-0.0655
1788877770.1346805,1788877770.085146,0.9051,2.6692,-1.3300560741022824,0.4739,-0.0108,-0.0666
1788877770.1870868,1788877770.1364975,0.9109,2.6452,-1.3313347360741812,0.4764,-0.0044,-0.0272
1788877770.2570045,1788877770.2066765,0.9191,2.6116,-1.332050167894241,0.4987,-0.0021,-0.0144
1788877770.3106947,1788877770.258945,0.925,2.5876,-1.3336154009104813,0.4793,-0.0062,-0.0398
1788877770.3631117,1788877770.3127224,0.9311,2.562,-1.3361775253912784,0.4768,-0.0072,-0.0449
1788877770.4314446,1788877770.3811262,0.9382,2.5319,-1.339458670191041,0.4765,-0.0086,-0.0529
1788877770.483099,1788877770.433145,0.9441,2.5068,-1.342739663820036,0.4764,-0.0096,-0.0596
1788877770.5353968,1788877770.4856603,0.9498,2.4817,-1.3464263757242314,0.4763,-0.0109,-0.0676
1788877770.588578,1788877770.5371752,0.9553,2.4575,-1.3494237194783376,0.4764,-0.0094,-0.0581
1788877770.6563442,1788877770.605978,0.962,2.4273,-1.3535482072960323,0.4764,-0.0101,-0.0625
1788877770.7111695,1788877770.6581926,0.9676,2.4017,-1.3561084235759848,0.4764,-0.0082,-0.052
1788877770.7808108,1788877770.7316246,0.9746,2.3691,-1.3599492505830921,0.4764,-0.0084,-0.0522
1788877770.8337288,1788877770.7825606,0.98,2.3439,-1.3620745085617174,0.4765,-0.0071,-0.0444
