regime,events,duration_s,truth_speed_median_mps,odom_speed_mae_mps,odom_speed_p95_abs_error_mps,error_samples
high_longitudinal_slip,14105,168.59012937545776,11.8856,0.13880855236329415,0.45327921913088787,14105
simulator_reset,2144,48.29322028160095,0.0001,0.0027994878782322047,0.009,2144
stationary,27082,669.6633384227753,0.0,0.0163896962938315,0.0038,27082
straight_accelerating,5574,60.528892517089844,11.4008,0.18471261589178695,0.764723052651803,5574
straight_coasting,3638,80.54069519042969,5.7177500000000006,0.43332786175529087,0.8697695556376024,3638
straight_steady,17553,140.582435131073,11.2761,0.1430678197697081,0.5503427778784045,17553
