simulation_time_k_s,simulation_time_k1_s,simulation_physics_step_k,simulation_physics_step_k1,physics_step_delta,dt_sim_s,x_k_m,y_k_m,yaw_k_rad,u_k_mps,v_k_mps,r_k_radps,applied_command_sequence_k1,throttle_k_norm,steering_k_rad,x_k1_m,y_k1_m,yaw_k1_rad,u_k1_mps,v_k1_mps,r_k1_radps
0.0980000049,0.124000005,99.0,125.0,26.0,0.02600000009999999,0.8002,3.16,-1.5707963267948968,0.0,0.0,0.0,5.0,0.0,0.0,0.8004,3.1601,-1.5707963267948968,0.0,0.0,0.0
0.124000005,0.149,125.0,150.0,25.0,0.024999994999999997,0.8004,3.1601,-1.5707963267948968,0.0,0.0,0.0,6.0,0.0,0.0,0.8004,3.1588,-1.5707979770511817,0.0307,0.0001,0.0
0.149,0.173000008,150.0,174.0,24.0,0.024000008000000017,0.8004,3.1588,-1.5707979770511817,0.0307,0.0001,0.0,7.0,0.0,0.0,0.8004,3.1586,-1.5707982177036672,0.0055,0.0,0.0
0.173000008,0.198000014,174.0,199.0,25.0,0.02500000599999999,0.8004,3.1586,-1.5707982177036672,0.0055,0.0,0.0,8.0,0.0,0.0,0.8004,3.1585,-1.5707963267948963,0.0029,0.0,0.0
0.198000014,0.223,199.0,224.0,25.0,0.024999986000000002,0.8004,3.1585,-1.5707963267948963,0.0029,0.0,0.0,9.0,0.0,0.0,0.8004,3.1585,-1.5707963267948963,0.0025,0.0,0.0
0.223,0.249000013,224.0,250.0,26.0,0.02600001299999999,0.8004,3.1585,-1.5707963267948963,0.0025,0.0,0.0,10.0,0.0,0.0,0.8004,3.1585,-1.5707963267948963,0.0022,0.0,0.0
0.249000013,0.274000019,250.0,275.0,25.0,0.02500000599999999,0.8004,3.1585,-1.5707963267948963,0.0022,0.0,0.0,11.0,0.0,0.0,0.8004,3.1585,-1.5707983578267422,0.0019,0.0,0.0
0.274000019,0.299000025,275.0,300.0,25.0,0.02500000600000002,0.8004,3.1585,-1.5707983578267422,0.0019,0.0,0.0,12.0,0.0,0.0,0.8004,3.1585,-1.5707983778452805,0.0017,0.0,0.0
0.299000025,0.324,300.0,325.0,25.0,0.024999975000000008,0.8004,3.1585,-1.5707983778452805,0.0017,0.0,0.0,13.0,0.0,0.0,0.8005,3.1584,-1.5707983978640654,0.0015,0.0,0.0
0.324,0.34800002,325.0,349.0,24.0,0.02400002000000001,0.8005,3.1584,-1.5707983978640654,0.0015,0.0,0.0,14.0,0.0,0.0,0.8005,3.1584,-1.5707963267948968,0.0013,0.0,0.0
0.34800002,0.374,349.0,375.0,26.0,0.025999979999999978,0.8005,3.1584,-1.5707963267948968,0.0013,0.0,0.0,15.0,0.0,0.0,0.8005,3.1584,-1.5707963267948968,0.0012,0.0,0.0
0.374,0.399000019,375.0,400.0,25.0,0.025000018999999984,0.8005,3.1584,-1.5707963267948968,0.0012,0.0,0.0,16.0,0.0,0.0,0.8005,3.1584,-1.5707963267948963,0.001,0.0,0.0
0.399000019,0.424000025,400.0,425.0,25.0,0.02500000600000002,0.8005,3.1584,-1.5707963267948963,0.001,0.0,0.0,17.0,0.0,0.0,0.8005,3.1584,-1.5707963267948963,0.0009,0.0,0.0
0.424000025,0.449000031,425.0,450.0,25.0,0.02500000600000002,0.8005,3.1584,-1.5707963267948963,0.0009,0.0,0.0,18.0,0.0,0.0,0.8005,3.1584,-1.5707963267948968,0.0008,0.0,0.0
0.449000031,0.474000037,450.0,475.0,25.0,0.025000005999999964,0.8005,3.1584,-1.5707963267948968,0.0008,0.0,0.0,19.0,0.0,0.0,0.8005,3.1584,-1.5707963267948968,0.0007,0.0,0.0
0.474000037,0.498000026,475.0,499.0,24.0,0.023999989,0.8005,3.1584,-1.5707963267948968,0.0007,0.0,0.0,20.0,0.0,0.0,0.8005,3.1584,-1.5707963267948968,0.0006,0.0,0.0
0.498000026,0.524000049,499.0,525.0,26.0,0.026000022999999983,0.8005,3.1584,-1.5707963267948968,0.0006,0.0,0.0,21.0,0.0,0.0,0.8005,3.1584,-1.5707963267948968,0.0006,0.0,0.0
0.524000049,0.549,525.0,550.0,25.0,0.024999951000000076,0.8005,3.1584,-1.5707963267948968,0.0006,0.0,0.0,22.0,0.0,0.0,0.8005,3.1584,-1.5707963267948968,0.0005,0.0,0.0
0.549,0.574,550.0,575.0,25.0,0.02499999999999991,0.8005,3.1584,-1.5707963267948968,0.0005,0.0,0.0,23.0,0.0,0.0,0.8005,3.1584,-1.5707963267948968,0.0004,0.0,0.0
0.574,0.59800005,575.0,599.0,24.0,0.02400005000000005,0.8005,3.1584,-1.5707963267948968,0.0004,0.0,0.0,24.0,0.0,0.0,0.8005,3.1584,-1.5707963267948968,0.0004,0.0,0.0
0.59800005,0.624,599.0,625.0,26.0,0.025999949999999994,0.8005,3.1584,-1.5707963267948968,0.0004,0.0,0.0,25.0,0.0,0.0,0.8005,3.1583,-1.5707963267948968,0.0003,0.0,0.0
0.624,0.649000049,625.0,650.0,25.0,0.02500004899999997,0.8005,3.1583,-1.5707963267948968,0.0003,0.0,0.0,26.0,0.0,0.0,0.8005,3.1583,-1.5707963267948968,0.0003,0.0,0.0
0.649000049,0.673000038,650.0,674.0,24.0,0.023999989,0.8005,3.1583,-1.5707963267948968,0.0003,0.0,0.0,27.0,0.0,0.0,0.8005,3.1583,-1.5707985179820818,0.0003,0.0,0.0
0.673000038,0.699000061,674.0,700.0,26.0,0.02600002300000004,0.8005,3.1583,-1.5707985179820818,0.0003,0.0,0.0,28.0,0.0,0.0,0.8005,3.1583,-1.5707963267948968,0.0002,0.0,0.0
0.699000061,0.72300005,700.0,724.0,24.0,0.023999989,0.8005,3.1583,-1.5707963267948968,0.0002,0.0,0.0,29.0,0.0,0.0,0.8005,3.1583,-1.5707963267948968,0.0002,0.0,0.0
0.72300005,0.749,724.0,750.0,26.0,0.025999949999999994,0.8005,3.1583,-1.5707963267948968,0.0002,0.0,0.0,30.0,0.0,0.0,0.8005,3.1583,-1.5707963267948968,0.0002,0.0,0.0
0.749,0.774000049,750.0,775.0,25.0,0.02500004899999997,0.8005,3.1583,-1.5707963267948968,0.0002,0.0,0.0,31.0,0.0,0.0,0.8005,3.1583,-1.5707963267948968,0.0002,0.0,0.0
0.774000049,0.799,775.0,800.0,25.0,0.024999951000000076,0.8005,3.1583,-1.5707963267948968,0.0002,0.0,0.0,32.0,0.0,0.0,0.8005,3.1583,-1.5707963267948968,0.0001,0.0,0.0
0.799,0.823,800.0,824.0,24.0,0.02399999999999991,0.8005,3.1583,-1.5707963267948968,0.0001,0.0,0.0,33.0,0.0,0.0,0.8005,3.1583,-1.5707963267948968,0.0001,0.0,0.0
0.823,0.849000037,824.0,850.0,26.0,0.026000037000000087,0.8005,3.1583,-1.5707963267948968,0.0001,0.0,0.0,34.0,0.0,0.0,0.8005,3.1583,-1.5707963267948968,0.0001,0.0,0.0
0.849000037,0.874,850.0,875.0,25.0,0.02499996299999996,0.8005,3.1583,-1.5707963267948968,0.0001,0.0,0.0,35.0,0.0,0.0,0.8005,3.1583,-1.5707963267948968,0.0001,0.0,0.0
0.874,0.899000049,875.0,900.0,25.0,0.02500004899999997,0.8005,3.1583,-1.5707963267948968,0.0001,0.0,0.0,36.0,0.0,0.0,0.8005,3.1583,-1.5707963267948968,0.0001,0.0,0.0
0.899000049,0.924,900.0,925.0,25.0,0.024999951000000076,0.8005,3.1583,-1.5707963267948968,0.0001,0.0,0.0,37.0,0.0,0.0,0.8005,3.1583,-1.5707963267948968,0.0001,0.0,0.0
0.924,0.949000061,925.0,950.0,25.0,0.025000060999999962,0.8005,3.1583,-1.5707963267948968,0.0001,0.0,0.0,38.0,0.0,0.0,0.8005,3.1583,-1.5707963267948968,0.0001,0.0,0.0
0.949000061,0.974000037,950.0,975.0,25.0,0.024999976000000035,0.8005,3.1583,-1.5707963267948968,0.0001,0.0,0.0,39.0,0.0,0.0,0.8005,3.1583,-1.5707963267948968,0.0001,0.0,0.0
0.974000037,0.9990001,975.0,1000.0,25.0,0.025000062999999906,0.8005,3.1583,-1.5707963267948968,0.0001,0.0,0.0,40.0,0.0,0.0,0.8005,3.1583,-1.5707963267948968,0.0001,0.0,0.0
0.9990001,1.024,1000.0,1025.0,25.0,0.024999900000000075,0.8005,3.1583,-1.5707963267948968,0.0001,0.0,0.0,41.0,0.0,0.0,0.8005,3.1583,-1.5707963267948968,0.0,0.0,0.0
1.024,1.049,1025.0,1050.0,25.0,0.02499999999999991,0.8005,3.1583,-1.5707963267948968,0.0,0.0,0.0,42.0,0.0,0.0,0.8005,3.1583,-1.5707963267948968,0.0,0.0,0.0
1.049,1.07300007,1050.0,1074.0,24.0,0.02400007000000004,0.8005,3.1583,-1.5707963267948968,0.0,0.0,0.0,43.0,0.0,0.0,0.8005,3.1583,-1.5707963267948968,0.0,0.0,0.0
1.07300007,1.098,1074.0,1099.0,25.0,0.024999930000000115,0.8005,3.1583,-1.5707963267948968,0.0,0.0,0.0,44.0,0.0,0.0,0.8005,3.1583,-1.5707963267948968,0.0,0.0,0.0
