simulation_time_k_s,simulation_time_k1_s,simulation_physics_step_k,simulation_physics_step_k1,physics_step_delta,dt_sim_s,x_k_m,y_k_m,yaw_k_rad,u_k_mps,v_k_mps,r_k_radps,applied_command_sequence_k1,throttle_k_norm,steering_k_rad,x_k1_m,y_k1_m,yaw_k1_rad,u_k1_mps,v_k1_mps,r_k1_radps
8.621,8.645,8622.0,8646.0,24.0,0.023999999999999133,0.8042,3.1587,-1.5707963267948968,0.0,0.0,0.0,4.0,0.0,0.0,0.8042,3.1587,-1.5707963267948968,0.0,0.0,0.0
8.645,8.67100048,8646.0,8672.0,26.0,0.026000480000000437,0.8042,3.1587,-1.5707963267948968,0.0,0.0,0.0,5.0,0.0,0.0,0.8042,3.1587,-1.5707963267948968,0.0,0.0,0.0
8.67100048,8.695001,8672.0,8696.0,24.0,0.024000519999999526,0.8042,3.1587,-1.5707963267948968,0.0,0.0,0.0,6.0,0.0,0.0,0.8042,3.1587,-1.5707963267948968,0.0,0.0,0.0
8.695001,8.72,8696.0,8721.0,25.0,0.024999000000001104,0.8042,3.1587,-1.5707963267948968,0.0,0.0,0.0,7.0,0.0,0.0,0.8042,3.1587,-1.5707963267948968,0.0,0.0,0.0
8.72,8.745001,8721.0,8746.0,25.0,0.025000999999999607,0.8042,3.1587,-1.5707963267948968,0.0,0.0,0.0,8.0,0.0,0.0,0.8042,3.1587,-1.5707963267948968,0.0,0.0,0.0
8.745001,8.77,8746.0,8771.0,25.0,0.024998999999999327,0.8042,3.1587,-1.5707963267948968,0.0,0.0,0.0,9.0,0.0,0.0,0.8042,3.1587,-1.5707963267948968,0.0,0.0,0.0
8.77,8.795,8771.0,8796.0,25.0,0.025000000000000355,0.8042,3.1587,-1.5707963267948968,0.0,0.0,0.0,10.0,0.0,0.0,0.8042,3.1587,-1.5707963267948968,0.0,0.0,0.0
8.795,8.820001,8796.0,8821.0,25.0,0.025000999999999607,0.8042,3.1587,-1.5707963267948968,0.0,0.0,0.0,11.0,0.0,0.0,0.8042,3.1587,-1.5707963267948968,0.0,0.0,0.0
8.820001,8.846001,8821.0,8847.0,26.0,0.0259999999999998,0.8042,3.1587,-1.5707963267948968,0.0,0.0,0.0,12.0,0.0,0.0,0.8042,3.1587,-1.5707963267948968,0.0,0.0,0.0
8.846001,8.871,8847.0,8872.0,25.0,0.024999000000001104,0.8042,3.1587,-1.5707963267948968,0.0,0.0,0.0,13.0,0.0,0.0,0.8042,3.1587,-1.5707963267948968,0.0,0.0,0.0
8.871,8.896001,8872.0,8897.0,25.0,0.025000999999999607,0.8042,3.1587,-1.5707963267948968,0.0,0.0,0.0,14.0,0.0,0.0,0.8042,3.1587,-1.5707963267948968,0.0,0.0,0.0
8.896001,8.92,8897.0,8921.0,24.0,0.02399899999999988,0.8042,3.1587,-1.5707963267948968,0.0,0.0,0.0,15.0,0.0,0.0,0.8042,3.1587,-1.5707963267948968,0.0,0.0,0.0
8.92,8.945001,8921.0,8946.0,25.0,0.025000999999999607,0.8042,3.1587,-1.5707963267948968,0.0,0.0,0.0,16.0,0.0,0.0,0.8042,3.1587,-1.5707963267948968,0.0,0.0,0.0
