time_s,collision_count
1788870461.3545802,0
1788870461.4248848,0
1788870461.4809208,0
1788870461.5497713,0
1788870461.6011636,0
1788870461.6742892,0
1788870461.725986,0
1788870461.7987587,0
1788870461.8513517,0
1788870461.923971,0
1788870461.980216,0
1788870462.0558033,0
1788870462.127007,0
1788870462.1817694,0
1788870462.2515125,0
1788870462.306464,0
1788870462.3776138,0
1788870462.45371,0
1788870462.529479,0
1788870462.6045442,0
1788870462.6801221,0
1788870462.753051,0
1788870462.8260007,0
1788870462.8820896,0
1788870462.9513052,0
1788870463.004274,0
1788870463.074725,0
1788870463.1271074,0
1788870463.1989596,0
1788870463.2924085,0
1788870463.3512716,0
1788870463.4049516,0
1788870463.4744246,0
1788870463.526911,0
1788870463.6001196,0
1788870463.6510906,0
1788870463.7234666,0
1788870463.776604,0
1788870463.8485548,0
1788870463.9003344,0
1788870463.9768276,0
1788870464.0494602,0
1788870464.1005561,0
1788870464.1742694,0
1788870464.2260978,0
1788870464.300049,0
1788870464.3513575,0
1788870464.4238956,0
1788870464.4772115,0
1788870464.5489268,0
1788870464.6012409,0
1788870464.6750765,0
1788870464.726426,0
1788870464.797593,0
1788870464.8512032,0
1788870464.9235923,0
1788870464.9780128,0
1788870465.050716,0
1788870465.1057718,0
1788870465.1757488,0
1788870465.2514713,0
1788870465.3043964,0
1788870465.376524,0
1788870465.430057,0
1788870465.499791,0
1788870465.5536952,0
1788870465.6245625,0
1788870465.6782806,0
1788870465.748962,0
1788870465.800362,0
1788870465.8743186,0
1788870465.9276824,0
1788870466.0009143,0
1788870466.0550227,0
1788870466.124984,0
1788870466.1780903,0
1788870466.2506113,0
1788870466.3041859,0
1788870466.3749223,0
1788870466.4298837,0
1788870466.501863,0
1788870466.5572102,0
1788870466.6259944,0
1788870466.7008936,0
1788870466.7560391,0
1788870466.8253188,0
1788870466.8776798,0
1788870466.9515002,0
1788870467.0054247,0
1788870467.0776978,0
1788870467.1364796,0
1788870467.205731,0
1788870467.2832282,0
1788870467.3577247,0
1788870467.433061,0
1788870467.5132146,0
1788870467.5786788,0
1788870467.652984,0
1788870467.7281,0
1788870467.8039114,0
1788870467.8618462,0
1788870467.929571,0
1788870468.00356,0
1788870468.0793538,0
1788870468.153396,0
1788870468.2285142,0
1788870468.309747,0
1788870468.3832326,0
1788870468.4560542,0
1788870468.5331726,0
1788870468.6055336,0
1788870468.6808436,0
1788870468.7591825,0
1788870468.8315063,0
1788870468.9036171,0
1788870468.9611535,0
1788870469.035584,0
1788870469.1052904,0
1788870469.1782463,0
1788870469.254504,0
1788870469.3297992,0
1788870469.4087436,0
1788870469.4835448,0
1788870469.553659,0
1788870469.628734,0
1788870469.7014136,0
1788870469.7546632,0
1788870469.8263834,0
1788870469.881458,0
1788870469.9523427,0
1788870470.0085864,0
1788870470.0784237,0
1788870470.1346638,0
1788870470.2014632,0
1788870470.2562068,0
1788870470.3273566,0
1788870470.4029462,0
1788870470.4580688,0
1788870470.5295334,0
1788870470.6035774,0
1788870470.6810377,0
1788870470.7539184,0
1788870470.8292985,0
1788870470.9063187,0
1788870470.9820743,0
1788870471.0571525,0
1788870471.129722,0
1788870471.2082052,0
1788870471.2852821,0
1788870471.358435,0
1788870471.4297798,0
1788870471.5035393,0
1788870471.577478,0
1788870471.6319318,0
1788870471.7002654,0
1788870471.7518883,0
1788870471.8245475,0
1788870471.900334,0
1788870471.9529958,0
1788870472.0241094,0
1788870472.077508,0
1788870472.1494703,0
1788870472.2011747,0
1788870472.275148,0
1788870472.3297832,0
1788870472.4017515,0
1788870472.4581382,0
1788870472.5277007,0
1788870472.60485,0
1788870472.6635242,0
1788870472.7292943,0
1788870472.8076327,0
1788870472.8834672,0
1788870472.9526596,0
1788870473.0113237,0
1788870473.078219,0
1788870473.1531363,0
1788870473.2291403,0
1788870473.3068466,0
1788870473.3624969,0
1788870473.43208,0
1788870473.5074193,0
1788870473.5849142,0
1788870473.6588604,0
1788870473.7407513,0
1788870473.8077176,0
1788870473.878462,0
1788870473.940613,0
1788870474.0062857,0
1788870474.0792685,0
1788870474.1352863,0
1788870474.2021434,0
1788870474.2762039,0
1788870474.3311791,0
1788870474.4026072,0
1788870474.4609601,0
1788870474.527998,0
1788870474.6032064,0
1788870474.6777058,0
1788870474.7604294,0
1788870474.8298824,0
1788870474.8888555,0
1788870474.9568977,0
1788870475.032388,0
1788870475.1052368,0
1788870475.1780367,0
1788870475.2326863,0
1788870475.3002539,0
1788870475.3749986,0
1788870475.427286,0
1788870475.5017633,0
1788870475.5552623,0
1788870475.626714,0
1788870475.7007563,0
1788870475.7570815,0
1788870475.825494,0
1788870475.899862,0
1788870475.9527235,0
1788870476.0269248,0
1788870476.0825515,0
1788870476.150632,0
1788870476.2038114,0
1788870476.2750108,0
1788870476.3289104,0
1788870476.4003658,0
1788870476.4550822,0
1788870476.5297568,0
1788870476.6024373,0
1788870476.6592598,0
1788870476.725559,0
1788870476.7793617,0
1788870476.8510637,0
1788870476.9033594,0
1788870476.9759555,0
1788870477.031395,0
1788870477.1006296,0
1788870477.1541991,0
1788870477.2250328,0
1788870477.2778015,0
1788870477.349866,0
1788870477.4028406,0
1788870477.474199,0
1788870477.5297158,0
1788870477.6014981,0
1788870477.6557503,0
1788870477.726089,0
1788870477.7827845,0
1788870477.8544226,0
1788870477.9088776,0
1788870477.9772303,0
1788870478.0514228,0
1788870478.1253955,0
1788870478.1764174,0
1788870478.2491775,0
1788870478.299671,0
1788870478.373263,0
1788870478.4272332,0
1788870478.5034935,0
1788870478.5562701,0
1788870478.6274745,0
1788870478.6814022,0
1788870478.7517624,0
1788870478.8059397,0
1788870478.8758113,0
1788870478.9284902,0
1788870479.001303,0
1788870479.0552702,0
1788870479.1293101,0
1788870479.185039,0
1788870479.255365,0
1788870479.3339102,0
1788870479.4056942,0
1788870479.4780881,0
1788870479.5518453,0
1788870479.630329,0
1788870479.688484,0
1788870479.7548664,0
1788870479.8299687,0
1788870479.9037101,0
1788870479.980433,0
1788870480.0599632,0
1788870480.1293137,0
1788870480.202831,0
1788870480.2773972,0
1788870480.3320532,0
1788870480.402282,0
1788870480.4771879,0
1788870480.531266,0
1788870480.6021454,0
1788870480.6755242,0
1788870480.727457,0
1788870480.801408,0
1788870480.8529925,0
1788870480.9239628,0
1788870480.9762604,0
1788870481.0494483,0
1788870481.100543,0
1788870481.172573,0
1788870481.2253058,0
1788870481.2992642,0
1788870481.3727455,0
1788870481.4245825,0
1788870481.4995868,0
1788870481.5505075,0
1788870481.6269898,0
1788870481.6795545,0
1788870481.7509,0
1788870481.806371,0
1788870481.876511,0
1788870481.9304597,0
1788870482.0022955,0
1788870482.0792384,0
1788870482.1353917,0
1788870482.20251,0
1788870482.2561672,0
1788870482.3259,0
1788870482.4024718,0
1788870482.458096,0
1788870482.5277665,0
1788870482.6019683,0
1788870482.6574564,0
1788870482.726349,0
1788870482.7807405,0
1788870482.8510756,0
1788870482.9051278,0
1788870482.9765224,0
1788870483.032745,0
1788870483.100525,0
1788870483.1543522,0
1788870483.2271576,0
1788870483.2812302,0
1788870483.3515232,0
1788870483.4243324,0
1788870483.4796624,0
1788870483.550542,0
1788870483.602947,0
1788870483.67369,0
1788870483.726461,0
1788870483.8006527,0
1788870483.854387,0
1788870483.9274902,0
1788870483.983294,0
1788870484.0573235,0
1788870484.1255193,0
1788870484.1776888,0
1788870484.2490613,0
1788870484.3016403,0
1788870484.375319,0
1788870484.4281118,0
1788870484.5001647,0
1788870484.5549366,0
1788870484.6260257,0
1788870484.6773722,0
1788870484.750197,0
1788870484.801531,0
1788870484.8756552,0
1788870484.9303524,0
1788870485.0007038,0
1788870485.0555649,0
1788870485.1244538,0
1788870485.1766584,0
1788870485.2496116,0
1788870485.3024206,0
1788870485.3737388,0
1788870485.4293857,0
1788870485.5011206,0
1788870485.5755975,0
1788870485.6278782,0
1788870485.700452,0
1788870485.7542284,0
1788870485.8254862,0
1788870485.878456,0
1788870485.9500372,0
1788870486.004109,0
1788870486.0778732,0
1788870486.151161,0
1788870486.2069526,0
1788870486.2779043,0
1788870486.3328643,0
1788870486.4026556,0
1788870486.4582293,0
1788870486.5320177,0
1788870486.6055768,0
1788870486.6770618,0
1788870486.7312758,0
1788870486.8026068,0
1788870486.8777518,0
1788870486.9342444,0
1788870487.0039234,0
1788870487.0777743,0
1788870487.152187,0
1788870487.227722,0
1788870487.2812645,0
1788870487.351568,0
1788870487.427887,0
1788870487.4826472,0
1788870487.5518327,0
1788870487.6069868,0
1788870487.6760302,0
1788870487.7299309,0
1788870487.8013241,0
1788870487.8582778,0
1788870487.927318,0
1788870487.982076,0
1788870488.0552154,0
1788870488.1293113,0
1788870488.188472,0
1788870488.259295,0
1788870488.334302,0
1788870488.4151485,0
1788870488.5137558,0
1788870488.5818114,0
1788870488.657548,0
1788870488.7179165,0
1788870488.7841606,0
1788870488.8572817,0
1788870488.934292,0
1788870489.0051897,0
1788870489.0707014,0
1788870489.1310523,0
1788870489.2124069,0
1788870489.2906556,0
1788870489.3854067,0
1788870489.4648983,0
1788870489.541934,0
1788870489.612715,0
1788870489.6793456,0
1788870489.7561576,0
1788870489.828875,0
1788870489.9048111,0
1788870489.9793212,0
1788870490.0530176,0
1788870490.1308036,0
1788870490.2074258,0
1788870490.2810385,0
1788870490.358128,0
1788870490.4311733,0
1788870490.508645,0
1788870490.5854335,0
1788870490.656723,0
1788870490.7351947,0
1788870490.8055096,0
1788870490.905703,0
1788870490.9931571,0
1788870491.0605881,0
1788870491.1270638,0
1788870491.1903555,0
1788870491.2652636,0
1788870491.3292913,0
1788870491.4005666,0
1788870491.4567695,0
1788870491.5262039,0
1788870491.601217,0
1788870491.6553154,0
1788870491.7245624,0
1788870491.7777936,0
1788870491.8519843,0
1788870491.926544,0
1788870491.9827006,0
1788870492.0516002,0
1788870492.1049623,0
1788870492.1762533,0
1788870492.2300932,0
1788870492.299631,0
1788870492.354134,0
1788870492.4261518,0
1788870492.4778936,0
1788870492.550235,0
1788870492.6034396,0
1788870492.674974,0
1788870492.7280822,0
1788870492.801271,0
1788870492.8547616,0
1788870492.9249914,0
1788870492.978524,0
1788870493.0576675,0
1788870493.124068,0
1788870493.1794362,0
1788870493.2536983,0
1788870493.3084302,0
1788870493.3781855,0
1788870493.4329734,0
1788870493.5036845,0
1788870493.576351,0
1788870493.630644,0
1788870493.7004538,0
1788870493.7532392,0
1788870493.825409,0
1788870493.87989,0
1788870493.9522994,0
1788870494.008388,0
1788870494.0813746,0
1788870494.153617,0
1788870494.2264051,0
1788870494.3030882,0
1788870494.3591647,0
1788870494.428075,0
1788870494.5013397,0
1788870494.5572596,0
1788870494.6276264,0
1788870494.7029264,0
1788870494.758446,0
1788870494.829561,0
1788870494.9043078,0
1788870494.981408,0
1788870495.0550363,0
1788870495.1279373,0
1788870495.2024605,0
1788870495.276465,0
1788870495.3320324,0
1788870495.4007227,0
1788870495.478389,0
1788870495.5530663,0
1788870495.6269002,0
1788870495.6818764,0
1788870495.753034,0
1788870495.8070104,0
1788870495.8755853,0
1788870495.928935,0
1788870496.0003324,0
1788870496.054859,0
1788870496.1259553,0
1788870496.1803155,0
1788870496.250528,0
1788870496.3039193,0
1788870496.3762195,0
1788870496.432465,0
1788870496.5026588,0
1788870496.559955,0
1788870496.626325,0
1788870496.679587,0
1788870496.7517831,0
1788870496.806133,0
1788870496.87774,0
1788870496.9530826,0
1788870497.0101435,0
1788870497.0778487,0
1788870497.1517951,0
1788870497.2066891,0
1788870497.2786016,0
1788870497.352307,0
1788870497.4284399,0
1788870497.5031202,0
1788870497.5770962,0
1788870497.651165,0
1788870497.7262015,0
1788870497.779936,0
1788870497.8507702,0
1788870497.904182,0
1788870497.9776833,0
1788870498.0510347,0
1788870498.12869,0
1788870498.1853244,0
1788870498.2519317,0
1788870498.3060665,0
1788870498.3756092,0
1788870498.4322958,0
1788870498.5042422,0
1788870498.579216,0
1788870498.6553586,0
1788870498.7310941,0
1788870498.8034708,0
1788870498.8787546,0
1788870498.9563882,0
1788870499.0159032,0
1788870499.0865648,0
1788870499.1579857,0
1788870499.2290905,0
1788870499.303827,0
1788870499.3796084,0
1788870499.486873,0
1788870499.5116763,0
1788870499.5800874,0
1788870499.6374078,0
1788870499.703734,0
1788870499.7804458,0
1788870499.85359,0
1788870499.9279366,0
1788870500.0032341,0
1788870500.0758872,0
1788870500.1305275,0
1788870500.2003448,0
1788870500.2518826,0
1788870500.3259625,0
1788870500.3791263,0
1788870500.4503272,0
1788870500.505174,0
1788870500.5781562,0
1788870500.633486,0
1788870500.7006857,0
1788870500.753155,0
1788870500.825684,0
1788870500.878144,0
1788870500.952878,0
1788870501.009149,0
1788870501.0757766,0
1788870501.1287603,0
1788870501.2011135,0
1788870501.2533517,0
1788870501.3253393,0
1788870501.377717,0
1788870501.4522147,0
1788870501.507712,0
1788870501.5772722,0
1788870501.6329064,0
1788870501.7039392,0
1788870501.779365,0
1788870501.8529992,0
1788870501.975185,0
1788870502.0136433,0
1788870502.0921512,0
1788870502.1684961,0
1788870502.2521317,0
1788870502.3182638,0
1788870502.3885825,0
1788870502.453263,0
1788870502.529426,0
1788870502.6024969,0
1788870502.6778386,0
1788870502.7516942,0
1788870502.825502,0
1788870502.8794096,0
1788870502.9527516,0
1788870503.0087874,0
1788870503.076775,0
1788870503.1326294,0
1788870503.202187,0
1788870503.276137,0
1788870503.3302424,0
1788870503.399772,0
1788870503.4532244,0
1788870503.5267816,0
1788870503.600605,0
1788870503.65455,0
1788870503.725698,0
1788870503.8000293,0
1788870503.85156,0
1788870503.9246442,0
1788870503.9776936,0
1788870504.051941,0
1788870504.1262457,0
1788870504.1790504,0
1788870504.250953,0
1788870504.3232932,0
1788870504.3772786,0
1788870504.4512897,0
1788870504.5050833,0
1788870504.5761766,0
1788870504.6289775,0
1788870504.6998458,0
1788870504.7556307,0
1788870504.8257067,0
1788870504.878855,0
1788870504.9500718,0
1788870505.0034916,0
1788870505.0758083,0
1788870505.1282964,0
1788870505.1999173,0
1788870505.2540274,0
1788870505.324367,0
1788870505.378154,0
1788870505.4496946,0
1788870505.500416,0
1788870505.5752509,0
1788870505.629858,0
1788870505.7002087,0
1788870505.7522151,0
1788870505.8245573,0
1788870505.8756952,0
1788870505.9493232,0
1788870506.0015142,0
1788870506.0741591,0
1788870506.1264632,0
1788870506.2002223,0
1788870506.2535374,0
1788870506.3252318,0
1788870506.3760197,0
1788870506.450658,0
1788870506.5080168,0
1788870506.577237,0
1788870506.650141,0
1788870506.711364,0
1788870506.775298,0
1788870506.8325365,0
1788870506.8996234,0
1788870506.9549625,0
1788870507.0268595,0
1788870507.081049,0
1788870507.149266,0
1788870507.2056928,0
1788870507.2746632,0
1788870507.3278468,0
1788870507.3999257,0
1788870507.4773395,0
1788870507.5504746,0
1788870507.6254091,0
1788870507.678001,0
1788870507.7513726,0
1788870507.8042116,0
1788870507.874915,0
1788870507.931073,0
1788870508.0009189,0
1788870508.0547905,0
1788870508.1247227,0
1788870508.1799278,0
1788870508.2497964,0
1788870508.3020344,0
1788870508.3746545,0
1788870508.4274788,0
1788870508.5045493,0
1788870508.5596411,0
1788870508.6262503,0
1788870508.6783407,0
1788870508.749589,0
1788870508.804183,0
1788870508.8753448,0
1788870508.9336731,0
1788870509.006123,0
1788870509.081532,0
1788870509.153305,0
1788870509.2303152,0
1788870509.3025482,0
1788870509.3568077,0
1788870509.429369,0
1788870509.5027857,0
1788870509.576977,0
1788870509.6507194,0
1788870509.7042656,0
1788870509.774735,0
1788870509.849123,0
1788870509.9022284,0
1788870509.9760995,0
1788870510.049717,0
1788870510.102852,0
1788870510.1737173,0
1788870510.2263174,0
1788870510.2973075,0
1788870510.3505852,0
1788870510.4259515,0
1788870510.4812033,0
1788870510.5540793,0
1788870510.607565,0
1788870510.675703,0
1788870510.7539744,0
1788870510.808311,0
1788870510.8744462,0
1788870510.928915,0
1788870511.0018127,0
1788870511.0566263,0
1788870511.1246276,0
1788870511.1766765,0
1788870511.249227,0
1788870511.3007884,0
1788870511.3747082,0
1788870511.4268527,0
1788870511.5005014,0
1788870511.5547526,0
1788870511.6242726,0
1788870511.6765716,0
1788870511.7498333,0
1788870511.8235486,0
1788870511.87578,0
1788870511.9516878,0
1788870512.008177,0
1788870512.077542,0
1788870512.1526446,0
1788870512.2077427,0
1788870512.277098,0
1788870512.3319457,0
1788870512.4034047,0
1788870512.4793942,0
1788870512.5561175,0
1788870512.629856,0
1788870512.7027845,0
1788870512.7771258,0
1788870512.8364885,0
1788870512.9056215,0
1788870512.9790826,0
1788870513.0560172,0
1788870513.1278594,0
1788870513.2007177,0
1788870513.2565,0
1788870513.3252928,0
1788870513.3787012,0
1788870513.4512095,0
1788870513.504426,0
1788870513.5769596,0
1788870513.676677,0
1788870513.7286217,0
1788870513.7982466,0
1788870513.8499894,0
1788870513.923896,0
1788870513.9770947,0
1788870514.052399,0
1788870514.108029,0
1788870514.1786673,0
1788870514.2514663,0
1788870514.326259,0
1788870514.3792903,0
1788870514.453277,0
1788870514.5086823,0
1788870514.5796783,0
1788870514.63535,0
1788870514.7034512,0
1788870514.7791045,0
1788870514.853957,0
1788870514.92922,0
1788870515.0058293,0
1788870515.0608594,0
1788870515.1289883,0
1788870515.2023265,0
1788870515.2760866,0
1788870515.330649,0
1788870515.4001338,0
1788870515.4539342,0
1788870515.5270064,0
1788870515.601003,0
1788870515.6545124,0
1788870515.7256296,0
1788870515.800008,0
1788870515.8510737,0
1788870515.927235,0
1788870516.0007107,0
1788870516.0539565,0
1788870516.127694,0
1788870516.18046,0
1788870516.2503557,0
1788870516.3240905,0
1788870516.3756862,0
1788870516.4535592,0
1788870516.5263782,0
1788870516.5836575,0
1788870516.6540208,0
1788870516.7289546,0
1788870516.8031316,0
1788870516.8767085,0
1788870516.9395483,0
1788870517.004585,0
1788870517.0776355,0
1788870517.1517394,0
1788870517.228203,0
1788870517.2823107,0
1788870517.3512049,0
1788870517.4264286,0
1788870517.482155,0
1788870517.552783,0
1788870517.6070693,0
1788870517.6766973,0
1788870517.731919,0
1788870517.8041983,0
1788870517.8776486,0
1788870517.9565537,0
1788870518.0160758,0
1788870518.0827823,0
1788870518.15342,0
1788870518.2274523,0
1788870518.2844791,0
1788870518.3554082,0
1788870518.4336216,0
1788870518.5089962,0
1788870518.5835187,0
1788870518.653723,0
1788870518.73258,0
1788870518.812568,0
1788870518.8864493,0
1788870518.9617188,0
1788870519.0325627,0
1788870519.1063025,0
1788870519.1835654,0
1788870519.2564433,0
1788870519.3342094,0
1788870519.4078345,0
1788870519.484283,0
1788870519.5576148,0
1788870519.645923,0
1788870519.7089345,0
1788870519.7858334,0
1788870519.8565836,0
1788870519.9331355,0
1788870520.0099716,0
1788870520.0815725,0
1788870520.1546218,0
1788870520.2311473,0
1788870520.304012,0
1788870520.3800116,0
1788870520.4576082,0
1788870520.536499,0
1788870520.6117275,0
1788870520.6839383,0
1788870520.7552893,0
1788870520.831769,0
1788870520.9067874,0
1788870520.9876125,0
1788870521.0554488,0
1788870521.1295218,0
1788870521.1877754,0
1788870521.254992,0
1788870521.3323793,0
1788870521.4042466,0
1788870521.4843967,0
1788870521.556587,0
1788870521.618155,0
1788870521.6824214,0
1788870521.7535,0
1788870521.8289275,0
1788870521.8860595,0
1788870521.9538622,0
1788870522.0310264,0
1788870522.1065028,0
1788870522.181397,0
1788870522.2586384,0
1788870522.3303323,0
1788870522.4069471,0
1788870522.4821577,0
1788870522.5547976,0
1788870522.6306653,0
1788870522.7063203,0
1788870522.7801795,0
1788870522.8550682,0
1788870522.9320598,0
1788870523.0103986,0
1788870523.0675218,0
1788870523.1356058,0
1788870523.2092426,0
1788870523.281564,0
1788870523.3586257,0
1788870523.4335976,0
1788870523.5109594,0
1788870523.5874124,0
1788870523.654171,0
1788870523.731979,0
1788870523.8076072,0
1788870523.8803172,0
1788870523.9611816,0
1788870524.0339372,0
1788870524.111912,0
1788870524.182647,0
1788870524.2616434,0
1788870524.3384058,0
1788870524.4057274,0
1788870524.4904997,0
1788870524.5568624,0
1788870524.6277924,0
1788870524.6867845,0
1788870524.755054,0
