time_s,x_m,y_m,yaw_rad,vx_mps,vy_mps,wz_radps
1788870533.0429337,-1.4945,3.8767,-1.3410032168170183,0.204,-0.056,-0.3485
1788870533.1177905,-1.4905,3.8573,-1.3746642445857178,0.204,-0.056,-0.3485
1788870533.1926649,-1.4879,3.8427,-1.4001725547116382,0.2048,-0.0547,-0.338
1788870533.255809,-1.4856,3.8276,-1.4211736609485763,0.2356,-0.0388,-0.2418
1788870533.3424683,-1.4832,3.81,-1.4383710816137554,0.2726,-0.031,-0.1838
1788870533.4165204,-1.48,3.7832,-1.4565172330707286,0.3207,-0.0345,-0.2149
1788870533.4930565,-1.477,3.755,-1.468334426443177,0.3971,-0.0261,-0.1634
1788870533.5670493,-1.4738,3.7225,-1.475077841662472,0.4496,-0.0141,-0.0889
1788870533.627895,-1.4711,3.6931,-1.4747880191864222,0.4982,0.0013,0.0068
1788870533.6923368,-1.468,3.6623,-1.4707535930205702,0.4784,0.0111,0.0678
1788870533.7674792,-1.4644,3.628,-1.4629572715105474,0.4522,0.0177,0.1089
1788870533.8263881,-1.4615,3.6021,-1.4562529781644442,0.4277,0.0176,0.1084
1788870533.8924472,-1.458,3.5735,-1.4495545935900402,0.4494,0.0167,0.1028
1788870533.9671154,-1.4538,3.5399,-1.4444946057508905,0.4513,0.0107,0.0662
1788870534.0422685,-1.4493,3.505,-1.4415651429368246,0.4755,0.0068,0.0418
1788870534.1174254,-1.4445,3.4683,-1.4415657205427985,0.5006,-0.0004,-0.0023
1788870534.1760135,-1.441,3.4413,-1.4474721572419436,0.4309,-0.0211,-0.1306
1788870534.2423172,-1.438,3.4149,-1.458445502576257,0.4004,-0.0276,-0.1699
1788870534.3007314,-1.4356,3.3921,-1.4694888753202253,0.3747,-0.0295,-0.1821
1788870534.3678343,-1.4333,3.3679,-1.4808223038840038,0.3731,-0.0288,-0.1779
1788870534.4421237,-1.4309,3.3386,-1.4922131751300585,0.3984,-0.0248,-0.1534
1788870534.5026033,-1.4291,3.3129,-1.5001248753463943,0.4235,-0.0204,-0.1266
1788870534.5676382,-1.4272,3.285,-1.5053111755006041,0.4494,-0.0135,-0.084
1788870534.6423304,-1.425,3.25,-1.5085966923996637,0.4755,-0.0069,-0.0433
1788870534.7005417,-1.4232,3.221,-1.508862348062549,0.4995,-0.0004,-0.0031
1788870534.7677212,-1.4212,3.189,-1.5072180587497366,0.4784,0.0041,0.025
1788870534.8423924,-1.4189,3.1533,-1.503656646325894,0.4767,0.0078,0.0478
1788870534.9009194,-1.4169,3.1248,-1.500379748317524,0.4765,0.0091,0.0559
1788870534.9678047,-1.4146,3.0939,-1.4973756856996934,0.4765,0.0075,0.0463
1788870535.0275617,-1.4124,3.0644,-1.495464017828971,0.4803,0.0032,0.0158
1788870535.0928109,-1.41,3.0333,-1.4943718703229898,0.5001,0.0026,0.0162
1788870535.1674173,-1.4072,2.9958,-1.4946438544847633,0.5017,-0.0004,-0.0023
1788870535.2257328,-1.405,2.9668,-1.4949201741014277,0.5017,-0.0013,-0.0077
1788870535.292373,-1.4025,2.9344,-1.4962893172110205,0.4783,-0.0032,-0.0199
1788870535.3521225,-1.4004,2.9053,-1.4976611101319688,0.4767,-0.0036,-0.0221
1788870535.4175997,-1.3982,2.8749,-1.4990238274408771,0.4765,-0.0036,-0.022
1788870535.4921324,-1.3957,2.8392,-1.5006656569596557,0.4765,-0.0033,-0.0206
1788870535.5670624,-1.3931,2.8022,-1.50202216290629,0.5005,-0.0032,-0.0201
1788870535.642472,-1.3905,2.7647,-1.5025682432238832,0.5017,-0.0009,-0.0054
1788870535.7012773,-1.3885,2.7347,-1.5025682432238832,0.5017,0.0003,0.0015
1788870535.7674904,-1.3863,2.7021,-1.5020261648811135,0.5017,0.0009,0.0054
1788870535.8428814,-1.3837,2.6646,-1.5014800978294294,0.5017,0.0014,0.0085
1788870535.9017434,-1.3816,2.6345,-1.5009341993095244,0.5016,0.0018,0.0108
1788870535.967435,-1.3793,2.602,-1.5009341993095244,0.5016,0.0001,0.0008
1788870536.0425265,-1.3766,2.5644,-1.5009341993095244,0.5016,-0.0001,-0.0008
1788870536.102046,-1.3745,2.5339,-1.5009341993095244,0.5016,-0.0001,-0.0008
1788870536.1672006,-1.3723,2.5019,-1.5017576127579768,0.5016,-0.0019,-0.0116
1788870536.224827,-1.3702,2.4723,-1.502303609475877,0.5016,-0.0021,-0.0131
1788870536.2924716,-1.368,2.4393,-1.5034012709870657,0.5016,-0.0021,-0.0131
1788870536.3524945,-1.3659,2.4087,-1.5039478559299397,0.5016,-0.0016,-0.0101
1788870536.4173512,-1.3638,2.3767,-1.5044946091628761,0.5016,-0.0014,-0.0085
1788870536.4774938,-1.3618,2.3461,-1.5047680488760753,0.5016,-0.0009,-0.0054
1788870536.5422049,-1.3597,2.3141,-1.5042212115125522,0.5016,0.0015,0.0093
1788870536.6007328,-1.3577,2.2845,-1.5034012709870657,0.5016,0.0026,0.0162
1788870536.6673083,-1.3554,2.2515,-1.5020261648811135,0.5016,0.0033,0.0201
1788870536.7248032,-1.3534,2.2233,-1.5006653400869399,0.4789,0.0036,0.0222
1788870536.791921,-1.3511,2.1903,-1.4998429080100695,0.5001,0.002,0.0123
1788870536.8502378,-1.349,2.1608,-1.4992975153020054,0.5015,0.0016,0.0101
1788870536.917142,-1.3466,2.1278,-1.4992879361356855,0.5016,-0.0004,-0.0023
1788870536.9763272,-1.3445,2.0977,-1.4995606463640923,0.5016,-0.0009,-0.0054
1788870537.0425127,-1.3422,2.0652,-1.5009387015278837,0.5016,-0.0029,-0.0178
1788870537.1174655,-1.3396,2.0277,-1.5023037642251207,0.5016,-0.0031,-0.0193
1788870537.1770737,-1.3375,1.9971,-1.5033965725458007,0.5016,-0.003,-0.0186
1788870537.2424462,-1.3354,1.9651,-1.5044946091628761,0.5016,-0.0025,-0.0155
1788870537.3000832,-1.3334,1.9355,-1.5050325445074013,0.5016,-0.002,-0.0124
1788870537.3673115,-1.3313,1.9025,-1.5058622282599943,0.5016,-0.0015,-0.0093
1788870537.4255958,-1.3294,1.8734,-1.5061358782141223,0.5016,-0.001,-0.0062
1788870537.4923363,-1.3272,1.8399,-1.5064095702015665,0.5016,-0.0005,-0.0031
1788870537.5671687,-1.3248,1.8023,-1.5064095702015665,0.5016,0.0,0.0
1788870537.6291049,-1.3228,1.7713,-1.5061358782141223,0.5016,0.0006,0.0041
1788870537.692171,-1.3207,1.7397,-1.5058622282599943,0.5016,0.0009,0.0054
1788870537.750059,-1.3188,1.7102,-1.5053150544716245,0.5016,0.0015,0.0093
1788870537.8172126,-1.3166,1.6771,-1.5044946091628761,0.5016,0.0019,0.0116
1788870537.8738286,-1.3147,1.6486,-1.5044946091628761,0.5016,0.0003,0.0015
1788870537.9423435,-1.3125,1.6145,-1.5044946091628761,0.5016,0.0,0.0
1788870538.002341,-1.3104,1.584,-1.5050415306472873,0.5016,-0.0019,-0.0116
1788870538.0672474,-1.3083,1.5519,-1.5058622282599943,0.5016,-0.0021,-0.0131
1788870538.1423328,-1.3059,1.5143,-1.5069658120518241,0.5016,-0.0019,-0.0116
1788870538.2007399,-1.304,1.4848,-1.5075134180459988,0.5016,-0.0015,-0.0093
1788870538.2675629,-1.302,1.4517,-1.5077786604620362,0.5016,-0.001,-0.0062
1788870538.3239303,-1.3002,1.4232,-1.5080611919991904,0.5016,-0.0004,-0.0023
1788870538.3924952,-1.298,1.3891,-1.5080611919991904,0.5016,0.0,0.0
1788870538.4679604,-1.2956,1.3516,-1.5077786604620362,0.5016,0.0004,0.0023
1788870538.5430236,-1.2933,1.314,-1.5083265906218581,0.5016,-0.0015,-0.0093
1788870538.61795,-1.291,1.2764,-1.5094313614311656,0.5016,-0.0019,-0.0116
1788870538.6927657,-1.2887,1.2389,-1.5099797229133742,0.5016,-0.0016,-0.0101
1788870538.7671595,-1.2863,1.2008,-1.5097055211983241,0.5016,0.001,0.0062
1788870538.8427231,-1.2841,1.1637,-1.5086004793864398,0.5016,0.002,0.0124
1788870538.9176004,-1.2817,1.1262,-1.5075047583837806,0.5016,0.0025,0.0155
1788870538.9924474,-1.2793,1.0881,-1.5072308983134985,0.5016,0.0005,0.0031
1788870539.0669312,-1.2769,1.0515,-1.5075047583837806,0.5016,-0.0006,-0.0039
1788870539.1293185,-1.2751,1.0224,-1.5088833153747963,0.4786,-0.0042,-0.0263
1788870539.1925318,-1.2732,0.9905,-1.511085590608004,0.4766,-0.0051,-0.0316
1788870539.268017,-1.2712,0.9553,-1.5146640721551092,0.4764,-0.0081,-0.05
1788870539.3431287,-1.2694,0.9209,-1.5207332359550836,0.4521,-0.0128,-0.0789
1788870539.4179313,-1.2678,0.8862,-1.527929522542032,0.4508,-0.0156,-0.0967
1788870539.492662,-1.2666,0.8542,-1.535696226783977,0.4506,-0.0178,-0.1101
1788870539.554973,-1.2658,0.8285,-1.5449068244447326,0.4017,-0.0245,-0.1513
1788870539.6175642,-1.2654,0.8036,-1.556394218601363,0.3743,-0.0292,-0.1802
1788870539.6927915,-1.2653,0.7771,-1.571621852319442,0.3475,-0.0328,-0.2023
1788870539.767362,-1.2656,0.7511,-1.587807852860828,0.3462,-0.0345,-0.2133
1788870539.8257942,-1.2661,0.7317,-1.6012710724221555,0.3218,-0.0361,-0.222
1788870539.8923059,-1.267,0.7105,-1.6156786728791013,0.3205,-0.0355,-0.2193
1788870539.9506571,-1.2681,0.691,-1.6281522638188737,0.3444,-0.0353,-0.2189
1788870540.0174212,-1.2697,0.6666,-1.6412979941929842,0.3714,-0.032,-0.1982
1788870540.077723,-1.2715,0.6443,-1.6513020882054827,0.3793,-0.0236,-0.138
1788870540.14265,-1.2737,0.6188,-1.6607611782654366,0.3987,-0.0234,-0.1453
1788870540.217286,-1.2767,0.5876,-1.669672218823954,0.4246,-0.0195,-0.1215
1788870540.2754383,-1.2793,0.5626,-1.6765328464948153,0.4257,-0.018,-0.1119
1788870540.3419259,-1.2826,0.5336,-1.683129543934329,0.4495,-0.0166,-0.1035
1788870540.3979106,-1.2855,0.5085,-1.6882405116962467,0.4511,-0.0147,-0.0913
1788870540.4672189,-1.2893,0.4776,-1.694562997917052,0.4512,-0.0146,-0.0906
1788870540.5260818,-1.2926,0.4516,-1.6994253602171374,0.4512,-0.0137,-0.085
1788870540.5924184,-1.2966,0.4216,-1.705199637871785,0.4511,-0.014,-0.0871
1788870540.650755,-1.3003,0.3948,-1.7103659081436442,0.4512,-0.0135,-0.0836
1788870540.717537,-1.3045,0.3658,-1.715566695228013,0.4512,-0.013,-0.0808
1788870540.7754607,-1.3083,0.3403,-1.7198449807289782,0.4512,-0.0126,-0.0788
1788870540.8421464,-1.313,0.31,-1.7253741123682902,0.4511,-0.0129,-0.0801
1788870540.8977325,-1.3169,0.2855,-1.7296772875128799,0.4512,-0.0124,-0.0766
1788870540.9672441,-1.322,0.2543,-1.7346231655189266,0.4512,-0.0117,-0.0725
1788870541.0261126,-1.3265,0.2276,-1.7386610950837733,0.453,-0.0106,-0.0652
1788870541.0924807,-1.3317,0.1975,-1.7429865130500832,0.4749,-0.011,-0.0682
1788870541.1671655,-1.3379,0.1624,-1.7476590487738002,0.4764,-0.0098,-0.061
1788870541.2264946,-1.343,0.1342,-1.7513936035916409,0.4765,-0.0097,-0.0603
1788870541.292302,-1.3486,0.1037,-1.7548276555459326,0.4765,-0.0088,-0.0544
1788870541.3517985,-1.3539,0.0756,-1.7582956333506283,0.4764,-0.0094,-0.0581
1788870541.4175415,-1.3598,0.0452,-1.7614289123272318,0.4765,-0.0076,-0.0471
1788870541.4929116,-1.3666,0.0101,-1.7651878819292022,0.4765,-0.0081,-0.05
1788870541.567872,-1.3736,-0.0249,-1.7680263867299644,0.4765,-0.0063,-0.039
1788870541.642498,-1.3807,-0.06,-1.7711780903552807,0.4765,-0.0064,-0.0397
1788870541.717475,-1.388,-0.0955,-1.7740252571090562,0.4765,-0.0062,-0.0382
1788870541.7924275,-1.3951,-0.13,-1.776907744332059,0.4765,-0.0065,-0.0404
1788870541.867989,-1.4025,-0.165,-1.7800408446835516,0.4765,-0.0064,-0.0397
1788870541.942313,-1.4101,-0.2004,-1.7832387986842955,0.4765,-0.0068,-0.0419
1788870542.0165553,-1.4175,-0.2344,-1.7861023217457808,0.4765,-0.0065,-0.0404
1788870542.0764678,-1.4237,-0.2624,-1.7880358898449875,0.4765,-0.0053,-0.0331
1788870542.1467042,-1.4278,-0.281,-1.7893148436357764,0.4765,-0.0052,-0.0323
1788870542.217891,-1.4366,-0.3201,-1.7918712932380634,0.4766,-0.0038,-0.0227
1788870542.2924712,-1.4454,-0.3591,-1.7937763495302574,0.4766,-0.0033,-0.0198
1788870542.367314,-1.4542,-0.3977,-1.7954056701546797,0.4766,-0.0032,-0.0198
1788870542.443007,-1.4625,-0.4338,-1.79664531988436,0.5005,-0.0006,-0.003
1788870542.5176666,-1.4708,-0.47,-1.7966845897504946,0.5017,-0.0004,-0.0025
1788870542.577743,-1.4775,-0.4994,-1.7969617356263685,0.5017,-0.0003,-0.0016
1788870542.6422317,-1.485,-0.5317,-1.796997264019917,0.5017,-0.0002,-0.0015
1788870542.702746,-1.4918,-0.5615,-1.7976218316625443,0.5017,-0.0014,-0.0085
1788870542.767171,-1.4991,-0.5928,-1.798250757490329,0.5017,-0.0016,-0.0101
1788870542.8281593,-1.5061,-0.6231,-1.7992588752634922,0.5016,-0.0029,-0.0178
1788870542.8922915,-1.513,-0.6529,-1.8008622924788669,0.4785,-0.0042,-0.0258
1788870542.9514549,-1.5196,-0.6808,-1.802498085038318,0.4766,-0.0046,-0.0287
1788870543.0168083,-1.5268,-0.7109,-1.8047618155071992,0.4765,-0.0058,-0.036
1788870543.092446,-1.5351,-0.7457,-1.8076138402581508,0.4765,-0.0056,-0.0345
1788870543.167459,-1.5436,-0.7804,-1.8099201299283754,0.4765,-0.0053,-0.0331
1788870543.2275233,-1.5506,-0.8091,-1.812154458432796,0.4765,-0.0058,-0.036
1788870543.2923474,-1.5578,-0.8383,-1.8144286028090202,0.4765,-0.0055,-0.0338
1788870543.3538415,-1.565,-0.867,-1.8160721373543607,0.4765,-0.0046,-0.0287
1788870543.4178112,-1.5723,-0.8961,-1.8176830023768178,0.4766,-0.004,-0.025
1788870543.492189,-1.5811,-0.9308,-1.8192949254699766,0.4766,-0.0033,-0.0206
1788870543.5836406,-1.5896,-0.964,-1.8209470130792373,0.4766,-0.0035,-0.0213
1788870543.6574452,-1.6002,-1.0056,-1.8229158497348372,0.4766,-0.0041,-0.0258
1788870543.7290707,-1.6091,-1.0397,-1.8248469400013423,0.4766,-0.0042,-0.0257
1788870543.7928786,-1.6168,-1.0693,-1.826503947892346,0.4766,-0.0042,-0.0257
1788870543.866873,-1.6236,-1.0951,-1.828122215006162,0.4766,-0.0046,-0.028
1788870543.9430504,-1.6352,-1.1389,-1.8307663808525731,0.4765,-0.0049,-0.0315
1788870544.017992,-1.6443,-1.173,-1.8330616943104492,0.4765,-0.0051,-0.0316
1788870544.0929902,-1.6536,-1.2075,-1.8357170869144623,0.4765,-0.0059,-0.0368
1788870544.167623,-1.663,-1.242,-1.837975452923062,0.4766,-0.0044,-0.0272
1788870544.242308,-1.6725,-1.2764,-1.8419482970395138,0.4764,-0.0088,-0.0544
1788870544.3009531,-1.6803,-1.304,-1.845293831856494,0.4764,-0.0093,-0.0573
1788870544.3674576,-1.6887,-1.3338,-1.849281503792262,0.4764,-0.0102,-0.0632
1788870544.4289944,-1.6971,-1.3626,-1.8529140003769056,0.4764,-0.0091,-0.0566
1788870544.4921942,-1.7054,-1.391,-1.8562291948134517,0.4764,-0.0082,-0.0507
1788870544.5678823,-1.7155,-1.4253,-1.8592351516444403,0.4765,-0.0066,-0.0412
1788870544.6280293,-1.724,-1.4536,-1.8612828578249332,0.4765,-0.0055,-0.0338
1788870544.6931396,-1.7323,-1.4814,-1.8629254303421545,0.4793,-0.0034,-0.0189
1788870544.7672389,-1.7426,-1.5156,-1.864244712291946,0.5005,-0.0023,-0.0131
1788870544.8429348,-1.7543,-1.554,-1.8652964767509803,0.5017,-0.0021,-0.0132
1788870544.9022524,-1.763,-1.5828,-1.865935764434495,0.5017,-0.0015,-0.0093
1788870544.9675763,-1.7725,-1.614,-1.866622509396369,0.5017,-0.0017,-0.0108
1788870545.0423975,-1.7835,-1.65,-1.8676758964189457,0.5017,-0.0026,-0.0162
1788870545.117301,-1.7942,-1.6847,-1.8693324705804866,0.4777,-0.0036,-0.0221
1788870545.1762605,-1.8026,-1.7121,-1.8713000020803905,0.4766,-0.0048,-0.0294
1788870545.242741,-1.8118,-1.7417,-1.8733610128038118,0.4765,-0.0057,-0.0353
1788870545.3009648,-1.8204,-1.769,-1.8757010827130038,0.4765,-0.0057,-0.0353
1788870545.3676915,-1.8298,-1.7985,-1.8777225711084866,0.4765,-0.0051,-0.0316
1788870545.426394,-1.8384,-1.8258,-1.8794248974610508,0.4765,-0.0045,-0.0281
1788870545.4921908,-1.8479,-1.8553,-1.8811244407752026,0.4765,-0.0046,-0.0287
1788870545.552212,-1.8565,-1.882,-1.8862579684885623,0.4528,-0.0149,-0.0923
1788870545.617222,-1.8653,-1.9084,-1.8931099352163623,0.4272,-0.017,-0.105
1788870545.6755593,-1.8733,-1.9322,-1.8992768339774513,0.4255,-0.0173,-0.1066
1788870545.742146,-1.8829,-1.9598,-1.906156704322253,0.4492,-0.0168,-0.1042
1788870545.8009746,-1.8918,-1.9849,-1.9110066133229424,0.4517,-0.0115,-0.0687
1788870545.8674932,-1.9022,-2.014,-1.9151620866531507,0.4749,-0.0103,-0.0638
1788870545.9269288,-1.9119,-2.0409,-1.9175450232632776,0.4765,-0.0059,-0.0368
1788870545.992366,-1.9228,-2.071,-1.9186216179934479,0.5,-0.003,-0.0185
1788870546.0678387,-1.9356,-2.1064,-1.9186222045506096,0.5017,-0.0001,-0.0008
1788870546.1275845,-1.946,-2.1352,-1.9183021917292142,0.5018,0.0013,0.0077
1788870546.1914942,-1.957,-2.1654,-1.9175971333521156,0.5017,0.0019,0.0116
1788870546.2499502,-1.9669,-2.1928,-1.9168923398615523,0.5017,0.0015,0.0093
1788870546.3171167,-1.9783,-2.2244,-1.9168409506267674,0.5017,0.0006,0.0039
1788870546.374921,-1.9883,-2.2523,-1.91689648252635,0.5017,-0.0005,-0.0031
1788870546.442251,-1.9996,-2.2834,-1.917545621614423,0.5017,-0.0015,-0.0093
1788870546.517673,-2.0124,-2.3188,-1.9189557577587326,0.5016,-0.0027,-0.017
1788870546.5926776,-2.0248,-2.353,-1.9203765901103471,0.4777,-0.0035,-0.0214
1788870546.6502883,-2.0345,-2.3794,-1.9221138500109636,0.4766,-0.0044,-0.0272
1788870546.7175374,-2.0453,-2.4089,-1.9241733663307494,0.4765,-0.005,-0.0309
1788870546.7757077,-2.0551,-2.4353,-1.9259699246405486,0.4765,-0.0051,-0.0316
1788870546.8424897,-2.0661,-2.4648,-1.9280946052075254,0.4765,-0.0053,-0.0331
1788870546.9003181,-2.0759,-2.4911,-1.9298338605807992,0.4765,-0.005,-0.0309
1788870546.9676802,-2.087,-2.5206,-1.931904480134504,0.4765,-0.0047,-0.0294
1788870547.043271,-2.0997,-2.554,-1.9337091487447604,0.4765,-0.0042,-0.0257
1788870547.1015623,-2.1099,-2.5807,-1.9351307815028307,0.4766,-0.0037,-0.0228
1788870547.1676526,-2.1214,-2.6107,-1.9364855659285292,0.4999,-0.0032,-0.02
1788870547.225189,-2.132,-2.6383,-1.937523477136567,0.5016,-0.0029,-0.0178
1788870547.2921722,-2.1439,-2.6692,-1.9386252163617468,0.5017,-0.0029,-0.0178
1788870547.3522077,-2.1549,-2.6978,-1.9397242200348876,0.5017,-0.0027,-0.017
1788870547.4175003,-2.1665,-2.7277,-1.9407636601863274,0.5017,-0.003,-0.0186
1788870547.4768965,-2.1774,-2.7558,-1.942130207442953,0.5016,-0.003,-0.0186
1788870547.5421014,-2.1889,-2.7852,-1.943296192107947,0.4783,-0.0033,-0.0207
1788870547.617931,-2.2019,-2.8185,-1.9449911645832079,0.4766,-0.0033,-0.0206
1788870547.6923337,-2.215,-2.8518,-1.946808267283032,0.4765,-0.0042,-0.0257
1788870547.7672648,-2.2282,-2.885,-1.948888641754936,0.4765,-0.0043,-0.0265
1788870547.8424232,-2.2416,-2.9187,-1.950709356442234,0.4765,-0.0041,-0.0251
1788870547.9175751,-2.2551,-2.9523,-1.9527978030994044,0.4765,-0.0038,-0.0229
1788870547.9928546,-2.2687,-2.9859,-1.9542943264517374,0.4766,-0.0033,-0.0198
1788870548.067712,-2.2817,-3.0182,-1.9559914302096317,0.4766,-0.0034,-0.0219
1788870548.1425948,-2.2954,-3.0517,-1.957490594246535,0.4766,-0.0035,-0.0214
1788870548.2174242,-2.3085,-3.084,-1.9592565286087198,0.4766,-0.0034,-0.0213
1788870548.2924826,-2.3221,-3.117,-1.9606954146646307,0.4766,-0.0033,-0.0206
1788870548.3665934,-2.336,-3.1508,-1.962130491283655,0.5004,-0.0032,-0.0201
1788870548.4298959,-2.3481,-3.18,-1.9632428229549992,0.5016,-0.0029,-0.0179
1788870548.4928925,-2.3602,-3.2092,-1.9643565442134996,0.5017,-0.0029,-0.0178
1788870548.5675597,-2.3747,-3.244,-1.9657350075100675,0.5017,-0.0025,-0.0155
1788870548.6423843,-2.3892,-3.2787,-1.9671782373788722,0.5017,-0.0031,-0.0193
1788870548.7174437,-2.4038,-3.3134,-1.9686224240191212,0.5016,-0.0031,-0.0193
1788870548.7775493,-2.4156,-3.3416,-1.9697385643694418,0.5016,-0.0032,-0.0201
1788870548.8420634,-2.4281,-3.3712,-1.9708560968138054,0.5016,-0.0031,-0.0193
1788870548.9014692,-2.4397,-3.3985,-1.9719736969599886,0.5016,-0.003,-0.0186
1788870548.9679093,-2.4526,-3.429,-1.9730266808148962,0.5016,-0.0026,-0.0162
1788870549.0429688,-2.4674,-3.4636,-1.9744749171408669,0.5016,-0.0032,-0.0201
1788870549.1175716,-2.4822,-3.4982,-1.9759240938214564,0.5016,-0.0031,-0.0193
1788870549.176749,-2.4935,-3.5245,-1.9773081241562487,0.5016,-0.0032,-0.0201
1788870549.2421935,-2.5071,-3.5558,-1.9784292663050864,0.5016,-0.003,-0.0186
1788870549.3005426,-2.5188,-3.583,-1.9792213698252699,0.5016,-0.002,-0.0124
1788870549.3676782,-2.532,-3.6134,-1.9802106416286447,0.5016,-0.0022,-0.0139
1788870549.4243774,-2.5432,-3.6391,-1.981003568654089,0.5016,-0.0022,-0.0139
1788870549.4924142,-2.557,-3.6709,-1.9820600503643806,0.5016,-0.0027,-0.017
1788870549.5673907,-2.5721,-3.7054,-1.98317983928914,0.5016,-0.0021,-0.0132
1788870549.6422405,-2.5872,-3.7399,-1.9839070975079154,0.5016,-0.0016,-0.0101
1788870549.6999013,-2.5985,-3.7656,-1.9843051398780338,0.5016,-0.0014,-0.0085
1788870549.7674437,-2.6124,-3.7973,-1.9849653812897798,0.5016,-0.0014,-0.0085
1788870549.8249805,-2.6241,-3.8239,-1.98543047851816,0.5016,-0.0016,-0.0101
1788870549.8927584,-2.6377,-3.8547,-1.9864881482656391,0.5016,-0.0025,-0.0155
1788870549.9511402,-2.6497,-3.8818,-1.9872171793306403,0.5016,-0.0015,-0.009
1788870550.01758,-2.6631,-3.912,-1.9876153838501975,0.5016,-0.0012,-0.0077
1788870550.092255,-2.6783,-3.9465,-1.988674566182913,0.5016,-0.0022,-0.0139
1788870550.151602,-2.6906,-3.974,-1.989471809059401,0.5016,-0.0022,-0.0139
1788870550.2172563,-2.7038,-4.0038,-1.9901328597288452,0.5016,-0.0012,-0.0077
1788870550.2776277,-2.7165,-4.0322,-1.9904633821853137,0.5016,-0.0009,-0.0054
1788870550.3423471,-2.7294,-4.0611,-1.990531771792708,0.5016,-0.0006,-0.0039
1788870550.4173086,-2.7449,-4.0959,-1.9909308091235998,0.5016,-0.0006,-0.0039
1788870550.4929013,-2.7601,-4.1298,-1.9911929169528817,0.5016,-0.0004,-0.0023
1788870550.568387,-2.7755,-4.1642,-1.991261433818317,0.5016,-0.0004,-0.0023
1788870550.643084,-2.7908,-4.1985,-1.99159205640068,0.5016,-0.0006,-0.0039
1788870550.717399,-2.8062,-4.2329,-1.9919913209645126,0.5016,-0.0009,-0.0054
1788870550.7929425,-2.8216,-4.2672,-1.991918572619298,0.5016,0.0003,0.0015
1788870550.8674536,-2.8372,-4.302,-1.9909267048833093,0.5016,0.0019,0.0116
1788870550.9430523,-2.8523,-4.336,-1.990060442041502,0.5016,0.0023,0.0139
1788870551.01795,-2.8676,-4.3703,-1.989000888235281,0.5016,0.0024,0.0147
1788870551.0931046,-2.8823,-4.4036,-1.987218539078744,0.4777,0.0033,0.0206
1788870551.1682093,-2.8973,-4.4375,-1.9864170485574486,0.5004,0.0021,0.0131
1788870551.2426002,-2.9124,-4.4719,-1.9849612839364568,0.5016,0.003,0.0186
1788870551.3175485,-2.9276,-4.5064,-1.9835736055752657,0.5016,0.003,0.0186
1788870551.3928823,-2.9426,-4.5409,-1.9821235166000282,0.5016,0.0027,0.017
1788870551.4518282,-2.9543,-4.5676,-1.980675061815705,0.4787,0.0041,0.0256
1788870551.517368,-2.9666,-4.5961,-1.9791563100732683,0.4766,0.0042,0.0257
1788870551.5922742,-2.9808,-4.6289,-1.9773094690409414,0.4765,0.0039,0.0243
1788870551.6517594,-2.992,-4.6552,-1.9755952724493293,0.4765,0.0043,0.0265
1788870551.717062,-3.0042,-4.6837,-1.9740110521313896,0.4765,0.0044,0.0272
1788870551.7746058,-3.0152,-4.7096,-1.971575930791214,0.4765,0.0062,0.0382
1788870551.841938,-3.0274,-4.7386,-1.9694067674639457,0.4765,0.0055,0.0338
1788870551.8990958,-3.0376,-4.7628,-1.964027065940281,0.453,0.0169,0.1043
1788870551.9675004,-3.0487,-4.7902,-1.9564479881906978,0.4268,0.018,0.1109
1788870552.0275486,-3.0584,-4.8143,-1.947840706744971,0.4247,0.0232,0.1435
1788870552.0925333,-3.0682,-4.8396,-1.9385613566382989,0.4246,0.0237,0.1468
1788870552.151469,-3.0772,-4.8635,-1.9315727631635373,0.4253,0.0185,0.1145
1788870552.2172554,-3.0873,-4.8905,-1.9245956796142092,0.4492,0.0173,0.107
1788870552.2922134,-3.0989,-4.9222,-1.9196576717120037,0.4512,0.011,0.0683
1788870552.3476057,-3.1077,-4.9468,-1.916507618368031,0.474,0.0091,0.0563
1788870552.4175951,-3.1188,-4.9777,-1.9144546228513861,0.4766,0.0046,0.0287
1788870552.4754252,-3.1279,-5.0032,-1.9137503794546262,0.4991,0.002,0.0123
1788870552.5423682,-3.1397,-5.0363,-1.9126679922091097,0.5017,0.0025,0.0155
1788870552.6007204,-3.1496,-5.0642,-1.9123444491060704,0.5018,0.0011,0.007
1788870552.6672263,-3.1607,-5.0954,-1.9113216763124332,0.5017,0.0019,0.0116
1788870552.7255282,-3.1702,-5.1225,-1.9099228505948171,0.4789,0.0044,0.0273
1788870552.7924185,-3.1807,-5.1522,-1.9072242241947823,0.4766,0.0063,0.039
1788870552.8506649,-3.1899,-5.1788,-1.9047446461847075,0.4764,0.0075,0.0463
1788870552.9174929,-3.2001,-5.2085,-1.9009716047200276,0.4764,0.0089,0.0551
1788870552.9923456,-3.2116,-5.2423,-1.8961374382934146,0.4763,0.0103,0.064
1788870553.052447,-3.2207,-5.2695,-1.8923882038154145,0.4763,0.0101,0.0625
1788870553.1171696,-3.2304,-5.2989,-1.887946821810071,0.4763,0.0109,0.0676
1788870553.175712,-3.2391,-5.3256,-1.8844786079503393,0.4763,0.01,0.0618
1788870553.241791,-3.2484,-5.3545,-1.8801134934580594,0.4528,0.0105,0.065
