time_s,lap_count
1788870460.1020215,0
1788870460.1746256,0
1788870460.2259603,0
1788870460.29864,0
1788870460.3539639,0
1788870460.4254913,0
1788870460.4788857,0
1788870460.5493362,0
1788870460.6021917,0
1788870460.674434,0
1788870460.7266302,0
1788870460.799199,0
1788870460.8527157,0
1788870460.9235995,0
1788870460.977395,0
1788870461.0495505,0
1788870461.1046824,0
1788870461.1745288,0
1788870461.2268126,0
1788870461.3006246,0
1788870461.3544748,0
1788870461.4247577,0
1788870461.4809349,0
1788870461.5496886,0
1788870461.6010969,0
1788870461.6741767,0
1788870461.7259312,0
1788870461.7986085,0
1788870461.8513014,0
1788870461.923984,0
1788870461.9801555,0
1788870462.055471,0
1788870462.1270335,0
1788870462.1817818,0
1788870462.2514102,0
1788870462.3063796,0
1788870462.3774645,0
1788870462.4536326,0
1788870462.5287707,0
1788870462.6043794,0
1788870462.6801345,0
1788870462.7530642,0
1788870462.825864,0
1788870462.881952,0
1788870462.9512339,0
1788870463.0042171,0
1788870463.0747356,0
1788870463.1269627,0
1788870463.1989217,0
1788870463.2923331,0
1788870463.3511422,0
1788870463.4048774,0
1788870463.474333,0
1788870463.5268004,0
1788870463.6000423,0
1788870463.6510158,0
1788870463.7234092,0
1788870463.7766128,0
1788870463.8484476,0
1788870463.9002764,0
1788870463.9767487,0
1788870464.0494347,0
1788870464.1005652,0
1788870464.1742783,0
1788870464.225971,0
1788870464.2999334,0
1788870464.3512566,0
1788870464.4237912,0
1788870464.477127,0
1788870464.5488331,0
1788870464.6011496,0
1788870464.6749895,0
1788870464.726337,0
1788870464.7976024,0
1788870464.851018,0
1788870464.9235997,0
1788870464.978022,0
1788870465.050695,0
1788870465.1056929,0
1788870465.1757584,0
1788870465.2511861,0
1788870465.3043096,0
1788870465.3763993,0
1788870465.4298742,0
1788870465.4997346,0
1788870465.5536208,0
1788870465.6244886,0
1788870465.6781948,0
1788870465.7489324,0
1788870465.8003707,0
1788870465.8741872,0
1788870465.9270687,0
1788870466.0008535,0
1788870466.0549023,0
1788870466.124867,0
1788870466.1780133,0
1788870466.2505445,0
1788870466.3040693,0
1788870466.3747957,0
1788870466.4297686,0
1788870466.5017848,0
1788870466.557129,0
1788870466.6257958,0
1788870466.7008102,0
1788870466.7558675,0
1788870466.8252492,0
1788870466.8776925,0
1788870466.9514666,0
1788870467.0053625,0
1788870467.0776196,0
1788870467.1364126,0
1788870467.2056205,0
1788870467.282507,0
1788870467.3576117,0
1788870467.4329486,0
1788870467.5130558,0
1788870467.578685,0
1788870467.6528816,0
1788870467.7280009,0
1788870467.8038418,0
1788870467.8617058,0
1788870467.9293044,0
1788870468.0032978,0
1788870468.0793657,0
1788870468.1531951,0
1788870468.2284307,0
1788870468.3096142,0
1788870468.383147,0
1788870468.4559436,0
1788870468.5330129,0
1788870468.6054022,0
1788870468.6806526,0
1788870468.759057,0
1788870468.8313622,0
1788870468.9035292,0
1788870468.9606702,0
1788870469.035352,0
1788870469.1051912,0
1788870469.1781776,0
1788870469.2543974,0
1788870469.3295019,0
1788870469.408585,0
1788870469.4834387,0
1788870469.5536675,0
1788870469.6285489,0
1788870469.7013223,0
1788870469.7545362,0
1788870469.8263183,0
1788870469.8813288,0
1788870469.9523535,0
1788870470.008461,0
1788870470.0783298,0
1788870470.1344905,0
1788870470.201344,0
1788870470.2560565,0
1788870470.327384,0
1788870470.4024858,0
1788870470.4580061,0
1788870470.5292277,0
1788870470.6034822,0
1788870470.6807418,0
1788870470.7537901,0
1788870470.8291776,0
1788870470.9062326,0
1788870470.9819224,0
1788870471.0570571,0
1788870471.129585,0
1788870471.2079873,0
1788870471.2846975,0
1788870471.3584695,0
1788870471.4293466,0
1788870471.5035014,0
1788870471.5773911,0
1788870471.6318622,0
1788870471.700165,0
1788870471.7517111,0
1788870471.8244379,0
1788870471.900207,0
1788870471.9529285,0
1788870472.0241187,0
1788870472.0773358,0
1788870472.149313,0
1788870472.2010798,0
1788870472.2750604,0
1788870472.3294504,0
1788870472.4014127,0
1788870472.45793,0
1788870472.5277104,0
1788870472.6047316,0
1788870472.6634052,0
1788870472.7291749,0
1788870472.8075862,0
1788870472.8833632,0
1788870472.9525304,0
1788870473.0111873,0
1788870473.078144,0
1788870473.1530597,0
1788870473.2289703,0
1788870473.3066926,0
1788870473.3624597,0
1788870473.4319627,0
1788870473.5071042,0
1788870473.5847557,0
1788870473.6584742,0
1788870473.7406487,0
1788870473.807599,0
1788870473.8783684,0
1788870473.9406192,0
1788870474.006243,0
1788870474.0791175,0
1788870474.135313,0
1788870474.2020895,0
1788870474.27613,0
1788870474.3309755,0
1788870474.402521,0
1788870474.4605799,0
1788870474.527955,0
1788870474.6030667,0
1788870474.677624,0
1788870474.7593632,0
1788870474.8298435,0
1788870474.888717,0
1788870474.9566367,0
1788870475.0322175,0
1788870475.1051123,0
1788870475.1779177,0
1788870475.2325795,0
1788870475.3001528,0
1788870475.3749373,0
1788870475.4271982,0
1788870475.5016282,0
1788870475.555277,0
1788870475.626629,0
1788870475.7007623,0
1788870475.7569757,0
1788870475.8254108,0
1788870475.8997931,0
1788870475.9527342,0
1788870476.0267608,0
1788870476.081699,0
1788870476.1506429,0
1788870476.2037268,0
1788870476.2750208,0
1788870476.3289204,0
1788870476.400323,0
1788870476.4549193,0
1788870476.529784,0
1788870476.6023185,0
1788870476.6592011,0
1788870476.7254872,0
1788870476.7793736,0
1788870476.8509636,0
1788870476.9032373,0
1788870476.975883,0
1788870477.0314136,0
1788870477.1005564,0
1788870477.1540716,0
1788870477.2248964,0
1788870477.2776442,0
1788870477.3498042,0
1788870477.402675,0
1788870477.4740882,0
1788870477.5296617,0
1788870477.601297,0
1788870477.655639,0
1788870477.7260222,0
1788870477.7820976,0
1788870477.8543267,0
1788870477.908701,0
1788870477.9770262,0
1788870478.0513673,0
1788870478.125336,0
1788870478.1763375,0
1788870478.2491524,0
1788870478.29962,0
1788870478.373162,0
1788870478.427114,0
1788870478.5031042,0
1788870478.5561547,0
1788870478.6272013,0
1788870478.681322,0
1788870478.751662,0
1788870478.8055093,0
1788870478.875712,0
1788870478.9283683,0
1788870479.0012195,0
1788870479.0551872,0
1788870479.129211,0
1788870479.184859,0
1788870479.2552617,0
1788870479.3338583,0
1788870479.405587,0
1788870479.4779959,0
1788870479.551743,0
1788870479.6301727,0
1788870479.688357,0
1788870479.7548804,0
1788870479.8299265,0
1788870479.9035945,0
1788870479.9802368,0
1788870480.0598657,0
1788870480.128275,0
1788870480.2026477,0
1788870480.277304,0
1788870480.3320658,0
1788870480.4021773,0
1788870480.4772005,0
1788870480.531195,0
1788870480.6020062,0
1788870480.6754675,0
1788870480.727341,0
1788870480.801326,0
1788870480.852933,0
1788870480.923849,0
1788870480.976275,0
1788870481.049422,0
1788870481.1005168,0
1788870481.1725068,0
1788870481.2252061,0
1788870481.299206,0
1788870481.3726985,0
1788870481.424534,0
1788870481.4994876,0
1788870481.5504365,0
1788870481.6269224,0
1788870481.6794548,0
1788870481.7508368,0
1788870481.8062088,0
1788870481.8764384,0
1788870481.9303792,0
1788870482.0021586,0
1788870482.0791433,0
1788870482.1352253,0
1788870482.2017643,0
1788870482.2560291,0
1788870482.3257499,0
1788870482.4023507,0
1788870482.4579077,0
1788870482.5275528,0
1788870482.6017506,0
1788870482.6573672,0
1788870482.7261848,0
1788870482.780373,0
1788870482.8509367,0
1788870482.90509,0
1788870482.9764795,0
1788870483.0327563,0
1788870483.1004453,0
1788870483.1542163,0
1788870483.226976,0
1788870483.281181,0
1788870483.3513618,0
1788870483.4242427,0
1788870483.479595,0
1788870483.550462,0
1788870483.6029055,0
1788870483.673633,0
1788870483.7263768,0
1788870483.8005052,0
1788870483.8542893,0
1788870483.9274242,0
1788870483.983216,0
1788870484.057226,0
1788870484.1254492,0
1788870484.1775513,0
1788870484.2490706,0
1788870484.3015041,0
1788870484.37525,0
1788870484.4278803,0
1788870484.5001152,0
1788870484.5548112,0
1788870484.6260364,0
1788870484.6772997,0
1788870484.7500725,0
1788870484.801453,0
1788870484.875557,0
1788870484.9302635,0
1788870485.0006652,0
1788870485.0554903,0
1788870485.1244042,0
1788870485.1764832,0
1788870485.2495816,0
1788870485.3023522,0
1788870485.373669,0
1788870485.4292839,0
1788870485.501038,0
1788870485.5755434,0
1788870485.6276567,0
1788870485.7004247,0
1788870485.7541547,0
1788870485.8255246,0
1788870485.878349,0
1788870485.9499469,0
1788870486.0040302,0
1788870486.0777314,0
1788870486.1510057,0
1788870486.2069154,0
1788870486.2777736,0
1788870486.3328803,0
1788870486.40247,0
1788870486.4582708,0
1788870486.5318952,0
1788870486.6054032,0
1788870486.6769798,0
1788870486.73118,0
1788870486.8025675,0
1788870486.877682,0
1788870486.9339614,0
1788870487.0038126,0
1788870487.0775971,0
1788870487.1521451,0
1788870487.226571,0
1788870487.281211,0
1788870487.35147,0
1788870487.427654,0
1788870487.4824631,0
1788870487.5517328,0
1788870487.606894,0
1788870487.6759226,0
1788870487.7294405,0
1788870487.801245,0
1788870487.8581896,0
1788870487.9271522,0
1788870487.981905,0
1788870488.0551295,0
1788870488.1291885,0
1788870488.1885102,0
1788870488.2593083,0
1788870488.3341224,0
1788870488.4147918,0
1788870488.513621,0
1788870488.581626,0
1788870488.6574156,0
1788870488.717803,0
1788870488.7840784,0
1788870488.8570719,0
1788870488.9341803,0
1788870489.0046813,0
1788870489.0705214,0
1788870489.130973,0
1788870489.2124224,0
1788870489.2904203,0
1788870489.38544,0
1788870489.4649136,0
1788870489.5417674,0
1788870489.6126676,0
1788870489.6791632,0
1788870489.7560277,0
1788870489.8287,0
1788870489.9044256,0
1788870489.9793487,0
1788870490.0529222,0
1788870490.130615,0
1788870490.207153,0
1788870490.280879,0
1788870490.3580973,0
1788870490.4311256,0
1788870490.5084267,0
1788870490.5852978,0
1788870490.6566129,0
1788870490.734993,0
1788870490.8052218,0
1788870490.9057202,0
1788870490.9930422,0
1788870491.0604684,0
1788870491.126942,0
1788870491.1902094,0
1788870491.2650487,0
1788870491.3291788,0
1788870491.4004345,0
1788870491.4565957,0
1788870491.5260258,0
1788870491.6011333,0
1788870491.6551912,0
1788870491.7244315,0
1788870491.7777421,0
1788870491.8519943,0
1788870491.9254632,0
1788870491.982714,0
1788870492.051536,0
1788870492.104848,0
1788870492.1760352,0
1788870492.2299876,0
1788870492.299554,0
1788870492.354056,0
1788870492.425984,0
1788870492.4778063,0
1788870492.5502598,0
1788870492.6033652,0
1788870492.6748927,0
1788870492.727984,0
1788870492.8011713,0
1788870492.854674,0
1788870492.9249122,0
1788870492.9784715,0
1788870493.057607,0
1788870493.124091,0
1788870493.1793656,0
1788870493.253561,0
1788870493.3082378,0
1788870493.3781393,0
1788870493.432981,0
1788870493.5036178,0
1788870493.5762284,0
1788870493.6306555,0
1788870493.7002685,0
1788870493.7531776,0
1788870493.825266,0
1788870493.8798332,0
1788870493.9521425,0
1788870494.0083463,0
1788870494.0813863,0
1788870494.1534903,0
1788870494.226336,0
1788870494.302575,0
1788870494.3590846,0
1788870494.4280117,0
1788870494.501238,0
1788870494.5571551,0
1788870494.62754,0
1788870494.702727,0
1788870494.7582672,0
1788870494.8294537,0
1788870494.9041462,0
1788870494.9812732,0
1788870495.0549254,0
1788870495.1278422,0
1788870495.202377,0
1788870495.276478,0
1788870495.3318553,0
1788870495.4006228,0
1788870495.4782143,0
1788870495.5528786,0
1788870495.6269138,0
1788870495.6816356,0
1788870495.7530487,0
1788870495.8069503,0
1788870495.8754637,0
1788870495.9288685,0
1788870496.000237,0
1788870496.054636,0
1788870496.1259813,0
1788870496.1803281,0
1788870496.250197,0
1788870496.3038402,0
1788870496.3761227,0
1788870496.432482,0
1788870496.502618,0
1788870496.5599608,0
1788870496.626248,0
1788870496.6795063,0
1788870496.7517016,0
1788870496.805966,0
1788870496.8775015,0
1788870496.9529693,0
1788870497.0099287,0
1788870497.0777588,0
1788870497.151659,0
1788870497.20658,0
1788870497.278518,0
1788870497.352243,0
1788870497.4283729,0
1788870497.502962,0
1788870497.57695,0
1788870497.6510465,0
1788870497.7260685,0
1788870497.7795823,0
1788870497.8506956,0
1788870497.9041207,0
1788870497.9775872,0
1788870498.051,0
1788870498.1286316,0
1788870498.185147,0
1788870498.2517705,0
1788870498.3059905,0
1788870498.3755121,0
1788870498.43217,0
1788870498.5041795,0
1788870498.5791118,0
1788870498.6549475,0
1788870498.731045,0
1788870498.8033235,0
1788870498.8786612,0
1788870498.9561982,0
1788870499.0156498,0
1788870499.0863588,0
1788870499.1578906,0
1788870499.2290487,0
1788870499.303839,0
1788870499.379483,0
1788870499.4866848,0
1788870499.5115798,0
1788870499.5799627,0
1788870499.6372476,0
1788870499.7037685,0
1788870499.780232,0
1788870499.8534517,0
1788870499.9278789,0
1788870500.0030563,0
1788870500.0757763,0
1788870500.13043,0
1788870500.2002726,0
1788870500.2516277,0
1788870500.3258832,0
1788870500.3790119,0
1788870500.4502504,0
1788870500.5050926,0
1788870500.578082,0
1788870500.6334991,0
1788870500.7006102,0
1788870500.75308,0
1788870500.8256214,0
1788870500.8780756,0
1788870500.9528894,0
1788870501.008958,0
1788870501.0757935,0
1788870501.1286871,0
1788870501.201026,0
1788870501.253362,0
1788870501.3253493,0
1788870501.3776639,0
1788870501.452228,0
1788870501.5077167,0
1788870501.5771341,0
1788870501.6323826,0
1788870501.7036302,0
1788870501.7791576,0
1788870501.8528817,0
1788870501.975197,0
1788870502.0136724,0
1788870502.0919561,0
1788870502.1683457,0
1788870502.250936,0
1788870502.3180885,0
1788870502.3884456,0
1788870502.4530444,0
1788870502.5294394,0
1788870502.602432,0
1788870502.6776764,0
1788870502.7516427,0
1788870502.8252497,0
1788870502.8793733,0
1788870502.9527154,0
1788870503.0087123,0
1788870503.0766804,0
1788870503.1325526,0
1788870503.2020497,0
1788870503.276055,0
1788870503.330129,0
1788870503.3996537,0
1788870503.4532456,0
1788870503.5266523,0
1788870503.6004508,0
1788870503.65443,0
1788870503.7254593,0
1788870503.7999055,0
1788870503.851442,0
1788870503.9244573,0
1788870503.97759,0
1788870504.0518582,0
1788870504.1261408,0
1788870504.1789627,0
1788870504.2507608,0
1788870504.3232136,0
1788870504.3772256,0
1788870504.4511929,0
1788870504.504737,0
1788870504.5760915,0
1788870504.6288936,0
1788870504.6996481,0
1788870504.7555861,0
1788870504.8255656,0
1788870504.878388,0
1788870504.9500933,0
1788870505.0034142,0
1788870505.0757577,0
1788870505.1280947,0
1788870505.199867,0
1788870505.2539454,0
1788870505.3243067,0
1788870505.3778863,0
1788870505.4490275,0
1788870505.5003045,0
1788870505.5751774,0
1788870505.629876,0
1788870505.7001216,0
1788870505.7521396,0
1788870505.8244505,0
1788870505.875559,0
1788870505.949169,0
1788870506.0014875,0
1788870506.0740082,0
1788870506.1264691,0
1788870506.2002323,0
1788870506.2534626,0
1788870506.3249378,0
1788870506.375668,0
1788870506.4505482,0
1788870506.5079439,0
1788870506.5770295,0
1788870506.6500213,0
1788870506.711279,0
1788870506.775184,0
1788870506.8324187,0
1788870506.8995492,0
1788870506.9549,0
1788870507.026674,0
1788870507.0809453,0
1788870507.1492758,0
1788870507.2056015,0
1788870507.2746007,0
1788870507.3278039,0
1788870507.399855,0
1788870507.4773054,0
1788870507.5503833,0
1788870507.6252635,0
1788870507.6778805,0
1788870507.7508397,0
1788870507.8041527,0
1788870507.8747861,0
1788870507.9309657,0
1788870508.0004997,0
1788870508.0546825,0
1788870508.1246376,0
1788870508.1798441,0
1788870508.2497663,0
1788870508.3019636,0
1788870508.3745625,0
1788870508.4273875,0
1788870508.5044131,0
1788870508.559553,0
1788870508.626144,0
1788870508.6783543,0
1788870508.749512,0
1788870508.803991,0
1788870508.8753564,0
1788870508.9335434,0
1788870509.006142,0
1788870509.0811129,0
1788870509.15319,0
1788870509.2302063,0
1788870509.3025627,0
1788870509.3567214,0
1788870509.4291964,0
1788870509.502692,0
1788870509.5768766,0
1788870509.6506312,0
1788870509.7041566,0
1788870509.7746842,0
1788870509.8490067,0
1788870509.901964,0
1788870509.9760237,0
1788870510.0495853,0
1788870510.1027036,0
1788870510.1736166,0
1788870510.2261844,0
1788870510.2972314,0
1788870510.350467,0
1788870510.4258838,0
1788870510.4810963,0
1788870510.5540886,0
1788870510.6073947,0
1788870510.6755495,0
1788870510.753919,0
1788870510.8083224,0
1788870510.8744025,0
1788870510.9288397,0
1788870511.0016947,0
1788870511.0565403,0
1788870511.1245337,0
1788870511.1765554,0
1788870511.2491834,0
1788870511.3006504,0
1788870511.3746219,0
1788870511.4267192,0
1788870511.5004406,0
1788870511.5547693,0
1788870511.624285,0
1788870511.6764245,0
1788870511.7497244,0
1788870511.8234756,0
1788870511.8756628,0
1788870511.9516091,0
1788870512.007995,0
1788870512.0774899,0
1788870512.1526575,0
1788870512.207636,0
1788870512.277109,0
1788870512.3316936,0
1788870512.4033427,0
1788870512.4791656,0
1788870512.555932,0
1788870512.6297107,0
1788870512.702619,0
1788870512.7769463,0
1788870512.836377,0
1788870512.9054518,0
1788870512.9790094,0
1788870513.0558813,0
1788870513.1275883,0
1788870513.200656,0
1788870513.2564461,0
1788870513.3253,0
1788870513.378616,0
1788870513.4511049,0
1788870513.5043428,0
1788870513.576877,0
1788870513.6766932,0
1788870513.7285883,0
1788870513.7981732,0
1788870513.8498468,0
1788870513.9237466,0
1788870513.977117,0
1788870514.052424,0
1788870514.1076798,0
1788870514.17851,0
1788870514.2514915,0
1788870514.326154,0
1788870514.379304,0
1788870514.4531465,0
1788870514.5084841,0
1788870514.5796428,0
1788870514.6352282,0
1788870514.7034667,0
1788870514.7790043,0
1788870514.8537426,0
1788870514.9290686,0
1788870515.0053957,0
1788870515.0607607,0
1788870515.1289134,0
1788870515.2022288,0
1788870515.2760994,0
1788870515.330602,0
1788870515.4000344,0
1788870515.4538603,0
1788870515.5270278,0
1788870515.6009076,0
1788870515.6544132,0
1788870515.7255526,0
1788870515.7999368,0
1788870515.851016,0
1788870515.9271755,0
1788870516.0006025,0
1788870516.053965,0
1788870516.1275306,0
1788870516.1803496,0
1788870516.2502904,0
1788870516.3240163,0
1788870516.3755987,0
1788870516.4534893,0
1788870516.5263212,0
1788870516.5834432,0
1788870516.654041,0
1788870516.7285266,0
1788870516.802976,0
1788870516.876628,0
1788870516.9393804,0
1788870517.0044377,0
1788870517.0774632,0
1788870517.1516588,0
1788870517.2282155,0
1788870517.2821825,0
1788870517.3510826,0
1788870517.4262896,0
1788870517.4820635,0
1788870517.5526476,0
1788870517.6069129,0
1788870517.6766322,0
1788870517.7317612,0
1788870517.8042073,0
1788870517.8775582,0
1788870517.9564605,0
1788870518.0159724,0
1788870518.0826414,0
1788870518.1533155,0
1788870518.2274606,0
1788870518.2843032,0
1788870518.355363,0
1788870518.4334533,0
1788870518.5082362,0
1788870518.583375,0
1788870518.653738,0
1788870518.732477,0
1788870518.8124335,0
1788870518.8864577,0
1788870518.961553,0
1788870519.0323853,0
1788870519.1060827,0
1788870519.1834335,0
1788870519.2564025,0
1788870519.333888,0
1788870519.4076986,0
1788870519.4841368,0
1788870519.5575695,0
1788870519.6452975,0
1788870519.7089694,0
1788870519.7856312,0
1788870519.8563488,0
1788870519.9327998,0
1788870520.009833,0
1788870520.0814893,0
1788870520.1544342,0
1788870520.2310252,0
1788870520.3039663,0
1788870520.3799443,0
1788870520.457639,0
1788870520.5363512,0
1788870520.6115541,0
1788870520.6839786,0
1788870520.7551818,0
1788870520.831657,0
1788870520.9066727,0
1788870520.986575,0
1788870521.0552664,0
1788870521.1293805,0
1788870521.1875584,0
1788870521.2548122,0
1788870521.3321755,0
1788870521.4041643,0
1788870521.4841888,0
1788870521.5564823,0
1788870521.6179638,0
1788870521.6820486,0
1788870521.7535133,0
1788870521.8283405,0
1788870521.8859715,0
1788870521.9536855,0
1788870522.0310416,0
1788870522.10637,0
1788870522.1814115,0
1788870522.2584908,0
1788870522.3302207,0
1788870522.4068277,0
1788870522.4820442,0
1788870522.5546741,0
1788870522.6305656,0
1788870522.706247,0
1788870522.780013,0
1788870522.8549247,0
1788870522.9317296,0
1788870523.010248,0
1788870523.0672188,0
1788870523.135564,0
1788870523.209261,0
1788870523.2813625,0
1788870523.3584704,0
1788870523.4333558,0
1788870523.51072,0
1788870523.587339,0
1788870523.6540341,0
1788870523.730996,0
1788870523.807423,0
1788870523.8799438,0
1788870523.9606454,0
1788870524.033719,0
1788870524.1115956,0
1788870524.18254,0
1788870524.2614288,0
1788870524.3382726,0
1788870524.4055824,0
1788870524.4905105,0
1788870524.556711,0
1788870524.6277373,0
1788870524.6866074,0
