scan_index,time_s,raw_valid_beams,min_range_m,max_range_m
0,1788870437.9412394,1031,0.8598238229751587,9.804339408874512
1,1788870438.0696626,1031,0.8598238229751587,9.804367065429688
2,1788870438.1469662,1031,0.8598256707191467,9.804301261901855
3,1788870438.2172163,1032,0.8604546189308167,9.990438461303711
4,1788870438.2777221,1031,0.8618292212486267,9.83104419708252
5,1788870438.3420162,1031,0.8668879866600037,9.769405364990234
6,1788870438.403795,1032,0.8713145852088928,9.961222648620605
7,1788870438.467671,1031,0.8781037926673889,9.870274543762207
8,1788870438.5435483,1032,0.8846350908279419,9.967460632324219
9,1788870438.6181328,1032,0.8911901712417603,9.96318531036377
10,1788870438.6923056,1031,0.8981950283050537,9.835392951965332
11,1788870438.844763,1031,0.905448317527771,9.780293464660645
12,1788870438.9425795,1031,0.9054310917854309,9.779815673828125
13,1788870439.0028856,1032,0.9070873260498047,9.926133155822754
14,1788870439.0790963,1032,0.9117904901504517,9.980541229248047
15,1788870439.142438,1032,0.9182425737380981,9.890657424926758
16,1788870439.2173078,1032,0.9241173267364502,9.933058738708496
17,1788870439.2923644,1031,0.9278597235679626,9.7970609664917
18,1788870439.3495405,1032,0.9300578236579895,9.924965858459473
19,1788870439.417201,1032,0.9299101829528809,9.915513038635254
20,1788870439.4752707,1032,0.9280694723129272,9.927396774291992
21,1788870439.5422282,1032,0.9253123998641968,9.940439224243164
22,1788870439.599259,1032,0.9235091209411621,9.96503734588623
23,1788870439.667498,1032,0.9206869006156921,9.87540340423584
24,1788870439.7250655,1032,0.9186952114105225,9.953522682189941
25,1788870439.7922578,1033,0.9155911207199097,9.973344802856445
26,1788870439.8512685,1033,0.9133709073066711,9.9740629196167
27,1788870439.917591,1033,0.9099221229553223,9.965805053710938
28,1788870439.9761524,1033,0.9078577756881714,9.977815628051758
29,1788870440.0429223,1033,0.904994785785675,9.949217796325684
30,1788870440.1010206,1033,0.9032089114189148,9.90254020690918
31,1788870440.1672192,1034,0.900628924369812,9.97984504699707
32,1788870440.226702,1034,0.8991280794143677,9.99059772491455
33,1788870440.2925265,1034,0.8970140814781189,9.931230545043945
34,1788870440.3478475,1034,0.895810604095459,9.995058059692383
35,1788870440.4169652,1034,0.894079327583313,9.950894355773926
36,1788870440.4761918,1034,0.8930078744888306,9.878196716308594
37,1788870440.542528,1035,0.8912981748580933,9.948991775512695
38,1788870440.6170878,1035,0.889541506767273,9.991973876953125
39,1788870440.6749256,1035,0.8890423774719238,9.958418846130371
40,1788870440.7421656,1035,0.8889859914779663,9.904324531555176
41,1788870440.7997987,1035,0.8890417218208313,9.885967254638672
42,1788870440.8671758,1035,0.8891413807868958,9.908971786499023
43,1788870440.9240062,1036,0.8891186118125916,9.998514175415039
44,1788870440.9923747,1036,0.8888826966285706,9.964683532714844
45,1788870441.0497715,1036,0.8883870244026184,9.986747741699219
46,1788870441.117181,1037,0.887845516204834,9.988840103149414
47,1788870441.1738622,1037,0.8881515264511108,9.965055465698242
48,1788870441.2425804,1036,0.889321506023407,9.905637741088867
49,1788870441.3009396,1036,0.8902651071548462,9.876941680908203
50,1788870441.3670835,1037,0.8918060064315796,9.983851432800293
51,1788870441.4248786,1037,0.8928288221359253,9.961539268493652
52,1788870441.4927802,1037,0.8944473266601562,9.936970710754395
53,1788870441.552012,1038,0.8956009745597839,9.975557327270508
54,1788870441.6171966,1038,0.8974596261978149,9.92395305633545
55,1788870441.6751387,1038,0.898790180683136,9.929166793823242
56,1788870441.7420855,1039,0.9013335108757019,9.998527526855469
57,1788870441.8001955,1038,0.9032509922981262,9.928681373596191
58,1788870441.867367,1039,0.9059855937957764,9.995368957519531
59,1788870441.9240906,1039,0.9079082012176514,9.95110034942627
60,1788870441.9921358,1039,0.9104158878326416,9.931336402893066
61,1788870442.0487838,1039,0.9119396209716797,9.921539306640625
62,1788870442.1173077,1039,0.9144389033317566,9.932291030883789
63,1788870442.172769,1040,0.9161465764045715,9.949082374572754
64,1788870442.2420685,1040,0.9187960028648376,9.946702003479004
65,1788870442.3001764,1040,0.9203112721443176,9.918622970581055
66,1788870442.3671129,1040,0.9228546023368835,9.9120512008667
67,1788870442.425177,1040,0.9246433973312378,9.914149284362793
68,1788870442.492034,1040,0.9273635745048523,9.925193786621094
69,1788870442.5515106,1041,0.92917400598526,9.933558464050293
70,1788870442.6173592,1041,0.9264078140258789,9.940526008605957
71,1788870442.6753693,1041,0.9246265888214111,9.913518905639648
72,1788870442.7421615,1041,0.9216939210891724,9.906825065612793
73,1788870442.799361,1041,0.9196532964706421,9.908224105834961
74,1788870442.8672621,1041,0.9165580868721008,9.92008113861084
75,1788870442.9242373,1041,0.9144986867904663,9.92902946472168
76,1788870442.9917295,1041,0.9113181829452515,9.938302993774414
77,1788870443.050118,1041,0.9093654751777649,9.915101051330566
78,1788870443.117021,1041,0.906621515750885,9.86060905456543
79,1788870443.1759064,1042,0.9049071073532104,9.955018997192383
80,1788870443.242047,1041,0.9023699760437012,9.882575035095215
81,1788870443.2988973,1042,0.900565505027771,9.995763778686523
82,1788870443.367139,1042,0.8976730704307556,9.969194412231445
83,1788870443.4248066,1042,0.8956701755523682,9.958827018737793
84,1788870443.4921172,1042,0.8925396203994751,9.955806732177734
85,1788870443.5511708,1042,0.8903520107269287,9.963050842285156
86,1788870443.6172314,1042,0.8870527148246765,9.980721473693848
87,1788870443.6754456,1042,0.8848633766174316,9.99341869354248
88,1788870443.7420795,1042,0.8819311857223511,9.860580444335938
89,1788870443.8001683,1042,0.8807079792022705,9.863143920898438
90,1788870443.8673005,1042,0.8802703022956848,9.856450080871582
91,1788870443.9249227,1042,0.8806887269020081,9.863723754882812
92,1788870443.992367,1042,0.8818603754043579,9.877535820007324
93,1788870444.050132,1042,0.8825798034667969,9.88814640045166
94,1788870444.1172307,1042,0.8836522102355957,9.900936126708984
95,1788870444.1755586,1042,0.8844134211540222,9.90151309967041
96,1788870444.2422037,1043,0.8855891227722168,9.894969940185547
97,1788870444.2999213,1043,0.8864235281944275,9.881935119628906
98,1788870444.3670943,1043,0.8876972198486328,9.992460250854492
99,1788870444.423529,1043,0.8884096145629883,9.987641334533691
100,1788870444.4921193,1044,0.8893312215805054,9.990180969238281
101,1788870444.5494604,1044,0.8899965286254883,9.983189582824707
102,1788870444.6177268,1044,0.891034722328186,9.966520309448242
103,1788870444.6752088,1044,0.8916375041007996,9.9633150100708
104,1788870444.7421663,1044,0.8924590945243835,9.961945533752441
105,1788870444.8025396,1044,0.8929541707038879,9.963642120361328
106,1788870444.8672829,1044,0.8936650156974792,9.964899063110352
107,1788870444.9254038,1044,0.8941407203674316,9.96251392364502
108,1788870444.9923403,1044,0.8948764801025391,9.953102111816406
109,1788870445.0680802,1044,0.8956552147865295,9.936017036437988
110,1788870445.143012,1044,0.8964583873748779,9.913969039916992
111,1788870445.2177968,1044,0.8972758054733276,9.888472557067871
112,1788870445.2925475,1045,0.8980628252029419,9.988972663879395
113,1788870445.353004,1045,0.8985453248023987,9.976311683654785
114,1788870445.4171615,1045,0.899169385433197,9.964961051940918
115,1788870445.4931843,1045,0.8996908068656921,9.959931373596191
116,1788870445.5548286,1045,0.8999935984611511,9.958934783935547
117,1788870445.6175246,1046,0.900390625,9.959150314331055
118,1788870445.677896,1046,0.9006327986717224,9.958539962768555
119,1788870445.7420473,1046,0.900989294052124,9.954408645629883
120,1788870445.8023024,1046,0.9011315703392029,9.959240913391113
121,1788870445.86903,1046,0.9012318253517151,9.965292930603027
122,1788870445.9423366,1046,0.9013671278953552,9.971062660217285
123,1788870446.0182424,1046,0.9015008211135864,9.97256088256836
124,1788870446.0782413,1046,0.9017783999443054,9.952971458435059
125,1788870446.1424482,1046,0.9021914005279541,9.917435646057129
126,1788870446.2178853,1046,0.9027125835418701,9.870920181274414
127,1788870446.2927444,1047,0.9032483100891113,9.95511245727539
128,1788870446.3530443,1047,0.9035593271255493,9.929347038269043
129,1788870446.4174938,1046,0.9038826823234558,9.90571117401123
130,1788870446.492091,1048,0.9044684767723083,9.999552726745605
131,1788870446.5511937,1048,0.9055762887001038,9.997808456420898
132,1788870446.617227,1048,0.9083492755889893,9.991287231445312
133,1788870446.67594,1048,0.910857617855072,9.991514205932617
134,1788870446.7421618,1048,0.9147018194198608,9.98849868774414
135,1788870446.8021204,1048,0.9173440933227539,9.981368064880371
136,1788870446.8674095,1048,0.9214131236076355,9.966323852539062
137,1788870446.9275331,1048,0.9241793155670166,9.951151847839355
138,1788870446.992288,1048,0.9283658862113953,9.924311637878418
139,1788870447.0500462,1049,0.9311928749084473,9.990311622619629
140,1788870447.1171687,1049,0.9354457259178162,9.956478118896484
141,1788870447.1746838,1049,0.9382665753364563,9.934637069702148
142,1788870447.2427182,1050,0.9424551725387573,9.992857933044434
143,1788870447.3196824,1050,0.9451910853385925,9.975838661193848
144,1788870447.3925498,1050,0.947999119758606,9.945650100708008
145,1788870447.452728,1050,0.9474279284477234,9.934161186218262
146,1788870447.5171697,1050,0.94754958152771,9.91926097869873
147,1788870447.5757375,1051,0.9484559893608093,9.99947452545166
148,1788870447.6424425,1051,0.9508203864097595,9.982831001281738
149,1788870447.7012537,1051,0.9524940848350525,9.968433380126953
150,1788870447.7672353,1051,0.9550120234489441,9.94546127319336
151,1788870447.823611,1051,0.9566740989685059,9.927574157714844
152,1788870447.8921545,1052,0.9591678977012634,9.992090225219727
153,1788870447.949344,1052,0.9608312249183655,9.97238826751709
154,1788870448.0173945,1052,0.9633405804634094,9.942742347717285
155,1788870448.0750315,1053,0.9649732708930969,9.976439476013184
156,1788870448.1426058,1054,0.9674214720726013,9.990723609924316
157,1788870448.2017891,1054,0.9690678715705872,9.966428756713867
158,1788870448.2676556,1055,0.9716023802757263,9.984025955200195
159,1788870448.3294234,1055,0.9733837246894836,9.964674949645996
160,1788870448.392881,1056,0.976137101650238,9.98989486694336
161,1788870448.467465,1056,0.9790264964103699,9.966767311096191
162,1788870448.542206,1057,0.9819877743721008,9.997518539428711
163,1788870448.617744,1057,0.9850199222564697,9.975921630859375
164,1788870448.6785142,1057,0.9870446920394897,9.960144996643066
165,1788870448.7421286,1058,0.9901173114776611,9.990349769592285
166,1788870448.817012,1058,0.9931743741035461,9.9636869430542
167,1788870448.8782485,1059,0.9951912760734558,9.998652458190918
168,1788870448.9425738,1059,0.9982377290725708,9.968881607055664
169,1788870449.0002167,1060,1.0002570152282715,9.990312576293945
170,1788870449.067238,1061,1.0033459663391113,9.981168746948242
171,1788870449.124366,1062,1.005416989326477,9.983588218688965
172,1788870449.1921887,1063,1.008618950843811,9.97626781463623
173,1788870449.2495935,1064,1.010848045349121,9.981786727905273
174,1788870449.3173828,1065,1.0142370462417603,9.980072975158691
175,1788870449.3750656,1067,1.016548991203308,9.990083694458008
176,1788870449.4425313,1068,1.0201369524002075,9.993522644042969
177,1788870449.517442,1072,1.023861050605774,9.994739532470703
178,1788870449.5938094,1077,1.0257270336151123,9.997929573059082
179,1788870449.6677668,1080,1.0266590118408203,9.995768547058105
180,1788870449.7426379,1081,1.0280909538269043,9.969040870666504
181,1788870449.8182862,1081,1.0301369428634644,9.937417030334473
182,1788870449.8938081,1081,1.0327500104904175,9.899445533752441
183,1788870449.9684691,1081,1.0357110500335693,9.86227035522461
184,1788870450.0430005,1081,1.038591980934143,9.832197189331055
185,1788870450.117926,1081,1.041182041168213,9.796624183654785
186,1788870450.1926067,1081,1.0432460308074951,9.764738082885742
187,1788870450.2680328,1081,1.044754981994629,9.726424217224121
188,1788870450.3420756,1081,1.045639991760254,9.694106101989746
189,1788870450.4169068,1081,1.0460569858551025,9.659696578979492
190,1788870450.5172994,1081,1.0462559461593628,9.624733924865723
191,1788870450.6182048,1081,1.0464500188827515,9.575763702392578
192,1788870450.6934865,1081,1.0467900037765503,9.529509544372559
193,1788870450.7679868,1081,1.0473079681396484,9.498272895812988
194,1788870450.8427024,1081,1.0481849908828735,9.459796905517578
195,1788870450.9176285,1081,1.0494259595870972,9.424025535583496
196,1788870450.9780786,1081,1.0504150390625,9.402029037475586
197,1788870451.0429702,1081,1.0520069599151611,9.3604736328125
198,1788870451.117444,1081,1.053617000579834,9.328365325927734
199,1788870451.1927779,1081,1.0551899671554565,9.295392036437988
200,1788870451.251473,1081,1.056164026260376,9.271675109863281
201,1788870451.3172193,1081,1.0574979782104492,9.233935356140137
202,1788870451.3922749,1081,1.0586429834365845,9.204436302185059
203,1788870451.4491045,1081,1.0593290328979492,9.177642822265625
204,1788870451.517755,1081,1.0602669715881348,9.136959075927734
205,1788870451.5753214,1081,1.060845971107483,9.119484901428223
206,1788870451.6419961,1081,1.0616799592971802,9.078448295593262
207,1788870451.697689,1081,1.0622960329055786,9.051790237426758
208,1788870451.767257,1081,1.0632460117340088,9.021917343139648
209,1788870451.8242261,1081,1.0639129877090454,8.995762825012207
210,1788870451.8920784,1081,1.0649440288543701,8.956808090209961
211,1788870451.9481525,1081,1.0656830072402954,8.93127727508545
212,1788870452.0171402,1081,1.0667610168457031,8.89323902130127
213,1788870452.0925596,1081,1.0678529739379883,8.855233192443848
214,1788870452.149283,1081,1.0685770511627197,8.839632987976074
215,1788870452.217099,1081,1.0696539878845215,8.801318168640137
216,1788870452.27394,1081,1.0703840255737305,8.775849342346191
217,1788870452.342136,1081,1.0714720487594604,8.737529754638672
218,1788870452.398389,1081,1.0721789598464966,8.711806297302246
219,1788870452.4673264,1081,1.0732229948043823,8.682955741882324
220,1788870452.5240195,1081,1.0738970041275024,8.656929016113281
221,1788870452.5922723,1081,1.0749139785766602,8.618008613586426
222,1788870452.6504567,1081,1.0755939483642578,8.592079162597656
223,1788870452.7171288,1081,1.076612949371338,8.553180694580078
224,1788870452.7933228,1081,1.0776289701461792,8.524128913879395
225,1788870452.8672762,1081,1.0786590576171875,8.485309600830078
226,1788870452.930487,1081,1.0793060064315796,8.45909595489502
227,1788870452.992995,1081,1.0802329778671265,8.429415702819824
228,1788870453.0678391,1081,1.0812220573425293,8.390399932861328
229,1788870453.1430678,1081,1.0821980237960815,8.351265907287598
230,1788870453.217789,1081,1.0831669569015503,8.312128067016602
231,1788870453.292251,1081,1.0841480493545532,8.28299617767334
232,1788870453.367297,1081,1.0850969552993774,8.243699073791504
233,1788870453.4295914,1081,1.08570396900177,8.217320442199707
234,1788870453.4920633,1081,1.086614966392517,8.187765121459961
235,1788870453.5522888,1081,1.0872410535812378,8.161605834960938
236,1788870453.6180077,1081,1.0881930589675903,8.122501373291016
237,1788870453.6926062,1081,1.0891790390014648,8.083686828613281
238,1788870453.755282,1081,1.0898510217666626,8.0678129196167
239,1788870453.8172288,1081,1.0908889770507812,8.029313087463379
240,1788870453.8925126,1081,1.0919430255889893,7.990843772888184
241,1788870453.9509826,1081,1.092650055885315,7.9651899337768555
242,1788870454.0173836,1081,1.0936390161514282,7.9360198974609375
243,1788870454.0750885,1081,1.0942610502243042,7.90963888168335
244,1788870454.1424365,1081,1.0952529907226562,7.8706278800964355
245,1788870454.2017596,1081,1.095945954322815,7.844841003417969
246,1788870454.2675989,1081,1.096940040588379,7.815701007843018
247,1788870454.3257878,1081,1.0976430177688599,7.789974212646484
248,1788870454.3928561,1081,1.0987449884414673,7.751661777496338
249,1788870454.4675121,1081,1.0998660326004028,7.723418235778809
250,1788870454.5263941,1081,1.1006200313568115,7.697872161865234
251,1788870454.592625,1081,1.0999579429626465,7.659297943115234
252,1788870454.667189,1081,1.0981980562210083,7.620697021484375
253,1788870454.7426524,1081,1.0964449644088745,7.592007160186768
254,1788870454.8179142,1081,1.0947020053863525,7.553101062774658
255,1788870454.8935268,1081,1.092972993850708,7.514033794403076
256,1788870454.9681244,1081,1.0913399457931519,7.484214782714844
257,1788870455.0423884,1081,1.08964204788208,7.444951057434082
258,1788870455.1177237,1081,1.0879230499267578,7.41595983505249
259,1788870455.1922982,1081,1.0862499475479126,7.3763909339904785
260,1788870455.252555,1081,1.0850780010223389,7.3505330085754395
261,1788870455.3175247,1081,1.0833580493927002,7.321454048156738
262,1788870455.3792977,1081,1.0822199583053589,7.2952117919921875
263,1788870455.4420362,1081,1.0804330110549927,7.256528854370117
264,1788870455.5172884,1081,1.0786449909210205,7.227898120880127
265,1788870455.575789,1081,1.0774580240249634,7.201898097991943
266,1788870455.6417067,1081,1.0756880044937134,7.162778854370117
267,1788870455.7007804,1081,1.0744880437850952,7.147079944610596
268,1788870455.7674298,1081,1.072761058807373,7.107448101043701
269,1788870455.825458,1081,1.07163405418396,7.091160774230957
270,1788870455.8926263,1081,1.0699210166931152,7.05146598815918
271,1788870455.9511957,1081,1.0687669515609741,7.025113105773926
272,1788870456.0172498,1081,1.067091941833496,6.995409965515137
273,1788870456.0767064,1081,1.0659149885177612,6.969274997711182
274,1788870456.1422112,1081,1.0640920400619507,6.940822124481201
275,1788870456.2165525,1081,1.0622949600219727,6.901597023010254
276,1788870456.2780116,1081,1.0611050128936768,6.875349998474121
277,1788870456.3426225,1081,1.059278964996338,6.846718788146973
278,1788870456.4032917,1081,1.0580580234527588,6.820620059967041
279,1788870456.4675567,1081,1.0562230348587036,6.791921138763428
280,1788870456.5425167,1081,1.0543299913406372,6.753104209899902
281,1788870456.6050155,1081,1.0530569553375244,6.727219104766846
282,1788870456.6665695,1081,1.051082968711853,6.699359893798828
283,1788870456.7429507,1081,1.049070954322815,6.661025047302246
284,1788870456.8175159,1081,1.047036051750183,6.63327693939209
285,1788870456.8763223,1081,1.04572594165802,6.60713005065918
286,1788870456.9422832,1081,1.043807029724121,6.578167915344238
287,1788870457.0033643,1081,1.0425209999084473,6.551768779754639
288,1788870457.0678687,1081,1.0405809879302979,6.5229082107543945
289,1788870457.129472,1081,1.0392340421676636,6.496930122375488
290,1788870457.1924818,1081,1.0371760129928589,6.458103179931641
291,1788870457.2672257,1081,1.0350279808044434,6.4306321144104
292,1788870457.3263373,1081,1.0335689783096313,6.405204772949219
293,1788870457.39231,1081,1.031365990638733,6.377799034118652
294,1788870457.4510946,1081,1.0299450159072876,6.35166597366333
295,1788870457.5172868,1081,1.027853012084961,6.3229851722717285
296,1788870457.5755074,1081,1.0265010595321655,6.296115875244141
297,1788870457.64204,1081,1.0245089530944824,6.266473770141602
298,1788870457.6996174,1081,1.0231449604034424,6.239741802215576
299,1788870457.7672575,1081,1.0210609436035156,6.210906982421875
300,1788870457.8250897,1081,1.019592046737671,6.184998989105225
301,1788870457.8919141,1081,1.0173250436782837,6.157492160797119
302,1788870457.9508803,1081,1.0158159732818604,6.131548881530762
303,1788870458.0172763,1081,1.013437032699585,6.1046648025512695
304,1788870458.0740113,1081,1.011857032775879,6.0789690017700195
305,1788870458.141481,1081,1.0095009803771973,6.051338195800781
306,1788870458.1988816,1081,1.0078860521316528,6.025687217712402
307,1788870458.2672632,1081,1.005429983139038,5.998544216156006
308,1788870458.3233404,1081,1.0037230253219604,5.9733428955078125
309,1788870458.392297,1081,1.0011169910430908,5.94697904586792
310,1788870458.4510348,1081,0.9993978142738342,5.924709796905518
311,1788870458.5173829,1081,0.996838390827179,5.889474868774414
312,1788870458.5756438,1081,0.9950929880142212,5.8659257888793945
313,1788870458.6426666,1081,0.9923517107963562,5.83043098449707
314,1788870458.7012563,1081,0.9904854893684387,5.805362224578857
315,1788870458.767234,1081,0.9877033829689026,5.769384860992432
316,1788870458.8420753,1081,0.9849604964256287,5.734151840209961
317,1788870458.899244,1081,0.9830772876739502,5.710577964782715
318,1788870458.9672983,1081,0.9802274703979492,5.675233840942383
319,1788870459.0254807,1081,0.9782571196556091,5.650261878967285
320,1788870459.0928004,1081,0.9753940105438232,5.614640235900879
321,1788870459.1668828,1081,0.9724892973899841,5.579377174377441
322,1788870459.226237,1081,0.9705426096916199,5.555878162384033
323,1788870459.2922087,1081,0.967524528503418,5.519040107727051
324,1788870459.3672285,1081,0.964428722858429,5.484692096710205
325,1788870459.4241855,1081,0.9623450040817261,5.462131977081299
326,1788870459.4927094,1081,0.9591134190559387,5.427329063415527
327,1788870459.5505395,1081,0.9569116234779358,5.404263019561768
328,1788870459.6174724,1081,0.9536066055297852,5.370339870452881
329,1788870459.6748052,1081,0.951323390007019,5.3477020263671875
330,1788870459.742146,1081,0.9478564858436584,5.313784122467041
331,1788870459.7995493,1081,0.9452461004257202,5.291118144989014
332,1788870459.8672106,1081,0.9399840831756592,5.25712776184082
333,1788870459.9251268,1081,0.9364069104194641,5.234445095062256
334,1788870459.9922209,1081,0.9309993982315063,5.2004499435424805
335,1788870460.0488427,1081,0.9274160265922546,5.177855968475342
336,1788870460.1176236,1081,0.92194002866745,5.1439008712768555
337,1788870460.174788,1081,0.9182745218276978,5.121294021606445
338,1788870460.2422783,1081,0.9128069281578064,5.087467193603516
339,1788870460.2987804,1081,0.9091234803199768,5.064680099487305
340,1788870460.367381,1081,0.9035205841064453,5.032104015350342
341,1788870460.425716,1081,0.8997048139572144,5.00876522064209
342,1788870460.4924223,1081,0.8939803838729858,4.9758620262146
343,1788870460.5493836,1081,0.8901280164718628,4.95444917678833
344,1788870460.6170611,1081,0.884362518787384,4.922604084014893
345,1788870460.6744573,1081,0.8804222941398621,4.902070999145508
346,1788870460.7423,1081,0.8743293881416321,4.870790004730225
347,1788870460.7993264,1081,0.8701366186141968,4.848960876464844
348,1788870460.8670638,1081,0.8637710213661194,4.819881916046143
349,1788870460.9237235,1081,0.8594580888748169,4.798113822937012
350,1788870460.9922006,1081,0.8529360294342041,4.766801834106445
351,1788870461.049512,1081,0.8485397100448608,4.745237827301025
352,1788870461.1171598,1081,0.8419296145439148,4.712825775146484
353,1788870461.1745803,1081,0.8374717235565186,4.690960884094238
354,1788870461.2420225,1081,0.8307600021362305,4.658076763153076
355,1788870461.3006468,1081,0.8261439204216003,4.636287212371826
356,1788870461.3672616,1081,0.8191382884979248,4.603536128997803
357,1788870461.4249077,1081,0.8143875002861023,4.581768989562988
358,1788870461.492381,1081,0.8070899844169617,4.549210071563721
359,1788870461.549857,1081,0.8022124767303467,4.5273919105529785
360,1788870461.6173265,1081,0.7949180006980896,4.49522590637207
361,1788870461.6743054,1081,0.7900338768959045,4.4738922119140625
362,1788870461.742233,1081,0.7825762033462524,4.441768169403076
363,1788870461.7987652,1081,0.7775107026100159,4.420255184173584
364,1788870461.8669758,1081,0.7697271108627319,4.387724876403809
365,1788870461.9239697,1081,0.7644268274307251,4.366016864776611
366,1788870461.9917984,1081,0.7562587261199951,4.333162784576416
367,1788870462.067771,1081,0.7478876709938049,4.300185203552246
368,1788870462.1266913,1081,0.7422727942466736,4.278316020965576
369,1788870462.19247,1081,0.7336214780807495,4.245287895202637
370,1788870462.2515397,1081,0.7277287840843201,4.2237958908081055
371,1788870462.317533,1081,0.7186902165412903,4.191624164581299
372,1788870462.392474,1081,0.7094554901123047,4.158314228057861
373,1788870462.4674995,1081,0.7004777193069458,4.1254072189331055
374,1788870462.5431166,1081,0.6929792165756226,4.09300422668457
375,1788870462.6173964,1081,0.6868811249732971,4.059642791748047
376,1788870462.6930292,1081,0.6827241778373718,4.026937007904053
377,1788870462.7673225,1081,0.6800302863121033,3.994333028793335
378,1788870462.8260112,1081,0.6789476871490479,3.9726860523223877
379,1788870462.8924463,1081,0.6770907044410706,3.9417459964752197
380,1788870462.951368,1081,0.6751775741577148,3.9209699630737305
381,1788870463.017277,1081,0.671265721321106,3.891896963119507
382,1788870463.0747893,1081,0.6682783961296082,3.87296199798584
383,1788870463.1423447,1081,0.6636124849319458,3.8454389572143555
