time_s,speed_mps,steering_rad,acceleration,jerk
1788870438.0703716,0.23399999737739563,0.07999999821186066,0.0,0.0
1788870438.1464307,0.23399999737739563,0.3236856162548065,0.0,0.0
1788870438.2132456,0.23399999737739563,0.44697436690330505,0.0,0.0
1788870438.2781434,0.23399999737739563,0.43748006224632263,0.0,0.0
1788870438.336671,0.23399999737739563,0.42680320143699646,0.0,0.0
1788870438.4042008,0.23399999737739563,0.38589298725128174,0.0,0.0
1788870438.465625,0.25987738370895386,0.33086368441581726,0.0,0.0
1788870438.5312982,0.3035948574542999,0.27062562108039856,0.0,0.0
1788870438.6073658,0.35635197162628174,0.19793188571929932,0.0,0.0
1788870438.6885252,0.40431806445121765,0.13183963298797607,0.0,0.0
1788870438.845343,0.44476500153541565,0.07610803097486496,0.0,0.0
1788870438.932958,0.4857182204723358,0.019678808748722076,0.0,0.0
1788870439.0033755,0.4979861080646515,0.0027749345172196627,0.0,0.0
1788870439.0795202,0.49083763360977173,-0.01262478344142437,0.0,0.0
1788870439.1382253,0.47997090220451355,-0.027597995474934578,0.0,0.0
1788870439.213931,0.4729776680469513,-0.03723394125699997,0.0,0.0
1788870439.2770145,0.4644719064235687,-0.04895399138331413,0.0,0.0
1788870439.3498118,0.4649309515953064,-0.0483214445412159,0.0,0.0
1788870439.4063146,0.4678210914134979,-0.0443391352891922,0.0,0.0
1788870439.475699,0.46926578879356384,-0.04234849289059639,0.0,0.0
1788870439.5299854,0.47596946358680725,-0.033111557364463806,0.0,0.0
1788870439.599605,0.48181942105293274,-0.025050926953554153,0.0,0.0
1788870439.6546302,0.48674333095550537,-0.018266301602125168,0.0,0.0
1788870439.725321,0.4904668927192688,-0.01313562598079443,0.0,0.0
1788870439.7774773,0.4927845299243927,-0.00994215440005064,0.0,0.0
1788870439.8517194,0.486499160528183,-0.018602754920721054,0.0,0.0
1788870439.9063993,0.48421236872673035,-0.021753711625933647,0.0,0.0
1788870439.9765005,0.4819367527961731,-0.02488926611840725,0.0,0.0
1788870440.0311117,0.4815024733543396,-0.0254876296967268,0.0,0.0
1788870440.101456,0.4751017987728119,-0.03430711850523949,0.0,0.0
1788870440.1554036,0.4748011827468872,-0.034721314907073975,0.0,0.0
1788870440.2271292,0.4695059061050415,-0.042017653584480286,0.0,0.0
1788870440.2825303,0.47180506587028503,-0.03884963318705559,0.0,0.0
1788870440.3480952,0.47147035598754883,-0.03931083902716637,0.0,0.0
1788870440.4005961,0.4781200885772705,-0.030148204416036606,0.0,0.0
1788870440.4763908,0.48071831464767456,-0.026568112894892693,0.0,0.0
1788870440.529195,0.4538014233112335,-0.0636567696928978,0.0,0.0
1788870440.6006298,0.44541704654693604,-0.07520955055952072,0.0,0.0
1788870440.6752067,0.4492567479610443,-0.06991885602474213,0.0,0.0
1788870440.7289298,0.4540623426437378,-0.06329725682735443,0.0,0.0
1788870440.800025,0.46179482340812683,-0.05264271795749664,0.0,0.0
1788870440.851912,0.47060152888298035,-0.040507979691028595,0.0,0.0
1788870440.9244905,0.48537540435791016,-0.020151158794760704,0.0,0.0
1788870440.9764776,0.4926440119743347,-0.010135792195796967,0.0,0.0
1788870441.0503166,0.49976274371147156,-0.0003268956206738949,0.0,0.0
1788870441.104711,0.4951292872428894,0.006711311638355255,0.0,0.0
1788870441.1742218,0.4994215965270996,0.0007969778380356729,0.0,0.0
1788870441.2262366,0.4978886544704437,-0.0029092251788824797,0.0,0.0
1788870441.30108,0.49876540899276733,-0.001701130997389555,0.0,0.0
1788870441.3526323,0.4965197741985321,-0.004795395769178867,0.0,0.0
1788870441.4251227,0.4945732653141022,-0.007477486040443182,0.0,0.0
1788870441.4792292,0.4921129643917084,-0.010867509059607983,0.0,0.0
1788870441.5523121,0.4900944232940674,-0.013648850843310356,0.0,0.0
1788870441.606075,0.47433170676231384,-0.035368192940950394,0.0,0.0
1788870441.675386,0.47062215209007263,-0.040479596704244614,0.0,0.0
1788870441.72972,0.47857674956321716,-0.029518984258174896,0.0,0.0
1788870441.8005142,0.4756251871585846,-0.03358590602874756,0.0,0.0
1788870441.8520994,0.48943963646888733,-0.014551055617630482,0.0,0.0
1788870441.9243658,0.4954909682273865,-0.006212981417775154,0.0,0.0
1788870441.9778948,0.48879843950271606,-0.01543457806110382,0.0,0.0
1788870442.0490377,0.4903161823749542,-0.01334328856319189,0.0,0.0
1788870442.1003237,0.4906880855560303,-0.012830854393541813,0.0,0.0
1788870442.1731822,0.4990003705024719,0.0013773891841992736,0.0,0.0
1788870442.2256606,0.4918941855430603,-0.011168960481882095,0.0,0.0
1788870442.300378,0.4916975200176239,-0.011439923197031021,0.0,0.0
1788870442.3543115,0.4896920919418335,-0.014203215949237347,0.0,0.0
1788870442.4255567,0.48978763818740845,-0.01407156977802515,0.0,0.0
1788870442.480935,0.49108651280403137,-0.012281854636967182,0.0,0.0
1788870442.551955,0.49942904710769653,0.0007866930682212114,0.0,0.0
1788870442.6049438,0.492247611284256,-0.010681970044970512,0.0,0.0
1788870442.6756685,0.4918593466281891,-0.01121695339679718,0.0,0.0
1788870442.7282186,0.4896322190761566,-0.014285707846283913,0.0,0.0
1788870442.799713,0.48972615599632263,-0.014156263321638107,0.0,0.0
1788870442.8530586,0.49076202511787415,-0.012728940695524216,0.0,0.0
1788870442.9244685,0.49966421723365784,-0.0004626824229490012,0.0,0.0
1788870442.977839,0.49616965651512146,0.005277807824313641,0.0,0.0
1788870443.0504556,0.49307990074157715,0.009535175748169422,0.0,0.0
1788870443.104037,0.49360889196395874,0.008806292898952961,0.0,0.0
1788870443.1761632,0.49833860993385315,0.0022892251145094633,0.0,0.0
1788870443.2283604,0.49701493978500366,-0.004113098606467247,0.0,0.0
1788870443.2991574,0.49543890357017517,-0.006284727249294519,0.0,0.0
1788870443.3509169,0.49295467138290405,-0.009707706980407238,0.0,0.0
1788870443.4250507,0.490416556596756,-0.013204960152506828,0.0,0.0
1788870443.4786186,0.4888342320919037,-0.015385270118713379,0.0,0.0
1788870443.551388,0.48881036043167114,-0.015418135561048985,0.0,0.0
1788870443.6049445,0.48967254161834717,-0.0142301544547081,0.0,0.0
1788870443.675706,0.4919581711292267,-0.011080811731517315,0.0,0.0
1788870443.7298658,0.49434807896614075,-0.007787751965224743,0.0,0.0
1788870443.8004484,0.4906664192676544,-0.01286068744957447,0.0,0.0
1788870443.8556113,0.49001675844192505,-0.013755851425230503,0.0,0.0
1788870443.9251776,0.4895969331264496,-0.014334350824356079,0.0,0.0
1788870443.9779544,0.4905526041984558,-0.013017521239817142,0.0,0.0
1788870444.0504832,0.49270763993263245,-0.010048110969364643,0.0,0.0
1788870444.1055455,0.49444764852523804,-0.007650560699403286,0.0,0.0
1788870444.176017,0.49656951427459717,-0.004726836457848549,0.0,0.0
1788870444.2297432,0.4974350035190582,-0.003534305142238736,0.0,0.0
1788870444.30025,0.492431640625,-0.010428418405354023,0.0,0.0
1788870444.3550498,0.4902667999267578,-0.01341133564710617,0.0,0.0
1788870444.4237556,0.49363279342651367,-0.00877332128584385,0.0,0.0
1788870444.4747834,0.4950381815433502,-0.006836854387074709,0.0,0.0
1788870444.5496922,0.49188852310180664,-0.011176771484315395,0.0,0.0
1788870444.6055515,0.4912255108356476,-0.012090320698916912,0.0,0.0
1788870444.6755078,0.49053284525871277,-0.013044723309576511,0.0,0.0
1788870444.7309797,0.49082913994789124,-0.012636461295187473,0.0,0.0
1788870444.802924,0.4920676052570343,-0.010929998941719532,0.0,0.0
1788870444.8605978,0.4935966432094574,-0.00882314145565033,0.0,0.0
1788870444.9256854,0.49513131380081177,-0.006708522792905569,0.0,0.0
1788870444.9783177,0.49615854024887085,-0.0052931224927306175,0.0,0.0
1788870445.0555377,0.4968096911907196,-0.004395913798362017,0.0,0.0
1788870445.129414,0.49659186601638794,-0.004696051124483347,0.0,0.0
1788870445.2040496,0.49548912048339844,-0.006215523928403854,0.0,0.0
1788870445.279152,0.49370163679122925,-0.008678486570715904,0.0,0.0
1788870445.353452,0.49242401123046875,-0.010438896715641022,0.0,0.0
1788870445.4138339,0.4915671944618225,-0.011619511991739273,0.0,0.0
1788870445.4780507,0.49127158522605896,-0.012026851996779442,0.0,0.0
1788870445.5551696,0.4916972517967224,-0.011440319940447807,0.0,0.0
1788870445.6123767,0.4923398792743683,-0.010554825887084007,0.0,0.0
1788870445.6782956,0.48965388536453247,-0.014255855232477188,0.0,0.0
1788870445.7345753,0.4894157648086548,-0.014583966694772243,0.0,0.0
1788870445.8026183,0.49001345038414,-0.01376042328774929,0.0,0.0
1788870445.8709047,0.4914489686489105,-0.011782404035329819,0.0,0.0
1788870445.9319136,0.49668270349502563,-0.00457086693495512,0.0,0.0
1788870446.0150619,0.49963313341140747,-0.0005055025103501976,0.0,0.0
1788870446.0785997,0.4984040856361389,0.0021990062668919563,0.0,0.0
1788870446.1371186,0.49847033619880676,0.002107726875692606,0.0,0.0
1788870446.2061858,0.4995001256465912,-0.000688757689204067,0.0,0.0
1788870446.278254,0.49577420949935913,-0.00582270510494709,0.0,0.0
1788870446.3534296,0.49193334579467773,-0.011114988476037979,0.0,0.0
1788870446.4114923,0.4892958998680115,-0.014749109745025635,0.0,0.0
1788870446.4803417,0.49075400829315186,-0.01273998524993658,0.0,0.0
1788870446.5514708,0.4886080026626587,-0.01569696143269539,0.0,0.0
1788870446.605486,0.48923200368881226,-0.014837177470326424,0.0,0.0
1788870446.6762395,0.4907599687576294,-0.012731806375086308,0.0,0.0
1788870446.729553,0.4925066828727722,-0.01032500434666872,0.0,0.0
1788870446.8024483,0.4946576952934265,-0.007361136376857758,0.0,0.0
1788870446.8558385,0.4963451623916626,-0.005036001559346914,0.0,0.0
1788870446.9280968,0.49763044714927673,-0.0032649957574903965,0.0,0.0
1788870446.9822502,0.4980599582195282,-0.0026731938123703003,0.0,0.0
1788870447.050308,0.4977889657020569,-0.003046562196686864,0.0,0.0
1788870447.1022537,0.4968414306640625,-0.00435218308120966,0.0,0.0
1788870447.175058,0.4953235685825348,-0.00644361786544323,0.0,0.0
1788870447.2350242,0.49412769079208374,-0.008091420866549015,0.0,0.0
1788870447.3200247,0.492765873670578,-0.009967882186174393,0.0,0.0
1788870447.3820195,0.49219387769699097,-0.010756007395684719,0.0,0.0
1788870447.4531112,0.4922734200954437,-0.01064643356949091,0.0,0.0
1788870447.5067813,0.492793470621109,-0.009929854422807693,0.0,0.0
1788870447.5760734,0.4942198693752289,-0.007964391261339188,0.0,0.0
1788870447.6301358,0.4946666955947876,-0.0073487120680511,0.0,0.0
1788870447.7014656,0.49577265977859497,-0.00582484994083643,0.0,0.0
1788870447.7543688,0.4962522089481354,-0.005164043977856636,0.0,0.0
1788870447.8239348,0.4966511130332947,-0.004614409524947405,0.0,0.0
1788870447.8771453,0.49665728211402893,-0.004605896305292845,0.0,0.0
1788870447.9496775,0.49837276339530945,-0.0022421737667173147,0.0,0.0
1788870448.0012295,0.49862274527549744,-0.00189772283192724,0.0,0.0
1788870448.0753863,0.49809473752975464,-0.0026252632960677147,0.0,0.0
1788870448.1270742,0.4964067339897156,-0.004951128736138344,0.0,0.0
1788870448.2021346,0.4939836859703064,-0.008289851248264313,0.0,0.0
1788870448.25708,0.49264299869537354,-0.010137158446013927,0.0,0.0
1788870448.3297477,0.49095532298088074,-0.012462606653571129,0.0,0.0
1788870448.3875258,0.49052536487579346,-0.013055069372057915,0.0,0.0
1788870448.4547527,0.49000588059425354,-0.013770840130746365,0.0,0.0
1788870448.5288892,0.4910987317562103,-0.012265030294656754,0.0,0.0
1788870448.602222,0.49129948019981384,-0.011988400481641293,0.0,0.0
1788870448.6788456,0.49292153120040894,-0.009753371588885784,0.0,0.0
1788870448.7336488,0.49425995349884033,-0.007909182459115982,0.0,0.0
1788870448.8025432,0.494365930557251,-0.007763169705867767,0.0,0.0
1788870448.8786142,0.49530482292175293,-0.006469445303082466,0.0,0.0
1788870448.9344578,0.4942329525947571,-0.007946372032165527,0.0,0.0
1788870449.000488,0.4945090711116791,-0.007565933279693127,0.0,0.0
1788870449.0535238,0.4926060140132904,-0.01018812507390976,0.0,0.0
1788870449.124641,0.4904778003692627,-0.013120593503117561,0.0,0.0
1788870449.1770306,0.4880318343639374,-0.016490867361426353,0.0,0.0
1788870449.249912,0.48603639006614685,-0.019240373745560646,0.0,0.0
1788870449.302451,0.48423030972480774,-0.021728964522480965,0.0,0.0
1788870449.3753953,0.48311686515808105,-0.023263193666934967,0.0,0.0
1788870449.4273708,0.480217307806015,-0.02725847437977791,0.0,0.0
1788870449.5083785,0.4794732630252838,-0.02828368917107582,0.0,0.0
1788870449.5811388,0.4697681665420532,-0.041656285524368286,0.0,0.0
1788870449.658278,0.45709866285324097,-0.059113532304763794,0.0,0.0
1788870449.7332823,0.4473741352558136,-0.07251289486885071,0.0,0.0
1788870449.8072178,0.4455502927303314,-0.07502597570419312,0.0,0.0
1788870449.8837352,0.4543718099594116,-0.06287084519863129,0.0,0.0
1788870449.9594016,0.4691866338253021,-0.04245757684111595,0.0,0.0
1788870450.0365753,0.4863833487033844,-0.01876233145594597,0.0,0.0
1788870450.106172,0.49831926822662354,0.0023158793337643147,0.0,0.0
1788870450.182003,0.48428547382354736,0.021652966737747192,0.0,0.0
1788870450.2610016,0.47683414816856384,0.03192008659243584,0.0,0.0
1788870450.33472,0.4741996228694916,0.03555019944906235,0.0,0.0
