time_s,node_time_s,closest_range_m,closest_angle_rad,target_angle_rad,raw_steering_rad,commanded_steering_rad,commanded_speed_mps,recovery_sign,front_left_clearance_m,front_right_clearance_m,rear_left_context_m,rear_right_context_m,gap_start_rad,gap_end_rad,gap_min_range_m,gap_max_range_m,gap_width_rad,gap_count,emergency_stop,footprint_limited,side_recovery,valid_beam_count,disparity_blocked_beam_count
1788870438.070835,1788870438.0703044,0.8598265051841736,-1.5664284857921302,0.13968044711301264,0.4469774307616405,0.08000000000000002,0.23399999999999999,0.0,1.0241880226135254,0.8719181227684021,0.0,0.0,0.06981767527759075,2.356198977679014,0.9800079870223999,9.784339408874512,2.2863813024014235,2.0,0.0,0.0,0.0,670.0,10.0
1788870438.1465826,1788870438.146375,0.8598265051841736,-1.5664284857921302,0.1396807911653574,0.4469782014388927,0.3236856256,0.23399999999999999,0.0,1.0241889762878418,0.871917884349823,0.0,0.0,0.06981767527759075,2.356198977679014,0.9800079870223999,9.784367065429688,2.2863813024014235,2.0,0.0,0.0,0.0,670.0,10.0
1788870438.213393,1788870438.2132158,0.8598284125328064,-1.5664284857921302,0.13967897547363317,0.44697436549260616,0.44697436549260616,0.23399999999999999,0.0,1.024185996055603,0.8719200897216797,0.0,0.0,0.06981767527759075,2.356198977679014,0.9800059604644775,9.784301261901856,2.2863813024014235,2.0,0.0,0.0,0.0,670.0,10.0
1788870438.2782176,1788870438.2780962,0.8604583740234375,-1.5707918088883162,0.13544096339078934,0.43748006764315,0.43748006764315,0.23399999999999999,0.0,1.0226859855651855,0.8732148814201355,0.0,0.0,0.06545435218140483,2.356198977679014,0.9795266199111938,9.874437789916993,2.2907446254976094,2.0,0.0,0.0,0.0,671.0,11.0
1788870438.3367527,1788870438.3366373,0.8618299961090088,-1.5707918088883162,0.1319460619389441,0.4268031990361798,0.4268031990361798,0.23399999999999999,0.0,1.019705991744995,0.8759522843360901,0.0,0.0,0.061091029085218906,2.356198977679014,0.9782752799987793,9.81104419708252,2.2951079485937953,2.0,0.0,0.0,0.0,670.0,10.0
1788870438.4042597,1788870438.404152,0.8670569062232971,-1.5707918088883162,0.11511250924014754,0.38589298040878445,0.38589298040878445,0.23399999999999999,0.0,1.009505968093872,0.8859476256370544,0.0,0.0,0.043637736700475216,2.356198977679014,0.9733075904846191,9.749405364990235,2.312561240978539,2.0,0.0,0.0,0.0,670.0,11.0
1788870438.4657052,1788870438.465582,0.8718317151069641,-1.5707918088883162,0.09602490303599613,0.3308636769232667,0.3308636769232667,0.25987739260725484,0.0,1.0011800336837768,0.8947313237190246,0.0,0.0,0.026184444315731525,2.356198977679014,0.9691034960746765,9.879420738220215,2.3300145333632827,2.0,0.0,0.0,0.0,671.0,11.0
1788870438.531417,1788870438.5312412,0.8794772028923035,-1.5707918088883162,0.07650290457432868,0.27062560932347623,0.27062560932347623,0.3035948595436956,0.0,0.9891589689254761,0.9084371733665466,0.0,0.0,0.004367828834801912,2.356198977679014,0.9626961755752563,9.850274543762207,2.3518311488442123,2.0,0.0,0.0,0.0,670.0,11.0
1788870438.607489,1788870438.6073117,0.887143611907959,-1.5707918088883162,0.052117944943575134,0.1979318794706512,0.1979318794706512,0.35635195913130735,0.0,0.9783881711959839,0.9217697191238403,0.0,0.0,-0.0174487866461277,2.356198977679014,0.9565468835830688,9.94746063232422,2.373647764325142,2.0,0.0,0.0,0.0,671.0,10.0
1788870438.6917653,1788870438.6884747,0.8950753808021545,-1.5707918088883162,0.032348243017163554,0.13183962819964173,0.13183962819964173,0.40431806967940437,0.0,0.9682724285125732,0.9351771283149719,0.0,0.0,-0.03490207903087139,2.356198977679014,0.9504064726829529,9.864860038757325,2.3911010567098856,2.0,0.0,0.0,0.0,671.0,10.0
1788870438.8455684,1788870438.8452816,0.9037129282951355,-1.5707918088883162,0.0163197051382152,0.07610802796949456,0.07610802796949456,0.4447649911604126,0.0,0.9581659841537475,0.9493176746368408,0.0,0.0,-0.05235537141561508,2.356198977679014,0.9438882875442505,9.815392951965332,2.4085543490946293,2.0,0.0,0.0,0.0,670.0,11.0
1788870438.9330354,1788870438.9329016,0.9124022126197815,-1.5707918088883162,-0.0014078572234357003,0.019678808210352405,0.019678808210352405,0.4857182064172385,0.0,0.9487812924385071,0.9624010133743286,0.0,0.0,-0.06544534070417285,2.356198977679014,0.9373485851287842,9.760293464660645,2.421644318383187,2.0,0.0,0.0,0.0,670.0,10.0
1788870439.003755,1788870439.0033462,0.912385880947113,-1.5707918088883162,-0.0013967445950161816,0.0027749345702694755,0.0027749345702694755,0.497986105544877,0.0,0.9487994718551636,0.9623861122131347,0.0,0.0,-0.06544534070417285,2.356198977679014,0.9373705196380615,9.759815673828125,2.421644318383187,2.0,0.0,0.0,0.0,670.0,10.0
1788870439.0796373,1788870439.0794914,0.9143105149269104,-1.5707918088883162,-0.006007706992521177,-0.012624783292166592,-0.012624783292166592,0.49083762862676983,0.0,0.9467171835899353,0.9651084947586059,0.0,0.0,-0.06980866380035877,2.356198977679014,0.9358796286582947,9.870023231506348,2.426007641479373,2.0,0.0,0.0,0.0,671.0,10.0
