time_s,throttle_command,steering_command
1788870487.515477,0.019725294783711433,nan
1788870487.5405264,nan,0.011670618318021297
1788870487.5405524,0.019725294783711433,nan
1788870487.5654156,nan,0.020208319649100304
1788870487.5654893,0.0195961594581604,nan
1788870487.5904145,nan,0.020208319649100304
1788870487.5904424,0.0195961594581604,nan
1788870487.6152918,nan,0.020602039992809296
1788870487.6153197,0.01959020458161831,nan
1788870487.6403773,nan,0.020602039992809296
1788870487.640409,0.01959020458161831,nan
1788870487.6653972,nan,0.020602039992809296
1788870487.665452,0.01959020458161831,nan
1788870487.6904519,nan,0.019118361175060272
1788870487.6904848,0.019612645730376244,nan
1788870487.7154377,nan,0.019118361175060272
1788870487.715467,0.019612645730376244,nan
1788870487.7404227,nan,0.02894342876970768
1788870487.7404578,0.01946403644979,nan
1788870487.7660103,nan,0.02894342876970768
1788870487.7660425,0.01946403644979,nan
1788870487.7904015,nan,0.02894342876970768
1788870487.7904363,0.01946403644979,nan
1788870487.8153546,nan,0.029625358060002327
1788870487.815386,0.01945372298359871,nan
1788870487.840502,nan,0.029625358060002327
1788870487.8405278,0.01945372298359871,nan
1788870487.8652658,nan,0.02605123072862625
1788870487.8653338,0.01950778253376484,nan
1788870487.8904192,nan,0.02605123072862625
1788870487.8904564,0.01950778253376484,nan
1788870487.9155831,nan,0.02605123072862625
1788870487.9156175,0.01950778253376484,nan
1788870487.9403996,nan,0.008112555369734764
1788870487.9404328,0.019779112190008163,nan
1788870487.9654942,nan,0.008112555369734764
1788870487.9655225,0.019779112190008163,nan
1788870487.9905293,nan,0.0011262540938332677
1788870487.9906123,0.019884781911969185,nan
1788870488.0155098,nan,0.0011262540938332677
1788870488.0155444,0.019884781911969185,nan
1788870488.0406392,nan,0.0011262540938332677
1788870488.0406659,0.019884781911969185,nan
1788870488.0654488,nan,-0.0040033962577581406
1788870488.0654824,0.019841264933347702,nan
1788870488.0905802,nan,-0.0040033962577581406
1788870488.090622,0.019841264933347702,nan
1788870488.1154919,nan,-0.0040033962577581406
1788870488.1155212,0.019841264933347702,nan
1788870488.140654,nan,0.006223944015800953
1788870488.1406877,0.01980767771601677,nan
1788870488.1656425,nan,0.006223944015800953
1788870488.1656797,0.01980767771601677,nan
1788870488.1904807,nan,0.006541617214679718
1788870488.190532,0.019802873954176903,nan
1788870488.215542,nan,0.006541617214679718
1788870488.2155833,0.019802873954176903,nan
1788870488.2410192,nan,0.006541617214679718
1788870488.241051,0.019802873954176903,nan
1788870488.2655609,nan,0.021953674033284187
1788870488.265604,0.01956976018846035,nan
1788870488.2912357,nan,0.021953674033284187
1788870488.2912867,0.01956976018846035,nan
1788870488.3155844,nan,0.021953674033284187
1788870488.315624,0.01956976018846035,nan
1788870488.3402798,nan,0.02369137853384018
1788870488.340358,0.019543476402759552,nan
1788870488.366052,nan,0.02369137853384018
1788870488.3661032,0.019543476402759552,nan
1788870488.390809,nan,0.02369137853384018
1788870488.3908837,0.019543476402759552,nan
1788870488.416088,nan,0.02369137853384018
1788870488.4162645,0.019543476402759552,nan
1788870488.440721,nan,0.036921992897987366
1788870488.4408088,0.019343357533216476,nan
1788870488.4657722,nan,0.036921992897987366
1788870488.4658105,0.019343357533216476,nan
1788870488.4912722,nan,0.036921992897987366
1788870488.4913285,0.019343357533216476,nan
1788870488.515648,nan,0.036921992897987366
1788870488.5157175,0.019343357533216476,nan
1788870488.5411873,nan,0.05324353277683258
1788870488.541236,0.019096489995718002,nan
1788870488.5655549,nan,0.05324353277683258
1788870488.5655885,0.019096489995718002,nan
1788870488.5906417,nan,0.05756557360291481
1788870488.5907397,0.019031116738915443,nan
1788870488.6157942,nan,0.05756557360291481
1788870488.6159887,0.019031116738915443,nan
1788870488.640761,nan,0.05756557360291481
1788870488.6407955,0.019031116738915443,nan
1788870488.665482,nan,0.056419216096401215
1788870488.6655095,0.019048454239964485,nan
1788870488.690589,nan,0.056419216096401215
1788870488.6906343,0.019048454239964485,nan
1788870488.715745,nan,0.056419216096401215
1788870488.715806,0.019048454239964485,nan
1788870488.7405415,nan,0.0514938086271286
1788870488.7405798,0.019122954457998276,nan
1788870488.765555,nan,0.0514938086271286
1788870488.7655857,0.019122954457998276,nan
1788870488.790455,nan,0.04747716709971428
1788870488.790488,0.019183708354830742,nan
1788870488.815705,nan,0.04747716709971428
1788870488.8157368,0.019183708354830742,nan
1788870488.8406534,nan,0.04747716709971428
1788870488.8406966,0.019183708354830742,nan
1788870488.8653877,nan,0.04460075870156288
1788870488.8654764,0.01922721415758133,nan
1788870488.890988,nan,0.04460075870156288
1788870488.8910336,0.01922721415758133,nan
1788870488.9160712,nan,0.04460075870156288
1788870488.9161253,0.01922721415758133,nan
1788870488.94061,nan,0.042926207184791565
1788870488.9406471,0.019252542406320572,nan
1788870488.9660783,nan,0.042926207184791565
1788870488.966129,0.019252542406320572,nan
1788870488.9910803,nan,0.042926207184791565
1788870488.9911342,0.019252542406320572,nan
1788870489.0156875,nan,0.04166267439723015
1788870489.01578,0.01927165314555168,nan
1788870489.0405922,nan,0.04166267439723015
1788870489.0406468,0.01927165314555168,nan
1788870489.0657456,nan,0.04166267439723015
1788870489.0657966,0.01927165314555168,nan
1788870489.0908601,nan,0.04254942014813423
1788870489.0909061,0.01925824210047722,nan
1788870489.1155958,nan,0.04254942014813423
1788870489.1156282,0.01925824210047722,nan
1788870489.1403995,nan,0.04152791574597359
1788870489.1404517,0.01927369274199009,nan
1788870489.165572,nan,0.04152791574597359
1788870489.1656108,0.01927369274199009,nan
1788870489.1907287,nan,0.04152791574597359
1788870489.190897,0.01927369274199009,nan
1788870489.2154408,nan,0.04165063798427582
1788870489.2155066,0.019271835684776306,nan
1788870489.241414,nan,0.04165063798427582
1788870489.2419076,0.019271835684776306,nan
1788870489.2661636,nan,0.04165063798427582
1788870489.267068,0.019271835684776306,nan
1788870489.2903864,nan,0.04165063798427582
1788870489.2906377,0.019271835684776306,nan
1788870489.3157363,nan,0.04169249162077904
1788870489.3157775,0.019271202385425568,nan
1788870489.3408382,nan,0.04169249162077904
1788870489.3408818,0.019271202385425568,nan
1788870489.3655472,nan,0.04169249162077904
1788870489.3655968,0.019271202385425568,nan
1788870489.3906362,nan,0.04202132299542427
1788870489.390679,0.01926622912287712,nan
1788870489.4160347,nan,0.04202132299542427
1788870489.4160876,0.01926622912287712,nan
1788870489.4406717,nan,0.04202132299542427
1788870489.4407601,0.01926622912287712,nan
1788870489.4653685,nan,0.04202132299542427
1788870489.4655507,0.01926622912287712,nan
1788870489.4919693,nan,0.042197152972221375
1788870489.4920237,0.01926356926560402,nan
1788870489.516264,nan,0.042197152972221375
1788870489.5163112,0.01926356926560402,nan
1788870489.540844,nan,0.042197152972221375
1788870489.540902,0.01926356926560402,nan
1788870489.5656781,nan,0.05690833553671837
1788870489.5657802,0.01904105767607689,nan
1788870489.590585,nan,0.05690833553671837
1788870489.5906148,0.01904105767607689,nan
1788870489.6155095,nan,0.06080145388841629
1788870489.6155849,0.0189821720123291,nan
1788870489.640601,nan,0.06080145388841629
1788870489.6407068,0.0189821720123291,nan
1788870489.6655493,nan,0.06080145388841629
1788870489.66559,0.0189821720123291,nan
1788870489.6906726,nan,0.06173353269696236
1788870489.690766,0.018968073651194572,nan
1788870489.716447,nan,0.06173353269696236
1788870489.7164845,0.018968073651194572,nan
1788870489.7404938,nan,0.06173353269696236
1788870489.740526,0.018968073651194572,nan
1788870489.76551,nan,0.060813065618276596
1788870489.765537,0.018981996923685074,nan
1788870489.790505,nan,0.060813065618276596
1788870489.7905314,0.018981996923685074,nan
1788870489.8156269,nan,0.060813065618276596
1788870489.815655,0.018981996923685074,nan
1788870489.8404536,nan,0.05869705229997635
1788870489.8404803,0.01901400275528431,nan
1788870489.8654983,nan,0.05869705229997635
1788870489.8655272,0.01901400275528431,nan
1788870489.890697,nan,0.05869705229997635
1788870489.890731,0.01901400275528431,nan
1788870489.9154818,nan,0.0740143209695816
1788870489.9155183,0.018782323226332664,nan
1788870489.9406285,nan,0.0740143209695816
1788870489.940663,0.018782323226332664,nan
1788870489.9657106,nan,0.0740143209695816
1788870489.9657478,0.018782323226332664,nan
1788870489.990685,nan,0.0949363112449646
1788870489.9907157,0.01846586912870407,nan
1788870490.0155625,nan,0.0949363112449646
1788870490.0155907,0.01846586912870407,nan
1788870490.0405765,nan,0.0949363112449646
1788870490.04062,0.01846586912870407,nan
1788870490.0654855,nan,0.10092861205339432
1788870490.0655184,0.018375234678387642,nan
1788870490.0905304,nan,0.10092861205339432
1788870490.0905707,0.018375234678387642,nan
1788870490.115561,nan,0.10092861205339432
1788870490.1155984,0.018375234678387642,nan
1788870490.1405334,nan,0.09980344772338867
1788870490.1406288,0.018392253667116165,nan
1788870490.1658456,nan,0.09980344772338867
1788870490.1659443,0.018392253667116165,nan
1788870490.1906857,nan,0.09980344772338867
1788870490.1907794,0.018392253667116165,nan
1788870490.2155225,nan,0.0800212100148201
1788870490.2156098,0.018691467121243477,nan
1788870490.2405684,nan,0.0800212100148201
1788870490.2406082,0.018691467121243477,nan
1788870490.2655733,nan,0.0800212100148201
1788870490.2656162,0.018691467121243477,nan
1788870490.2915971,nan,0.09142851829528809
1788870490.2916348,0.018518926575779915,nan
1788870490.3155215,nan,0.09142851829528809
1788870490.3155527,0.018518926575779915,nan
1788870490.3406742,nan,0.09142851829528809
1788870490.3407056,0.018518926575779915,nan
1788870490.3659241,nan,0.09541133046150208
1788870490.36596,0.018458684906363487,nan
1788870490.3907034,nan,0.09541133046150208
1788870490.390742,0.018458684906363487,nan
1788870490.4156349,nan,0.09541133046150208
1788870490.4156673,0.018458684906363487,nan
1788870490.4420135,nan,0.11579003185033798
1788870490.4420793,0.0181504487991333,nan
1788870490.4660773,nan,0.11579003185033798
1788870490.4661314,0.0181504487991333,nan
1788870490.4917336,nan,0.11579003185033798
1788870490.491782,0.0181504487991333,nan
1788870490.515286,nan,0.08319826424121857
1788870490.5153682,0.018643412739038467,nan
1788870490.5416622,nan,0.08319826424121857
1788870490.5416985,0.018643412739038467,nan
1788870490.5656745,nan,0.08319826424121857
1788870490.5657158,0.018643412739038467,nan
1788870490.590307,nan,0.07419055700302124
1788870490.590386,0.018779657781124115,nan
1788870490.615876,nan,0.07419055700302124
1788870490.6159155,0.018779657781124115,nan
1788870490.640979,nan,0.07419055700302124
1788870490.6410255,0.018779657781124115,nan
1788870490.6655464,nan,0.04600793495774269
1788870490.6655805,0.019205929711461067,nan
1788870490.690556,nan,0.04600793495774269
1788870490.6905942,0.019205929711461067,nan
1788870490.7156985,nan,0.04600793495774269
1788870490.7157512,0.019205929711461067,nan
1788870490.7404838,nan,0.038083866238594055
1788870490.7405274,0.01932578533887863,nan
1788870490.7656143,nan,0.038083866238594055
1788870490.7656465,0.01932578533887863,nan
1788870490.790577,nan,0.038083866238594055
1788870490.7906172,0.01932578533887863,nan
1788870490.8157582,nan,0.015363377518951893
1788870490.8160443,0.019669439643621445,nan
1788870490.8410985,nan,0.015363377518951893
1788870490.8418317,0.019669439643621445,nan
1788870490.8660305,nan,0.015363377518951893
1788870490.866479,0.019669439643621445,nan
1788870490.8907595,nan,0.015363377518951893
1788870490.8908076,0.019669439643621445,nan
1788870490.9154596,nan,0.006825609132647514
1788870490.9154904,0.019798578694462776,nan
1788870490.9419296,nan,0.006825609132647514
1788870490.9419687,0.019798578694462776,nan
1788870490.9655297,nan,0.006825609132647514
1788870490.965566,0.019798578694462776,nan
1788870490.9906816,nan,0.006825609132647514
1788870490.9907584,0.019798578694462776,nan
1788870491.0155075,nan,0.020379846915602684
1788870491.015549,0.01959356479346752,nan
1788870491.040538,nan,0.020379846915602684
1788870491.040578,0.01959356479346752,nan
1788870491.0653296,nan,0.022119713947176933
1788870491.0653582,0.019567249342799187,nan
1788870491.090597,nan,0.022119713947176933
1788870491.0906281,0.019567249342799187,nan
1788870491.1154695,nan,0.022119713947176933
1788870491.1155024,0.019567249342799187,nan
1788870491.1406403,nan,0.03604044020175934
1788870491.1407409,0.01935669220983982,nan
1788870491.166116,nan,0.03604044020175934
1788870491.1677382,0.01935669220983982,nan
1788870491.1911187,nan,0.03604044020175934
1788870491.193282,0.01935669220983982,nan
1788870491.2153833,nan,0.0373852513730526
1788870491.2154646,0.01933635026216507,nan
1788870491.2404602,nan,0.0373852513730526
1788870491.24055,0.01933635026216507,nan
1788870491.2652519,nan,0.0373852513730526
1788870491.2653017,0.01933635026216507,nan
1788870491.2905338,nan,0.054483912885189056
1788870491.2905703,0.0190777275711298,nan
1788870491.3154182,nan,0.054483912885189056
1788870491.3154442,0.0190777275711298,nan
1788870491.3403838,nan,0.059534523636102676
1788870491.3404782,0.01900133490562439,nan
1788870491.3655005,nan,0.059534523636102676
1788870491.3655365,0.01900133490562439,nan
1788870491.3904774,nan,0.059534523636102676
1788870491.3905087,0.01900133490562439,nan
1788870491.415406,nan,0.056522876024246216
1788870491.4154751,0.019046887755393982,nan
1788870491.4403799,nan,0.056522876024246216
1788870491.4404116,0.019046887755393982,nan
1788870491.465527,nan,0.05477530136704445
1788870491.465554,0.01907332055270672,nan
1788870491.4904497,nan,0.05477530136704445
1788870491.4904854,0.01907332055270672,nan
1788870491.5154927,nan,0.05477530136704445
1788870491.5155184,0.01907332055270672,nan
1788870491.5404778,nan,0.05233159288764
1788870491.540538,0.01911028102040291,nan
1788870491.565359,nan,0.05233159288764
1788870491.5653858,0.01911028102040291,nan
1788870491.5904365,nan,0.05233159288764
1788870491.5904603,0.01911028102040291,nan
1788870491.6153297,nan,0.04971419274806976
1788870491.6153517,0.019149871543049812,nan
1788870491.640366,nan,0.04971419274806976
1788870491.6405265,0.019149871543049812,nan
1788870491.6654027,nan,0.04798618331551552
1788870491.6654327,0.01917600817978382,nan
1788870491.6903608,nan,0.04798618331551552
1788870491.6903865,0.01917600817978382,nan
1788870491.7152965,nan,0.04798618331551552
1788870491.7153194,0.01917600817978382,nan
1788870491.7405865,nan,0.04598451033234596
1788870491.7410796,0.01920628361403942,nan
1788870491.7655663,nan,0.04598451033234596
1788870491.7656012,0.01920628361403942,nan
1788870491.7904787,nan,0.0455048643052578
1788870491.7905138,0.019213538616895676,nan
1788870491.8154354,nan,0.0455048643052578
1788870491.8154612,0.019213538616895676,nan
1788870491.8404574,nan,0.0455048643052578
1788870491.840482,0.019213538616895676,nan
1788870491.865436,nan,0.06178951635956764
1788870491.8654704,0.01896722801029682,nan
1788870491.8903813,nan,0.06178951635956764
1788870491.8904078,0.01896722801029682,nan
1788870491.9154232,nan,0.06178951635956764
1788870491.9154913,0.01896722801029682,nan
1788870491.9404736,nan,0.08290737867355347
1788870491.9405065,0.01864781230688095,nan
1788870491.9657319,nan,0.08290737867355347
1788870491.9657674,0.01864781230688095,nan
1788870491.9904287,nan,0.049542322754859924
1788870491.9904597,0.01915246993303299,nan
1788870492.0154924,nan,0.049542322754859924
1788870492.015519,0.01915246993303299,nan
1788870492.040412,nan,0.049542322754859924
1788870492.0404377,0.01915246993303299,nan
1788870492.0655277,nan,0.07706008851528168
1788870492.0655978,0.018736254423856735,nan
1788870492.0903802,nan,0.07706008851528168
1788870492.0904481,0.018736254423856735,nan
1788870492.1153266,nan,0.06611566245555878
1788870492.1153486,0.018901793286204338,nan
1788870492.1405911,nan,0.06611566245555878
1788870492.1406171,0.018901793286204338,nan
1788870492.1654387,nan,0.06611566245555878
1788870492.1654942,0.018901793286204338,nan
1788870492.1904376,nan,0.10554603487253189
1788870492.1904671,0.018305392935872078,nan
1788870492.2154205,nan,0.10554603487253189
1788870492.215444,0.018305392935872078,nan
1788870492.2405798,nan,0.09873586148023605
1788870492.240607,0.0184083990752697,nan
1788870492.265386,nan,0.09873586148023605
1788870492.2654195,0.0184083990752697,nan
1788870492.2904203,nan,0.09873586148023605
1788870492.2904549,0.0184083990752697,nan
1788870492.3153324,nan,0.09237387776374817
1788870492.3153555,0.01850462704896927,nan
1788870492.340409,nan,0.09237387776374817
1788870492.340434,0.01850462704896927,nan
1788870492.3652759,nan,0.07653190195560455
1788870492.3653457,0.018744243308901787,nan
1788870492.3904212,nan,0.07653190195560455
1788870492.3904529,0.018744243308901787,nan
1788870492.4154181,nan,0.07653190195560455
1788870492.4154868,0.018744243308901787,nan
1788870492.4404268,nan,0.06337876617908478
1788870492.4404492,0.018943188712000847,nan
1788870492.4654956,nan,0.06337876617908478
1788870492.4655294,0.018943188712000847,nan
1788870492.4904559,nan,0.04603388160467148
1788870492.4904947,0.01920553855597973,nan
1788870492.5154517,nan,0.04603388160467148
1788870492.515479,0.01920553855597973,nan
1788870492.5404217,nan,0.04603388160467148
1788870492.5404553,0.01920553855597973,nan
1788870492.5655897,nan,0.03469562157988548
1788870492.5656204,0.019377032294869423,nan
1788870492.590444,nan,0.03469562157988548
1788870492.5904684,0.019377032294869423,nan
1788870492.6152787,nan,0.02025037445127964
1788870492.6153,0.019595522433519363,nan
1788870492.6403692,nan,0.02025037445127964
1788870492.640398,0.019595522433519363,nan
1788870492.6654065,nan,0.02025037445127964
1788870492.6654613,0.019595522433519363,nan
1788870492.6903744,nan,0.013537731021642685
1788870492.6904013,0.019697055220603943,nan
1788870492.715383,nan,0.013537731021642685
1788870492.7154183,0.019697055220603943,nan
1788870492.7402987,nan,0.014236316084861755
1788870492.7403305,0.019686488434672356,nan
1788870492.765389,nan,0.014236316084861755
1788870492.7654138,0.019686488434672356,nan
1788870492.7903967,nan,0.014236316084861755
1788870492.7904212,0.019686488434672356,nan
1788870492.815267,nan,0.006695947609841824
1788870492.8153276,0.019800538197159767,nan
1788870492.8404167,nan,0.006695947609841824
1788870492.8404455,0.019800538197159767,nan
1788870492.8653133,nan,0.020824134349822998
1788870492.865337,0.019586844369769096,nan
1788870492.8903918,nan,0.020824134349822998
1788870492.8904207,0.019586844369769096,nan
1788870492.9153726,nan,0.020824134349822998
1788870492.9153976,0.019586844369769096,nan
1788870492.940488,nan,0.032176051288843155
1788870492.9405715,0.01941514201462269,nan
1788870492.9654818,nan,0.032176051288843155
1788870492.965519,0.01941514201462269,nan
1788870492.9905446,nan,0.027834555134177208
1788870492.9906044,0.019480809569358826,nan
1788870493.015337,nan,0.027834555134177208
1788870493.0153704,0.019480809569358826,nan
1788870493.0404532,nan,0.027834555134177208
1788870493.040486,0.019480809569358826,nan
1788870493.065321,nan,0.02888682670891285
1788870493.0653505,0.019464893266558647,nan
1788870493.0903735,nan,0.02888682670891285
1788870493.0904093,0.019464893266558647,nan
1788870493.1154356,nan,0.02888682670891285
1788870493.1155183,0.019464893266558647,nan
1788870493.1403368,nan,0.047484610229730606
1788870493.1403646,0.01918359473347664,nan
1788870493.1653783,nan,0.047484610229730606
1788870493.1654098,0.01918359473347664,nan
1788870493.19043,nan,0.05641656368970871
1788870493.1904655,0.019048495218157768,nan
1788870493.2154188,nan,0.05641656368970871
1788870493.2154527,0.019048495218157768,nan
1788870493.2405114,nan,0.05641656368970871
1788870493.2405472,0.019048495218157768,nan
1788870493.26547,nan,0.049553100019693375
1788870493.2654998,0.019152307882905006,nan
1788870493.290507,nan,0.049553100019693375
1788870493.2905433,0.019152307882905006,nan
1788870493.3152316,nan,0.04711911827325821
1788870493.315307,0.019189123064279556,nan
1788870493.3404932,nan,0.04711911827325821
1788870493.3405292,0.019189123064279556,nan
1788870493.3654041,nan,0.04711911827325821
1788870493.36544,0.019189123064279556,nan
1788870493.390506,nan,0.04488049075007439
1788870493.3905363,0.019222982227802277,nan
1788870493.415509,nan,0.04488049075007439
1788870493.4155354,0.019222982227802277,nan
1788870493.4403994,nan,0.04368050768971443
1788870493.4404624,0.019241133704781532,nan
1788870493.465497,nan,0.04368050768971443
1788870493.4655719,0.019241133704781532,nan
1788870493.4904716,nan,0.04368050768971443
1788870493.4905143,0.019241133704781532,nan
1788870493.5154743,nan,0.05442722141742706
1788870493.5155315,0.019078586250543594,nan
1788870493.5405042,nan,0.05442722141742706
1788870493.5405414,0.019078586250543594,nan
1788870493.5654564,nan,0.05442722141742706
1788870493.5654874,0.019078586250543594,nan
1788870493.5911605,nan,0.04758283495903015
1788870493.5911899,0.019182108342647552,nan
1788870493.6155305,nan,0.04758283495903015
1788870493.615558,0.019182108342647552,nan
1788870493.6403234,nan,0.04556536674499512
1788870493.640351,0.019212624058127403,nan
1788870493.6653967,nan,0.04556536674499512
1788870493.6654272,0.019212624058127403,nan
1788870493.6905224,nan,0.04556536674499512
1788870493.6905525,0.019212624058127403,nan
1788870493.715444,nan,0.04335486888885498
1788870493.7154763,0.0192460585385561,nan
1788870493.740383,nan,0.04335486888885498
1788870493.7404077,0.0192460585385561,nan
1788870493.7654316,nan,0.04214143753051758
1788870493.7654657,0.01926441304385662,nan
1788870493.7907138,nan,0.04214143753051758
1788870493.790743,0.01926441304385662,nan
1788870493.8153799,nan,0.04214143753051758
1788870493.815445,0.01926441304385662,nan
1788870493.8404412,nan,0.04147951677441597
1788870493.8404717,0.019274424761533737,nan
1788870493.8654828,nan,0.04147951677441597
1788870493.865519,0.019274424761533737,nan
1788870493.8903792,nan,0.041372399777173996
1788870493.8904183,0.019276045262813568,nan
1788870493.9154482,nan,0.041372399777173996
1788870493.9155047,0.019276045262813568,nan
1788870493.9406695,nan,0.041372399777173996
1788870493.940747,0.019276045262813568,nan
1788870493.9655526,nan,0.04183357581496239
1788870493.9656405,0.01926906779408455,nan
1788870493.990583,nan,0.04183357581496239
1788870493.990614,0.01926906779408455,nan
1788870494.0153692,nan,0.01951131597161293
1788870494.0154524,0.019606702029705048,nan
1788870494.0407019,nan,0.01951131597161293
1788870494.0407395,0.019606702029705048,nan
1788870494.0658088,nan,0.01951131597161293
1788870494.0658686,0.019606702029705048,nan
1788870494.0905046,nan,0.013717172667384148
1788870494.0905895,0.019694341346621513,nan
1788870494.1155174,nan,0.013717172667384148
1788870494.115551,0.019694341346621513,nan
1788870494.1405604,nan,0.013717172667384148
1788870494.1405976,0.019694341346621513,nan
1788870494.165336,nan,0.013882199302315712
1788870494.1653724,0.019691843539476395,nan
1788870494.190473,nan,0.013882199302315712
1788870494.1905086,0.019691843539476395,nan
1788870494.2154534,nan,0.013882199302315712
1788870494.215485,0.019691843539476395,nan
1788870494.2404757,nan,0.03205212578177452
1788870494.2405143,0.019417015835642815,nan
1788870494.2655087,nan,0.03205212578177452
1788870494.2655935,0.019417015835642815,nan
1788870494.2905226,nan,0.03205212578177452
1788870494.2905512,0.019417015835642815,nan
1788870494.3154662,nan,0.03542952612042427
1788870494.3155043,0.019365932792425156,nan
1788870494.340438,nan,0.03542952612042427
1788870494.3404617,0.019365932792425156,nan
1788870494.3652294,nan,0.040332987904548645
1788870494.365283,0.019291765987873077,nan
1788870494.3904426,nan,0.040332987904548645
1788870494.3904784,0.019291765987873077,nan
1788870494.4154131,nan,0.040332987904548645
1788870494.415472,0.019291765987873077,nan
1788870494.4404397,nan,0.05817083269357681
1788870494.440466,0.019021961838006973,nan
1788870494.46562,nan,0.05817083269357681
1788870494.4656463,0.019021961838006973,nan
1788870494.4904835,nan,0.05817083269357681
1788870494.4905186,0.019021961838006973,nan
1788870494.5155025,nan,0.05864456668496132
1788870494.5155873,0.019014796242117882,nan
1788870494.540465,nan,0.05864456668496132
1788870494.5405016,0.019014796242117882,nan
1788870494.565387,nan,0.059598393738269806
1788870494.5654173,0.019000370055437088,nan
1788870494.5906305,nan,0.059598393738269806
1788870494.5906622,0.019000370055437088,nan
1788870494.6154983,nan,0.059598393738269806
1788870494.6155267,0.019000370055437088,nan
1788870494.6403613,nan,0.05862606316804886
1788870494.6403854,0.019015077501535416,nan
1788870494.6655278,nan,0.05862606316804886
1788870494.665609,0.019015077501535416,nan
1788870494.690537,nan,0.05862606316804886
1788870494.6905777,0.019015077501535416,nan
1788870494.7155612,nan,0.05676433444023132
1788870494.7155983,0.01904323510825634,nan
1788870494.7405705,nan,0.05676433444023132
1788870494.7406342,0.01904323510825634,nan
1788870494.765607,nan,0.041984304785728455
1788870494.7656837,0.01926678791642189,nan
1788870494.790508,nan,0.041984304785728455
1788870494.7905374,0.01926678791642189,nan
1788870494.815501,nan,0.041984304785728455
1788870494.8155284,0.01926678791642189,nan
1788870494.840647,nan,0.035771120339632034
1788870494.840736,0.01936076581478119,nan
1788870494.8654947,nan,0.035771120339632034
1788870494.865527,0.01936076581478119,nan
1788870494.8904684,nan,0.035771120339632034
1788870494.8905003,0.01936076581478119,nan
1788870494.915516,nan,0.032372359186410904
1788870494.9155555,0.019412172958254814,nan
1788870494.940539,nan,0.032372359186410904
1788870494.9405677,0.019412172958254814,nan
1788870494.9655135,nan,0.032372359186410904
1788870494.965543,0.019412172958254814,nan
1788870494.9905448,nan,0.033096086233854294
1788870494.9905825,0.019401226192712784,nan
1788870495.0156024,nan,0.033096086233854294
1788870495.015631,0.019401226192712784,nan
1788870495.0404844,nan,0.033096086233854294
1788870495.0405157,0.019401226192712784,nan
1788870495.0654764,nan,0.03442840650677681
1788870495.0655057,0.019381074234843254,nan
1788870495.0904336,nan,0.03442840650677681
1788870495.0904636,0.019381074234843254,nan
1788870495.1155682,nan,0.03442840650677681
1788870495.1156015,0.019381074234843254,nan
1788870495.140421,nan,0.03705521300435066
1788870495.1404533,0.019341344013810158,nan
1788870495.165499,nan,0.03705521300435066
1788870495.165539,0.019341344013810158,nan
1788870495.1904566,nan,0.03705521300435066
1788870495.190486,0.019341344013810158,nan
1788870495.215483,nan,0.04708796367049217
1788870495.2155108,0.01918959431350231,nan
1788870495.2404315,nan,0.04708796367049217
1788870495.2404568,0.01918959431350231,nan
1788870495.2654915,nan,0.04708796367049217
1788870495.2655282,0.01918959431350231,nan
1788870495.2904067,nan,0.051410775631666183
1788870495.2904403,0.019124209880828857,nan
1788870495.3154833,nan,0.051410775631666183
1788870495.3155143,0.019124209880828857,nan
1788870495.3403223,nan,0.053424935787916183
1788870495.340349,0.019093746319413185,nan
1788870495.3654642,nan,0.053424935787916183
1788870495.365494,0.019093746319413185,nan
1788870495.3904822,nan,0.053424935787916183
1788870495.3905506,0.019093746319413185,nan
1788870495.415591,nan,0.05402292311191559
1788870495.4156494,0.01908470131456852,nan
1788870495.4406629,nan,0.05402292311191559
1788870495.4406912,0.01908470131456852,nan
1788870495.4654803,nan,0.05402292311191559
1788870495.4655054,0.01908470131456852,nan
1788870495.490625,nan,0.049183059483766556
1788870495.4906921,0.019157905131578445,nan
1788870495.5155034,nan,0.049183059483766556
1788870495.5155838,0.019157905131578445,nan
1788870495.5405188,nan,0.049183059483766556
1788870495.5405498,0.019157905131578445,nan
1788870495.5654743,nan,0.04662717878818512
1788870495.5655003,0.019196564331650734,nan
1788870495.5904415,nan,0.04662717878818512
1788870495.5904758,0.019196564331650734,nan
1788870495.615464,nan,0.04662717878818512
1788870495.615491,0.019196564331650734,nan
1788870495.6405172,nan,0.04478999972343445
1788870495.6405485,0.01922435127198696,nan
1788870495.6654222,nan,0.04478999972343445
1788870495.665509,0.01922435127198696,nan
1788870495.6903644,nan,0.04382270202040672
1788870495.6903956,0.01923898234963417,nan
1788870495.7154036,nan,0.04382270202040672
1788870495.7154574,0.01923898234963417,nan
1788870495.7404935,nan,0.04382270202040672
1788870495.7405257,0.01923898234963417,nan
1788870495.7653441,nan,0.04283685237169266
1788870495.765369,0.019253894686698914,nan
1788870495.7904766,nan,0.04283685237169266
1788870495.79051,0.019253894686698914,nan
1788870495.8153703,nan,0.043784577399492264
1788870495.8154013,0.019239559769630432,nan
1788870495.8403816,nan,0.043784577399492264
1788870495.8404124,0.019239559769630432,nan
1788870495.8653646,nan,0.043784577399492264
1788870495.8653874,0.019239559769630432,nan
1788870495.890355,nan,0.04072137922048569
1788870495.8903875,0.019285891205072403,nan
1788870495.9154584,nan,0.04072137922048569
1788870495.9154823,0.019285891205072403,nan
