# s_m,x_m,y_m,psi_rad,kappa_radpm,velocity_mps,acceleration_mps2,d_left_m,d_right_m
13.1410768,-5.0974040,6.7448634,0.88978508,-0.32135007,4.4974616,-6.6064683,1.650275,0.646640
13.2117662,-5.0516348,6.7987354,0.86212298,-0.33720182,4.3904767,-6.5768809,1.682840,0.628827
13.2801064,-5.0067298,6.8502514,0.83970000,-0.35355204,4.2877553,-6.5484727,1.716426,0.610120
13.3453729,-4.9625406,6.8982831,0.81574054,-0.37078530,4.1869269,-6.5205880,1.754029,0.591597
13.4077889,-4.9192451,6.9432415,0.79211491,-0.38879043,4.0888284,-6.4934581,1.796724,0.573354
13.4673809,-4.8768877,6.9851587,0.76834256,-0.40762638,3.9932406,-6.4670226,1.840898,0.555659
13.5243286,-4.8354701,7.0242435,0.74455797,-0.42701263,3.9015422,-6.2413595,1.875952,0.538699
13.5788446,-4.7949399,7.0607031,0.72075406,-0.44514616,3.8212485,-5.1182885,1.895366,0.522589
13.6312192,-4.7551782,7.0947927,0.69699772,-0.46047865,3.7570928,-4.1513831,1.907455,0.507398
13.6817909,-4.7160178,7.1267921,0.67337183,-0.47315242,3.7064321,-3.3157982,1.920630,0.493182
13.7309399,-4.6772358,7.1569846,0.64984461,-0.48337608,3.6670269,-2.5895242,1.939142,0.479787
13.7790712,-4.6385723,7.1856509,0.62635995,-0.49137466,3.6370575,-1.9539876,1.963919,0.467068
13.8265950,-4.5997417,7.2130496,0.60283516,-0.49736029,3.6151067,-1.3940285,1.994279,0.455042
13.8739131,-4.5604453,7.2394086,0.57915404,-0.50152129,3.6000776,-0.8972533,2.031639,0.443370
13.9213773,-4.5204086,7.2649021,0.55522446,-0.50401410,3.5911647,-0.4542440,2.076194,0.431947
13.9693554,-4.4793309,7.2896916,0.53099167,-0.50496997,3.5877633,-0.0574295,2.126391,0.420705
14.0180824,-4.4370086,7.3138401,0.50634985,-0.50450317,3.5894237,0.2987915,2.178294,0.409407
14.0677913,-4.3932347,7.3373944,0.48128144,-0.50271641,3.5957961,0.6187689,2.214818,0.397933
14.1186757,-4.3478295,7.3603640,0.45574610,-0.49971066,3.6065949,0.9061280,2.222067,0.386179
14.1708262,-4.3007069,7.3827053,0.42989804,-0.49559848,3.6215261,1.1632335,2.214948,0.374102
14.2242429,-4.2518476,7.4042949,0.40306348,-0.49045926,3.6404511,1.3936983,2.210346,0.361640
14.2806195,-4.1996732,7.4256524,0.37523075,-0.48425182,3.6637093,1.6036731,2.210415,0.348331
14.3406550,-4.1435171,7.4468834,0.34785287,-0.47709213,3.6910977,1.7929934,2.212945,0.334920
14.4001157,-4.0873359,7.4663578,0.31930893,-0.46938779,3.7212662,1.9563393,2.213488,0.323290
14.4593511,-4.0308451,7.4841797,0.29184572,-0.46140060,3.7533373,2.0949671,2.202117,0.314407
14.5183045,-3.9741613,7.5003798,0.26482978,-0.45322627,3.7870331,2.2134720,2.173009,0.308366
14.5770739,-3.9172429,7.5150136,0.23843363,-0.44497004,3.8220053,2.3148797,2.133757,0.304635
14.6357145,-3.8600871,7.5281259,0.21256122,-0.43670020,3.8580242,2.4019296,2.089899,0.302270
14.6943017,-3.8026664,7.5397590,0.18720378,-0.42847156,3.8948942,2.4768341,2.042698,0.300662
14.7529046,-3.7449561,7.5499482,0.16231549,-0.42032229,3.9324701,2.5414536,1.997466,0.300000
14.8116001,-3.6869204,7.5587242,0.13786725,-0.41228029,3.9706388,2.5973326,1.957755,0.301120
14.8704593,-3.6285265,7.5661105,0.11381413,-0.40436391,4.0093175,2.6457641,1.924453,0.304804
14.9295690,-3.5697237,7.5721262,0.09014224,-0.39658594,4.0484429,2.6878275,1.895893,0.310925
14.9889624,-3.5105129,7.5767803,0.06678667,-0.38895551,4.0879603,2.7244215,1.869005,0.318189
15.0487454,-3.4508211,7.5800802,0.04376419,-0.38147660,4.1278387,2.7563123,1.842107,0.324837
15.1089378,-3.3906602,7.5820269,0.02100146,-0.37415216,4.1680461,2.7841412,1.816222,0.329616
15.1696215,-3.3299794,7.5826154,-0.00148331,-0.36698327,4.2085601,2.8084525,1.792114,0.332174
15.2308286,-3.2687771,7.5818403,-0.02373365,-0.35996949,4.2493626,2.8297121,1.768594,0.332779
15.2925785,-3.2070647,7.5796916,-0.04575645,-0.35311274,4.2904216,2.8483095,1.746252,0.331848
15.3549324,-3.1448111,7.5761558,-0.06756054,-0.34640938,4.3317344,2.8645919,1.727310,0.329744
15.4178877,-3.0820493,7.5712235,-0.08916059,-0.33986049,4.3732704,2.8788487,1.712376,0.326941
15.4814927,-3.0187618,7.5648764,-0.11057395,-0.33346146,4.4150316,2.8913386,1.700498,0.324350
15.5456419,-2.9550831,7.5571204,-0.13172832,-0.32722439,4.4569097,2.9022620,1.690946,0.323394
15.6106199,-2.8907634,7.5478948,-0.15302781,-0.32110575,4.4991720,2.9118702,1.682811,0.324842
15.6783549,-2.8239420,7.5368077,-0.17524331,-0.31492798,4.5430869,2.9205478,1.674467,0.328523
15.7500553,-2.7534883,7.5234945,-0.19607346,-0.30872546,4.5884966,2.9283371,1.665583,0.333543
15.8210665,-2.6839900,7.5089146,-0.21816646,-0.30272174,4.6337742,2.9350625,1.657115,0.338776
15.8920150,-2.6148906,7.4928226,-0.23934039,-0.29696019,4.6785096,2.9408185,1.650006,0.343640
15.9627920,-2.5463088,7.4753321,-0.26018423,-0.29141230,4.7228345,2.9457715,1.644663,0.347847
16.0333957,-2.4782695,7.4564763,-0.28056581,-0.28607352,4.7666998,2.9500356,1.641155,0.350944
16.1038323,-2.4107845,7.4363000,-0.30053994,-0.28093173,4.8101240,2.9537147,1.639474,0.352500
16.1741164,-2.3438570,7.4148394,-0.32010688,-0.27597667,4.8531135,2.9568946,1.639617,0.352508
16.2442353,-2.2775139,7.3921402,-0.33929323,-0.27119956,4.8956704,2.9596476,1.641580,0.352045
16.3141972,-2.2117617,7.3682378,-0.35810548,-0.26659127,4.9378020,2.9620348,1.645365,0.353286
16.3840167,-2.1465993,7.3431655,-0.37656338,-0.26214267,4.9795237,2.9641086,1.650967,0.358200
16.4536724,-2.0820577,7.3169681,-0.39467297,-0.25784720,5.0208289,2.9659125,1.657913,0.366869
16.5231895,-2.0181245,7.2896701,-0.41245722,-0.25369601,5.0617401,2.9674843,1.663800,0.377711
16.5925838,-1.9547941,7.2613007,-0.42991780,-0.24968157,5.1022694,2.9688562,1.664805,0.389358
16.6618351,-1.8920939,7.2318996,-0.44707848,-0.24579825,5.1424168,2.9700550,1.659968,0.400948
16.7309840,-1.8299950,7.2014810,-0.46394592,-0.24203797,5.1822084,2.9711045,1.651996,0.412073
16.8000292,-1.7685058,7.1700753,-0.48052916,-0.23839538,5.2216498,2.9720244,1.643980,0.422529
16.8689834,-1.7076221,7.1377046,-0.49685123,-0.23486410,5.2607578,2.9728319,1.637806,0.432177
16.9378746,-1.6473255,7.1043831,-0.51291026,-0.23143842,5.2995493,2.9735418,1.633156,0.440932
17.0067086,-1.5876175,7.0701330,-0.52873018,-0.22811298,5.3380375,2.9741666,1.629385,0.448767
17.0755091,-1.5284833,7.0349668,-0.54431155,-0.22488289,5.3762376,2.9747174,1.627259,0.455689
17.1443035,-1.4699058,6.9988926,-0.55967836,-0.22174251,5.4141731,2.9752035,1.627619,0.461726
17.2131155,-1.4118706,6.9619197,-0.57482901,-0.21868763,5.4518581,2.9756332,1.629275,0.466907
17.2819555,-1.3543753,6.9240616,-0.58978236,-0.21571403,5.4893058,2.9760133,1.629861,0.471275
17.3508718,-1.2973858,6.8853104,-0.60454808,-0.21281682,5.5265447,2.9763500,1.628681,0.474902
17.4198729,-1.2409017,6.8456784,-0.61913819,-0.20999253,5.5635846,2.9766486,1.627573,0.478027
17.4889997,-1.1848969,6.8051569,-0.63355550,-0.20723722,5.6004481,2.9769137,1.628086,0.481089
17.5582696,-1.1293640,6.7637516,-0.64782688,-0.20454727,5.6371524,2.9771494,1.630123,0.484769
17.6277310,-1.0742732,6.7214444,-0.66193337,-0.20191932,5.6737176,2.9773590,1.633352,0.489830
17.6973854,-1.0196295,6.6782495,-0.67592479,-0.19935033,5.7101582,2.9775456,1.638346,0.496735
17.7672846,-0.9654037,6.6341421,-0.68976258,-0.19683753,5.7464906,2.9777119,1.645556,0.505389
17.8374470,-0.9115883,6.5891236,-0.70349910,-0.19437766,5.7827370,2.9778602,1.654421,0.515230
17.9079097,-0.8581667,6.5431766,-0.71709991,-0.19196867,5.8189078,2.9779925,1.664568,0.525496
17.9786732,-0.8051463,6.4963119,-0.73062305,-0.18960812,5.8550169,2.9781107,1.676587,0.535673
