s_ref_m,x_ref_m,y_ref_m,kappa_ref,ey_m,epsi_rad,u_mps,r_radps,target_mps,delta_rad,qdelta_radps,qv_mps2,left_m,right_m
0.00000000,-2.60758600,4.24238400,0.652952237,0.52895365,0.097215959,2.25252078,2.88565589,2.60160852,0.367000924,-0.595309752,2.99999969,1.8809450,2.7972800
0.07990080,-2.68279351,4.21540423,0.701793780,0.53419596,0.107375395,2.30911195,2.81493447,2.66923754,0.350451271,-0.883015638,2.99999968,1.8242227,2.8522549
0.15980159,-2.75635710,4.18422172,0.782829386,0.53933704,0.105709338,2.36283647,2.75093087,2.73134271,0.335477543,-0.546471205,2.99999965,1.7615678,2.8077273
0.23970239,-2.82782864,4.14850616,0.859568064,0.54372761,0.090982730,2.41251776,2.69427906,2.78738509,0.323004455,-0.802159360,2.99999961,1.6928921,2.6781443
0.31960318,-2.89667827,4.10796849,0.937670700,0.54691682,0.064026986,2.45798903,2.64443806,2.83775862,0.311762940,-0.521396589,2.99999956,1.6199595,2.5198848
0.39950398,-2.96229938,4.06239215,1.009758374,0.54862370,0.025755633,2.49935128,2.60065572,2.88295701,0.302558097,-0.710609169,2.99999951,1.5450146,2.3197909
0.47940478,-3.02403374,4.01167766,1.069997707,0.54871773,-0.022125068,2.53718140,2.56189788,2.92386024,0.294053777,-0.528466235,2.99999946,1.4754825,2.1233814
0.55930557,-3.08121504,3.95588176,1.111407208,0.54714180,-0.077189403,2.57245781,2.52675674,2.96168162,0.286855727,-0.616206780,2.99999942,1.4164315,1.9537700
0.63920637,-3.13323170,3.89524315,1.129503543,0.54381553,-0.136407057,2.60647548,2.49378887,2.99789924,0.279810537,-0.550190516,2.99999941,1.3687752,1.7878923
0.71910716,-3.17959134,3.83017745,1.116613316,0.53853592,-0.196122660,2.64082640,2.46134953,3.03425010,0.273285466,-0.527167858,2.99999942,1.3349637,1.6444641
0.79900796,-3.21997932,3.76124510,1.079497981,0.53096763,-0.252751242,2.67710692,2.42799396,3.07243203,0.266348437,-0.561765480,2.99999946,1.3137697,1.5009604
0.87890876,-3.25428350,3.68909062,1.022569554,0.52071369,-0.303518109,2.71660141,2.39269500,3.11378208,0.259373548,-0.455154292,2.99999951,1.3195400,1.3651477
0.95880955,-3.28258679,3.61437639,0.952719033,0.50741287,-0.346473518,2.76023744,2.35486964,3.15924398,0.251739064,-0.547880627,2.99999955,1.3757511,1.2602145
1.03871035,-3.30512862,3.53772527,0.875808639,0.49084933,-0.380589295,2.80850363,2.31439938,3.20929532,0.243904125,-0.398387178,2.99999959,1.3576419,1.1813632
1.11861114,-3.32225747,3.45968463,0.796192013,0.47101508,-0.405599856,2.86147661,2.27155422,3.26398776,0.235524364,-0.515997087,2.99999961,1.3333677,1.1207786
1.19851194,-3.33438608,3.38071115,0.721353181,0.44815386,-0.422044394,2.91880073,2.22694174,3.32293634,0.227109173,-0.346211028,2.99999963,1.3227563,1.0745216
1.27841274,-3.34194406,3.30116908,0.649572873,0.42269290,-0.430853864,2.97986594,2.18130589,3.38550831,0.218466617,-0.479014628,2.99999964,1.3171401,1.0401667
1.35831353,-3.34535520,3.22134113,0.588282784,0.39518795,-0.433257170,3.04389780,2.13541964,3.45091703,0.210069531,-0.294599191,2.99999964,1.3120202,1.0137427
1.43821433,-3.34502402,3.14144018,0.517548935,0.36616219,-0.429801887,3.11030201,2.08982884,3.51856996,0.201711415,-0.444321222,2.99999964,1.2993652,0.9953521
1.51811513,-3.34131463,3.06162459,0.526440571,0.33646736,-0.424354765,3.17759933,2.04556911,3.58698327,0.193885428,-0.241148462,2.99999962,0.9953669,0.9822434
1.59801592,-3.33451405,2.98201347,0.276086912,0.30577657,-0.408626430,3.24745240,2.00156848,3.65786284,0.186037928,-0.416314319,2.99999963,0.9797987,0.9746899
1.67791672,-3.32597270,2.90256977,0.001483050,0.27445313,-0.369920034,3.32197423,1.95666748,3.73336515,0.178391178,-0.196758252,2.99999962,0.9761657,0.9709618
1.75781751,-3.31728732,2.82314280,-0.025781651,0.24565073,-0.319867827,3.39716003,1.91336207,3.80944554,0.170954309,-0.393044354,2.99999958,1.0090614,0.9681327
1.83771831,-3.30877543,2.74369651,-0.005746323,0.22116256,-0.272330745,3.46968034,1.87337102,3.88275556,0.164363150,-0.141284714,2.99999953,1.0295269,0.9652142
1.91761911,-3.30030541,2.66424598,-0.014573598,0.20070468,-0.227758395,3.53973960,1.83629109,3.95352328,0.158180523,-0.386550728,2.99999947,1.0288710,0.9618146
1.99751990,-3.29192361,2.58478602,-0.011667211,0.18392414,-0.185033482,3.60781936,1.80164179,4.02225055,0.152672113,-0.090076923,2.99999941,1.0253265,0.9578872
2.07742070,-3.28361787,2.50531809,-0.012498501,0.17061268,-0.144303721,3.67412261,1.76406146,4.08915307,0.143373544,-0.752116870,2.99999933,1.0187352,0.9538112
2.15732149,-3.27539090,2.42584197,-0.012498721,0.16056958,-0.105164326,3.73889271,1.73848190,4.15448434,0.149859117,1.371649824,2.99999925,1.0106829,0.9501161
2.23722229,-3.26724352,2.34635764,-0.012742102,0.15364210,-0.067402000,3.80231435,1.70948350,4.21843653,0.130863301,-3.199863542,2.99999915,1.0024216,0.9464245
2.31712309,-3.25917664,2.26686511,-0.012513189,0.14966187,-0.031922228,3.86454972,1.58588205,4.28117758,0.063941294,-3.199965137,2.99999903,0.9942987,0.9421059
2.39702388,-3.25118979,2.18736450,-0.013041449,0.14834725,-0.000911570,3.92573995,1.32954743,4.34285311,-0.001845352,-3.199975639,2.99999888,0.9868849,0.9377079
2.47692468,-3.24328534,2.10785565,-0.012861506,0.14924840,0.023420664,3.98599429,0.96977073,4.40357581,-0.066615759,-3.199975508,2.99999869,0.9816237,0.9336433
2.55682547,-3.23546285,2.02833869,-0.013110753,0.15176480,0.039419338,4.04538305,0.52712138,4.46341853,-0.130447467,-3.199968327,2.99999846,0.9794575,0.9295615
2.63672627,-3.22772361,1.94881359,-0.013266764,0.15518033,0.045849431,4.10394506,0.01600344,4.52242199,-0.193383629,-3.199939767,2.99999815,0.9789144,0.9250712
2.71662707,-3.22006854,1.86928035,-0.013138803,0.15869258,0.041827531,4.16169351,-0.54352844,4.58060073,-0.247781239,-2.404489839,2.99999773,0.9777800,0.9203391
2.79652786,-3.21249722,1.78973909,-0.013490368,0.16147506,0.027642011,4.21863988,-1.05498629,4.63796733,-0.240550941,3.199912993,2.99999713,0.9759559,0.9335979
2.87642866,-3.20501142,1.71018973,-0.013500375,0.16281303,0.005768583,4.27481004,-1.38107135,4.69454866,-0.180198819,3.199943281,2.99999621,0.9753663,0.9885232
2.95632945,-3.19761157,1.63063233,-0.013690707,0.16224748,-0.019890764,4.33025021,-1.49328399,4.75039191,-0.120634149,3.199889534,2.99999466,0.9756178,1.0253214
3.03623025,-3.19029874,1.55106689,-0.013869142,0.15960190,-0.046149149,4.38502043,-1.48231850,4.80555806,-0.097237284,-0.677900503,2.99999151,0.9741996,1.0356706
3.11613105,-3.18307349,1.47149344,-0.013475788,0.15487371,-0.071793643,4.43917703,-1.45856449,4.86010421,-0.106120029,-0.297111852,2.99998189,0.9727678,1.0477554
3.19603184,-3.17593550,1.39191212,-0.014852445,0.14810644,-0.096807084,4.49214482,-1.44696922,4.86732275,-0.100770819,0.897339605,-2.22292612,0.9733196,1.0622394
3.27593264,-3.16888878,1.31232266,-0.012094467,0.13933528,-0.121421228,4.53646712,-1.43283183,4.77632273,-0.100135736,-0.832753297,-7.99997945,0.9736489,1.0755848
3.35583343,-3.16192621,1.23272584,-0.020444685,0.12858225,-0.145511459,4.55963332,-1.42555213,4.63419989,-0.102580903,0.558118195,-7.99998909,0.9733047,1.0857661
3.43573423,-3.15507514,1.15311914,0.005487976,0.11584875,-0.170245354,4.55801750,-1.42605777,4.49206887,-0.104717450,-0.797934652,-7.99999222,0.9737619,0.9544649
3.51563503,-3.14823719,1.07351215,-0.077520138,0.10111611,-0.193008312,4.53499146,-1.43329856,4.34859560,-0.108439935,0.372455753,-7.99999378,0.9741602,0.8747168
3.59553582,-3.14193370,0.99385799,-0.333292400,0.08478839,-0.203069780,4.49252858,-1.44684592,4.20153846,-0.112019914,-0.744380685,-7.99999469,0.9721794,0.8701642
3.67543662,-3.13772433,0.91407102,-0.476079584,0.06804807,-0.198160517,4.43243753,-1.46646130,4.05092513,-0.117341726,0.171484802,-7.99999508,0.9686367,0.8649532
3.75533742,-3.13650355,0.83417729,-0.460037007,0.05194447,-0.188938809,4.35720440,-1.49178138,3.89853382,-0.122646697,-0.725310005,-7.99999506,0.9670535,0.8581710
3.83523821,-3.13823728,0.75429592,-0.490486059,0.03672324,-0.179968670,4.26878638,-1.52268074,3.74460029,-0.129806583,-0.023479246,-7.99999465,0.9696342,0.8496159
3.91513901,-3.14309400,0.67454251,-0.506300533,0.02237893,-0.170227623,4.16842443,-1.55934105,3.58845249,-0.137173345,-0.725932478,-7.99999339,0.9768856,0.8395632
