run,source_time_s,segment_id,dt_s,u_mps,v_mps,r_radps,wheel_mps,steering_rad,throttle_norm,steering_target_rad,steering_rate_radps,model_steering_rate_radps,wheel_rate_mps2,model_wheel_rate_mps2,front_slip_angle_rad,rear_slip_angle_rad,measured_du_mps2,model_du_mps2,residual_du_mps2,measured_dv_mps2,model_dv_mps2,residual_dv_mps2,measured_dr_radps2,model_dr_radps2,residual_dr_radps2
accepted_20260915/high_speed_lateral_14mps_nolidar_40hz_20260915,18.4660015,0,0.025998500000000035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accepted_20260915/high_speed_lateral_14mps_nolidar_40hz_20260915,18.492,0,0.023999999999997357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accepted_20260915/high_speed_lateral_14mps_nolidar_40hz_20260915,18.516,0,0.02500000000000213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accepted_20260915/high_speed_lateral_14mps_nolidar_40hz_20260915,18.541,0,0.02499999999999858,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,568.1086400000645,567.0515724775192,0.0,-0.0,5.084000000000288,5.448821673227488,-0.3648216732271994,0.0,0.0,0.0,0.0,0.0,0.0
accepted_20260915/high_speed_lateral_14mps_nolidar_40hz_20260915,18.566,0,0.025001500000001897,0.1271,0.0,0.0,14.202716000000805,0.0,0.6,0.0,0.0,0.0,34.568805100459585,33.21829633881077,0.0,-0.0,5.327680339179245,5.680411525594349,-0.35273118641510415,0.0,0.0,0.0,0.0,0.0,0.0
accepted_20260915/high_speed_lateral_14mps_nolidar_40hz_20260915,18.5910015,0,0.024999599999997457,0.2603,0.0,0.0,15.066987980720011,0.0,0.6,0.0,0.0,0.0,0.3478947761125327,0.7365555551071331,0.0,-0.0,5.292084673355313,5.64416360783999,-0.35207893448467686,0.0,0.0,0.0,0.0,0.0,0.0
accepted_20260915/high_speed_lateral_14mps_nolidar_40hz_20260915,18.6160011,0,0.024998899999999935,0.3926,0.0,0.0,15.075685210964913,0.0,0.6,0.0,0.0,0.0,-0.29466116223562167,0.4132320671073045,0.0,-0.0,5.260231450183822,5.608159752980844,-0.3479283027970217,0.0,0.0,0.0,0.0,0.0,0.0
accepted_20260915/high_speed_lateral_14mps_nolidar_40hz_20260915,18.641,0,0.02500000000000213,0.5241,0.0,0.0,15.068319006036301,0.0,0.6,0.0,0.0,0.0,0.2849997584963161,0.6936624031394819,0.0,-0.0,5.223999999999552,5.57237234225787,-0.34837234225831804,0.0,0.0,0.0,0.0,0.0,0.0
accepted_20260915/high_speed_lateral_14mps_nolidar_40hz_20260915,18.666,0,0.02499999999999858,0.6547,0.0,0.0,15.07544399999871,0.0,0.6,0.0,0.0,0.0,8.569145393267296e-11,0.4293884883216026,0.0,-0.0,5.188000000000296,5.5368306358137245,-0.3488306358134281,0.0,0.0,0.0,0.0,0.0,0.0
accepted_20260915/high_speed_lateral_14mps_nolidar_40hz_20260915,18.691,0,0.02600100000000083,0.7844,0.0,0.0,15.075444000000852,0.0,0.6,0.0,0.0,0.0,-0.32914545583069055,0.43289698841169477,0.0,-0.0,5.14980193069481,5.5007335740477,-0.3509316433528902,0.0,0.0,0.0,0.0,0.0,0.0
