fixed_step,fixed_time_s,speed_mps,body_vx_mps,body_vy_mps,applied_steering_rad,applied_throttle_norm,recovered_front_force_n,recovered_rear_force_n,front_proxy_n,rear_proxy_n,front_load_n,rear_load_n,max_abs_forward_slip,max_abs_sideways_slip,front_forward_curve_demand,rear_forward_curve_demand,front_sideways_curve_demand,rear_sideways_curve_demand,front_combined_curve_demand,rear_combined_curve_demand,wheel0_load_n,wheel0_sideways_slip,wheel0_forward_slip,wheel0_sideways_curve,wheel0_forward_curve,wheel1_load_n,wheel1_sideways_slip,wheel1_forward_slip,wheel1_sideways_curve,wheel1_forward_curve,wheel2_load_n,wheel2_sideways_slip,wheel2_forward_slip,wheel2_sideways_curve,wheel2_forward_curve,wheel3_load_n,wheel3_sideways_slip,wheel3_forward_slip,wheel3_sideways_curve,wheel3_forward_curve
4526,4.525,6.93960836,-0.09810512366,0.04233781851,0.041887898,0.35,3.59573216,7.036319251,4.393392536,10.34044632,11.09553059,22.934097,0.221541867,0.00459290156,0.5967301915,0.5943235979,0.3959605627,0.4508765406,0.7161506047,0.7459961085,2.06479359,0.004070614,0.221541867,0.4070614,0.5368528205,9.030737,0.0039342246,0.192804456,0.39342246,0.6104205926,7.920377,0.00459290156,0.218691483,0.459290156,0.5441498035,15.01372,0.00446438,0.188752964,0.446438,0.6207924122
4527,4.526,6.94447772,-0.09808949256,0.04212205746,0.041887898,0.35,3.599700379,7.044205652,4.395077243,10.36836034,11.078017,22.9381064,0.221003413,0.004604676,0.598256355,0.5957928839,0.396738626,0.452014659,0.7178524944,0.7478545396,2.054805,0.00407862,0.221003413,0.407862,0.5382312627,9.023212,0.00394205563,0.19221659,0.394205563,0.6119255296,7.917344,0.004604676,0.218129769,0.4604676,0.5455877914,15.0207624,0.0044755917,0.188181385,0.44755917,0.6222556544
4528,4.52700043,6.949361369,-0.09807591864,0.04190779192,0.041887898,0.35,3.603116369,7.052031463,4.400597241,10.40599426,11.06645347,22.95854044,0.220463663,0.004617161,0.5998068866,0.5972510466,0.3976519897,0.4532515595,0.7196495023,0.749763822,2.04181647,0.00408801157,0.220463663,0.408801157,0.5396130227,9.024637,0.003951295,0.191630587,0.3951295,0.6134256973,7.92325544,0.004617161,0.217568338,0.4617161,0.5470250547,15.035285,0.00448790938,0.187609762,0.448790938,0.6237190093
4529,4.52800035,6.954262939,-0.09806955672,0.04170061682,0.041887898,0.35,3.606282954,7.059319779,4.415030473,10.44666533,11.0758157,22.9835267,0.219922587,0.0046302597,0.6012930996,0.5987148808,0.3986189904,0.4545283873,0.7214225469,0.7517017782,2.0437417,0.00409756461,0.219922587,0.409756461,0.5409981773,9.032074,0.00396098848,0.191040471,0.396098848,0.6149363942,7.9321723,0.0046302597,0.217002556,0.46302597,0.5484734566,15.0513544,0.004500501,0.18703419,0.4500501,0.6251924736
4530,4.52900028,6.959168653,-0.09804999786,0.04147922698,0.041887898,0.35,3.611506161,7.066725412,4.406443571,10.46663912,11.03598251,22.9771004,0.21937494,0.004640477,0.6029242742,0.6002167806,0.3992796805,0.4555248025,0.723147249,0.7535005172,2.01733351,0.004104851,0.21937494,0.4104851,0.5424001536,9.018649,0.003967732,0.1904443,0.3967732,0.616462592,7.9216404,0.004640477,0.216432422,0.4640477,0.5499329997,15.05546,0.00451040361,0.186455354,0.451040361,0.6266742938
4531,4.53,6.964088223,-0.09803233585,0.04126984295,0.041887898,0.35,3.617739938,7.070870033,4.424068037,10.51387615,11.048001,23.01283124,0.218834072,0.00465413835,0.6043857705,0.6016726184,0.4004405898,0.4568701711,0.7250067762,0.7554735554,2.020657,0.00411649374,0.218834072,0.411649374,0.5437847757,9.027344,0.00397931645,0.189863071,0.397931645,0.6179505382,7.93673754,0.00465413835,0.215866774,0.465413835,0.5513810586,15.0760937,0.004523724,0.185879543,0.4523724,0.6281483699
4532,4.531,6.969003489,-0.0980001199,0.04103726753,0.041887898,0.35,3.626007006,7.076227883,4.414899413,10.52343069,10.99752078,22.9841462,0.218283847,0.00466409838,0.6060055859,0.6031901157,0.4014449713,0.4578560628,0.7269118482,0.7572783438,1.98820078,0.00412686775,0.218283847,0.412686775,0.5451933517,9.00932,0.003989641,0.1892868,0.3989641,0.619425792,7.915845,0.00466409838,0.21529226,0.466409838,0.5528518144,15.0683012,0.004533625,0.185299069,0.4533625,0.6296343834
4533,4.532,6.973930192,-0.09796951733,0.04081479689,0.041887898,0.35,3.63430012,7.078634354,4.435940301,10.56879024,11.006742,23.0135436,0.21774359,0.00467814459,0.6074209075,0.6046344679,0.4030202853,0.4592421936,0.7289619395,0.7592669044,1.991533,0.00414305,0.21774359,0.414305,0.5465764096,9.015209,0.004005274,0.1887258,0.4005274,0.620861952,7.9291873,0.00467814459,0.214727744,0.467814459,0.5542969754,15.0843563,0.00454736128,0.184728637,0.454736128,0.6310946893
4534,4.533,6.97886732,-0.09794390084,0.04059828393,0.041887898,0.35,3.642263623,7.081520014,4.454192538,10.60400047,11.01136847,23.03576279,0.217193052,0.004689312,0.6088731194,0.6061120534,0.4045085359,0.4603277334,0.7309949598,0.7611001534,1.99038947,0.00415838463,0.217193052,0.415838463,0.5479857869,9.020979,0.004020087,0.188161209,0.4020087,0.622307305,7.93526649,0.004689312,0.21415326,0.4689312,0.5557676544,15.1004963,0.00455806637,0.184153169,0.455806637,0.6325678874
4535,4.5340004,6.983813058,-0.0979163724,0.04038406988,0.041887898,0.35,3.650381102,7.084637591,4.46854405,10.63455198,11.005704,23.0519509,0.216639072,0.004699338,0.6103686111,0.6076019123,0.406020737,0.4613298036,0.7330775404,0.7628926999,1.981823,0.004174329,0.216639072,0.4174329,0.5494039757,9.023881,0.004035144,0.187594667,0.4035144,0.6237576525,7.9382863,0.004699338,0.2135761,0.4699338,0.557245184,15.1136646,0.00456810649,0.183573738,0.456810649,0.6340512307
4536,4.53500032,6.98876367,-0.09788953449,0.0401654289,0.041887898,0.35,3.659695611,7.087106289,4.480372447,10.65997734,10.98952413,23.056268,0.216085032,0.004709767,0.6118610944,0.6090857355,0.4076948551,0.4623461759,0.7352476411,0.7646891,1.97174764,0.00419142563,0.216085032,0.419142563,0.5508223181,9.01777649,0.004051918,0.1870284,0.4051918,0.625207296,7.939874,0.004709767,0.2129979,0.4709767,0.558725376,15.116394,0.00457813,0.182993174,0.457813,0.6355374746
4537,4.53600025,6.993715037,-0.09784832097,0.03993348138,0.041887898,0.35,3.66850406,7.090988165,4.485565482,10.67029674,10.9598815,23.03958277,0.215531364,0.00471776025,0.6134084917,0.610598469,0.4092713486,0.4631289052,0.7374096653,0.7663673226,1.9497025,0.00420789374,0.215531364,0.420789374,0.5522397082,9.010179,0.00406778976,0.1864669,0.406778976,0.626644736,7.92348337,0.00471776025,0.2124194,0.471776025,0.560206336,15.1160994,0.004585963,0.182416886,0.4585963,0.6370127718
4538,4.537,6.998678303,-0.09781918192,0.03971316694,0.041887898,0.35,3.67747447,7.092325194,4.514207114,10.71240147,10.97494389,23.07070546,0.214982584,0.004729914,0.6147995555,0.6120518021,0.4113193798,0.4643291679,0.7397040798,0.7682506001,1.95748389,0.00422872137,0.214982584,0.422872137,0.553644585,9.01746,0.00408811541,0.185908243,0.408811541,0.6280748979,7.93847466,0.004729914,0.21184738,0.4729914,0.5616707072,15.1322308,0.004597849,0.181842938,0.4597849,0.6384820787
4539,4.538,7.003650158,-0.09778783225,0.03949546779,0.041887898,0.35,3.685987321,7.094900847,4.531949875,10.73871591,10.97066018,23.08700133,0.214423373,0.00473811524,0.6162844156,0.6135461282,0.4130972795,0.4651412177,0.7419271145,0.7699319475,1.95037818,0.0042471583,0.214423373,0.42471583,0.5550761651,9.020282,0.004105851,0.18534416,0.4105851,0.6295189504,7.94157743,0.00473811524,0.211264953,0.473811524,0.5631617203,15.1454239,0.004605949,0.1812635,0.4605949,0.63996544
4540,4.539,7.008624946,-0.09775354746,0.03926885591,0.041887898,0.35,3.695390824,7.097628268,4.54222466,10.75502473,10.946805,23.08254286,0.21386452,0.00474636024,0.6178087896,0.6150507845,0.4149361078,0.4659376048,0.7442174911,0.7716121559,1.934274,0.004266412,0.21386452,0.4266412,0.5565068288,9.012531,0.00412423955,0.184779122,0.412423955,0.6309654477,7.93583536,0.00474636024,0.210681841,0.474636024,0.564654487,15.1467075,0.0046138023,0.180681646,0.46138023,0.6414549862
4541,4.54000044,7.013606062,-0.09771897165,0.03904003857,0.041887898,0.35,3.704533498,7.10004512,4.559143354,10.77716621,10.936461,23.0883558,0.213309184,0.00475486554,0.6192877296,0.616543551,0.4168755646,0.4667792847,0.7465269777,0.7733103199,1.925635,0.00428672647,0.213309184,0.428672647,0.557928489,9.010826,0.004143545,0.184218615,0.4143545,0.6324003456,7.934449,0.00475486554,0.21010147,0.475486554,0.5661402368,15.1539068,0.00462220237,0.1801038,0.462220237,0.642934272
4542,4.54100037,7.018598466,-0.09768489525,0.03882001238,0.041887898,0.35,3.71328494,7.101816924,4.584540339,10.80884227,10.94403353,23.1136346,0.21275188,0.00476344442,0.6207303739,0.6180217519,0.4189077388,0.4676392292,0.7488590593,0.7750079576,1.92595053,0.00430788426,0.21275188,0.430788426,0.5593551872,9.018083,0.00416370435,0.183657035,0.416370435,0.6338379904,7.9450326,0.00476344442,0.2095199,0.476344442,0.567629056,15.168602,0.004630796,0.1795248,0.4630796,0.644416512
4543,4.54200029,7.023597737,-0.09765276896,0.03859992473,0.041887898,0.35,3.722656969,7.103733781,4.60398761,10.83197635,10.93671851,23.12254954,0.212189421,0.00477170432,0.6222172913,0.6195276554,0.4209660883,0.4684594288,0.7512435059,0.7767037738,1.91882551,0.004328827,0.212189421,0.4328827,0.5607950822,9.017893,0.00418430474,0.183091134,0.418430474,0.635286697,7.94520044,0.00477170432,0.20893243,0.477170432,0.5691329792,15.1773491,0.004638993,0.178941876,0.4638993,0.6459087974
4544,4.543,7.028599619,-0.09761661965,0.03837127805,0.041887898,0.35,3.731915885,7.106501275,4.617965598,10.8432985,10.919022,23.11343149,0.21162729,0.00477868458,0.6237305276,0.6210473059,0.4229285002,0.4691340836,0.7535968998,0.7783229051,1.905752,0.0043494394,0.21162729,0.43494394,0.5622341376,9.01327,0.00420387974,0.182526082,0.420387974,0.6367332301,7.93484259,0.00477868458,0.208345637,0.477868458,0.5706351693,15.1785889,0.00464568054,0.178358972,0.464568054,0.6474010317
4545,4.544,7.033607242,-0.09757924493,0.03814102768,0.041887898,0.35,3.741452571,7.108449085,4.636482744,10.86673025,10.9071488,23.12079767,0.211067528,0.004787279,0.6252255057,0.622537367,0.425086595,0.4699980685,0.7560459948,0.7800326646,1.8956058,0.004371829,0.211067528,0.4371829,0.5636671283,9.011543,0.004225421,0.181963086,0.4225421,0.6381744998,7.93647337,0.004787279,0.207762867,0.4787279,0.5721270605,15.1843243,0.004654352,0.177779064,0.4654352,0.6488855962
4546,4.545,7.038622011,-0.0975411152,0.03791015742,0.041887898,0.35,3.750619827,7.110641928,4.656334672,10.88689457,10.89968993,23.1282058,0.210506678,0.004794595,0.6267058922,0.6240404873,0.4271988196,0.4707193745,0.7584583751,0.7816669747,1.88843393,0.004393916,0.210506678,0.4393916,0.5651029043,9.011256,0.00424643653,0.181400135,0.424643653,0.6396156544,7.935164,0.004794595,0.207176879,0.4794595,0.5736271898,15.1930418,0.004661545,0.1771989,0.4661545,0.650370816
4547,4.546,7.043637355,-0.09749907125,0.03766852381,0.041887898,0.35,3.760950028,7.11266602,4.668463658,10.89815199,10.87437855,23.1160795,0.209944233,0.00480219955,0.628229451,0.6255503766,0.4293085473,0.4714533011,0.7609060861,0.7833144252,1.87231255,0.004415761,0.209944233,0.4415761,0.5665427635,9.002066,0.00426757056,0.180836141,0.426757056,0.641059479,7.926304,0.00480219955,0.206590176,0.480219955,0.5751291494,15.1897755,0.004668787,0.176616758,0.4668787,0.6518610995
4548,4.54700041,7.048672721,-0.09747216563,0.03745084944,0.041887898,0.35,3.769497937,7.113171569,4.710508511,10.94110609,10.91323293,23.16525031,0.209384471,0.004810783,0.6295847419,0.6270167277,0.4316327289,0.4723068365,0.7633372518,0.7849991876,1.89053893,0.00443977071,0.209384471,0.443977071,0.5679757542,9.022694,0.004290462,0.180275872,0.4290462,0.6424937677,7.94886351,0.004810783,0.206005633,0.4810783,0.5766255795,15.2163868,0.00467724726,0.176038876,0.467724726,0.6533404774
4549,4.54800034,7.053707984,-0.09743411523,0.03721909978,0.041887898,0.35,3.779351144,7.115907035,4.716738122,10.9444992,10.879058,23.1502681,0.208810657,0.0048155007,0.6311630791,0.6285607548,0.4335612626,0.4727590691,0.7657298485,0.7865047743,1.868508,0.00446019555,0.208810657,0.446019555,0.5694447181,9.01055,0.004309778,0.17970252,0.4309778,0.6439615488,7.935597,0.0048155007,0.205408275,0.48155007,0.578154816,15.2146711,0.004681739,0.175448731,0.4681739,0.6548512486
4550,4.54900026,7.058751915,-0.09739842481,0.03699147499,0.041887898,0.35,3.788515173,7.117714125,4.742444413,10.96703858,10.88209255,23.16215743,0.2082468,0.004822732,0.6326405597,0.6300635561,0.4358026171,0.4734895102,0.7682174164,0.7881449112,1.86434555,0.00448338455,0.2082468,0.448338455,0.570888192,9.017747,0.00433210935,0.179137751,0.433210935,0.6454073574,7.93876743,0.004822732,0.204819173,0.4822732,0.5796629171,15.22339,0.00468908949,0.17486456,0.468908949,0.6563467264
4551,4.55,7.063793709,-0.09735359716,0.03675247506,0.041887898,0.35,3.797628696,7.120962059,4.755451534,10.97579003,10.85820337,23.14869,0.207679227,0.00482961861,0.6341704683,0.6315876656,0.4379593357,0.4741430307,0.7707013446,0.7897560338,1.84971237,0.004505669,0.207679227,0.4505669,0.5723411789,9.008491,0.00435370626,0.17856802,0.435370626,0.6468658688,7.92853,0.00482961861,0.204226673,0.482961861,0.5811797171,15.22016,0.004695491,0.174278781,0.4695491,0.6578463206
4552,4.551,7.068839177,-0.09731088498,0.03651828342,0.041887898,0.35,3.804873374,7.124693527,4.780084127,11.00425091,10.85825413,23.1664384,0.207115576,0.00483811973,0.6356324411,0.6330839959,0.4402258475,0.4750083168,0.7731929882,0.7914722023,1.84704113,0.00452918839,0.207115576,0.452918839,0.5737841254,9.011213,0.00437624147,0.178004071,0.437624147,0.6483095782,7.93164,0.00483811973,0.203646585,0.483811973,0.5826647424,15.2347984,0.004704249,0.173697814,0.4704249,0.6593335962
4553,4.552,7.073885867,-0.09726383344,0.03628445378,0.041887898,0.35,3.812439051,7.128494674,4.801564002,11.0281818,10.8538037,23.1723269,0.2065487,0.00484735845,0.637119017,0.6345666898,0.4423853733,0.4759203443,0.7756451897,0.7932055584,1.8413887,0.00455174968,0.2065487,0.455174968,0.575235328,9.012415,0.00439772243,0.177436367,0.439772243,0.6497629005,7.936303,0.00484735845,0.203071266,0.484735845,0.584137559,15.2360239,0.00471328432,0.173111424,0.471328432,0.6608347546
4554,4.55300045,7.078939555,-0.09722122329,0.03606248139,0.041887898,0.35,3.819490291,7.13171358,4.833095559,11.06689845,10.8687818,23.2006748,0.205982044,0.004858354,0.6385373108,0.6360467149,0.4446768413,0.4770076107,0.7781178512,0.7950419387,1.8491888,0.00457509374,0.205982044,0.457509374,0.5766859674,9.019593,0.00442045927,0.176867962,0.442045927,0.6512180173,7.946986,0.004858354,0.202498183,0.4858354,0.5856046515,15.2536888,0.0047240844,0.172528744,0.47240844,0.6623264154
4555,4.55400038,7.08398642,-0.09716218709,0.03582500778,0.041887898,0.35,3.826786273,7.137349017,4.83873341,11.07632887,10.8345255,23.1782519,0.2054094,0.004867208,0.6401247854,0.6375742075,0.4466031678,0.4778759382,0.780521704,0.7967849662,1.8256675,0.00459541567,0.2054094,0.459541567,0.578151936,9.008858,0.00443981169,0.176295415,0.443981169,0.6526837376,7.9293,0.004867208,0.20192349,0.4867208,0.5870758656,15.2489519,0.004732767,0.1719403,0.4732767,0.663832832
4556,4.55500031,7.089043396,-0.09711676599,0.03560817,0.041887898,0.35,3.833019497,7.140630534,4.879318535,11.12972929,10.86732841,23.22012326,0.204847947,0.004881889,0.6415050604,0.6390282716,0.4489897012,0.4793139624,0.7830201111,0.7988109954,1.84092689,0.00461999141,0.204847947,0.461999141,0.5795892557,9.02640152,0.00446336437,0.1757294,0.446336437,0.654132736,7.94901276,0.004881889,0.2013601,0.4881889,0.588518144,15.2711105,0.00474694325,0.17135933,0.474694325,0.6653201152
4557,4.556,7.094085303,-0.09704779281,0.03536354212,0.041887898,0.35,3.841578596,7.146269191,4.873720295,11.13045415,10.810691,23.17529722,0.204274788,0.004891526,0.6431361935,0.6405535209,0.4508241236,0.4802723368,0.7854085267,0.800606227,1.808466,0.004639187,0.204274788,0.4639187,0.5810565427,9.002225,0.00448193541,0.175153345,0.448193541,0.6556074368,7.92387152,0.004891526,0.200787261,0.4891526,0.5899846118,15.2514257,0.004756586,0.170770869,0.4756586,0.6668265754
4558,4.557,7.099136511,-0.09699339718,0.03513759799,0.041887898,0.35,3.848122829,7.14956938,4.914567777,11.18304539,10.84347176,23.20957474,0.20371756,0.00490755355,0.644504101,0.6420016625,0.4532282543,0.4818289657,0.7879095042,0.8026987522,1.82371676,0.004663771,0.20371756,0.4663771,0.5824830464,9.019755,0.00450569671,0.1745921,0.450569671,0.657044224,7.93755054,0.00490755355,0.200229019,0.490755355,0.5914137114,15.2720242,0.00477189524,0.170197472,0.477189524,0.6682944717
4559,4.558,7.104193425,-0.09694468413,0.03492336617,0.041887898,0.35,3.854861838,7.153239338,4.943741831,11.22683615,10.85860081,23.23641353,0.2031472,0.00492084073,0.6459646579,0.6434706596,0.4552835045,0.4831570127,0.7902869155,0.8046708574,1.82712781,0.00468465174,0.2031472,0.468465174,0.583943168,9.031473,0.00452616764,0.174018741,0.452616764,0.658512023,7.94972563,0.00492084073,0.1996621,0.492084073,0.592865024,15.2866879,0.00478514563,0.169614166,0.478514563,0.669787735
4560,4.559,7.109238682,-0.09687820274,0.0346874265,0.041887898,0.35,3.863083103,7.15877786,4.943384236,11.23481485,10.81545421,23.1990713,0.202575311,0.00493217,0.6475625293,0.6449942075,0.4570667251,0.4842786464,0.792620477,0.8065626666,1.80217421,0.004703479,0.202575311,0.4703479,0.5854072038,9.01328,0.004544112,0.1734413,0.4544112,0.659990272,7.926103,0.00493217,0.199091032,0.493217,0.5943269581,15.2729683,0.00479639973,0.16902788,0.479639973,0.6712886272
4561,4.56000042,7.114286035,-0.09681156243,0.03446210113,0.041887898,0.35,3.86936239,7.163355923,4.974431306,11.28057727,10.83208887,23.21972177,0.202015966,0.004947906,0.6489921947,0.6464483105,0.4592310279,0.4858187959,0.7950371097,0.808650308,1.80706787,0.00472565647,0.202015966,0.472565647,0.586839127,9.025021,0.00456561055,0.172876164,0.456561055,0.6614370202,7.93367767,0.004947906,0.198533475,0.4947906,0.595754304,15.2860441,0.004811623,0.168453425,0.4811623,0.672759232
4562,4.56100035,7.11932891,-0.09674126225,0.03423428573,0.041887898,0.35,3.875635346,7.169239283,4.992070107,11.31430102,10.82176624,23.2196449,0.201454714,0.004962696,0.6505006199,0.6479332931,0.4612990149,0.4872727844,0.797463377,0.8107109959,1.79852724,0.004746912,0.201454714,0.4746912,0.5882759322,9.023239,0.00458629662,0.172303379,0.458629662,0.6629033498,7.929437,0.004962696,0.197969824,0.4962696,0.5971972506,15.2902079,0.00482607074,0.167873129,0.482607074,0.6742447898
4563,4.56200027,7.124363302,-0.09666476134,0.03399921178,0.041887898,0.35,3.882215041,7.175436774,5.00603444,11.34590195,10.80250493,23.2105114,0.20089978,0.00497848634,0.6520199595,0.6494164247,0.463414224,0.4888260218,0.7999267283,0.8128299775,1.78551793,0.00476891967,0.20089978,0.476891967,0.5896965632,9.016987,0.004607454,0.171733961,0.4607454,0.6643610598,7.920664,0.00497848634,0.1974091,0.497848634,0.598632704,15.2898474,0.00484152,0.167295262,0.484152,0.6757241293
4564,4.563,7.129394061,-0.09658850452,0.03376631652,0.041887898,0.35,3.888987176,7.180640772,5.031547352,11.38465004,10.80556436,23.21182344,0.200349912,0.00499512441,0.6534605664,0.6508712878,0.4656441056,0.4904677167,0.8023933853,0.8149797632,1.78592336,0.004791826,0.200349912,0.4791826,0.5911042253,9.019641,0.00462963432,0.171169,0.462963432,0.66580736,7.92086124,0.00499512441,0.196852177,0.499512441,0.6000584269,15.2909622,0.00485782465,0.166721553,0.485782465,0.6771928243
4565,4.564,7.134430885,-0.09651849163,0.03355247516,0.041887898,0.35,3.894241555,7.185641508,5.072684894,11.43872927,10.84156588,23.24303007,0.199797511,0.005012041,0.65485105,0.6523192449,0.4678922722,0.4921358892,0.8048310854,0.8171402148,1.79982388,0.00481509324,0.199797511,0.481509324,0.5925183718,9.041742,0.004651817,0.170602024,0.4651817,0.6672588186,7.93303537,0.005012041,0.1962936,0.5012041,0.601488384,15.3099947,0.004874371,0.1661493,0.4874371,0.678657792
4566,4.565,7.139453046,-0.09643538386,0.03331980259,0.041887898,0.35,3.9012872,7.192688676,5.073754776,11.45644313,10.79855687,23.21298795,0.19923766,0.005026438,0.6564536966,0.6538253355,0.4698548924,0.4935359099,0.8072763317,0.8191857321,1.77346087,0.00483512133,0.19923766,0.483512133,0.5939515904,9.025096,0.004671712,0.17002517,0.4671712,0.6687355648,7.91233635,0.005026438,0.1957291,0.5026438,0.602933504,15.3006516,0.00488826,0.165569246,0.488826,0.6801427302
4567,4.566,7.144476442,-0.0963563747,0.03309927589,0.041887898,0.35,3.906986754,7.198167275,5.108660409,11.50518805,10.82107648,23.23072621,0.1986921,0.005043886,0.6578586639,0.6552690976,0.4721027911,0.4952573564,0.8097277734,0.821375334,1.78137648,0.0048583704,0.1986921,0.48583704,0.595348224,9.0397,0.004693963,0.169462085,0.4693963,0.6701770624,7.91852951,0.005043886,0.195176259,0.5043886,0.604348777,15.3121967,0.00490535237,0.164999232,0.490535237,0.6816019661
