fixed_step,fixed_time_s,speed_mps,body_vx_mps,body_vy_mps,applied_steering_rad,applied_throttle_norm,recovered_front_force_n,recovered_rear_force_n,front_proxy_n,rear_proxy_n,front_load_n,rear_load_n,max_abs_forward_slip,max_abs_sideways_slip,front_forward_curve_demand,rear_forward_curve_demand,front_sideways_curve_demand,rear_sideways_curve_demand,front_combined_curve_demand,rear_combined_curve_demand,wheel0_load_n,wheel0_sideways_slip,wheel0_forward_slip,wheel0_sideways_curve,wheel0_forward_curve,wheel1_load_n,wheel1_sideways_slip,wheel1_forward_slip,wheel1_sideways_curve,wheel1_forward_curve,wheel2_load_n,wheel2_sideways_slip,wheel2_forward_slip,wheel2_sideways_curve,wheel2_forward_curve,wheel3_load_n,wheel3_sideways_slip,wheel3_forward_slip,wheel3_sideways_curve,wheel3_forward_curve
6532,6.531,5.950723961,-0.1391990169,0.04357571547,0.06283185,0.25,5.694401086,5.683151081,7.334602157,8.045349157,13.99139474,20.04659797,0.07173788,0.00551308,0.1979497674,0.2112546093,0.5242223734,0.4013323941,0.5603509678,0.4535374301,3.31028724,0.00551308,0.07173788,0.551308,0.344341824,10.6811075,0.00515828,0.0317874923,0.515828,0.152579963,6.26947737,0.00412855064,0.07107995,0.412855064,0.34118376,13.7771206,0.00396088837,0.0316934325,0.396088837,0.152128476
6533,6.53200054,5.952054607,-0.139234506,0.04385233031,0.06283185,0.25,5.699304122,5.683958401,7.341494951,8.046445315,14.00054096,20.03591066,0.0715466,0.005514753,0.1970562156,0.2103643307,0.5243722348,0.4016011776,0.5601762158,0.4533615086,3.31291986,0.005514753,0.0715466,0.5514753,0.34342368,10.6876211,0.005159709,0.0316011719,0.5159709,0.1516856251,6.26137066,0.00413147267,0.07090335,0.413147267,0.34033608,13.77454,0.00396352774,0.0315175466,0.396352774,0.1512842237
6534,6.53300047,5.953373397,-0.1392743702,0.04413391829,0.06283185,0.25,5.704264416,5.684121163,7.357394882,8.049679393,14.02469826,20.0281524,0.07135596,0.005516716,0.1962455152,0.2094974681,0.5246027219,0.4019182215,0.5601074166,0.4532410462,3.32454586,0.005516716,0.07135596,0.5516716,0.342508608,10.7001524,0.005161924,0.03141697,0.5161924,0.150801456,6.256216,0.004134681,0.07072713,0.4134681,0.339490224,13.7719364,0.00396671426,0.03134277,0.396671426,0.150445296
6535,6.5340004,5.954677065,-0.1393067518,0.04441205458,0.06283185,0.25,5.70917146,5.685154745,7.357441534,8.045439783,14.0249607,20.0129616,0.07116196,0.00551669532,0.1953037256,0.2086101534,0.5245962318,0.4020114536,0.5597720533,0.4529143461,3.3212707,0.00551669532,0.07116196,0.551669532,0.341577408,10.70369,0.005161956,0.0312325321,0.5161956,0.1499161541,6.246629,0.00413604127,0.07055033,0.413604127,0.338641584,13.7663326,0.00396751147,0.0311681088,0.396751147,0.1496069222
6536,6.53500032,5.95596864,-0.1393450594,0.04469544856,0.06283185,0.25,5.713958805,5.68540789,7.371497278,8.050260834,14.04604559,20.0082882,0.07097558,0.00551909674,0.1944784495,0.2077645247,0.524809437,0.4023463054,0.5596845652,0.4528229755,3.32992959,0.00551909674,0.07097558,0.551909674,0.340682784,10.716116,0.005163883,0.03105143,0.5163883,0.149046864,6.243079,0.004139403,0.07037691,0.4139403,0.337809168,13.7652092,0.0039708796,0.0309966709,0.39708796,0.1487840203
6537,6.53600025,5.957245786,-0.1393806516,0.04497415626,0.06283185,0.25,5.718993245,5.686274804,7.372736684,8.046264728,14.046335,19.99008462,0.07078723,0.00551990047,0.193620094,0.2068744102,0.5248868608,0.4025127898,0.5594595226,0.4525633298,3.331168,0.00551990047,0.07078723,0.551990047,0.339778704,10.715167,0.00516460929,0.0308712088,0.516460929,0.1481818022,6.23051262,0.004141127,0.07020264,0.4141127,0.336972672,13.759572,0.003972602,0.0308258813,0.3972602,0.1479642302
6538,6.537,5.958515318,-0.1394280177,0.04527554771,0.06283185,0.25,5.723447162,5.685148914,7.400651731,8.06451099,14.09304448,20.0196034,0.07060345,0.005522288,0.1928770537,0.2061150063,0.5251279623,0.4028307069,0.559429115,0.4524996953,3.35036778,0.005522288,0.07060345,0.5522288,0.33889656,10.7426767,0.005166759,0.030695267,0.5166759,0.1473372816,6.244765,0.004144468,0.07003406,0.4144468,0.336163488,13.7748384,0.003975646,0.0306579322,0.3975646,0.1471580746
6539,6.538,5.95976131,-0.1394464254,0.04553973059,0.06283185,0.25,5.728495989,5.689016676,7.37109751,8.024312936,14.04561449,19.9327489,0.07041247,0.00551937241,0.1917641882,0.2050802357,0.5247970827,0.4025693083,0.55873561,0.4517963601,3.32180619,0.00551937241,0.07041247,0.551937241,0.337979856,10.7238083,0.00516390149,0.03051509,0.516390149,0.146472432,6.196417,0.004141973,0.06985494,0.4141973,0.335303712,13.7363319,0.00397323957,0.0304868389,0.397323957,0.1463368267
6540,6.53900051,5.961002334,-0.139489487,0.04583010685,0.06283185,0.25,5.732607876,5.687715242,7.40605533,8.055018226,14.09802725,19.974222,0.07024452,0.00552457431,0.1911655772,0.2044126873,0.5253256501,0.4032706869,0.5590271161,0.452119225,3.34991455,0.00552457431,0.07024452,0.552457431,0.337173696,10.7481127,0.00516869361,0.03034553,0.516869361,0.145658544,6.218232,0.00414945558,0.0697039962,0.414945558,0.3345791818,13.75599,0.003979932,0.0303275976,0.3979932,0.1455724685
6541,6.54000044,5.962230531,-0.1395327305,0.04612422907,0.06283185,0.25,5.737546373,5.687720569,7.412664526,8.056105983,14.11035966,19.97098783,0.07005845,0.005524857,0.1903324711,0.203579249,0.5253349103,0.4033904608,0.558751481,0.4518499468,3.35423326,0.005524857,0.07005845,0.5524857,0.33628056,10.7561264,0.005168681,0.0301707163,0.5168681,0.1448194382,6.21468973,0.004150471,0.0695304945,0.4150471,0.3337463736,13.7562981,0.00398124335,0.0301611628,0.398124335,0.1447735814
6542,6.54100037,5.963441985,-0.1395621524,0.046400756,0.06283185,0.25,5.742371172,5.6898041,7.402305425,8.036768411,14.09294442,19.9242663,0.0698776543,0.00552403275,0.1893910338,0.2026773294,0.5252490327,0.4033658399,0.5583507053,0.4514223085,3.34216142,0.00552403275,0.0698776543,0.552403275,0.3354127406,10.750783,0.00516807428,0.029999245,0.516807428,0.143996376,6.1886363,0.004150727,0.0693621,0.4150727,0.33293808,13.73563,0.00398091273,0.0299974773,0.398091273,0.143987891
6543,6.54200029,5.964642053,-0.139594515,0.04668193077,0.06283185,0.25,5.746652847,5.690281887,7.415743291,8.042823746,14.11120801,19.92081067,0.0697086155,0.005526956,0.1886304404,0.2019017505,0.5255215064,0.4037397814,0.5583496187,0.4514090473,3.34946251,0.005526956,0.0697086155,0.5526956,0.3346013544,10.7617455,0.005170639,0.0298330765,0.5170639,0.1431987672,6.18499947,0.00415459042,0.06920714,0.415459042,0.332194272,13.7358112,0.003984628,0.0298402645,0.3984628,0.1432332696
6544,6.543,5.965835331,-0.1396436653,0.04698449075,0.06283185,0.25,5.75104487,5.688864071,7.444663409,8.061329099,14.15937475,19.9488441,0.06953557,0.00552915363,0.1880081411,0.2011933572,0.5257762819,0.4041000601,0.5583795839,0.4514151366,3.37470675,0.00552915363,0.06953557,0.552915363,0.333770736,10.784668,0.00517284,0.0296659451,0.517284,0.1423965365,6.199361,0.0041585993,0.06904792,0.41585993,0.331430016,13.7494831,0.00398797775,0.029681731,0.398797775,0.1424723088
6545,6.544,5.967009835,-0.1396700276,0.04726394378,0.06283185,0.25,5.755589701,5.691687887,7.422163123,8.037129679,14.12391253,19.89786668,0.06935297,0.005526577,0.1869699088,0.200256561,0.5255033339,0.4039191642,0.5577737003,0.4508363134,3.35073543,0.005526577,0.06935297,0.5526577,0.332894256,10.7731771,0.00517057627,0.0294966,0.517057627,0.14158368,6.16755438,0.00415667146,0.06887882,0.415667146,0.330618336,13.7303123,0.00398642058,0.029520629,0.398642058,0.1416990192
6546,6.545,5.968168036,-0.1396865986,0.04752467892,0.06283185,0.25,5.760049828,5.694105141,7.414480849,8.024482331,14.1034534,19.8508969,0.06919198,0.00552910939,0.186120984,0.1994455736,0.525720945,0.4042377718,0.5576948383,0.4507623686,3.340162,0.00552910939,0.06919198,0.552910939,0.332121504,10.7632914,0.005172831,0.0293359961,0.5172831,0.1408127813,6.144393,0.00415992457,0.06872957,0.415992457,0.329901936,13.7065039,0.00398968346,0.0293675419,0.398968346,0.1409642011
6547,6.54600048,5.969324306,-0.1397347216,0.04782359024,0.06283185,0.25,5.763908661,5.69153339,7.462447643,8.062916194,14.1783485,19.9116404,0.06903451,0.00553499954,0.1856500664,0.1988526513,0.5263270009,0.4049348036,0.5581093611,0.4511258938,3.3788414,0.00553499954,0.06903451,0.553499954,0.331365648,10.7995071,0.005178254,0.0291791745,0.5178254,0.1400600376,6.175173,0.004167167,0.0685852543,0.4167167,0.3292092206,13.7364674,0.003996383,0.0292190388,0.3996383,0.1402513862
6548,6.54700041,5.970462521,-0.1397640022,0.04810208247,0.06283185,0.25,5.768627036,5.693708374,7.444410859,8.037752511,14.15194985,19.86197805,0.06885481,0.00553238252,0.1846831542,0.1979514014,0.5260342877,0.4046803642,0.5575122773,0.4505007819,3.36089325,0.00553238252,0.06885481,0.553238252,0.330503088,10.7910566,0.00517561566,0.0290140174,0.517561566,0.1392672835,6.14626265,0.00416477257,0.068417266,0.416477257,0.3284028768,13.7157154,0.00399393961,0.02906119,0.399393961,0.139493712
6549,6.54800034,5.971595209,-0.1398074642,0.0484023105,0.06283185,0.25,5.772539668,5.692524457,7.47479098,8.05577639,14.20309397,19.888439,0.0686948,0.005534416,0.1841028694,0.1972849948,0.5262790625,0.4050481986,0.5575513592,0.4505390242,3.38621187,0.005534416,0.0686948,0.5534416,0.32973504,10.8168821,0.00517775863,0.028856853,0.517775863,0.1385128944,6.15917,0.004168533,0.06827023,0.4168533,0.327697104,13.729269,0.00399752241,0.028912507,0.399752241,0.1387800336
6550,6.54900026,5.972709605,-0.13983342,0.04868052139,0.06283185,0.25,5.777161214,5.69491045,7.454195202,8.034724127,14.1692629,19.840238,0.06852287,0.00553282956,0.1831646382,0.1964244372,0.5260820732,0.4049711565,0.5570562202,0.4500935426,3.366807,0.00553282956,0.06852287,0.553282956,0.328909776,10.8024559,0.0051760436,0.02869587,0.51760436,0.137740176,6.131758,0.00416814256,0.06811187,0.416814256,0.326936976,13.70848,0.00399673777,0.02875971,0.399673777,0.138046608
6551,6.55,5.973817082,-0.1398728491,0.04897524868,0.06283185,0.25,5.780785211,5.694444286,7.480804755,8.049464577,14.21151159,19.85762882,0.0683688447,0.00553578744,0.1825380043,0.1957455832,0.5263905045,0.4053587994,0.5571418905,0.4501467422,3.38467979,0.00553578744,0.0683688447,0.553578744,0.3281704546,10.8268318,0.00517890928,0.028543843,0.517890928,0.1370104464,6.13861752,0.004172159,0.0679694042,0.4172159,0.3262531402,13.7190113,0.004000533,0.0286144875,0.4000533,0.13734954
6552,6.551,5.974910553,-0.1399026864,0.04925796246,0.06283185,0.25,5.78534191,5.695797583,7.47230581,8.038604393,14.19708374,19.82729863,0.0682047755,0.00553537067,0.1817428896,0.1949695706,0.526326811,0.4054311454,0.5568216859,0.449875035,3.37872434,0.00553537067,0.0682047755,0.553537067,0.3273829224,10.8183594,0.00517828669,0.0283869747,0.517828669,0.1362574786,6.12314653,0.00417286344,0.06781765,0.417286344,0.32552472,13.7041521,0.00400134129,0.0284658913,0.400134129,0.1366362782
6553,6.55200052,5.975996308,-0.139943142,0.04955584015,0.06283185,0.25,5.789142451,5.695206596,7.494515989,8.051342912,14.23345663,19.84465347,0.06804914,0.005537332,0.1811006506,0.1942959684,0.5265422296,0.4057184936,0.5568160964,0.4498426607,3.39368153,0.005537332,0.06804914,0.5537332,0.326635872,10.8397751,0.00518029369,0.028236866,0.518029369,0.1355369568,6.13001347,0.004176088,0.0676741,0.4176088,0.32483568,13.71464,0.004004039,0.02832267,0.4004039,0.135948816
6554,6.55300045,5.977066647,-0.139969698,0.04983839578,0.06283185,0.25,5.793359522,5.6971466,7.483447151,8.036090002,14.21457358,19.80686094,0.06788795,0.005536828,0.1802565965,0.193482612,0.5264630071,0.4057225436,0.5564671944,0.4494956102,3.38179088,0.005536828,0.06788795,0.5536828,0.32586216,10.8327827,0.005179655,0.0280836,0.5179655,0.13480128,6.10710144,0.004176352,0.0675239861,0.4176352,0.3241151333,13.6997595,0.004004121,0.0281768814,0.4004121,0.1352490307
6555,6.55400038,5.978128327,-0.1400051996,0.05012876459,0.06283185,0.25,5.797322211,5.696986326,7.499692194,8.045179012,14.2389261,19.81079864,0.06773783,0.00553922355,0.1796479241,0.1928377053,0.5267034987,0.4061006907,0.5564979354,0.4495599533,3.395261,0.00553922355,0.06773783,0.553922355,0.325141584,10.8436651,0.00518181,0.0279359147,0.518181,0.1340923906,6.11103344,0.00418035546,0.0673860461,0.418035546,0.3234530213,13.6997652,0.00400776928,0.0280363187,0.400776928,0.1345743298
6556,6.55500031,5.979180382,-0.1400426138,0.05042490978,0.06283185,0.25,5.801212044,5.697088782,7.509806112,8.048861201,14.255905,19.81327681,0.0675817057,0.00553999143,0.1789354232,0.1921286255,0.5267856451,0.4062357417,0.5563461167,0.4493783335,3.399824,0.00553999143,0.0675817057,0.553999143,0.3243921874,10.856081,0.00518263131,0.0277879983,0.518263131,0.1333823918,6.10902071,0.004181817,0.06724135,0.4181817,0.32275848,13.7042561,0.00400910527,0.0278952178,0.400910527,0.1338970454
6557,6.556,5.980217314,-0.1400660961,0.05070402987,0.06283185,0.25,5.805173016,5.699348292,7.496974505,8.032607023,14.23402593,19.77245854,0.0674273744,0.00553933671,0.1780890042,0.1913352381,0.5266938912,0.4062523134,0.5559875435,0.449054691,3.38497543,0.00553933671,0.0674273744,0.553933671,0.3236513971,10.8490505,0.005181949,0.02764012,0.5181949,0.132672576,6.08463144,0.004182239,0.06709752,0.4182239,0.322068096,13.6878271,0.004009306,0.02775432,0.4009306,0.133220736
6558,6.557,5.981247995,-0.1401042164,0.05099980565,0.06283185,0.25,5.808835926,5.698506061,7.523592463,8.050899577,14.27322908,19.792874,0.067285195,0.00554360542,0.1775823046,0.1907401619,0.5271121497,0.4067574814,0.5562218022,0.4492587873,3.40741968,0.00554360542,0.067285195,0.554360542,0.322968936,10.8658094,0.005185673,0.0274979938,0.5185673,0.1319903702,6.096111,0.004187165,0.0669656,0.4187165,0.32143488,13.696763,0.004014348,0.027618954,0.4014348,0.1325709792
6559,6.558,5.98226343,-0.1401293518,0.05127756535,0.06283185,0.25,5.812839803,5.700694919,7.509533639,8.031397434,14.25135424,19.7490416,0.06712983,0.005542201,0.1767442496,0.1899497252,0.5269347398,0.4066727691,0.5557866046,0.4488470109,3.39260674,0.005542201,0.06712983,0.5542201,0.322223184,10.8587475,0.00518409954,0.0273525324,0.518409954,0.1312921555,6.070241,0.004186552,0.06682205,0.4186552,0.32074584,13.6788006,0.00401355326,0.0274804868,0.401355326,0.1319063366
6560,6.55900049,5.983273008,-0.1401672307,0.05157348333,0.06283185,0.25,5.816458642,5.699651577,7.536078248,8.049968683,14.29223894,19.77373026,0.06698875,0.00554530043,0.1762052203,0.1893826869,0.5272846529,0.4071042022,0.555947286,0.4489984784,3.41212344,0.00554530043,0.06698875,0.554530043,0.321546,10.8801155,0.005187402,0.0272134915,0.5187402,0.1306247592,6.08457756,0.004191281,0.06669311,0.4191281,0.320126928,13.6891527,0.004017598,0.027347764,0.4017598,0.1312692672
6561,6.56000042,5.98427166,-0.1402023756,0.05186752882,0.06283185,0.25,5.820374857,5.700225414,7.536670397,8.046016882,14.29572014,19.7628703,0.0668373853,0.00554461,0.175520072,0.1886655252,0.5271976734,0.4071279505,0.5556479843,0.4487180056,3.41377354,0.00554461,0.0668373853,0.554461,0.3208194494,10.8819466,0.005186449,0.0270704646,0.5186449,0.1299382301,6.075252,0.00419134228,0.06655133,0.419134228,0.319446384,13.6876183,0.00401798962,0.02721217,0.401798962,0.130618416
6562,6.56100035,5.985262309,-0.1402419658,0.05217266046,0.06283185,0.25,5.823820205,5.699971007,7.552838856,8.052459307,14.32468084,19.77285101,0.06669143,0.005545215,0.1748739654,0.1880170967,0.5272605331,0.407248267,0.5555038916,0.4485549906,3.42290354,0.005545215,0.06669143,0.5545215,0.320118864,10.9017773,0.00518701226,0.0269313455,0.518701226,0.1292704584,6.07780361,0.00419294275,0.0664165244,0.419294275,0.3187993171,13.6950474,0.004019023,0.0270784386,0.4019023,0.1299765053
6563,6.56200027,5.986236784,-0.1402665122,0.05245440833,0.06283185,0.25,5.827878332,5.702539791,7.531657204,8.032107991,14.2880271,19.7230167,0.06654443,0.005544191,0.1740511485,0.1872544496,0.5271306634,0.4072454084,0.5551220934,0.4482332558,3.403682,0.005544191,0.06654443,0.5544191,0.319413264,10.8843451,0.005185972,0.02679051,0.5185972,0.128594448,6.0504303,0.00419305,0.06627942,0.419305,0.318141216,13.6725864,0.00401908765,0.0269446,0.401908765,0.12933408
6564,6.563,5.987203806,-0.1402960399,0.05274312077,0.06283185,0.25,5.831204409,5.702701823,7.549661997,8.040035651,14.31383917,19.72394605,0.06641208,0.00554742524,0.1734947674,0.1866605248,0.5274379506,0.4076281506,0.5552397915,0.4483334258,3.41575837,0.00554742524,0.06641208,0.554742524,0.318777984,10.8980808,0.00518879946,0.0266581271,0.518879946,0.1279590101,6.05148745,0.00419699773,0.06615669,0.419699773,0.317552112,13.6724586,0.004022852,0.0268182,0.4022852,0.12872736
6565,6.564,5.988158523,-0.1403202756,0.05302375481,0.06283185,0.25,5.834824601,5.704072064,7.54588524,8.03403719,14.30538796,19.7024403,0.0662713349,0.005548055,0.172788734,0.1859726028,0.5274855363,0.4077686351,0.5550648049,0.4481752657,3.40995646,0.005548055,0.0662713349,0.5548055,0.3181024075,10.8954315,0.00518935174,0.0265228618,0.518935174,0.1273097366,6.0375967,0.00419858,0.06602682,0.419858,0.316928736,13.6648436,0.00402427139,0.0266899355,0.402427139,0.1281116904
6566,6.56500053,5.989110738,-0.1403677057,0.05333209131,0.06283185,0.25,5.838265956,5.701958823,7.582617118,8.060568456,14.36418149,19.7436528,0.06613702,0.00555175357,0.1723678012,0.1854599534,0.5278836892,0.4082612543,0.555312388,0.4484112466,3.44000149,0.00555175357,0.06613702,0.555175357,0.317457696,10.92418,0.005192896,0.02639152,0.5192896,0.126679296,6.059525,0.00420372235,0.06590272,0.420372235,0.316333056,13.6841278,0.00402898341,0.0265640616,0.402898341,0.1275074957
6567,6.56600046,5.990046647,-0.1403924086,0.0536168574,0.06283185,0.25,5.842084339,5.704563825,7.559118759,8.032711232,14.33038832,19.69101624,0.0659880042,0.00554787274,0.1715299875,0.1846728766,0.5274887596,0.4079378705,0.5546773189,0.4477916675,3.41935182,0.00554787274,0.0659880042,0.554787274,0.3167424202,10.9110365,0.00518933823,0.0262547154,0.518933823,0.1260226339,6.02788544,0.00420040265,0.06576381,0.420040265,0.315666288,13.6631308,0.00402598549,0.0264336132,0.402598549,0.1268813434
6568,6.56700039,5.990973068,-0.140418575,0.05389931991,0.06283185,0.25,5.845494647,5.705419695,7.564245393,8.035012347,14.3338542,19.6814372,0.0658586845,0.005550299,0.1709037974,0.1840853174,0.5277188736,0.4082533336,0.5547029093,0.4478372344,3.4195447,0.005550299,0.0658586845,0.5550299,0.3161216856,10.9143095,0.005191621,0.0261262115,0.5191621,0.1254058152,6.024471,0.004204126,0.0656454638,0.4204126,0.3150982262,13.6569662,0.0040288954,0.0263108015,0.40288954,0.1262918472
6569,6.56800032,5.991891151,-0.1404499704,0.0541881292,0.06283185,0.25,5.848792541,5.705551411,7.576632743,8.041957752,14.352341,19.68373153,0.06572799,0.00555220945,0.1703486978,0.1834881095,0.5279022247,0.4085585977,0.5547066231,0.4478705328,3.428717,0.00555220945,0.06572799,0.555220945,0.315494352,10.923624,0.005193274,0.0259979684,0.5193274,0.1247902483,6.02398443,0.004206914,0.06552288,0.4206914,0.314509824,13.6597471,0.00403208,0.0261889976,0.403208,0.1257071885
6570,6.56900024,5.992801731,-0.1404834341,0.05448395023,0.06283185,0.25,5.852200077,5.705386937,7.589503932,8.046135953,14.3737796,19.6876643,0.06559374,0.00555325858,0.1697810652,0.1828800855,0.5280103177,0.4086892091,0.554635471,0.4477409914,3.437919,0.00555325858,0.06559374,0.555325858,0.314849952,10.9358606,0.005194231,0.0258699153,0.5194231,0.1241755934,6.023618,0.004208558,0.06539799,0.4208558,0.313910352,13.6640463,0.00403325725,0.02606606,0.403325725,0.125117088
6571,6.57,5.99370067,-0.1405112196,0.05477080286,0.06283185,0.25,5.855796752,5.706561508,7.586069942,8.037004214,14.36827944,19.66183039,0.06545844,0.005553061,0.1690976609,0.1822313014,0.5279734413,0.4087617508,0.5543915346,0.4475426417,3.43220234,0.005553061,0.06545844,0.5553061,0.314200512,10.9360771,0.005193953,0.0257413052,0.5193953,0.123558265,6.00990629,0.004209789,0.06527299,0.4209789,0.313310352,13.6519241,0.00403383467,0.0259431545,0.403383467,0.1245271416
6572,6.571,5.994590813,-0.1405389383,0.05505899671,0.06283185,0.25,5.858915497,5.707240193,7.590347389,8.041121709,14.37339545,19.6611186,0.06533045,0.005554298,0.1685005902,0.181630876,0.5280831113,0.4089859724,0.5543141901,0.4475034086,3.43396235,0.005554298,0.06533045,0.5554298,0.31358616,10.9394331,0.005194988,0.0256160926,0.5194988,0.1229572445,6.006445,0.00421186,0.06515445,0.421186,0.31274136,13.6546736,0.004036194,0.0258245282,0.4036194,0.1239577354
