regime,speed_mps,steering_rad,v_error_mps,r_error_radps
low_speed,0.0119,0,0,0
low_speed,0.0036,0,0,0
low_speed,0.134,0,0,0
low_speed,0.2694,0,0,0
low_speed,0.4037,0,0,0
straight_acceleration,0.5369,0,0,0
straight_acceleration,0.6689,0,0,0
straight_acceleration,0.7998,0,0,0
straight_acceleration,0.9298,0,0,0
straight_acceleration,1.0586,0,0,0
straight_acceleration,1.1865,0,0,0
straight_acceleration,1.3134,0,0,0
straight_acceleration,1.4394,0,0,0
straight_acceleration,1.5644,0,0,0
straight_acceleration,1.6884,0,0,0
straight_acceleration,1.8116,0,0,0
straight_acceleration,1.9338,0,0,0
straight_acceleration,2.06,0,0,0
straight_acceleration,2.1805,0,0,0
straight_acceleration,2.2953,0,0,0
straight_acceleration,2.4141,0,0,0
straight_acceleration,2.5367,0,0,0
straight_acceleration,2.6492,0,0,0
straight_acceleration,2.7655,0,0,0
straight_acceleration,2.8809,0,0,0
straight_acceleration,2.9956,0,0,0
straight_acceleration,3.1095,0,0,0
straight_acceleration,3.2226,0,0,0
straight_acceleration,3.3348,0,0,0
straight_acceleration,3.442,0,0,0
straight_acceleration,3.5571,0,0,0
straight_acceleration,3.6715,0,0,0
straight_acceleration,3.7808,0,0,0
straight_acceleration,3.8848,0,0,0
straight_acceleration,3.9926,0,0,0
straight_acceleration,4.0996,0,0,0
straight_acceleration,4.2058,0,0,0
straight_acceleration,4.3156,0,0,0
straight_acceleration,4.4121,0,0,0
straight_acceleration,4.5203,0,0,0
straight_acceleration,4.6237,0,0,0
straight_acceleration,4.7264,0,0,0
straight_acceleration,4.8284,0,0,0
straight_acceleration,4.9297,0,0,0
straight_acceleration,5.0304,0,0,0
straight_acceleration,5.1303,0,0,0
straight_acceleration,5.2295,0,0,0
straight_acceleration,5.3281,0,0,0
straight_acceleration,5.4259,0,0,0
straight_acceleration,5.5231,0,0,0
straight_acceleration,5.6197,0,0,0
straight_acceleration,5.7157,0,0,0
straight_acceleration,5.8108,0,0,0
straight_acceleration,5.9055,0,0,0
straight_acceleration,5.9995,0,0,0
straight_acceleration,6.0927,0,0,0
straight_acceleration,6.1855,0,0,0
straight_acceleration,6.2775,0,0,0
straight_acceleration,6.3689,0,0,0
straight_acceleration,6.4597,0,0,0
straight_acceleration,6.5498,0,0,0
straight_acceleration,6.6394,0,0,0
straight_acceleration,6.7284,0,0,0
straight_acceleration,6.8168,0,0,0
straight_acceleration,6.9045,0,0,0
straight_acceleration,6.9917,0,0,0
straight_acceleration,7.0782,0,0,0
straight_acceleration,7.1642,0,0,0
straight_acceleration,7.2496,0,0,0
straight_acceleration,7.3344,0,0,0
straight_acceleration,7.4186,0,0,0
straight_acceleration,7.5023,0,0,0
straight_acceleration,7.5854,0,0,0
straight_acceleration,7.6679,0,0,0
straight_acceleration,7.7499,0,0,0
straight_acceleration,7.8313,0,0,0
straight_acceleration,7.9122,0,-0.0001,0
straight_acceleration,7.9925,0,-9.98669972e-05,8.21163743e-07
straight_acceleration,8.0722,0,9.65828567e-08,6.74403436e-07
straight_acceleration,8.1546,0,0,0
straight_acceleration,8.2301,0,-0.0001,0
straight_acceleration,8.3083,0,1.79996565e-07,1.03037291e-06
straight_acceleration,8.3858,0,0,0
straight_acceleration,8.463,0,0,0
straight_acceleration,8.5395,0,0,0
straight_acceleration,8.6156,0,0,0
straight_acceleration,8.6911,0,0,0
straight_acceleration,8.7661,0,0,0
straight_acceleration,8.8406,0,-0.0001,0
straight_acceleration,8.9086,0,1.73515269e-07,1.0356313e-06
straight_acceleration,8.988,0,0,0
straight_acceleration,9.061,0,0,0
straight_acceleration,9.1335,0,0,0
straight_acceleration,9.2055,0,-0.0001,0
straight_acceleration,9.2798,0,5.31500671e-07,2.20577162e-06
straight_acceleration,9.348,0,0,0
straight_acceleration,9.4185,0,-0.0001,0
straight_acceleration,9.4886,0,4.49448333e-07,2.01126228e-06
straight_acceleration,9.5582,0,0,0
straight_acceleration,9.6273,0,0,0
straight_acceleration,9.696,0,0,0
straight_acceleration,9.7641,0,0,0
straight_acceleration,9.8318,0,0,0
straight_acceleration,9.9018,0,0,0
straight_acceleration,9.9658,0,0,0
straight_acceleration,10.0322,0,0,0
straight_acceleration,10.0981,0,0,0
straight_acceleration,10.1635,0,-0.0001,0
straight_acceleration,10.2285,0,-9.94718367e-05,2.32280915e-06
straight_acceleration,10.2956,0,-9.92727343e-05,2.82400637e-06
straight_acceleration,10.3597,0,8.94762483e-07,3.27819153e-06
straight_acceleration,10.4209,0,-0.0001,0
straight_acceleration,10.4841,0,-9.91963762e-05,3.02614625e-06
straight_acceleration,10.5469,0,-9.91700861e-05,3.09408521e-06
straight_acceleration,10.6093,0,-9.91433988e-05,3.16218434e-06
