fixed_step,fixed_time_s,speed_mps,body_vx_mps,body_vy_mps,applied_steering_rad,applied_throttle_norm,recovered_front_force_n,recovered_rear_force_n,front_proxy_n,rear_proxy_n,front_load_n,rear_load_n,max_abs_forward_slip,max_abs_sideways_slip,front_forward_curve_demand,rear_forward_curve_demand,front_sideways_curve_demand,rear_sideways_curve_demand,front_combined_curve_demand,rear_combined_curve_demand,runtime_body_yaw_inertia_kgm2,wheel0_load_n,wheel0_sideways_slip,wheel0_forward_slip,wheel0_sideways_curve,wheel0_forward_curve,wheel0_omega_radps,wheel0_domega_radps2,wheel0_effective_inertia_kgm2,wheel0_forward_force_from_torque_n,wheel0_motor_torque_nm,wheel0_brake_torque_nm,wheel0_steer_angle_deg,wheel0_sprung_mass_kg,wheel0_world_pose_y_m,wheel1_load_n,wheel1_sideways_slip,wheel1_forward_slip,wheel1_sideways_curve,wheel1_forward_curve,wheel1_omega_radps,wheel1_domega_radps2,wheel1_effective_inertia_kgm2,wheel1_forward_force_from_torque_n,wheel1_motor_torque_nm,wheel1_brake_torque_nm,wheel1_steer_angle_deg,wheel1_sprung_mass_kg,wheel1_world_pose_y_m,wheel2_load_n,wheel2_sideways_slip,wheel2_forward_slip,wheel2_sideways_curve,wheel2_forward_curve,wheel2_omega_radps,wheel2_domega_radps2,wheel2_effective_inertia_kgm2,wheel2_forward_force_from_torque_n,wheel2_motor_torque_nm,wheel2_brake_torque_nm,wheel2_steer_angle_deg,wheel2_sprung_mass_kg,wheel2_world_pose_y_m,wheel3_load_n,wheel3_sideways_slip,wheel3_forward_slip,wheel3_sideways_curve,wheel3_forward_curve,wheel3_omega_radps,wheel3_domega_radps2,wheel3_effective_inertia_kgm2,wheel3_forward_force_from_torque_n,wheel3_motor_torque_nm,wheel3_brake_torque_nm,wheel3_steer_angle_deg,wheel3_sprung_mass_kg,wheel3_world_pose_y_m
18708,18.707,5.033634639,-0.1240915854,0.02909157709,0.06283185,0.45,3.228483273,5.123734698,4.128417474,7.424835895,12.11590739,21.8552537,0.560331643,0.00356891355,0.464,0.464,0.3407435647,0.3397277376,0.5756754093,0.5750747219,0.09570388,3.32879639,0.00356891355,0.560331643,0.356891355,0.464,192.034466,0.05364608079,0.000366,2.395958949,48.1499977,0,-3.68419218,0.817193151,0.05897255,8.787111,0.00334626343,0.5396388,0.334626343,0.464,191.4832683,-0.8212217451,0.000366,4.73696943,48.1499977,0,-3.51956439,0.8160213,0.058957275,8.148932,0.00348290312,0.5601219,0.348290312,0.464,191.5219245,0.06426047898,0.000366,4.567678767,48.1499977,0,0,0.9189897,0.05897261,13.7063217,0.0033463696,0.5389481,0.33463696,0.464,190.9604999,-0.8272820826,0.000366,6.952127143,48.1499977,0,0,0.9177957,0.05895703
18709,18.708,5.037630136,-0.1241816255,0.02907039461,0.06283185,0.45,3.235324744,5.131150708,4.123753132,7.419119045,12.09174942,21.8266932,0.559987366,0.003572026,0.464,0.464,0.3410385867,0.3399103555,0.5758500826,0.575182623,0.0956921652,3.31737542,0.003572026,0.559987366,0.3572026,0.464,192.0347853,0.05660567922,0.000366,2.394587219,48.1499977,0,-3.68419218,0.8171936,0.0589722544,8.774374,0.0033492737,0.539277852,0.33492737,0.464,191.4835364,-0.8189103567,0.000366,4.735819148,48.1499977,0,-3.51956439,0.8160203,0.058957018,8.133,0.0034848738,0.5597776,0.34848738,0.464,191.5225633,0.06701003769,0.000366,4.564954971,48.1499977,0,0,0.9189907,0.058972314,13.6936932,0.00334816263,0.5385874,0.334816263,0.464,190.9609345,-0.825110371,0.000366,6.9502722,48.1499977,0,0,0.9177953,0.0589567833
18710,18.7090015,5.041630311,-0.1242768169,0.02906315889,0.06283185,0.45,3.240960469,5.137815143,4.138661213,7.435182974,12.11834936,21.8488857,0.5596464,0.003576968,0.464,0.464,0.3415202096,0.3403003282,0.5761354472,0.5754131675,0.09568882,3.32986236,0.003576968,0.5596464,0.3576968,0.464,192.034223,0.05935587228,0.000366,2.396952977,48.1499977,0,-3.68419218,0.817193,0.0589721054,8.788487,0.00335391075,0.5389207,0.335391075,0.464,191.4828463,-0.8168060315,0.000366,4.73873026,48.1499977,0,-3.51956439,0.8160203,0.05895687,8.142461,0.00348873949,0.559437156,0.348873949,0.464,191.5222827,0.06957923648,0.000366,4.566128224,48.1499977,0,0,0.918990731,0.058972165,13.7064247,0.00335207069,0.538229942,0.335207069,0.464,190.9603984,-0.8229928222,0.000366,6.952530951,48.1499977,0,0,0.917796,0.0589566566
18711,18.710001,5.045630711,-0.1243689716,0.02905973305,0.06283185,0.45,3.246515762,5.145231638,4.143104133,7.442174067,12.12263366,21.857726,0.559303,0.003579712,0.464,0.464,0.3417660097,0.34048254,0.5762811861,0.5755209467,0.09568698,3.32745266,0.003579712,0.559303,0.3579712,0.464,192.0341078,0.06225805074,0.000366,2.397423074,48.1499977,0,-3.68419218,0.817192852,0.0589719266,8.795181,0.00335635152,0.5385608,0.335635152,0.464,191.4821562,-0.81421102,0.000366,4.741638328,48.1499977,0,-3.51956439,0.8160188,0.0589567162,8.144496,0.00349070621,0.559094131,0.349070621,0.464,191.5220649,0.07244901481,0.000366,4.567033375,48.1499977,0,0,0.9189921,0.0589720123,13.71323,0.00335381948,0.5378697,0.335381948,0.464,190.9597585,-0.82068868,0.000366,6.955227834,48.1499977,0,0,0.917796135,0.05895652
18712,18.711,5.049631718,-0.1244596839,0.02905972956,0.06283185,0.45,3.252095775,5.152662801,4.150007352,7.448183021,12.13141778,21.859133,0.558960557,0.003582913,0.464,0.464,0.3420875801,0.3407355187,0.5764719529,0.5756706469,0.09568717,3.32954478,0.003582913,0.558960557,0.3582913,0.464,192.033935,0.06609633199,0.000366,2.398131415,48.1499977,0,-3.68419218,0.817195535,0.0589717664,8.801873,0.00335958088,0.5382006,0.335958088,0.464,191.4814912,-0.8109784114,0.000366,4.744435947,48.1499977,0,-3.51956439,0.8160174,0.0589565746,8.142083,0.003493333,0.5587511,0.3493333,0.464,191.522091,0.07604940638,0.000366,4.566900109,48.1499977,0,0,0.9189936,0.0589718632,13.71705,0.003356321,0.5375092,0.3356321,0.464,190.9592726,-0.8175932596,0.000366,6.957267529,48.1499977,0,0,0.917793334,0.05895637
18713,18.7120018,5.05363352,-0.1245485905,0.02906496868,0.06283185,0.45,3.257462231,5.160196246,4.156112464,7.457961996,12.13877628,21.8695041,0.55861783,0.00358606945,0.464,0.464,0.3423831504,0.3410210841,0.576647398,0.5758397171,0.09568904,3.33019328,0.00358606945,0.55861783,0.358606945,0.464,192.0338303,0.06961484491,0.000366,2.398553316,48.1499977,0,-3.68419218,0.8171956,0.05897171,8.808583,0.00336249545,0.537840366,0.336249545,0.464,191.4808053,-0.8079548056,0.000366,4.747323607,48.1499977,0,-3.51956439,0.8160157,0.0589565337,8.144169,0.00349623733,0.5584087,0.349623733,0.464,191.5219884,0.07947337825,0.000366,4.567313722,48.1499977,0,0,0.91899544,0.05897183,13.7253351,0.00335916551,0.537148654,0.335916551,0.464,190.9585679,-0.8147969061,0.000366,6.96023647,48.1499977,0,0,0.917793334,0.0589563474
18714,18.7130013,5.057630055,-0.1246298269,0.02905937686,0.06283185,0.45,3.263551644,5.168111308,4.154858254,7.456898155,12.12369967,21.8470244,0.5582752,0.00358948158,0.464,0.464,0.342705475,0.3413232859,0.5768388359,0.5760187371,0.09568904,3.32037067,0.00358948158,0.5582752,0.358948158,0.464,192.0343246,0.07409694461,0.000366,2.396431116,48.1499977,0,-3.68419218,0.8171956,0.0589715764,8.803329,0.00336579187,0.537479937,0.336579187,0.464,191.4808137,-0.8040225201,0.000366,4.747263715,48.1499977,0,-3.51956439,0.8160157,0.058956407,8.129827,0.00349943852,0.558065832,0.349943852,0.464,191.5227811,0.08384277282,0.000366,4.563927597,48.1499977,0,0,0.91899544,0.05897166,13.7171974,0.003362141,0.5367876,0.3362141,0.464,190.9587616,-0.8110344163,0.000366,6.959392233,48.1499977,0,0,0.917793334,0.0589562021
18715,18.714,5.061623928,-0.1247100611,0.02905121459,0.06283185,0.45,3.269282461,5.175956298,4.157581542,7.467113148,12.11455587,21.8453648,0.5579346,0.00359459547,0.464,0.464,0.3431889362,0.3418168209,0.5771261958,0.5763113213,0.09569792,3.31201887,0.00359459547,0.5579346,0.359459547,0.464,192.0350409,0.07905595817,0.000366,2.393365256,48.1499977,0,-3.68419218,0.817196131,0.0589711666,8.802537,0.00337067,0.5371217,0.337067,0.464,191.4808388,-0.7996723021,0.000366,4.747130235,48.1499977,0,-3.51956439,0.8160181,0.0589560159,8.125891,0.00350454426,0.5577255,0.350454426,0.464,191.5233309,0.08863594308,0.000366,4.561568293,48.1499977,0,0,0.918992937,0.05897129,13.7194738,0.00336700864,0.5364291,0.336700864,0.464,190.9587103,-0.8068151285,0.000366,6.959583486,48.1499977,0,0,0.917792857,0.05895585
18716,18.715,5.065631091,-0.1248050049,0.02907683581,0.06283185,0.45,3.273365342,5.182653045,4.186272828,7.496022257,12.18021276,21.9005566,0.5575947,0.00359964441,0.464,0.464,0.3436945569,0.3422754222,0.577427007,0.5765834412,0.09569792,3.34104776,0.00359964441,0.5575947,0.359964441,0.464,192.0336732,0.0838419311,0.000366,2.399130651,48.1499977,0,-3.68419218,0.817196131,0.0589713566,8.839165,0.00337544829,0.536764,0.337544829,0.464,191.4787685,-0.7953040054,0.000366,4.755875634,48.1499977,0,-3.51956439,0.8160181,0.058956217,8.150364,0.00350924535,0.557385,0.350924535,0.464,191.5221696,0.09333959821,0.000366,4.566460055,48.1499977,0,0,0.918992937,0.0589714423,13.7501926,0.003371487,0.536070466,0.3371487,0.464,190.9569206,-0.8027129618,0.000366,6.967141346,48.1499977,0,0,0.917792857,0.0589560047
18717,18.7160015,5.069620282,-0.1248754423,0.02906181321,0.06283185,0.45,3.280468419,5.191746545,4.160430349,7.475057376,12.102509,21.833308,0.5572484,0.00360083557,0.464,0.464,0.3437659372,0.3423694374,0.5774694967,0.5766392561,0.09571221,3.299916,0.00360083557,0.5572484,0.360083557,0.464,192.0354367,0.08860967897,0.000366,2.391628699,48.1499977,0,-3.68419218,0.8171953,0.05897099,8.802593,0.00337648788,0.536399364,0.337648788,0.464,191.479957,-0.7911883956,0.000366,4.750813793,48.1499977,0,-3.51956439,0.8160202,0.0589558743,8.112148,0.00351026258,0.557039,0.351026258,0.464,191.5238451,0.09781492755,0.000366,4.559332648,48.1499977,0,0,0.9189908,0.0589710958,13.72116,0.003372514,0.535706,0.3372514,0.464,190.9578034,-0.7986749245,0.000366,6.963375672,48.1499977,0,0,0.9177937,0.0589557029
18718,18.717001,5.07361873,-0.1249602337,0.02907188973,0.06283185,0.45,3.285220028,5.198570951,4.185619069,7.504819471,12.15014,21.8749756,0.556911469,0.003608176,0.464,0.464,0.3444914272,0.3430778442,0.5779016728,0.5770601417,0.09571221,3.321437,0.003608176,0.556911469,0.3608176,0.464,192.0349644,0.09419351737,0.000366,2.393595273,48.1499977,0,-3.68419218,0.8171953,0.05897091,8.828703,0.00338349375,0.536044955,0.338349375,0.464,191.4789852,-0.7862520597,0.000366,4.754900965,48.1499977,0,-3.51956439,0.8160202,0.0589557663,8.130609,0.00351753971,0.556701541,0.351753971,0.464,191.5235226,0.1032170154,0.000366,4.560665819,48.1499977,0,0,0.9189908,0.0589709766,13.7443666,0.003379454,0.5353501,0.3379454,0.464,190.9568567,-0.7939488479,0.000366,6.967357653,48.1499977,0,0,0.9177937,0.05895559
18719,18.718,5.077613831,-0.1250385311,0.02907551142,0.06283185,0.45,3.290871314,5.206641195,4.184276776,7.507260635,12.13663667,21.8659781,0.5565682,0.00361124426,0.464,0.464,0.3447641129,0.3433306574,0.5780642642,0.5772104818,0.09572999,3.30867267,0.00361124426,0.5565682,0.361124426,0.464,192.0355142,0.1002625039,0.000366,2.391228054,48.1499977,0,-3.68419218,0.817194939,0.0589706935,8.827964,0.00338632357,0.535684,0.338632357,0.464,191.4786145,-0.7808041896,0.000366,4.756437966,48.1499977,0,-3.51956439,0.816017151,0.0589555763,8.123761,0.00352015719,0.5563584,0.352015719,0.464,191.5237655,0.1091348825,0.000366,4.559599659,48.1499977,0,0,0.918993831,0.0589707941,13.7422171,0.00338196452,0.534988642,0.338196452,0.464,190.9565625,-0.788743869,0.000366,6.96857224,48.1499977,0,0,0.917794,0.05895539
18720,18.7190018,5.0816124,-0.1251203891,0.02909037613,0.06283185,0.45,3.295877939,5.214128121,4.196971985,7.522609637,12.157451,21.8839106,0.5562277,0.00361586781,0.464,0.464,0.3452180877,0.3437507022,0.5783351347,0.5774604275,0.0957394242,3.316809,0.00361586781,0.5562277,0.361586781,0.464,192.0352712,0.1062990902,0.000366,2.392220055,48.1499977,0,-3.68419218,0.817194164,0.0589704625,8.840642,0.00339076924,0.535325,0.339076924,0.464,191.4777202,-0.7752839804,0.000366,4.760193157,48.1499977,0,-3.51956439,0.8160209,0.05895535,8.1289,0.003524573,0.556016862,0.3524573,0.464,191.5235864,0.1152314628,0.000366,4.560320614,48.1499977,0,0,0.9189901,0.058970578,13.7550106,0.003386053,0.534629166,0.3386053,0.464,190.9556933,-0.7834248797,0.000366,6.972222184,48.1499977,0,0,0.917794764,0.0589551479
18721,18.7200012,5.085612463,-0.1252030078,0.02911163268,0.06283185,0.45,3.300844063,5.221960964,4.20383677,7.533792133,12.16645317,21.8973884,0.555885,0.003619067,0.464,0.464,0.3455268936,0.3440498015,0.5785195193,0.5776385253,0.09574881,3.31750917,0.003619067,0.555885,0.3619067,0.464,192.0351173,0.1125546824,0.000366,2.392833529,48.1499977,0,-3.68419218,0.8171934,0.05897051,8.848944,0.0033938603,0.5349643,0.33938603,0.464,191.4768511,-0.7697617827,0.000366,4.763841842,48.1499977,0,-3.51956439,0.816019237,0.0589553639,8.129527,0.00352768321,0.555674136,0.352768321,0.464,191.5234587,0.1212869696,0.000366,4.560824398,48.1499977,0,0,0.9189919,0.0589706,13.7678614,0.00338901766,0.5342679,0.338901766,0.464,190.9545885,-0.7780255123,0.000366,6.976870018,48.1499977,0,0,0.9177955,0.05895519
18722,18.721,5.089605452,-0.1252761495,0.02911897895,0.06283185,0.45,3.306782471,5.23032579,4.199745387,7.531367357,12.14402679,21.8705716,0.5555423,0.00362228043,0.464,0.464,0.3458280733,0.344360792,0.5786994525,0.5778238097,0.09575783,3.30177879,0.00362228043,0.5555423,0.362228043,0.464,192.0359739,0.1185657854,0.000366,2.389166546,48.1499977,0,-3.68419218,0.817193568,0.0589704551,8.842248,0.0033970417,0.5346034,0.33970417,0.464,191.4768762,-0.7644509545,0.000366,4.763702402,48.1499977,0,-3.51956439,0.8160219,0.05895532,8.11377,0.00353088672,0.55533123,0.353088672,0.464,191.5243153,0.1272102164,0.000366,4.55715796,48.1499977,0,0,0.918989062,0.0589705557,13.7568016,0.00339213083,0.5339058,0.339213083,0.464,190.9547477,-0.7728780753,0.000366,6.97616362,48.1499977,0,0,0.9177955,0.0589551255
18723,18.722,5.093592852,-0.1253450303,0.02911471653,0.06283185,0.45,3.312555463,5.238735682,4.200176005,7.53645462,12.12603437,21.8495444,0.555202663,0.003628204,0.464,0.464,0.3463767194,0.3449250237,0.5790274879,0.5781602477,0.095765844,3.28899837,0.003628204,0.555202663,0.3628204,0.464,192.0370609,0.1257586881,0.000366,2.384516032,48.1499977,0,-3.68419218,0.8171955,0.0589701422,8.837036,0.00340256654,0.5342455,0.340256654,0.464,191.4771705,-0.7581636575,0.000366,4.762416524,48.1499977,0,-3.51956439,0.816017032,0.0589550436,8.097906,0.0035366856,0.5549913,0.35366856,0.464,191.5255929,0.1341057113,0.000366,4.551701706,48.1499977,0,0,0.918994,0.0589702129,13.7516384,0.00339776231,0.5335474,0.339776231,0.464,190.9551121,-0.7666884667,0.000366,6.974581051,48.1499977,0,0,0.9177934,0.0589548051
18724,18.7230015,5.097588339,-0.1254261455,0.02913266001,0.06283185,0.45,3.317323597,5.245776578,4.219275107,7.56615944,12.158773,21.8943309,0.5548643,0.00363468239,0.464,0.464,0.3470148761,0.3455761893,0.5794094617,0.578548963,0.09577311,3.303119,0.00363468239,0.5548643,0.363468239,0.464,192.0367279,0.1331159702,0.000366,2.385881446,48.1499977,0,-3.68419218,0.817195356,0.05897014,8.855654,0.00340877846,0.533888757,0.340877846,0.464,191.4762374,-0.751596458,0.000366,4.7663294,48.1499977,0,-3.51956439,0.816018939,0.0589550026,8.117978,0.00354339834,0.554653,0.354339834,0.464,191.5250054,0.1414659089,0.000366,4.554145361,48.1499977,0,0,0.9189921,0.058970198,13.7763529,0.00340412045,0.53319025,0.340412045,0.464,190.9538659,-0.7601961315,0.000366,6.979821137,48.1499977,0,0,0.917793632,0.0589547977
18725,18.724,5.101575471,-0.1254956339,0.0291324417,0.06283185,0.45,3.323355987,5.254325289,4.212652541,7.560417551,12.12887,21.861467,0.554521441,0.00363810034,0.464,0.464,0.3473244038,0.3458330381,0.5795948943,0.5787024194,0.09577894,3.282895,0.00363810034,0.554521441,0.363810034,0.464,192.037751,0.1410283486,0.000366,2.381497142,48.1499977,0,-3.68419218,0.817195058,0.05896982,8.845975,0.003412063,0.5335283,0.3412063,0.464,191.4763903,-0.7444479835,0.000366,4.765637212,48.1499977,0,-3.51956439,0.8160175,0.0589546971,8.097695,0.00354604935,0.554309249,0.354604935,0.464,191.5259259,0.1492728039,0.000366,4.550196564,48.1499977,0,0,0.9189936,0.0589698665,13.763772,0.00340672233,0.53282845,0.340672233,0.464,190.954045,-0.7531308043,0.000366,6.979018534,48.1499977,0,0,0.9177939,0.05895447
18726,18.725,5.105573572,-0.125579223,0.02916238695,0.06283185,0.45,3.327643025,5.261241184,4.236830488,7.591654598,12.178088,21.916787,0.5541828,0.00364402635,0.464,0.464,0.3479060496,0.3463853802,0.5799436346,0.5790326689,0.095783256,3.304473,0.00364402635,0.5541828,0.364402635,0.464,192.0369457,0.1487972197,0.000366,2.384861215,48.1499977,0,-3.68419218,0.8171943,0.0589700267,8.873615,0.00341762835,0.533171356,0.341762835,0.464,191.4748698,-0.7375086094,0.000366,4.772037092,48.1499977,0,-3.51956439,0.8160208,0.05895488,8.122257,0.0035517714,0.5539701,0.35517714,0.464,191.5249028,0.1569546363,0.000366,4.554484131,48.1499977,0,0,0.9189902,0.05897014,13.79453,0.00341208768,0.532470763,0.341208768,0.464,190.9523569,-0.7461753278,0.000366,6.986128278,48.1499977,0,0,0.917794645,0.0589546822
18727,18.7260017,5.109553977,-0.125639837,0.02915179417,0.06283185,0.45,3.334288724,5.27082059,4.216554714,7.568389682,12.11238059,21.8391198,0.5538387,0.00364655745,0.464,0.464,0.3481194042,0.3465519559,0.5800716504,0.5791323321,0.095783256,3.26633859,0.00364655745,0.5538387,0.364655745,0.464,192.0387993,0.156615972,0.000366,2.376958731,48.1499977,0,-3.68419218,0.8171943,0.0589696579,8.846042,0.00342013477,0.532809138,0.342013477,0.464,191.4757902,-0.7305635384,0.000366,4.768093642,48.1499977,0,-3.51956439,0.8160208,0.0589545444,8.076579,0.00355355651,0.5536253,0.355355651,0.464,191.5270914,0.164502013,0.000366,4.545163401,48.1499977,0,0,0.9189902,0.0589697473,13.7625408,0.00341385487,0.5321076,0.341385487,0.464,190.9534691,-0.7395016323,0.000366,6.981374489,48.1499977,0,0,0.917794645,0.058954332
18728,18.7270012,5.113540414,-0.1257147042,0.02915967518,0.06283185,0.45,3.339052236,5.278163764,4.237627993,7.598890681,12.14358973,21.8733439,0.553502858,0.0036551368,0.464,0.464,0.3489600758,0.3474041608,0.5805765535,0.5796426925,0.09578671,3.27891421,0.0036551368,0.553502858,0.36551368,0.464,192.0388757,0.1657749747,0.000366,2.376577993,48.1499977,0,-3.68419218,0.817193449,0.0589694269,8.86467552,0.00342837139,0.5324548,0.342837139,0.464,191.4751253,-0.7223773814,0.000366,4.770860531,48.1499977,0,-3.51956439,0.8160199,0.0589543171,8.090588,0.00356235425,0.553289831,0.356235425,0.464,191.5272171,0.1732468162,0.000366,4.544576681,48.1499977,0,0,0.918991148,0.05896952,13.7827559,0.00342220138,0.5317529,0.342220138,0.464,190.9527789,-0.7315514863,0.000366,6.984249337,48.1499977,0,0,0.9177954,0.0589541234
18729,18.728,5.117533326,-0.1257947291,0.02918477226,0.06283185,0.45,3.343938093,5.285268962,4.254100972,7.617044795,12.17642233,21.9017818,0.553162,0.003659333,0.464,0.464,0.3493719959,0.3477819688,0.5808242346,0.5798692075,0.09578671,3.29304433,0.003659333,0.553162,0.3659333,0.464,192.0380966,0.1745042366,0.000366,2.379825176,48.1499977,0,-3.68419218,0.817193449,0.0589695536,8.883378,0.00343232765,0.5320957,0.343232765,0.464,191.4737451,-0.7145244114,0.000366,4.776660148,48.1499977,0,-3.51956439,0.8160199,0.0589543767,8.103195,0.003566265,0.5529488,0.3566265,0.464,191.5265395,0.1816981761,0.000366,4.547395172,48.1499977,0,0,0.918991148,0.05896962,13.7985868,0.00342588034,0.5313931,0.342588034,0.464,190.9515652,-0.7238429872,0.000366,6.989344324,48.1499977,0,0,0.9177954,0.0589541569
18730,18.729,5.121512209,-0.125856165,0.02917774902,0.06283185,0.45,3.350146424,5.294749736,4.235283543,7.603714005,12.11516924,21.8495095,0.552818239,0.00366193173,0.464,0.464,0.3495851737,0.3480038765,0.5809524883,0.5800023259,0.09578293,3.25491524,0.00366193173,0.552818239,0.366193173,0.464,192.0399365,0.1839073504,0.000366,2.371970548,48.1499977,0,-3.68419218,0.8171962,0.0589691661,8.860254,0.00343484036,0.531734169,0.343484036,0.464,191.4744865,-0.7060403951,0.000366,4.773465926,48.1499977,0,-3.51956439,0.8160173,0.0589540079,8.069485,0.00356857618,0.5526051,0.356857618,0.464,191.5281878,0.19087749,0.000366,4.540353954,48.1499977,0,0,0.918993652,0.0589692481,13.7800245,0.00342819188,0.5310314,0.342819188,0.464,190.952114,-0.71562504,0.000366,6.986968211,48.1499977,0,0,0.917792559,0.0589538142
18731,18.7300014,5.125501223,-0.1259357643,0.02919916115,0.06283185,0.45,3.354460526,5.301743224,4.263757225,7.637379469,12.16883984,21.8972573,0.5524825,0.003670029,0.464,0.464,0.3503832149,0.3487824692,0.5814330549,0.580469819,0.09577843,3.27948284,0.003670029,0.5524825,0.3670029,0.464,192.0393365,0.1931962831,0.000366,2.374455485,48.1499977,0,-3.68419218,0.817195833,0.0589690655,8.889357,0.00344251841,0.5313796,0.344251841,0.464,191.473144,-0.6976018074,0.000366,4.779102168,48.1499977,0,-3.51956439,0.816017747,0.0589538924,8.091022,0.00357655343,0.552268445,0.357655343,0.464,191.5276768,0.1998700273,0.000366,4.542463561,48.1499977,0,0,0.918993354,0.0589691252,13.8062353,0.003435826,0.5306756,0.3435826,0.464,190.950849,-0.7074731495,0.000366,6.992277873,48.1499977,0,0,0.9177929,0.0589536726
18732,18.731,5.129491175,-0.1260119646,0.02922415251,0.06283185,0.45,3.359499762,5.309722162,4.267114773,7.645960102,12.1703896,21.9078355,0.55213964,0.00367242238,0.464,0.464,0.350614476,0.3490057291,0.5815724467,0.580603995,0.09577843,3.2757206,0.00367242238,0.55213964,0.367242238,0.464,192.0392757,0.2032438009,0.000366,2.374650519,48.1499977,0,-3.68419218,0.817195833,0.05896917,8.894669,0.00344490819,0.531018436,0.344490819,0.464,191.4722361,-0.688469886,0.000366,4.782892639,48.1499977,0,-3.51956439,0.816017747,0.0589539669,8.091703,0.003578917,0.5519255,0.3578917,0.464,191.5273951,0.2095615219,0.000366,4.543597069,48.1499977,0,0,0.918993354,0.0589692444,13.8161325,0.00343801477,0.5303139,0.343801477,0.464,190.9497368,-0.6986284378,0.000366,6.996935395,48.1499977,0,0,0.9177929,0.0589537546
18733,18.732,5.133465546,-0.1260711737,0.0292153828,0.06283185,0.45,3.365915546,5.319173984,4.251105442,7.632362065,12.112101,21.8466117,0.551798,0.00367663312,0.464,0.464,0.3509800193,0.3493613641,0.5817928961,0.5808178396,0.09576506,3.240556,0.00367663312,0.551798,0.367663312,0.464,192.041279,0.2130997603,0.000366,2.366100866,48.1499977,0,-3.68419218,0.8171944,0.0589687638,8.871545,0.00344886025,0.5306584,0.344886025,0.464,191.4731817,-0.679368291,0.000366,4.778829317,48.1499977,0,-3.51956439,0.8160166,0.05895359,8.055,0.00358264544,0.5515831,0.358264544,0.464,191.5294026,0.2191754806,0.000366,4.535031168,48.1499977,0,0,0.9189944,0.0589688532,13.7916117,0.00344161456,0.529952765,0.344161456,0.464,190.9506573,-0.6898517468,0.000366,6.992980582,48.1499977,0,0,0.917794466,0.0589534
18734,18.7330017,5.137451445,-0.1261487065,0.02923650361,0.06283185,0.45,3.370257901,5.326055368,4.28056106,7.668245574,12.16722565,21.8973695,0.551463,0.00368494517,0.464,0.464,0.3518107729,0.3501902625,0.5822944443,0.5813167983,0.09575653,3.26656365,0.00368494517,0.551463,0.368494517,0.464,192.0406371,0.2238749271,0.000366,2.368754075,48.1499977,0,-3.68419218,0.817193,0.05896876,8.900662,0.003456878,0.5303046,0.3456878,0.464,191.4719167,-0.6696192423,0.000366,4.784129071,48.1499977,0,-3.51956439,0.816017449,0.0589535646,8.078005,0.00359113631,0.5512477,0.359113631,0.464,191.5289418,0.2296240842,0.000366,4.536918754,48.1499977,0,0,0.918993652,0.0589688346,13.8193645,0.00344974175,0.5295982,0.344974175,0.464,190.9494572,-0.6803985079,0.000366,6.998007061,48.1499977,0,0,0.917795956,0.05895335
18735,18.7340012,5.141432235,-0.1262177524,0.0292465018,0.06283185,0.45,3.375850908,5.334580855,4.276573909,7.667656865,12.14632064,21.879512,0.5511204,0.00368809723,0.464,0.464,0.3520880138,0.3504491721,0.5824619897,0.5814728043,0.09574753,3.25082064,0.00368809723,0.5511204,0.368809723,0.464,192.041279,0.2342080565,0.000366,2.365969923,48.1499977,0,-3.68419218,0.817194462,0.0589686148,8.8955,0.0034597714,0.529944062,0.34597714,0.464,191.4716863,-0.6600641431,0.000366,4.785045998,48.1499977,0,-3.51956439,0.8160184,0.0589534,8.063712,0.00359384483,0.550905347,0.359384483,0.464,191.5295691,0.2396965853,0.000366,4.534198341,48.1499977,0,0,0.91899246,0.0589686781,13.8158,0.00345234,0.529237151,0.345234,0.464,190.9491431,-0.6711492459,0.000366,6.999280867,48.1499977,0,0,0.9177945,0.0589531921
18736,18.735,5.145412693,-0.1262881043,0.02926012717,0.06283185,0.45,3.380934617,5.34262321,4.284904611,7.681295094,12.15228041,21.88548,0.550781369,0.00369352172,0.464,0.464,0.3526008672,0.3509767706,0.5827721438,0.5817909363,0.09573808,3.24851441,0.00369352172,0.550781369,0.369352172,0.464,192.0416759,0.2459383685,0.000366,2.364215427,48.1499977,0,-3.68419218,0.8171926,0.0589684,8.903766,0.003464892,0.5295867,0.3464892,0.464,191.4711114,-0.6492969055,0.000366,4.78741527,48.1499977,0,-3.51956439,0.816020548,0.0589531846,8.062831,0.003599225,0.550565958,0.3599225,0.464,191.5298885,0.2511618408,0.000366,4.532773848,48.1499977,0,0,0.9189905,0.0589684732,13.822649,0.00345758675,0.528878868,0.345758675,0.464,190.9486195,-0.660814433,0.000366,7.001435395,48.1499977,0,0,0.9177964,0.05895298
