scan_index,bag_time,time,finite_count,min_range,max_range,angle_min,angle_max,angle_increment,range_min,range_max,odom_index,odom_dt
0,1788886603.6637094,1788886603.6637094,1031,0.8600335717201233,9.803159713745117,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,0,0.0
1,1788886603.9401903,1788886603.9401903,1031,0.8600525856018066,9.803022384643555,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,1,0.0
2,1788886603.9640627,1788886603.9640627,1031,0.8600555062294006,9.80299186706543,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,2,0.0
3,1788886604.0145829,1788886604.0145829,1031,0.860059380531311,9.802928924560547,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,3,0.0
4,1788886604.0648,1788886604.0648,1031,0.860059380531311,9.80296802520752,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,4,0.0
5,1788886604.1147223,1788886604.1147223,1031,0.860059380531311,9.802968978881836,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,5,0.0
6,1788886604.1646483,1788886604.1646483,1031,0.860059380531311,9.802983283996582,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,6,0.0
7,1788886604.2137418,1788886604.2137418,1031,0.860059380531311,9.80296802520752,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,7,0.0
8,1788886604.2649593,1788886604.2649593,1031,0.860059380531311,9.802983283996582,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,8,0.0
9,1788886604.314617,1788886604.314617,1031,0.860059380531311,9.802968978881836,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,9,0.0
10,1788886604.3640535,1788886604.3640535,1031,0.860059380531311,9.802996635437012,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,10,0.0
11,1788886604.41475,1788886604.41475,1031,0.860059380531311,9.802995681762695,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,11,0.0
12,1788886604.464705,1788886604.464705,1031,0.8600640892982483,9.80294132232666,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,12,0.0
13,1788886604.514546,1788886604.514546,1031,0.8600689172744751,9.802886009216309,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,13,0.0
14,1788886604.564414,1788886604.564414,1031,0.8600754737854004,9.802835464477539,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,14,0.0
15,1788886604.613889,1788886604.613889,1031,0.8600813150405884,9.802842140197754,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,15,0.0
16,1788886604.6647682,1788886604.6647682,1031,0.8600860238075256,9.802813529968262,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,16,0.0
17,1788886604.713815,1788886604.713815,1031,0.8600897789001465,9.802791595458984,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,17,0.0
18,1788886604.7638423,1788886604.7638423,1031,0.8600897789001465,9.802818298339844,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,18,0.0
19,1788886604.813753,1788886604.813753,1031,0.8600897789001465,9.802791595458984,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,19,0.0
20,1788886604.8640785,1788886604.8640785,1031,0.8600897789001465,9.802818298339844,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,20,0.0
21,1788886604.9147632,1788886604.9147632,1031,0.8600897789001465,9.802818298339844,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,21,0.0
22,1788886604.9640834,1788886604.9640834,1031,0.8600897789001465,9.802818298339844,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,22,0.0
23,1788886605.013915,1788886605.013915,1031,0.8600897789001465,9.802818298339844,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,23,0.0
24,1788886605.0644329,1788886605.0644329,1031,0.8600897789001465,9.802791595458984,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,24,0.0
25,1788886605.1140847,1788886605.1140847,1031,0.8600897789001465,9.802818298339844,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,25,0.0
26,1788886605.1644795,1788886605.1644795,1031,0.8600907921791077,9.802852630615234,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,26,0.0
27,1788886605.2156484,1788886605.2156484,1031,0.8600937128067017,9.80276870727539,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,27,0.0
28,1788886605.264388,1788886605.264388,1032,0.860301673412323,9.991708755493164,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,28,0.0
29,1788886605.3143013,1788886605.3143013,1031,0.862232506275177,9.800033569335938,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,29,0.0
30,1788886605.3639104,1788886605.3639104,1032,0.8650087118148804,9.984099388122559,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,30,0.0
31,1788886605.4144502,1788886605.4144502,1032,0.8679383993148804,9.942692756652832,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,31,0.0
32,1788886605.464317,1788886605.464317,1031,0.8709967136383057,9.837031364440918,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,32,0.0
33,1788886605.514289,1788886605.514289,1031,0.8741834163665771,9.763276100158691,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,33,0.0
34,1788886605.5641806,1788886605.5641806,1032,0.8774957060813904,9.940594673156738,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,34,0.0
