bag_time,time,x,y,z,yaw,vx,vy,vz,wx,wy,wz
1788886603.937192,1788886603.6637094,0.8006,3.1583,0.0592,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
1788886603.9528904,1788886603.9401903,0.8006,3.1583,0.0592,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0001,0.0
1788886604.0121205,1788886603.9640627,0.8006,3.1583,0.0592,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0001,0.0
1788886604.0632217,1788886604.0145829,0.8006,3.1583,0.0592,-1.5707963267948966,0.0,0.0,0.0001,0.0,0.0,0.0
1788886604.1129725,1788886604.0648,0.8006,3.1583,0.0592,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
1788886604.1621852,1788886604.1147223,0.8006,3.1583,0.0592,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
1788886604.212435,1788886604.1646483,0.8006,3.1583,0.0592,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
1788886604.263451,1788886604.2137418,0.8006,3.1583,0.0592,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
1788886604.3130982,1788886604.2649593,0.8006,3.1583,0.0592,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
1788886604.3615203,1788886604.314617,0.8006,3.1583,0.0592,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
1788886604.4124787,1788886604.3640535,0.8006,3.1583,0.0592,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
1788886604.461411,1788886604.41475,0.8006,3.1583,0.0592,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0001,0.0
1788886604.5120957,1788886604.464705,0.8006,3.1583,0.0592,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0001,0.0
1788886604.562654,1788886604.514546,0.8006,3.1583,0.0592,-1.5707963267948966,0.0,0.0,0.0001,0.0,0.0,0.0
1788886604.6127095,1788886604.564414,0.8006,3.1583,0.0592,-1.5707963267948966,0.0,0.0,0.0001,0.0,0.0001,0.0
1788886604.6614633,1788886604.613889,0.8006,3.1583,0.0592,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0001,0.0
1788886604.7123144,1788886604.6647682,0.8006,3.1583,0.0592,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0001,0.0
1788886604.7604067,1788886604.713815,0.8006,3.1583,0.0592,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0001,0.0
1788886604.8119967,1788886604.7638423,0.8006,3.1583,0.0592,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
1788886604.8600485,1788886604.813753,0.8006,3.1583,0.0592,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
1788886604.9113863,1788886604.8640785,0.8006,3.1583,0.0592,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
1788886604.9616706,1788886604.9147632,0.8006,3.1583,0.0592,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
1788886605.0104468,1788886604.9640834,0.8006,3.1583,0.0592,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
1788886605.0615773,1788886605.013915,0.8006,3.1583,0.0592,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
1788886605.1115773,1788886605.0644329,0.8006,3.1583,0.0592,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
1788886605.1605928,1788886605.1140847,0.8006,3.1583,0.0592,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0
