bag_time,time,x,y,z,yaw,vx,vy,vz,wx,wy,wz
1788892287.573271,1788892287.5223484,-0.6936,-9.7657,0.0591,-2.3139058067195615,0.1925,-0.0334,0.006,0.0065,0.0007,-0.207
1788892287.6237109,1788892287.5747957,-0.7009,-9.7734,0.0591,-2.325277052046699,0.1925,-0.0334,0.006,0.0065,0.0006,-0.207
1788892287.6745846,1788892287.62533,-0.7077,-9.7805,0.0591,-2.335861035306618,0.1925,-0.0334,0.006,0.0065,0.0005,-0.207
1788892287.7245078,1788892287.6757443,-0.7145,-9.7875,0.0591,-2.346524190886606,0.1925,-0.0334,0.006,0.0065,0.0004,-0.207
1788892287.7750432,1788892287.726052,-0.7214,-9.7943,0.0592,-2.3567420218308013,0.1925,-0.0334,0.006,0.0065,0.0003,-0.207
1788892287.826464,1788892287.7763188,-0.7282,-9.801,0.0592,-2.3670667686328013,0.1925,-0.0334,0.006,0.0064,0.0003,-0.207
1788892287.8976302,1788892287.8469372,-0.7377,-9.81,0.0592,-2.3813299083231185,0.1925,-0.0334,0.006,0.0064,0.0002,-0.207
1788892287.9476874,1788892287.898897,-0.7453,-9.8171,0.0592,-2.3922873331460073,0.1925,-0.0334,0.006,0.0064,0.0002,-0.207
1788892287.9991155,1788892287.9488518,-0.7525,-9.8236,0.0592,-2.4027994625117675,0.1925,-0.0334,0.006,0.0065,0.0002,-0.207
1788892288.0507264,1788892288.0008054,-0.7601,-9.8304,0.0592,-2.4137585447968886,0.1925,-0.0334,0.006,0.0064,0.0001,-0.207
1788892288.1206484,1788892288.0720456,-0.7703,-9.8392,0.0592,-2.4282507971976783,0.1925,-0.0334,0.006,0.0064,0.0001,-0.207
1788892288.1715457,1788892288.1217213,-0.7773,-9.8452,0.0592,-2.4381290463541423,0.1925,-0.0334,0.006,0.0065,0.0001,-0.207
1788892288.2221117,1788892288.1729531,-0.7852,-9.8517,0.0592,-2.449133224268098,0.1914,-0.0334,0.0059,0.0065,0.0028,-0.2072
1788892288.2716177,1788892288.2234302,-0.7921,-9.8573,0.0592,-2.4595752344966324,0.1682,-0.0324,0.0053,0.0073,0.0014,-0.2005
1788892288.321778,1788892288.272767,-0.7985,-9.8624,0.0592,-2.469316537167277,0.1668,-0.0321,0.0052,0.0064,-0.0015,-0.199
1788892288.3719273,1788892288.3227699,-0.8051,-9.8675,0.0592,-2.4793122213017607,0.1667,-0.0321,0.0052,0.0063,-0.0014,-0.1989
1788892288.4245572,1788892288.373041,-0.8119,-9.8726,0.0592,-2.4894317304312477,0.1667,-0.0321,0.0052,0.0063,-0.0011,-0.1989
1788892288.4759703,1788892288.4258552,-0.819,-9.8779,0.0592,-2.4999944945938144,0.1667,-0.0321,0.0052,0.0063,-0.0008,-0.1989
1788892288.5467987,1788892288.4974332,-0.8285,-9.8849,0.0592,-2.5142904285814867,0.1667,-0.0321,0.0052,0.0062,-0.0006,-0.1989
1788892288.5974996,1788892288.547878,-0.8353,-9.8897,0.0592,-2.5241611612723576,0.1667,-0.0321,0.0052,0.0062,-0.0004,-0.1989
1788892288.647625,1788892288.5987508,-0.8423,-9.8945,0.0592,-2.5342189014803838,0.1668,-0.0321,0.0052,0.0062,-0.0003,-0.1989
1788892288.6977441,1788892288.6492152,-0.8494,-9.8993,0.0592,-2.54446884552069,0.1668,-0.0321,0.0052,0.0062,-0.0002,-0.1989
1788892288.7473676,1788892288.6991022,-0.8562,-9.9038,0.0592,-2.554144402539192,0.1668,-0.0321,0.0052,0.0062,-0.0001,-0.1989
1788892288.796336,1788892288.7486246,-0.863,-9.9082,0.0592,-2.5647798399507855,0.165,-0.035,0.0051,0.0071,0.0,-0.2171
1788892288.8471556,1788892288.7973142,-0.8695,-9.9124,0.0592,-2.5749724158742215,0.165,-0.035,0.0051,0.0071,-0.0001,-0.217
1788892288.8981352,1788892288.848292,-0.877,-9.917,0.0592,-2.5864296817753236,0.165,-0.035,0.0051,0.007,-0.0001,-0.217
1788892288.9475095,1788892288.8993604,-0.8842,-9.9213,0.0592,-2.597446247938689,0.165,-0.035,0.0051,0.007,0.0,-0.217
1788892288.999779,1788892288.9487073,-0.8912,-9.9254,0.0592,-2.6082174471182786,0.165,-0.035,0.0051,0.0069,0.0,-0.217
1788892289.0496194,1788892289.0011127,-0.8989,-9.9299,0.0592,-2.619868544787909,0.165,-0.035,0.0051,0.0069,0.0,-0.2171
1788892289.1005213,1788892289.050852,-0.906,-9.9338,0.0592,-2.6316068976754794,0.163,-0.0379,0.0051,0.0078,0.0001,-0.2352
1788892289.171873,1788892289.121828,-0.9158,-9.9391,0.0592,-2.647520482451644,0.163,-0.0379,0.0051,0.0077,0.0,-0.2351
1788892289.222466,1788892289.173414,-0.9236,-9.9432,0.0592,-2.660327842792849,0.163,-0.0379,0.0051,0.0076,0.0,-0.2351
1788892289.2726665,1788892289.2239573,-0.9309,-9.9469,0.0592,-2.6720208323110466,0.163,-0.0379,0.0051,0.0076,0.0,-0.2351
1788892289.3223379,1788892289.2740784,-0.9383,-9.9505,0.0592,-2.6839555182008725,0.163,-0.0379,0.0051,0.0075,0.0001,-0.2351
1788892289.3717067,1788892289.3234727,-0.9456,-9.9539,0.0592,-2.6954539422454813,0.163,-0.0379,0.0051,0.0075,0.0001,-0.2351
1788892289.4226515,1788892289.3728416,-0.9528,-9.9573,0.0592,-2.7069523507106354,0.1661,-0.0335,0.0052,0.0436,-0.0075,-0.2004
1788892289.4725776,1788892289.4239247,-0.9614,-9.9611,0.0591,-2.7171898834844224,0.1909,-0.033,0.0058,0.0048,-0.0013,-0.2054
1788892289.5214024,1788892289.4739583,-0.9694,-9.9647,0.0592,-2.727389434066899,0.1685,-0.0324,0.0053,0.0068,0.0038,-0.2006
1788892289.573324,1788892289.5228279,-0.9777,-9.9682,0.0591,-2.737197333167882,0.1908,-0.033,0.0058,0.0049,-0.002,-0.2053
1788892289.6233234,1788892289.5746224,-0.9871,-9.9721,0.0591,-2.748219529015096,0.1925,-0.0333,0.0059,0.006,0.0015,-0.2069
1788892289.6723917,1788892289.6245556,-0.9959,-9.9756,0.0591,-2.7582247023369124,0.1926,-0.0334,0.0059,0.0061,0.0014,-0.207
1788892289.723474,1788892289.6735125,-1.0047,-9.9791,0.0591,-2.7683848062761083,0.1926,-0.0334,0.0059,0.0062,0.0011,-0.207
1788892289.7756724,1788892289.7251155,-1.014,-9.9826,0.0591,-2.779172802665602,0.1925,-0.0334,0.006,0.0062,0.0009,-0.207
1788892289.8467462,1788892289.7972069,-1.027,-9.9873,0.0591,-2.7923939662002955,0.1942,-0.03,0.006,0.0053,0.0007,-0.1862
1788892289.8983965,1788892289.84786,-1.0365,-9.9907,0.0591,-2.8021260528631897,0.1942,-0.03,0.006,0.0054,0.0006,-0.1862
1788892289.9484835,1788892289.8997512,-1.0461,-9.9939,0.0591,-2.811859069270688,0.1942,-0.03,0.006,0.0055,0.0005,-0.1862
1788892289.9998007,1788892289.9497313,-1.0553,-9.997,0.0591,-2.8212001038349923,0.1942,-0.03,0.006,0.0056,0.0004,-0.1862
1788892290.0493548,1788892290.001287,-1.0647,-10.0,0.0591,-2.8307036852563296,0.1941,-0.03,0.006,0.0056,0.0003,-0.1862
1788892290.0982552,1788892290.0504992,-1.0738,-10.0029,0.0592,-2.8398123329344855,0.1941,-0.03,0.006,0.0057,0.0003,-0.1862
1788892290.14835,1788892290.0996566,-1.0827,-10.0055,0.0592,-2.848725429072024,0.1941,-0.03,0.006,0.0057,0.0002,-0.1862
1788892290.1988494,1788892290.1499815,-1.0924,-10.0083,0.0592,-2.858427182154037,0.1941,-0.03,0.006,0.0057,0.0002,-0.1862
1788892290.2491848,1788892290.2007089,-1.102,-10.011,0.0592,-2.8679031452421713,0.1941,-0.03,0.006,0.0057,0.0002,-0.1862
1788892290.2991939,1788892290.2502294,-1.1111,-10.0135,0.0592,-2.87698640997244,0.1941,-0.03,0.006,0.0057,0.0001,-0.1862
1788892290.3492239,1788892290.3003948,-1.1205,-10.0159,0.0592,-2.8862650084642087,0.1941,-0.03,0.0061,0.0058,0.0001,-0.1862
