bag_time,time,status,level,closest_point_dist_m,command_speed_mps,command_steering_rad,drivable_gap_count,emergency_stop,forward_clearance_m,gap_0_deepest_angle,gap_0_end_angle,gap_0_max_clearance,gap_0_mean_clearance,gap_0_score,gap_0_start_angle,gap_0_weighted_center,gap_0_width,gap_1_deepest_angle,gap_1_end_angle,gap_1_max_clearance,gap_1_mean_clearance,gap_1_score,gap_1_start_angle,gap_1_weighted_center,gap_1_width,no_path,rate_limited_steering,raw_steering,raw_target_angle,selected_gap_deepest_angle,selected_gap_end_angle,selected_gap_max_clearance,selected_gap_mean_clearance,selected_gap_score,selected_gap_start_angle,selected_gap_weighted_center,selected_gap_width,smoothed_target_angle,source_stamp_s,trajectory_collision_free,trajectory_free_distance_m,trajectory_min_clearance_m
1788892287.5854328,1788892287.5852513,gap_selected,b'\x00',0.339629,0.190000,-0.349067,1.000000,0.000000,1.500000,-0.837754,1.474808,2.922958,2.048384,12.532260,-1.217363,0.128395,2.692170,,,,,,,,,0.000000,-0.349067,-0.349067,-0.354679,-0.837754,1.474808,2.922958,2.048384,12.532260,-1.217363,0.128395,2.692170,-0.354679,1788892287.522348,1.000000,1.500000,0.065930
1788892287.6355555,1788892287.6353962,gap_selected,b'\x00',0.338255,0.190000,-0.349067,1.000000,0.000000,1.500000,-0.837754,1.474808,2.927379,2.049452,12.564389,-1.217363,0.131329,2.692170,,,,,,,,,0.000000,-0.349067,-0.349067,-0.353212,-0.837754,1.474808,2.927379,2.049452,12.564389,-1.217363,0.131329,2.692170,-0.353212,1788892287.574796,1.000000,1.500000,0.065828
1788892287.6859524,1788892287.6857595,gap_selected,b'\x00',0.336774,0.190000,-0.349067,1.000000,0.000000,1.500000,-0.837754,1.474808,2.932168,2.048113,12.618987,-1.221726,0.133977,2.696534,,,,,,,,,0.000000,-0.349067,-0.349067,-0.351888,-0.837754,1.474808,2.932168,2.048113,12.618987,-1.221726,0.133977,2.696534,-0.351888,1788892287.625330,1.000000,1.500000,0.065826
1788892287.7362273,1788892287.7360666,gap_selected,b'\x00',0.335189,0.190000,-0.349067,1.000000,0.000000,1.500000,-0.837754,1.474808,2.937330,2.049106,12.655926,-1.221726,0.136823,2.696534,,,,,,,,,0.000000,-0.349067,-0.349067,-0.350465,-0.837754,1.474808,2.937330,2.049106,12.655926,-1.221726,0.136823,2.696534,-0.350465,1788892287.675744,1.000000,1.500000,0.066150
1788892287.7857926,1788892287.7856455,gap_selected,b'\x00',0.333503,0.190000,-0.349067,1.000000,0.000000,1.500000,-0.842117,1.474808,2.950194,2.054076,12.734256,-1.221726,0.137338,2.696534,,,,,,,,,0.000000,-0.349067,-0.349067,-0.352389,-0.842117,1.474808,2.950194,2.054076,12.734256,-1.221726,0.137338,2.696534,-0.352389,1788892287.726052,1.000000,1.500000,0.066449
1788892287.8381076,1788892287.837833,gap_selected,b'\x00',0.331715,0.190000,-0.349067,1.000000,0.000000,1.500000,-0.846480,1.474808,2.963927,2.056498,12.838730,-1.226089,0.137578,2.700897,,,,,,,,,0.000000,-0.349067,-0.349067,-0.354451,-0.846480,1.474808,2.963927,2.056498,12.838730,-1.226089,0.137578,2.700897,-0.354451,1788892287.776319,1.000000,1.500000,0.066716
1788892287.908916,1788892287.9087644,gap_selected,b'\x00',0.328838,0.190000,-0.349067,1.000000,0.000000,1.500000,-0.850843,1.479171,2.982178,2.061429,12.976301,-1.226089,0.140301,2.705260,,,,,,,,,0.000000,-0.349067,-0.349067,-0.355271,-0.850843,1.479171,2.982178,2.061429,12.976301,-1.226089,0.140301,2.705260,-0.355271,1788892287.846937,1.000000,1.500000,0.066849
1788892287.9585016,1788892287.9583192,gap_selected,b'\x00',0.326793,0.190000,-0.349067,1.000000,0.000000,1.500000,-0.855207,1.479171,2.998051,2.066454,13.074575,-1.226089,0.140485,2.705260,,,,,,,,,0.000000,-0.349067,-0.349067,-0.357361,-0.855207,1.479171,2.998051,2.066454,13.074575,-1.226089,0.140485,2.705260,-0.357361,1788892287.898897,1.000000,1.500000,0.066671
1788892288.0106642,1788892288.0104985,gap_selected,b'\x00',0.324648,0.190000,-0.349067,1.000000,0.000000,1.500000,-0.859570,1.479171,3.014891,2.068677,13.200373,-1.230453,0.140468,2.709624,,,,,,,,,0.000000,-0.349067,-0.349067,-0.359551,-0.859570,1.479171,3.014891,2.068677,13.200373,-1.230453,0.140468,2.709624,-0.359551,1788892287.948852,1.000000,1.500000,0.067014
1788892288.0621223,1788892288.0619843,gap_selected,b'\x00',0.322400,0.190000,-0.349067,1.000000,0.000000,1.500000,-0.863933,1.479171,3.032734,2.073762,13.311872,-1.230453,0.140432,2.709624,,,,,,,,,0.000000,-0.349067,-0.349067,-0.361751,-0.863933,1.479171,3.032734,2.073762,13.311872,-1.230453,0.140432,2.709624,-0.361751,1788892288.000805,1.000000,1.500000,0.066996
