scan_index,bag_time,time,finite_count,min_range,max_range,angle_min,angle_max,angle_increment,range_min,range_max,odom_index,odom_dt
0,1788892287.5223484,1788892287.5223484,1081,0.3396289050579071,3.8371119499206543,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,0,0.0
1,1788892287.5747957,1788892287.5747957,1081,0.3382551074028015,3.8834550380706787,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,1,0.0
2,1788892287.62533,1788892287.62533,1081,0.3367742896080017,3.9130020141601562,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,2,0.0
3,1788892287.6757443,1788892287.6757443,1081,0.33518850803375244,3.9633870124816895,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,3,0.0
4,1788892287.726052,1788892287.726052,1081,0.3335025906562805,4.016373157501221,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,4,0.0
5,1788892287.7763188,1788892287.7763188,1081,0.3317149877548218,4.072127819061279,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,5,0.0
6,1788892287.8469372,1788892287.8469372,1081,0.3288381099700928,4.149802207946777,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,6,0.0
7,1788892287.898897,1788892287.898897,1081,0.3267928957939148,4.212728977203369,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,7,0.0
8,1788892287.9488518,1788892287.9488518,1081,0.3246476948261261,4.27906608581543,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,8,0.0
9,1788892288.0008054,1788892288.0008054,1081,0.32240021228790283,4.349053859710693,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,9,0.0
10,1788892288.0720456,1788892288.0720456,1081,0.31883659958839417,4.472264766693115,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,10,0.0
11,1788892288.1217213,1788892288.1217213,1081,0.316336989402771,4.549032211303711,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,11,0.0
12,1788892288.1729531,1788892288.1729531,1081,0.3137339949607849,4.660458087921143,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,12,0.0
13,1788892288.2234302,1788892288.2234302,1081,0.3110184073448181,4.748905181884766,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,13,0.0
14,1788892288.272767,1788892288.272767,1081,0.30830350518226624,4.840951919555664,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,14,0.0
15,1788892288.3227699,1788892288.3227699,1081,0.30551600456237793,4.9381818771362305,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,15,0.0
16,1788892288.373041,1788892288.373041,1081,0.3026506006717682,5.041172981262207,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,16,0.0
17,1788892288.4258552,1788892288.4258552,1081,0.2996962070465088,5.1231160163879395,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,17,0.0
18,1788892288.4974332,1788892288.4974332,1081,0.29513809084892273,5.247402191162109,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,18,0.0
19,1788892288.547878,1788892288.547878,1081,0.29218021035194397,5.32627010345459,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,19,0.0
20,1788892288.5987508,1788892288.5987508,1081,0.289446085691452,5.439568042755127,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,20,0.0
21,1788892288.6492152,1788892288.6492152,1081,0.2867802083492279,5.524392127990723,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,21,0.0
22,1788892288.6991022,1788892288.6991022,1081,0.28429341316223145,5.577898025512695,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,22,0.0
23,1788892288.7486246,1788892288.7486246,1081,0.2818470895290375,5.658275127410889,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,23,0.0
24,1788892288.7973142,1788892288.7973142,1081,0.27935120463371277,5.686528205871582,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,24,0.0
25,1788892288.848292,1788892288.848292,1081,0.27723440527915955,5.701509952545166,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,25,0.0
26,1788892288.8993604,1788892288.8993604,1081,0.2749950885772705,5.724946975708008,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,26,0.0
27,1788892288.9487073,1788892288.9487073,1081,0.27319470047950745,5.743165016174316,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,27,0.0
28,1788892289.0011127,1788892289.0011127,1081,0.27156269550323486,5.761923789978027,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,28,0.0
29,1788892289.050852,1788892289.050852,1081,0.2697080969810486,5.776572227478027,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,29,0.0
30,1788892289.121828,1788892289.121828,1081,0.2673209011554718,5.812273979187012,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,30,0.0
31,1788892289.173414,1788892289.173414,1081,0.2658882141113281,5.831820011138916,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,31,0.0
32,1788892289.2239573,1788892289.2239573,1081,0.2647917866706848,5.845086097717285,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,32,0.0
33,1788892289.2740784,1788892289.2740784,1081,0.26386749744415283,5.843052864074707,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,33,0.0
34,1788892289.3234727,1788892289.3234727,1081,0.26302310824394226,5.841003894805908,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,34,0.0
35,1788892289.3728416,1788892289.3728416,1081,0.2623637914657593,5.847118854522705,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,35,0.0
36,1788892289.4239247,1788892289.4239247,1081,0.26267820596694946,5.84996223449707,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,36,0.0
37,1788892289.4739583,1788892289.4739583,1081,0.2630822956562042,5.8450927734375,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,37,0.0
38,1788892289.5228279,1788892289.5228279,1081,0.2639335095882416,5.847990036010742,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,38,0.0
39,1788892289.5746224,1788892289.5746224,1081,0.26516568660736084,5.851366996765137,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,39,0.0
40,1788892289.6245556,1788892289.6245556,1081,0.266647607088089,5.854928970336914,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,40,0.0
41,1788892289.6735125,1788892289.6735125,1081,0.2683348059654236,5.858658790588379,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,41,0.0
42,1788892289.7251155,1788892289.7251155,1081,0.2699601948261261,5.862547874450684,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,42,0.0
43,1788892289.7972069,1788892289.7972069,1081,0.2726016044616699,5.8610920906066895,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,43,0.0
44,1788892289.84786,1788892289.84786,1081,0.27429071068763733,5.863149166107178,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,44,0.0
45,1788892289.8997512,1788892289.8997512,1081,0.2758817970752716,5.865299224853516,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,45,0.0
46,1788892289.9497313,1788892289.9497313,1081,0.2773840129375458,5.877530097961426,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,46,0.0
47,1788892290.001287,1788892290.001287,1081,0.27879178524017334,5.8800201416015625,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,47,0.0
48,1788892290.0504992,1788892290.0504992,1081,0.28010091185569763,5.879918098449707,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,48,0.0
49,1788892290.0996566,1788892290.0996566,1081,0.2813225984573364,5.879011154174805,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,49,0.0
50,1788892290.1499815,1788892290.1499815,1081,0.2824496924877167,5.878180980682373,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,50,0.0
51,1788892290.2007089,1788892290.2007089,1081,0.2834838926792145,5.877432823181152,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,51,0.0
52,1788892290.2502294,1788892290.2502294,1081,0.28442320227622986,5.876762866973877,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,52,0.0
53,1788892290.3003948,1788892290.3003948,1081,0.2852734923362732,5.876176834106445,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,53,0.0
54,1788892290.3503861,1788892290.3503861,1081,0.286024808883667,5.882486820220947,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,54,0.0
55,1788892290.3995857,1788892290.3995857,1081,0.2866831123828888,5.882194995880127,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,55,0.0
56,1788892290.449141,1788892290.449141,1081,0.2872511148452759,5.881990909576416,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,56,0.0
57,1788892290.498995,1788892290.498995,1081,0.2877258062362671,5.881871223449707,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,57,0.0
58,1788892290.5503037,1788892290.5503037,1081,0.2881036102771759,5.881831169128418,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,58,0.0
59,1788892290.599526,1788892290.599526,1081,0.28838878870010376,5.881877899169922,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,59,0.0
60,1788892290.6493888,1788892290.6493888,1081,0.288764089345932,5.882017135620117,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,60,0.0
61,1788892290.7013304,1788892290.7013304,1081,0.28941190242767334,5.890153884887695,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,61,0.0
62,1788892290.750299,1788892290.750299,1081,0.29033228754997253,5.890605926513672,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,62,0.0
63,1788892290.7990575,1788892290.7990575,1081,0.2915341854095459,5.891149997711182,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,63,0.0
64,1788892290.8493767,1788892290.8493767,1081,0.2928304076194763,5.891786098480225,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,64,0.0
65,1788892290.8998015,1788892290.8998015,1081,0.29453209042549133,5.892510890960693,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,65,0.0
66,1788892290.9500413,1788892290.9500413,1081,0.29643508791923523,5.89332914352417,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,66,0.0
67,1788892291.0219734,1788892291.0219734,1081,0.29975658655166626,5.89920711517334,-2.3561899662017822,2.3561899662017822,0.004363323096185923,0.05999999865889549,10.0,67,0.0
