simulation_time_k_s,simulation_time_k1_s,simulation_physics_step_k,simulation_physics_step_k1,physics_step_delta,dt_sim_s,x_k_m,y_k_m,yaw_k_rad,u_k_mps,v_k_mps,r_k_radps,applied_command_sequence_k1,commanded_throttle_norm_k1,commanded_steering_norm_k1,applied_throttle_norm_k1,applied_steering_rad_k1,simulator_feedback_steering_rad_k1,wheel_speed_mps_k1,encoder_left_rad_k1,encoder_right_rad_k1,reset_epoch,segment_id,x_k1_m,y_k1_m,yaw_k1_rad,u_k1_mps,v_k1_mps,r_k1_radps
0.145000011,0.17,146.0,171.0,25.0,0.024999989,0.8002,3.1589,-1.5707978570033414,0.0443,0.0002,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8002,3.1586,-1.5707963267948966,0.0064,0.0,0.0
0.17,0.195000008,171.0,196.0,25.0,0.02500000799999999,0.8002,3.1586,-1.5707963267948966,0.0064,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8002,3.1585,-1.5707963267948966,0.003,0.0,0.0
0.195000008,0.220000014,196.0,221.0,25.0,0.02500000599999999,0.8002,3.1585,-1.5707963267948966,0.003,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8002,3.1585,-1.5707982977725807,0.0025,0.0,0.0
0.220000014,0.245,221.0,246.0,25.0,0.024999986000000002,0.8002,3.1585,-1.5707982977725807,0.0025,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8002,3.1585,-1.5707963267948966,0.0022,0.0,0.0
0.245,0.27,246.0,271.0,25.0,0.025000000000000022,0.8002,3.1585,-1.5707963267948966,0.0022,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8002,3.1584,-1.5707963267948966,0.002,0.0,0.0
0.27,0.295000017,271.0,296.0,25.0,0.025000016999999986,0.8002,3.1584,-1.5707963267948966,0.002,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8002,3.1584,-1.5707963267948966,0.0017,0.0,0.0
0.295000017,0.320000023,296.0,321.0,25.0,0.02500000600000002,0.8002,3.1584,-1.5707963267948966,0.0017,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8002,3.1584,-1.5707963267948966,0.0015,0.0,0.0
0.320000023,0.346000016,321.0,347.0,26.0,0.025999993,0.8002,3.1584,-1.5707963267948966,0.0015,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8002,3.1584,-1.5707963267948966,0.0014,0.0,0.0
0.346000016,0.37,347.0,371.0,24.0,0.023999983999999974,0.8002,3.1584,-1.5707963267948966,0.0014,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8002,3.1584,-1.5707963267948966,0.0012,0.0,0.0
0.37,0.395,371.0,396.0,25.0,0.025000000000000022,0.8002,3.1584,-1.5707963267948966,0.0012,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8003,3.1584,-1.5707963267948966,0.0011,0.0,0.0
0.395,0.421000034,396.0,422.0,26.0,0.026000034000000005,0.8003,3.1584,-1.5707963267948966,0.0011,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8003,3.1584,-1.5707963267948966,0.0009,0.0,0.0
