bag_time,time,speed,steering
1788873802.6203375,1788873802.6202304,0.23399999737739563,0.07999999821186066
1788873802.6790388,1788873802.6790094,0.23399999737739563,0.26847490668296814
1788873802.7301905,1788873802.7301354,0.23399999737739563,0.43213140964508057
1788873802.778764,1788873802.7786868,0.23399999737739563,0.5235999822616577
1788873802.830394,1788873802.8303459,0.23399999737739563,0.5235999822616577
1788873802.8786664,1788873802.8786275,0.23399999737739563,0.5235999822616577
1788873802.9287612,1788873802.9287305,0.23399999737739563,0.5235999822616577
1788873802.9796345,1788873802.9796057,0.23399999737739563,0.5235999822616577
1788873803.0303242,1788873803.0302873,0.23399999737739563,0.5235999822616577
1788873803.079266,1788873803.0792286,0.23399999737739563,0.5235999822616577
1788873803.128878,1788873803.128843,0.23399999737739563,0.5235999822616577
1788873803.1806433,1788873803.1805942,0.23399999737739563,0.5235999822616577
1788873803.229277,1788873803.2292225,0.23399999737739563,0.5235999822616577
1788873803.2787752,1788873803.278734,0.23399999737739563,0.5235999822616577
1788873803.3302255,1788873803.3301775,0.23399999737739563,0.5235999822616577
1788873803.3792448,1788873803.3792133,0.23399999737739563,0.5235999822616577
1788873803.4285545,1788873803.428512,0.23399999737739563,0.49409759044647217
1788873803.4792578,1788873803.4792256,0.23399999737739563,0.43500038981437683
1788873803.5286136,1788873803.5285733,0.23399999737739563,0.38028475642204285
1788873803.5792372,1788873803.5791953,0.263711154460907,0.3255811631679535
1788873803.6286042,1788873803.628571,0.3031078577041626,0.2712966203689575
1788873803.6820135,1788873803.6819644,0.34211230278015137,0.21755263209342957
1788873803.729316,1788873803.7292762,0.3935380280017853,0.1466933637857437
1788873803.7783518,1788873803.7783084,0.4256730377674103,0.10241472721099854
1788873803.8285987,1788873803.8285618,0.46631166338920593,0.046418964862823486
1788873803.8794036,1788873803.8793535,0.4906887114048004,-0.012829968705773354
1788873803.9283547,1788873803.9283154,0.4582565128803253,-0.0575181245803833
1788873803.9784012,1788873803.9783685,0.41699379682540894,-0.1143738180398941
1788873804.0315194,1788873804.0314023,0.3922387659549713,-0.14848361909389496
1788873804.0783381,1788873804.078298,0.36914923787117004,-0.1802985668182373
1788873804.128499,1788873804.1284583,0.33579206466674805,-0.22626124322414398
1788873804.1790328,1788873804.1789968,0.31039121747016907,-0.2612609565258026
1788873804.2293813,1788873804.2293231,0.287471204996109,-0.292842298746109
1788873804.2787418,1788873804.2786975,0.27716848254203796,-0.3070383667945862
1788873804.329163,1788873804.3291206,0.27770593762397766,-0.30629780888557434
1788873804.3798642,1788873804.3798249,0.2923053503036499,-0.28618139028549194
1788873804.429191,1788873804.4291556,0.29868078231811523,-0.27739670872688293
1788873804.4795272,1788873804.4794917,0.32713383436203003,-0.2381913661956787
1788873804.5285058,1788873804.5284674,0.348005473613739,-0.2094324678182602
1788873804.5803792,1788873804.5803442,0.37498053908348083,-0.17226368188858032
