bag_time,time,x,y,yaw,vx,vy,wz
1788873802.6185417,1788873802.5564523,0.8,3.1598,-1.5707963267948966,0.0091,0.0,0.0
1788873802.6779227,1788873802.6310534,0.8,3.1594,-1.5707963267948966,0.007,0.0,0.0
1788873802.7291722,1788873802.6818855,0.8,3.1591,-1.5707963267948966,0.0055,0.0,0.0
1788873802.777494,1788873802.7310667,0.8,3.1589,-1.5707963267948966,0.0043,0.0,0.0
1788873802.8293357,1788873802.7816653,0.8,3.1588,-1.5707963267948966,0.0034,0.0,0.0
1788873802.8775222,1788873802.83131,0.8,3.1587,-1.5707963267948966,0.0027,0.0,0.0
1788873802.9275,1788873802.881537,0.8,3.1586,-1.5706548706500163,0.0021,0.0,0.0
1788873802.9786246,1788873802.9316459,0.8,3.1585,-1.5707963267948966,0.0016,0.0,0.0
1788873803.0292366,1788873802.9815257,0.8,3.1524,-1.5689523016622842,0.201,0.0139,0.0934
1788873803.0782137,1788873803.0311992,0.8001,3.1419,-1.5614473198474537,0.2192,0.0325,0.2072
1788873803.1272786,1788873803.0811937,0.8003,3.1311,-1.5484285767810706,0.2134,0.0464,0.2884
1788873803.1794655,1788873803.1318269,0.8007,3.1202,-1.5337187293595995,0.2127,0.0466,0.2881
1788873803.2281904,1788873803.1815367,0.8012,3.1096,-1.5192915649450724,0.2124,0.0465,0.2881
1788873803.2772396,1788873803.2311695,0.8019,3.0995,-1.5031516513182068,0.2051,0.0561,0.349
1788873803.329254,1788873803.2816813,0.8028,3.0891,-1.4853236682728808,0.2046,0.0561,0.3486
1788873803.3781846,1788873803.3311565,0.8038,3.0791,-1.4683321968025693,0.2044,0.0561,0.3485
1788873803.4272428,1788873803.3811824,0.805,3.069,-1.4509093518228218,0.2043,0.0561,0.3485
1788873803.4781356,1788873803.4314904,0.8065,3.0586,-1.4330519530450625,0.2042,0.056,0.3485
1788873803.5273986,1788873803.4811306,0.808,3.0487,-1.4158928319973374,0.2041,0.056,0.3485
1788873803.5781305,1788873803.5314682,0.8098,3.0385,-1.398297219730295,0.2041,0.056,0.3485
1788873803.6274197,1788873803.581108,0.8117,3.0287,-1.3811129324248923,0.2041,0.056,0.3485
1788873803.6805508,1788873803.6315339,0.8138,3.0185,-1.3633377753563178,0.204,0.056,0.3485
1788873803.728212,1788873803.681881,0.8161,3.0085,-1.3458437961756866,0.204,0.056,0.3485
1788873803.7770233,1788873803.731249,0.8185,2.9987,-1.3297581808757561,0.2065,0.0529,0.3292
1788873803.8271143,1788873803.7813034,0.8212,2.9885,-1.3152361396224586,0.211,0.0466,0.29
1788873803.8782792,1788873803.8314686,0.8241,2.9781,-1.3003954067169157,0.2111,0.0466,0.2901
1788873803.9270403,1788873803.881281,0.827,2.9682,-1.2862332518462143,0.2111,0.0467,0.2901
1788873803.9773014,1788873803.9312317,0.8301,2.9581,-1.2716701383113265,0.2111,0.0467,0.2901
1788873804.0301538,1788873803.9813795,0.8346,2.944,-1.2615160050760292,0.334,0.0347,0.2182
1788873804.0771306,1788873804.0311868,0.8404,2.9262,-1.2531948479683517,0.3928,0.0273,0.171
1788873804.1271381,1788873804.0812755,0.8467,2.9074,-1.244471518227295,0.3989,0.0278,0.1734
1788873804.1779375,1788873804.1313562,0.8533,2.8885,-1.2358675488755777,0.3994,0.0279,0.1737
1788873804.2282698,1788873804.181856,0.8601,2.8693,-1.227100102005551,0.3993,0.0279,0.1737
1788873804.277373,1788873804.2312927,0.8672,2.8495,-1.229562176090679,0.4449,-0.0123,-0.0755
1788873804.328121,1788873804.281654,0.8746,2.8287,-1.2363334688030154,0.4274,-0.0235,-0.1441
1788873804.3783991,1788873804.3310568,0.8813,2.8089,-1.243330911919592,0.4255,-0.0234,-0.1435
1788873804.4281409,1788873804.3817208,0.8882,2.7883,-1.250652020907539,0.4252,-0.0233,-0.1435
1788873804.4783745,1788873804.431093,0.8946,2.7685,-1.2578129456575533,0.4251,-0.0233,-0.1435
1788873804.5273273,1788873804.4814167,0.8998,2.752,-1.2672632021258907,0.3066,-0.0383,-0.2412
1788873804.5793042,1788873804.531435,0.904,2.7382,-1.2799851537104392,0.2707,-0.0392,-0.2409
1788873804.6275535,1788873804.5812476,0.9076,2.7256,-1.2917031146114293,0.2679,-0.0387,-0.2387
1788873804.6800258,1788873804.6316445,0.9112,2.7124,-1.3038225582233183,0.2678,-0.0386,-0.2385
1788873804.7282789,1788873804.681243,0.9145,2.6997,-1.315541738902773,0.2679,-0.0386,-0.2385
1788873804.7781456,1788873804.7315297,0.918,2.6856,-1.3277861990729138,0.2912,-0.0396,-0.2452
1788873804.8299172,1788873804.7814827,0.9215,2.6708,-1.3387503160350942,0.3175,-0.0367,-0.2277
1788873804.877039,1788873804.8309977,0.925,2.6556,-1.3499948377067559,0.32,-0.037,-0.2293
1788873804.9274137,1788873804.8812103,0.9284,2.6396,-1.3615223755072465,0.3203,-0.037,-0.2294
1788873804.9768543,1788873804.931402,0.9316,2.6239,-1.3731739294910312,0.3203,-0.037,-0.2294
1788873805.027186,1788873804.9809635,0.9351,2.6058,-1.3805688797169942,0.3914,-0.0246,-0.1533
1788873805.0784388,1788873805.0314734,0.9391,2.5843,-1.3855350890035065,0.4447,-0.016,-0.1004
1788873805.1282713,1788873805.0816784,0.9432,2.5622,-1.3906577770509172,0.4506,-0.0163,-0.1016
1788873805.1769562,1788873805.1315784,0.947,2.5405,-1.3956244406955292,0.4512,-0.0163,-0.1018
1788873805.2272434,1788873805.1812246,0.9509,2.5182,-1.4007242844741308,0.4512,-0.0164,-0.1018
1788873805.2782857,1788873805.231429,0.9548,2.4953,-1.398583424218163,0.4734,0.0085,0.0518
1788873805.3284948,1788873805.2812843,0.9588,2.4726,-1.3944583899879075,0.4541,0.0138,0.0847
1788873805.3780625,1788873805.331387,0.9629,2.4503,-1.390207766600038,0.4516,0.0137,0.0843
1788873805.4281635,1788873805.38093,0.967,2.4281,-1.386085383887276,0.4512,0.0137,0.0843
1788873805.4784372,1788873805.431163,0.9712,2.406,-1.3818353214067896,0.4512,0.0137,0.0843
1788873805.5284858,1788873805.4813738,0.9752,2.3853,-1.3745799526073659,0.4048,0.026,0.16
1788873805.578353,1788873805.5315273,0.9794,2.3653,-1.365898774426035,0.3992,0.028,0.1725
1788873805.627196,1788873805.581377,0.9835,2.3462,-1.3573705482413367,0.3987,0.0279,0.1723
1788873805.6783838,1788873805.6313992,0.9879,2.3267,-1.3486865731968394,0.3987,0.0279,0.1723
1788873805.7284014,1788873805.6814337,0.9925,2.3069,-1.3400023709844378,0.3987,0.0279,0.1723
1788873805.7783353,1788873805.73145,0.9972,2.2871,-1.3343234802837975,0.4223,0.0186,0.1151
1788873805.8270555,1788873805.781243,1.0025,2.2658,-1.3302050135424321,0.4478,0.0131,0.0816
1788873805.8783739,1788873805.8311415,1.0079,2.244,-1.32620460192117,0.4508,0.0132,0.0822
1788873805.9295044,1788873805.8812294,1.0134,2.2221,-1.3219249511183186,0.4512,0.0132,0.0822
1788873805.978271,1788873805.9315667,1.0192,2.1998,-1.3177990723815356,0.4512,0.0133,0.0822
1788873806.0282545,1788873805.9812648,1.0247,2.1784,-1.3212202145736323,0.451,-0.0124,-0.0766
1788873806.0782146,1788873806.0312405,1.0299,2.1577,-1.3265035806179208,0.4287,-0.0179,-0.1099
1788873806.1292548,1788873806.0815096,1.0352,2.1361,-1.3320616420653397,0.4258,-0.0177,-0.1093
1788873806.1795142,1788873806.1314394,1.04,2.1158,-1.3374668483098588,0.4256,-0.0177,-0.1092
1788873806.2299817,1788873806.1817226,1.045,2.0947,-1.3430246727765511,0.4255,-0.0177,-0.1092
1788873806.2793272,1788873806.231326,1.0491,2.0766,-1.3515644316066577,0.3549,-0.0339,-0.2116
1788873806.3290389,1788873806.2813632,1.0527,2.0595,-1.3625272846708845,0.3466,-0.0358,-0.2208
1788873806.3773592,1788873806.3309095,1.0561,2.0425,-1.373615813188534,0.3459,-0.0357,-0.2204
1788873806.4285173,1788873806.381546,1.0594,2.0252,-1.384833697419768,0.3459,-0.0357,-0.2204
1788873806.4790282,1788873806.4315696,1.0625,2.0081,-1.395921425079604,0.346,-0.0356,-0.2204
1788873806.5292697,1788873806.4818616,1.0653,1.991,-1.4062673417273388,0.3467,-0.0334,-0.2068
1788873806.5772405,1788873806.5311046,1.068,1.9742,-1.4159203710024226,0.3472,-0.0316,-0.1954
1788873806.6282399,1788873806.5812917,1.0705,1.957,-1.4257055757912585,0.3473,-0.0316,-0.1954
1788873806.6781483,1788873806.6311834,1.0729,1.9398,-1.4354884771293208,0.3473,-0.0316,-0.1954
1788873806.7277627,1788873806.6810732,1.075,1.9229,-1.444990846413988,0.3473,-0.0316,-0.1954
1788873806.779192,1788873806.7318058,1.0776,1.9017,-1.4500798265344268,0.4403,-0.0156,-0.0975
1788873806.8274453,1788873806.7811027,1.0802,1.8799,-1.4522023245918054,0.4505,-0.0073,-0.0459
1788873806.8792717,1788873806.8316498,1.0829,1.8571,-1.4546130823208638,0.4517,-0.0073,-0.046
1788873806.9282691,1788873806.881575,1.0855,1.8346,-1.4570241406426399,0.4518,-0.0074,-0.046
1788873806.9770374,1788873806.9311962,1.0879,1.8126,-1.4591484842049143,0.4517,-0.0074,-0.046
1788873807.0284677,1788873806.9811342,1.0904,1.7902,-1.45685954703541,0.451,0.0161,0.1019
1788873807.0771196,1788873807.0314004,1.0931,1.7678,-1.449347035333349,0.4498,0.0255,0.1575
1788873807.1270792,1788873807.0809581,1.096,1.7455,-1.4415566577282943,0.4498,0.0255,0.1575
1788873807.177152,1788873807.131173,1.099,1.7232,-1.4336184285637434,0.4497,0.0255,0.1575
1788873807.2284546,1788873807.1817818,1.1021,1.702,-1.4261122636425647,0.4051,0.023,0.1417
1788873807.2790499,1788873807.2314131,1.105,1.6829,-1.4174528991589166,0.3765,0.0281,0.1733
1788873807.328471,1788873807.2809894,1.1079,1.6648,-1.4090785780606736,0.3736,0.0281,0.1733
1788873807.3783948,1788873807.3313706,1.111,1.6464,-1.4004245656572267,0.3733,0.028,0.1732
1788873807.4282238,1788873807.381344,1.1143,1.628,-1.3917683400995289,0.3733,0.028,0.1732
1788873807.4778593,1788873807.4311595,1.1181,1.6082,-1.3823943718251686,0.4177,0.0312,0.194
1788873807.5288293,1788873807.481794,1.1223,1.5867,-1.3782818453270056,0.4475,0.0095,0.0546
1788873807.5782897,1788873807.531743,1.1267,1.5642,-1.3761603109594502,0.4512,0.0065,0.0404
1788873807.6270037,1788873807.5812018,1.131,1.5425,-1.3741611703589727,0.4516,0.0065,0.0404
1788873807.6782036,1788873807.6315837,1.1356,1.5199,-1.372035520456842,0.4516,0.0065,0.0404
1788873807.7274876,1788873807.6811564,1.14,1.4982,-1.370036150808218,0.4516,0.0065,0.0404
1788873807.7781858,1788873807.731539,1.1445,1.4764,-1.3730514756685717,0.4281,-0.0201,-0.1288
1788873807.8284461,1788873807.7811556,1.1484,1.4563,-1.380864126941322,0.4245,-0.0275,-0.1693
1788873807.8787937,1788873807.8317592,1.1524,1.4346,-1.3898018709132283,0.4241,-0.0274,-0.1692
1788873807.928308,1788873807.8809633,1.156,1.4141,-1.3980458697443894,0.4241,-0.0274,-0.1692
1788873807.9783123,1788873807.9312663,1.1591,1.3954,-1.4057004761735807,0.357,-0.0232,-0.1421
1788873808.0275311,1788873807.9813685,1.1619,1.3781,-1.4156444987553884,0.3467,-0.0357,-0.2209
1788873808.0782554,1788873808.03164,1.1644,1.3607,-1.4269920053338234,0.3458,-0.0363,-0.2242
1788873808.1278124,1788873808.0812585,1.1667,1.3439,-1.4380545966891995,0.3458,-0.0363,-0.2242
1788873808.177146,1788873808.131377,1.1688,1.3267,-1.449380997493168,0.3458,-0.0363,-0.2242
1788873808.2282364,1788873808.1812358,1.1708,1.3095,-1.4605775858312586,0.3459,-0.0362,-0.2242
1788873808.2760174,1788873808.2311704,1.1726,1.2918,-1.4694918160551662,0.3702,-0.0301,-0.1865
1788873808.3283975,1788873808.281289,1.1744,1.2729,-1.477562564360261,0.3738,-0.0253,-0.1568
1788873808.3782237,1788873808.3313599,1.176,1.2543,-1.4853524865088985,0.3741,-0.0253,-0.1569
1788873808.4270263,1788873808.3811042,1.1775,1.2356,-1.493277454190357,0.3741,-0.0253,-0.1569
1788873808.4795916,1788873808.4313009,1.179,1.2147,-1.5020555142151233,0.4405,-0.0297,-0.1851
1788873808.529452,1788873808.4816744,1.1805,1.1912,-1.5040205799323207,0.4727,-0.0048,-0.0306
1788873808.5782375,1788873808.5314639,1.182,1.1679,-1.5027485429626857,0.4764,0.0044,0.0264
1788873808.6283884,1788873808.581331,1.1837,1.1441,-1.5014710416561974,0.4769,0.0044,0.0264
1788873808.6783123,1788873808.6315017,1.1854,1.1199,-1.500059236473476,0.4769,0.0043,0.0264
1788873808.7274573,1788873808.681377,1.187,1.098,-1.4989296905567682,0.4331,0.0039,0.024
1788873808.7782404,1788873808.7317219,1.1885,1.077,-1.4935354074420433,0.403,0.023,0.1431
1788873808.827293,1788873808.7812235,1.1902,1.0574,-1.4850427143547886,0.3989,0.0286,0.1762
1788873808.8792193,1788873808.831589,1.1921,1.0372,-1.4761225224768728,0.3985,0.0285,0.176
1788873808.9295084,1788873808.8816051,1.1941,1.0173,-1.467340697871087,0.3985,0.0285,0.176
1788873808.9782145,1788873808.9315658,1.1963,0.9975,-1.458420167126301,0.3986,0.0285,0.176
1788873809.0284076,1788873808.9812486,1.1986,0.9781,-1.450199859459224,0.3989,0.0272,0.168
1788873809.0788925,1788873809.0314248,1.2012,0.9579,-1.4424096233472408,0.3993,0.0245,0.1518
1788873809.1285403,1788873809.0812888,1.2038,0.9385,-1.434899891877107,0.3994,0.0245,0.1518
1788873809.180602,1788873809.131529,1.2067,0.9183,-1.4272439247821533,0.3994,0.0245,0.1518
1788873809.2283816,1788873809.1818662,1.21,0.8964,-1.4187369323394732,0.4655,0.0285,0.1772
1788873809.2775595,1788873809.2313132,1.2136,0.8735,-1.4174714777517599,0.4755,0.0033,0.0205
1788873809.330406,1788873809.2817447,1.2173,0.8495,-1.4181914707821848,0.4767,-0.0035,-0.0213
1788873809.3781104,1788873809.3313546,1.2208,0.8268,-1.4193176745206388,0.4768,-0.0035,-0.0213
1788873809.4274592,1788873809.3811283,1.2244,0.8028,-1.4203157921243896,0.4768,-0.0035,-0.0213
1788873809.478292,1788873809.4318771,1.2278,0.7802,-1.4214432075580523,0.4325,-0.0032,-0.0193
1788873809.5272753,1788873809.48138,1.2308,0.7602,-1.4265541593424722,0.4027,-0.026,-0.164
1788873809.5783021,1788873809.531449,1.2336,0.74,-1.4364947798583445,0.398,-0.0323,-0.1992
1788873809.627536,1788873809.581359,1.2361,0.7207,-1.4464092159645643,0.3977,-0.0322,-0.199
1788873809.67914,1788873809.631859,1.2384,0.7005,-1.4564757561315096,0.3977,-0.0322,-0.199
1788873809.727824,1788873809.681149,1.2403,0.6829,-1.465242478087535,0.3535,-0.0287,-0.1766
1788873809.7771828,1788873809.7310193,1.242,0.6652,-1.4760099070784047,0.3468,-0.0346,-0.2136
