simulation_time_k_s,simulation_time_k1_s,simulation_physics_step_k,simulation_physics_step_k1,physics_step_delta,dt_sim_s,x_k_m,y_k_m,yaw_k_rad,u_k_mps,v_k_mps,r_k_radps,steering_k_rad,throttle_k_norm,x_k1_m,y_k1_m,yaw_k1_rad,u_k1_mps,v_k1_mps,r_k1_radps,steering_k1_rad,throttle_k1_norm
51.333004,51.4330025,51334.0,51434.0,100.0,0.0999984999999981,-5.9957,26.6616,1.1844776090638642,0.4546,-0.0411,6.9682,0.0,0.0,-5.9745,26.7021,1.1844776090638642,0.4521,-0.0475,6.9786,0.0,0.0
51.4330025,51.533,51434.0,51534.0,100.0,0.09999750000000063,-5.9745,26.7021,1.1844776090638642,0.4521,-0.0475,6.9786,0.0,0.0,-5.9533,26.7425,1.1844776090638642,0.4509,-0.0438,6.9756,0.0,0.0
51.533,51.6330032,51534.0,51634.0,100.0,0.10000319999999618,-5.9533,26.7425,1.1844776090638642,0.4509,-0.0438,6.9756,0.0,0.0,-5.9322,26.7826,1.1844776090638642,0.4485,-0.0424,6.9681,0.0,0.0
51.6330032,51.733,51634.0,51734.0,100.0,0.09999679999999955,-5.9322,26.7826,1.1844776090638642,0.4485,-0.0424,6.9681,0.0,0.0,-5.9112,26.8222,1.1844776090638642,0.4407,-0.0481,6.9786,0.0,0.0
51.733,51.833004,51734.0,51834.0,100.0,0.10000400000000553,-5.9112,26.8222,1.1844776090638642,0.4407,-0.0481,6.9786,0.0,0.0,-5.8904,26.8614,1.1844824301824388,0.4361,-0.0446,6.9756,0.0,0.0
51.833004,51.9330025,51834.0,51934.0,100.0,0.0999984999999981,-5.8904,26.8614,1.1844824301824388,0.4361,-0.0446,6.9756,0.0,0.0,-5.8698,26.9001,1.1844776090638642,0.4346,-0.0444,6.9679,0.0,0.0
51.9330025,52.033,51934.0,52034.0,100.0,0.09999750000000063,-5.8698,26.9001,1.1844776090638642,0.4346,-0.0444,6.9679,0.0,0.0,-5.849,26.9387,1.1844776090638642,0.4338,-0.05,6.9787,0.0,0.0
52.033,52.1330032,52034.0,52134.0,100.0,0.10000319999999618,-5.849,26.9387,1.1844776090638642,0.4338,-0.05,6.9787,0.0,0.0,-5.8282,26.9774,1.1844824301824388,0.4341,-0.0465,6.9756,0.0,0.0
52.1330032,52.233,52134.0,52234.0,100.0,0.09999679999999955,-5.8282,26.9774,1.1844824301824388,0.4341,-0.0465,6.9756,0.0,0.0,-5.8076,27.0158,1.184644010011138,0.4335,-0.0439,6.9679,0.0,0.0
52.233,52.333004,52234.0,52334.0,100.0,0.10000400000000553,-5.8076,27.0158,1.184644010011138,0.4335,-0.0439,6.9679,0.0,0.0,-5.787,27.0543,1.184644010011138,0.4327,-0.0494,6.9788,0.0,0.0
52.333004,52.4330025,52334.0,52434.0,100.0,0.0999984999999981,-5.787,27.0543,1.184644010011138,0.4327,-0.0494,6.9788,0.0,0.0,-5.7664,27.093,1.1846488317960346,0.433,-0.0449,6.9756,0.0,0.0
52.4330025,52.533,52434.0,52534.0,100.0,0.09999750000000063,-5.7664,27.093,1.1846488317960346,0.433,-0.0449,6.9756,0.0,0.0,-5.7459,27.1314,1.184644010011138,0.4326,-0.0438,6.9679,0.0,0.0
52.533,52.6330032,52534.0,52634.0,100.0,0.10000319999999618,-5.7459,27.1314,1.184644010011138,0.4326,-0.0438,6.9679,0.0,0.0,-5.7253,27.1699,1.1847559855393082,0.4318,-0.0489,6.9788,0.0,0.0
52.6330032,52.733,52634.0,52734.0,100.0,0.09999679999999955,-5.7253,27.1699,1.1847559855393082,0.4318,-0.0489,6.9788,0.0,0.0,-5.7047,27.2084,1.184760808938264,0.4321,-0.045,6.9756,0.0,0.0
52.733,52.833004,52734.0,52834.0,100.0,0.10000400000000553,-5.7047,27.2084,1.184760808938264,0.4321,-0.045,6.9756,0.0,0.0,-5.6842,27.2468,1.1847559855393082,0.4317,-0.0436,6.9678,0.0,0.0
52.833004,52.9330025,52834.0,52934.0,100.0,0.0999984999999981,-5.6842,27.2468,1.1847559855393082,0.4317,-0.0436,6.9678,0.0,0.0,-5.6637,27.2852,1.1847559855393082,0.4311,-0.0482,6.9787,0.0,0.0
52.9330025,53.033,52934.0,53034.0,100.0,0.09999750000000063,-5.6637,27.2852,1.1847559855393082,0.4311,-0.0482,6.9787,0.0,0.0,-5.6432,27.3237,1.184760808938264,0.4313,-0.0445,6.9756,0.0,0.0
53.033,53.1330032,53034.0,53134.0,100.0,0.10000319999999618,-5.6432,27.3237,1.184760808938264,0.4313,-0.0445,6.9756,0.0,0.0,-5.6228,27.3619,1.1847559855393082,0.4311,-0.0426,6.9679,0.0,0.0
53.1330032,53.233,53134.0,53234.0,100.0,0.09999679999999955,-5.6228,27.3619,1.1847559855393082,0.4311,-0.0426,6.9679,0.0,0.0,-5.6024,27.4003,1.1849223754086122,0.4302,-0.048,6.9788,0.0,0.0
53.233,53.333004,53234.0,53334.0,100.0,0.10000400000000553,-5.6024,27.4003,1.1849223754086122,0.4302,-0.048,6.9788,0.0,0.0,-5.582,27.4387,1.1849199396719843,0.4305,-0.0441,6.9756,0.0,0.0
53.333004,53.4330025,53334.0,53434.0,100.0,0.0999984999999981,-5.582,27.4387,1.1849199396719843,0.4305,-0.0441,6.9756,0.0,0.0,-5.5617,27.477,1.1849223754086118,0.43,-0.0412,6.9678,0.0,0.0
53.4330025,53.533,53434.0,53534.0,100.0,0.09999750000000063,-5.5617,27.477,1.1849223754086118,0.43,-0.0412,6.9678,0.0,0.0,-5.5415,27.5153,1.1849223754086118,0.4292,-0.0469,6.9788,0.0,0.0
53.533,53.6330032,53534.0,53634.0,100.0,0.10000319999999618,-5.5415,27.5153,1.1849223754086118,0.4292,-0.0469,6.9788,0.0,0.0,-5.5211,27.5537,1.1849199396719843,0.4297,-0.0433,6.9756,0.0,0.0
53.6330032,53.733,53634.0,53734.0,100.0,0.09999679999999955,-5.5211,27.5537,1.1849199396719843,0.4297,-0.0433,6.9756,0.0,0.0,-5.501,27.5919,1.1849223754086118,0.4292,-0.0411,6.9678,0.0,0.0
53.733,53.833004,53734.0,53834.0,100.0,0.10000400000000553,-5.501,27.5919,1.1849223754086118,0.4292,-0.0411,6.9678,0.0,0.0,-5.4808,27.6301,1.1849223754086118,0.4286,-0.046,6.9788,0.0,0.0
53.833004,53.9330025,53834.0,53934.0,100.0,0.0999984999999981,-5.4808,27.6301,1.1849223754086118,0.4286,-0.046,6.9788,0.0,0.0,-5.4605,27.6685,1.1849199396719843,0.4288,-0.0423,6.9756,0.0,0.0
53.9330025,54.033,53934.0,54034.0,100.0,0.09999750000000063,-5.4605,27.6685,1.1849199396719843,0.4288,-0.0423,6.9756,0.0,0.0,-5.4404,27.7066,1.1849223754086118,0.4284,-0.0408,6.9678,0.0,0.0
54.033,54.1330032,54034.0,54134.0,100.0,0.10000319999999618,-5.4404,27.7066,1.1849223754086118,0.4284,-0.0408,6.9678,0.0,0.0,-5.4203,27.7448,1.1850343771921457,0.4278,-0.0459,6.9788,0.0,0.0
54.1330032,54.233,54134.0,54234.0,100.0,0.09999679999999955,-5.4203,27.7448,1.1850343771921457,0.4278,-0.0459,6.9788,0.0,0.0,-5.4002,27.7831,1.1850319424030233,0.428,-0.0421,6.9756,0.0,0.0
54.233,54.333004,54234.0,54334.0,100.0,0.10000400000000553,-5.4002,27.7831,1.1850319424030233,0.428,-0.0421,6.9756,0.0,0.0,-5.3802,27.8213,1.185200755975537,0.4303,-0.0399,6.9679,0.0,0.01
54.333004,54.4330025,54334.0,54434.0,100.0,0.0999984999999981,-5.3802,27.8213,1.185200755975537,0.4303,-0.0399,6.9679,0.0,0.01,-5.3599,27.8598,1.185200755975537,0.4345,-0.0474,6.9786,0.0,0.01
54.4330025,54.533,54434.0,54534.0,100.0,0.09999750000000063,-5.3599,27.8598,1.185200755975537,0.4345,-0.0474,6.9786,0.0,0.01,-5.3392,27.8987,1.1851983234685737,0.4355,-0.0459,6.9756,0.0,0.0
54.533,54.6330032,54534.0,54634.0,100.0,0.10000319999999618,-5.3392,27.8987,1.1851983234685737,0.4355,-0.0459,6.9756,0.0,0.0,-5.3184,27.9375,1.1852007559755375,0.4399,-0.0449,6.9681,0.0,0.01
54.6330032,54.733,54634.0,54734.0,100.0,0.09999679999999955,-5.3184,27.9375,1.1852007559755375,0.4399,-0.0449,6.9681,0.0,0.01,-5.2972,27.9766,1.1852007559755375,0.4412,-0.0533,6.9786,0.0,0.01
54.733,54.833004,54734.0,54834.0,100.0,0.10000400000000553,-5.2972,27.9766,1.1852007559755375,0.4412,-0.0533,6.9786,0.0,0.01,-5.2765,28.0164,1.1851983234685737,0.4494,-0.0344,6.9749,0.0,0.01
54.833004,54.9330025,54834.0,54934.0,100.0,0.0999984999999981,-5.2765,28.0164,1.1851983234685737,0.4494,-0.0344,6.9749,0.0,0.01,-5.2573,28.0593,1.1851958758009424,0.4761,0.0025,6.9735,0.0,0.0
54.9330025,55.033,54934.0,55034.0,100.0,0.09999750000000063,-5.2573,28.0593,1.1851958758009424,0.4761,0.0025,6.9735,0.0,0.0,-5.2407,28.1046,1.1851983234685737,0.4844,0.0339,6.9789,0.0,0.01
55.033,55.1330032,55034.0,55134.0,100.0,0.10000319999999618,-5.2407,28.1046,1.1851983234685737,0.4844,0.0339,6.9789,0.0,0.01,-5.2269,28.1519,1.1851983234685737,0.489,0.0484,6.978,0.0,0.0
55.1330032,55.233,55134.0,55234.0,100.0,0.09999679999999955,-5.2269,28.1519,1.1851983234685737,0.489,0.0484,6.978,0.0,0.0,-5.2126,28.199,1.1851983234685737,0.4845,0.0397,6.9754,0.0,0.01
55.233,55.333004,55234.0,55334.0,100.0,0.10000400000000553,-5.2126,28.199,1.1851983234685737,0.4845,0.0397,6.9754,0.0,0.01,-5.1977,28.2449,1.1851983234685737,0.4771,0.0307,6.9686,0.0,0.0
55.333004,55.4330025,55334.0,55434.0,100.0,0.0999984999999981,-5.1977,28.2449,1.1851983234685737,0.4771,0.0307,6.9686,0.0,0.0,-5.1819,28.2898,1.185367116087556,0.4745,0.0123,6.9782,0.0,0.01
55.4330025,55.533,55434.0,55534.0,100.0,0.09999750000000063,-5.1819,28.2898,1.185367116087556,0.4745,0.0123,6.9782,0.0,0.01,-5.1648,28.3344,1.185367116087556,0.4771,0.0045,6.9756,0.0,0.01
55.533,55.6330032,55534.0,55634.0,100.0,0.10000319999999618,-5.1648,28.3344,1.185367116087556,0.4771,0.0045,6.9756,0.0,0.01,-5.1466,28.3787,1.185367116087556,0.4799,-0.006,6.9687,0.0,0.01
55.6330032,55.733,55634.0,55734.0,100.0,0.09999679999999955,-5.1466,28.3787,1.185367116087556,0.4799,-0.006,6.9687,0.0,0.01,-5.1273,28.4227,1.185367116087556,0.4783,-0.0219,6.9783,0.0,0.01
55.733,55.833004,55734.0,55834.0,100.0,0.10000400000000553,-5.1273,28.4227,1.185367116087556,0.4783,-0.0219,6.9783,0.0,0.01,-5.1071,28.4664,1.1854791517023087,0.4791,-0.0261,6.9756,0.0,0.01
55.833004,55.9330025,55834.0,55934.0,100.0,0.0999984999999981,-5.1071,28.4664,1.1854791517023087,0.4791,-0.0261,6.9756,0.0,0.01,-5.0861,28.5104,1.1854767224258291,0.4968,-0.0288,6.9753,0.0,0.01
55.9330025,56.033,55934.0,56034.0,100.0,0.09999750000000063,-5.0861,28.5104,1.1854767224258291,0.4968,-0.0288,6.9753,0.0,0.01,-5.0656,28.5567,1.1854767224258291,0.5143,-0.0017,6.9755,0.0,0.01
56.033,56.1330032,56034.0,56134.0,100.0,0.10000319999999618,-5.0656,28.5567,1.1854767224258291,0.5143,-0.0017,6.9755,0.0,0.01,-5.0476,28.6048,1.1854743417532696,0.5246,0.0371,6.9761,0.0,0.01
56.1330032,56.233,56134.0,56234.0,100.0,0.09999679999999955,-5.0476,28.6048,1.1854743417532696,0.5246,0.0371,6.9761,0.0,0.01,-5.032,28.6559,1.1854791517023087,0.5376,0.0563,6.9757,0.0,0.0
56.233,56.333004,56234.0,56334.0,100.0,0.10000400000000553,-5.032,28.6559,1.1854791517023087,0.5376,0.0563,6.9757,0.0,0.0,-5.017,28.7087,1.1854791517023087,0.5475,0.0553,6.9779,0.0,0.01
56.333004,56.4330025,56334.0,56434.0,100.0,0.0999984999999981,-5.017,28.7087,1.1854791517023087,0.5475,0.0553,6.9779,0.0,0.01,-5.0012,28.7611,1.1854791517023087,0.5384,0.0443,6.9755,0.0,0.0
56.4330025,56.533,56434.0,56534.0,100.0,0.09999750000000063,-5.0012,28.7611,1.1854791517023087,0.5384,0.0443,6.9755,0.0,0.0,-4.9846,28.8119,1.1854815658285511,0.5296,0.0317,6.9693,0.0,0.0
56.533,56.6330032,56534.0,56634.0,100.0,0.10000319999999618,-4.9846,28.8119,1.1854815658285511,0.5296,0.0317,6.9693,0.0,0.0,-4.967,28.8615,1.1856479125701938,0.5206,0.0128,6.978,0.0,0.0
56.6330032,56.733,56634.0,56734.0,100.0,0.09999679999999955,-4.967,28.8615,1.1856479125701938,0.5206,0.0128,6.978,0.0,0.0,-4.9482,28.9103,1.1856406901035161,0.5191,0.003,6.9756,0.0,0.0
56.733,56.833004,56734.0,56834.0,100.0,0.10000400000000553,-4.9482,28.9103,1.1856406901035161,0.5191,0.003,6.9756,0.0,0.0,-4.9282,28.9582,1.1856479125701938,0.5186,-0.0094,6.9691,0.0,0.0
56.833004,56.9330025,56834.0,56934.0,100.0,0.0999984999999981,-4.9282,28.9582,1.1856479125701938,0.5186,-0.0094,6.9691,0.0,0.0,-4.907,29.0058,1.1856479125701938,0.5177,-0.0273,6.978,0.0,0.0
56.9330025,57.033,56934.0,57034.0,100.0,0.09999750000000063,-4.907,29.0058,1.1856479125701938,0.5177,-0.0273,6.978,0.0,0.0,-4.8848,29.0529,1.1856406901035161,0.5171,-0.0341,6.9756,0.0,0.0
57.033,57.1330032,57034.0,57134.0,100.0,0.10000319999999618,-4.8848,29.0529,1.1856406901035161,0.5171,-0.0341,6.9756,0.0,0.0,-4.8616,29.0994,1.1856406901035161,0.5159,-0.0429,6.9691,0.0,0.0
57.1330032,57.233,57134.0,57234.0,100.0,0.09999679999999955,-4.8616,29.0994,1.1856406901035161,0.5159,-0.0429,6.9691,0.0,0.0,-4.8376,29.1454,1.1856406901035161,0.5137,-0.0579,6.9781,0.0,0.0
57.233,57.333004,57234.0,57334.0,100.0,0.10000400000000553,-4.8376,29.1454,1.1856406901035161,0.5137,-0.0579,6.9781,0.0,0.0,-4.8129,29.191,1.185645500717338,0.5099,-0.0592,6.9756,0.0,0.0
57.333004,57.4330025,57334.0,57434.0,100.0,0.0999984999999981,-4.8129,29.191,1.185645500717338,0.5099,-0.0592,6.9756,0.0,0.0,-4.7881,29.2358,1.1856406901035161,0.5065,-0.0624,6.9689,0.0,0.0
57.4330025,57.533,57434.0,57534.0,100.0,0.09999750000000063,-4.7881,29.2358,1.1856406901035161,0.5065,-0.0624,6.9689,0.0,0.0,-4.7628,29.2801,1.1856406901035161,0.502,-0.0743,6.9782,0.0,0.0
57.533,57.6330032,57534.0,57634.0,100.0,0.10000319999999618,-4.7628,29.2801,1.1856406901035161,0.502,-0.0743,6.9782,0.0,0.0,-4.737,29.3242,1.185645500717338,0.5024,-0.0756,6.9756,0.0,0.0
57.6330032,57.733,57634.0,57734.0,100.0,0.09999679999999955,-4.737,29.3242,1.185645500717338,0.5024,-0.0756,6.9756,0.0,0.0,-4.7108,29.3679,1.1856406901035161,0.5019,-0.0786,6.9688,0.0,0.0
57.733,57.833004,57734.0,57834.0,100.0,0.10000400000000553,-4.7108,29.3679,1.1856406901035161,0.5019,-0.0786,6.9688,0.0,0.0,-4.6841,29.4116,1.1856406901035161,0.506,-0.0898,6.9781,0.0,0.02
57.833004,57.9330025,57834.0,57934.0,100.0,0.0999984999999981,-4.6841,29.4116,1.1856406901035161,0.506,-0.0898,6.9781,0.0,0.02,-4.6566,29.4557,1.185757562579316,0.5107,-0.0913,6.9755,0.0,0.02
57.9330025,58.033,57934.0,58034.0,100.0,0.09999750000000063,-4.6566,29.4557,1.185757562579316,0.5107,-0.0913,6.9755,0.0,0.02,-4.6295,29.5008,1.185755136534141,0.5357,-0.0672,6.9731,0.0,0.02
58.033,58.1330032,58034.0,58134.0,100.0,0.10000319999999618,-4.6295,29.5008,1.185755136534141,0.5357,-0.0672,6.9731,0.0,0.02,-4.6038,29.5488,1.1859166527259009,0.5313,-0.0487,6.9692,0.0,0.02
58.1330032,58.233,58134.0,58234.0,100.0,0.09999679999999955,-4.6038,29.5488,1.1859166527259009,0.5313,-0.0487,6.9692,0.0,0.02,-4.5796,29.596,1.18591908760022,0.5368,-0.0282,6.9785,0.0,0.02
58.233,58.333004,58234.0,58334.0,100.0,0.10000400000000553,-4.5796,29.596,1.18591908760022,0.5368,-0.0282,6.9785,0.0,0.02,-4.5582,29.647,1.18591908760022,0.5669,0.0016,6.9775,0.0,0.02
58.333004,58.4330025,58334.0,58434.0,100.0,0.0999984999999981,-4.5582,29.647,1.18591908760022,0.5669,0.0016,6.9775,0.0,0.02,-4.5383,29.7014,1.185921507341644,0.5828,0.0273,6.9759,0.0,0.02
58.4330025,58.533,58434.0,58534.0,100.0,0.09999750000000063,-4.5383,29.7014,1.185921507341644,0.5828,0.0273,6.9759,0.0,0.02,-4.52,29.7586,1.1859263091207917,0.6089,0.0554,6.9777,0.0,0.02
58.533,58.6330032,58534.0,58634.0,100.0,0.10000319999999618,-4.52,29.7586,1.1859263091207917,0.6089,0.0554,6.9777,0.0,0.02,-4.5021,29.817,1.1859263091207917,0.6058,0.0475,6.9755,0.0,0.02
58.6330032,58.733,58634.0,58734.0,100.0,0.09999679999999955,-4.5021,29.817,1.1859263091207917,0.6058,0.0475,6.9755,0.0,0.02,-4.4832,29.8745,1.185921507341644,0.601,0.0351,6.97,0.0,0.02
58.733,58.833004,58734.0,58834.0,100.0,0.10000400000000553,-4.4832,29.8745,1.185921507341644,0.601,0.0351,6.97,0.0,0.02,-4.4628,29.9325,1.185921507341644,0.6206,0.0224,6.9776,0.0,0.02
58.833004,58.9330025,58834.0,58934.0,100.0,0.0999984999999981,-4.4628,29.9325,1.185921507341644,0.6206,0.0224,6.9776,0.0,0.02,-4.4413,29.9907,1.18591908760022,0.6197,0.0138,6.9755,0.0,0.02
58.9330025,59.033,58934.0,59034.0,100.0,0.09999750000000063,-4.4413,29.9907,1.18591908760022,0.6197,0.0138,6.9755,0.0,0.02,-4.4192,30.0509,1.18591908760022,0.6476,0.0227,6.9755,0.0,0.0
59.033,59.1330032,59034.0,59134.0,100.0,0.10000319999999618,-4.4192,30.0509,1.18591908760022,0.6476,0.0227,6.9755,0.0,0.0,-4.3964,30.1114,1.18591908760022,0.637,0.0118,6.9701,0.0,0.02
59.1330032,59.233,59134.0,59234.0,100.0,0.09999679999999955,-4.3964,30.1114,1.18591908760022,0.637,0.0118,6.9701,0.0,0.02,-4.3728,30.1719,1.1859166527259009,0.657,0.0129,6.9744,0.0,0.02
59.233,59.333004,59234.0,59334.0,100.0,0.10000400000000553,-4.3728,30.1719,1.1859166527259009,0.657,0.0129,6.9744,0.0,0.02,-4.3503,30.2351,1.18591908760022,0.679,0.0451,6.9738,0.0,0.02
59.333004,59.4330025,59334.0,59434.0,100.0,0.0999984999999981,-4.3503,30.2351,1.18591908760022,0.679,0.0451,6.9738,0.0,0.02,-4.3286,30.3004,1.18591908760022,0.6811,0.0345,6.9772,0.0,0.02
59.4330025,59.533,59434.0,59534.0,100.0,0.09999750000000063,-4.3286,30.3004,1.18591908760022,0.6811,0.0345,6.9772,0.0,0.02,-4.306,30.3647,1.18591908760022,0.6757,0.0256,6.9752,0.0,0.02
59.533,59.6330032,59534.0,59634.0,100.0,0.10000319999999618,-4.306,30.3647,1.18591908760022,0.6757,0.0256,6.9752,0.0,0.02,-4.2823,30.428,1.18591908760022,0.6734,0.0137,6.9704,0.0,0.0
59.6330032,59.733,59634.0,59734.0,100.0,0.09999679999999955,-4.2823,30.428,1.18591908760022,0.6734,0.0137,6.9704,0.0,0.0,-4.2575,30.4907,1.18591908760022,0.6707,-0.0049,6.977,0.0,0.0
59.733,59.833004,59734.0,59834.0,100.0,0.10000400000000553,-4.2575,30.4907,1.18591908760022,0.6707,-0.0049,6.977,0.0,0.0,-4.2315,30.5528,1.18591908760022,0.6692,-0.0128,6.9752,0.0,0.0
59.833004,59.9330025,59834.0,59934.0,100.0,0.0999984999999981,-4.2315,30.5528,1.18591908760022,0.6692,-0.0128,6.9752,0.0,0.0,-4.2045,30.6142,1.18591908760022,0.6673,-0.0233,6.9703,0.0,0.0
59.9330025,60.033,59934.0,60034.0,100.0,0.09999750000000063,-4.2045,30.6142,1.18591908760022,0.6673,-0.0233,6.9703,0.0,0.0,-4.1767,30.6748,1.18591908760022,0.6581,-0.0381,6.977,0.0,0.0
60.033,60.1330032,60034.0,60134.0,100.0,0.10000319999999618,-4.1767,30.6748,1.18591908760022,0.6581,-0.0381,6.977,0.0,0.0,-4.1483,30.735,1.1859166527259009,0.6696,-0.0255,6.9644,0.0,0.0
60.1330032,60.233,60134.0,60234.0,100.0,0.09999679999999955,-4.1483,30.735,1.1859166527259009,0.6696,-0.0255,6.9644,0.0,0.0,-4.1211,30.7966,1.1859166527259009,0.6689,-0.0243,6.9751,0.0,0.0
60.233,60.333004,60234.0,60334.0,100.0,0.10000400000000553,-4.1211,30.7966,1.1859166527259009,0.6689,-0.0243,6.9751,0.0,0.0,-4.0935,30.8575,1.185911847403356,0.6633,-0.0279,6.9702,0.0,0.0
60.333004,60.4330025,60334.0,60434.0,100.0,0.0999984999999981,-4.0935,30.8575,1.185911847403356,0.6633,-0.0279,6.9702,0.0,0.0,-4.0669,30.9194,1.18591908760022,0.6816,0.0103,6.9764,0.0,0.0
60.4330025,60.5330048,60434.0,60534.0,100.0,0.10000229999999988,-4.0669,30.9194,1.18591908760022,0.6816,0.0103,6.9764,0.0,0.0,-4.0443,30.9854,1.1859167242381725,0.702,0.0585,6.9775,0.0,0.0
60.5330048,60.6330032,60534.0,60634.0,100.0,0.09999839999999693,-4.0443,30.9854,1.1859167242381725,0.702,0.0585,6.9775,0.0,0.0,-4.0242,31.0539,1.185921507341644,0.7124,0.0728,6.9771,0.0,0.0
60.6330032,60.733,60634.0,60734.0,100.0,0.09999679999999955,-4.0242,31.0539,1.185921507341644,0.7124,0.0728,6.9771,0.0,0.0,-4.0054,31.1235,1.1859167242381725,0.7188,0.0976,6.9695,0.0,0.0
60.733,60.833004,60734.0,60834.0,100.0,0.10000400000000553,-4.0054,31.1235,1.1859167242381725,0.7188,0.0976,6.9695,0.0,0.0,-3.9874,31.1943,1.185921507341644,0.7262,0.1065,6.9752,0.0,0.0
60.833004,60.9330025,60834.0,60934.0,100.0,0.0999984999999981,-3.9874,31.1943,1.185921507341644,0.7262,0.1065,6.9752,0.0,0.0,-3.97,31.2671,1.1859239004894164,0.7408,0.1142,6.975,0.0,0.03
