simulation_time_k_s,simulation_time_k1_s,simulation_physics_step_k,simulation_physics_step_k1,physics_step_delta,dt_sim_s,x_k_m,y_k_m,yaw_k_rad,u_k_mps,v_k_mps,r_k_radps,throttle_k_norm,x_k1_m,y_k1_m,yaw_k1_rad,u_k1_mps,v_k1_mps,r_k1_radps,steering_k1_rad,throttle_k1_norm
7.452,7.471,7453.0,7472.0,19.0,0.019000000000000128,3.5327,3.8277,0.31777089649271195,1.9692,0.4081,-6.9718,0.1,3.5667,3.844,0.324709465552798,1.9762,0.3946,6.9722,0.0,0.1
7.471,7.50000048,7472.0,7501.0,29.0,0.029000479999999662,3.5667,3.844,0.324709465552798,1.9762,0.3946,6.9722,0.1,3.617,3.8761,0.31777089649271195,1.9818,0.4102,-6.9726,0.0,0.1
7.50000048,7.52800035,7501.0,7529.0,28.0,0.02799987000000037,3.617,3.8761,0.31777089649271195,1.9818,0.4102,-6.9726,0.1,3.6665,3.9046,0.31777089649271195,1.9931,0.4164,-6.9732,0.0,0.1
7.52800035,7.54700041,7529.0,7548.0,19.0,0.019000059999999763,3.6665,3.9046,0.31777089649271195,1.9931,0.4164,-6.9732,0.1,3.701,3.9212,0.3247019844493324,2.0057,0.4097,6.972,0.0,0.1
7.54700041,7.56900024,7548.0,7570.0,22.0,0.021999830000000387,3.701,3.9212,0.3247019844493324,2.0057,0.4097,6.972,0.1,3.7402,3.9441,0.3247019844493324,2.0146,0.4137,6.9723,0.0,0.1
7.56900024,7.602,7570.0,7603.0,33.0,0.032999760000000045,3.7402,3.9441,0.3247019844493324,2.0146,0.4137,6.9723,0.1,3.7985,3.9816,0.31777212797967547,2.0257,0.4371,-6.9726,0.0,0.1
7.602,7.62500048,7603.0,7626.0,23.0,0.023000479999999435,3.7985,3.9816,0.31777212797967547,2.0257,0.4371,-6.9726,0.1,3.8407,4.0032,0.32470336630921315,2.0438,0.4378,6.9719,0.0,0.1
7.62500048,7.64700031,7626.0,7648.0,22.0,0.021999830000000387,3.8407,4.0032,0.32470336630921315,2.0438,0.4378,6.9719,0.1,3.8806,4.0269,0.32470336630921315,2.0605,0.4386,6.9723,0.0,0.1
7.64700031,7.67000055,7648.0,7671.0,23.0,0.023000240000000005,3.8806,4.0269,0.32470336630921315,2.0605,0.4386,6.9723,0.1,3.9219,4.0547,0.31777336576283144,2.0778,0.4651,-6.9717,0.0,0.1
7.67000055,7.702,7671.0,7703.0,32.0,0.03199944999999982,3.9219,4.0547,0.31777336576283144,2.0778,0.4651,-6.9717,0.1,3.9809,4.09,0.31777336576283144,2.0933,0.4757,-6.9714,0.0,0.1
7.702,7.72500038,7703.0,7726.0,23.0,0.023000380000000042,3.9809,4.09,0.31777336576283144,2.0933,0.4757,-6.9714,0.1,4.0243,4.1127,0.32473717949536773,2.1054,0.4639,6.9717,0.0,0.1
7.72500038,7.747,7726.0,7748.0,22.0,0.021999619999999886,4.0243,4.1127,0.32473717949536773,2.1054,0.4639,6.9717,0.1,4.0653,4.1374,0.32473717949536773,2.1234,0.4687,6.9719,0.0,0.1
7.747,7.77800035,7748.0,7779.0,31.0,0.031000350000000232,4.0653,4.1374,0.32473717949536773,2.1234,0.4687,6.9719,0.1,4.123,4.1755,0.31776567331011174,2.149,0.4972,-6.9711,0.0,0.1
7.77800035,7.79900026,7779.0,7800.0,21.0,0.020999909999999566,4.123,4.1755,0.31776567331011174,2.149,0.4972,-6.9711,0.1,4.1637,4.1968,0.32472963366559693,2.1689,0.479,6.9719,0.0,0.1
7.79900026,7.82900047,7800.0,7830.0,30.0,0.03000021000000075,4.1637,4.1968,0.32472963366559693,2.1689,0.479,6.9719,0.1,4.2214,4.2315,0.32472963366559693,2.1849,0.4877,6.9718,0.0,0.1
7.82900047,7.85100031,7830.0,7852.0,22.0,0.021999839999999438,4.2214,4.2315,0.32472963366559693,2.1849,0.4877,6.9718,0.1,4.2638,4.2572,0.3247310162730326,2.1961,0.4885,6.9717,0.0,0.1
7.85100031,7.87400055,7852.0,7875.0,23.0,0.023000240000000005,4.2638,4.2572,0.3247310162730326,2.1961,0.4885,6.9717,0.1,4.3076,4.287,0.3177669045321152,2.2022,0.5044,-6.9715,0.0,0.1
7.87400055,7.89600039,7875.0,7897.0,22.0,0.021999840000000326,4.3076,4.287,0.3177669045321152,2.2022,0.5044,-6.9715,0.1,4.3505,4.3129,0.3177669045321152,2.2198,0.5154,-6.9716,0.0,0.1
7.89600039,7.92000055,7897.0,7921.0,24.0,0.024000159999999937,4.3505,4.3129,0.3177669045321152,2.2198,0.5154,-6.9716,0.1,4.3976,4.3415,0.3177681420505394,2.2343,0.5237,-6.9725,0.0,0.1
7.92000055,7.95400047,7921.0,7955.0,34.0,0.033999920000000294,4.3976,4.3415,0.3177681420505394,2.2343,0.5237,-6.9725,0.1,4.465,4.3827,0.31775916091257095,2.2646,0.5326,-6.971,0.0,0.1
7.95400047,7.97600031,7955.0,7977.0,22.0,0.021999839999999438,4.465,4.3827,0.31775916091257095,2.2646,0.5326,-6.971,0.1,4.5091,4.4097,0.3177603855721789,2.2817,0.5445,-6.971,0.0,0.1
7.97600031,7.99900055,7977.0,8000.0,23.0,0.023000240000000005,4.5091,4.4097,0.3177603855721789,2.2817,0.5445,-6.971,0.1,4.5562,4.4353,0.32472479589935155,2.2952,0.5364,6.9712,0.0,0.1
7.99900055,8.021,8000.0,8022.0,22.0,0.02199945000000092,4.5562,4.4353,0.32472479589935155,2.2952,0.5364,6.9712,0.1,4.6006,4.4627,0.32472479589935155,2.3116,0.5369,6.9712,0.0,0.1
8.021,8.052,8022.0,8053.0,31.0,0.030999999999998806,4.6006,4.4627,0.32472479589935155,2.3116,0.5369,6.9712,0.1,4.6629,4.5047,0.31776161652819646,2.3258,0.5684,-6.971,0.0,0.1
8.052,8.0720005,8053.0,8073.0,20.0,0.020000500000000088,4.6629,4.5047,0.31776161652819646,2.3258,0.5684,-6.971,0.1,4.7039,4.5304,0.31776161652819646,2.343,0.5839,-6.9707,0.0,0.1
8.0720005,8.103001,8073.0,8104.0,31.0,0.031000500000001097,4.7039,4.5304,0.31776161652819646,2.343,0.5839,-6.9707,0.1,4.7687,4.5679,0.3247275679166539,2.3687,0.5826,6.9696,0.0,0.1
8.103001,8.125,8104.0,8126.0,22.0,0.021998999999999214,4.7687,4.5679,0.3247275679166539,2.3687,0.5826,6.9696,0.1,4.8143,4.5967,0.3247261786915945,2.3737,0.5809,6.9713,0.0,0.1
8.125,8.146001,8126.0,8147.0,21.0,0.021001000000000047,4.8143,4.5967,0.3247261786915945,2.3737,0.5809,6.9713,0.1,4.8572,4.6273,0.31775380887808913,2.3807,0.6173,-6.9711,0.0,0.1
8.146001,8.178,8147.0,8179.0,32.0,0.03199900000000078,4.8572,4.6273,0.31775380887808913,2.3807,0.6173,-6.9711,0.1,4.9238,4.6704,0.3177550332704455,2.3894,0.6466,-6.9705,0.0,0.1
8.178,8.199,8179.0,8200.0,21.0,0.02099999999999902,4.9238,4.6704,0.3177550332704455,2.3894,0.6466,-6.9705,0.1,4.9682,4.6964,0.32471851836946275,2.4001,0.6471,6.9711,0.0,0.1
8.199,8.221001,8200.0,8222.0,22.0,0.022000999999999493,4.9682,4.6964,0.32471851836946275,2.4001,0.6471,6.9711,0.1,5.0139,4.727,0.32471989491276565,2.4019,0.659,6.971,0.0,0.1
8.221001,8.252001,8222.0,8253.0,31.0,0.031000000000000583,5.0139,4.727,0.32471989491276565,2.4019,0.659,6.971,0.1,5.0776,4.7735,0.3177550332704455,2.4064,0.6948,-6.9704,0.0,0.1
8.252001,8.274,8253.0,8275.0,22.0,0.021998999999999214,5.0776,4.7735,0.3177550332704455,2.4064,0.6948,-6.9704,0.1,5.1236,4.8049,0.317756263959438,2.4213,0.7155,-6.9702,0.0,0.1
8.274,8.29600048,8275.0,8297.0,22.0,0.022000480000000877,5.1236,4.8049,0.317756263959438,2.4213,0.7155,-6.9702,0.1,5.1697,4.8368,0.31774717444488365,2.4416,0.7223,-6.9706,0.0,0.1
8.29600048,8.329,8297.0,8330.0,33.0,0.032999520000000615,5.1697,4.8368,0.31774717444488365,2.4416,0.7223,-6.9706,0.1,5.2402,4.8822,0.3247226672981234,2.4691,0.7119,6.9707,0.0,0.1
8.329,8.35,8330.0,8351.0,21.0,0.02099999999999902,5.2402,4.8822,0.3247226672981234,2.4691,0.7119,6.9707,0.1,5.284,4.916,0.31774839227231544,2.4753,0.7405,-6.9707,0.0,0.1
8.35,8.372001,8351.0,8373.0,22.0,0.022000999999999493,5.284,4.916,0.31774839227231544,2.4753,0.7405,-6.9707,0.1,5.331,4.9489,0.31774961639636823,2.4802,0.7596,-6.9707,0.0,0.1
8.372001,8.395,8373.0,8396.0,23.0,0.022999000000000436,5.331,4.9489,0.31774961639636823,2.4802,0.7596,-6.9707,0.1,5.3808,4.9806,0.3247149306976298,2.4966,0.7495,6.9703,0.0,0.1
8.395,8.428,8396.0,8429.0,33.0,0.03300000000000125,5.3808,4.9806,0.3247149306976298,2.4966,0.7495,6.9703,0.1,5.4506,5.0337,0.31774961639636823,2.4911,0.7799,-6.97,0.0,0.1
8.428,8.450001,8429.0,8451.0,22.0,0.022000999999999493,5.4506,5.0337,0.31774961639636823,2.4911,0.7799,-6.97,0.1,5.4978,5.0674,0.31775084681728494,2.5012,0.79,-6.9699,0.0,0.1
8.450001,8.472,8451.0,8473.0,22.0,0.021998999999999214,5.4978,5.0674,0.31775084681728494,2.5012,0.79,-6.9699,0.1,5.5449,5.1014,0.3177416935288049,2.511,0.8001,-6.97,0.0,0.1
8.472,8.496,8473.0,8497.0,24.0,0.02400000000000091,5.5449,5.1014,0.3177416935288049,2.511,0.8001,-6.97,0.1,5.5966,5.1387,0.31774291108664343,2.5212,0.806,-6.9699,0.0,0.1
8.496,8.525001,8497.0,8526.0,29.0,0.029000999999999166,5.5966,5.1387,0.31774291108664343,2.5212,0.806,-6.9699,0.1,5.6599,5.1813,0.32471770344918927,2.538,0.7962,6.9702,0.0,0.1
8.525001,8.551001,8526.0,8552.0,26.0,0.0259999999999998,5.6599,5.1813,0.32471770344918927,2.538,0.7962,6.9702,0.1,5.7163,5.2223,0.3247099032456604,2.5446,0.8118,6.9688,0.0,0.1
8.551001,8.574,8552.0,8575.0,23.0,0.022999000000000436,5.7163,5.2223,0.3247099032456604,2.5446,0.8118,6.9688,0.1,5.7656,5.2616,0.3177770983558057,2.5543,0.8333,-6.9696,0.0,0.1
8.574,8.598001,8575.0,8599.0,24.0,0.02400100000000016,5.7656,5.2616,0.3177770983558057,2.5543,0.8333,-6.9696,0.1,5.8179,5.2995,0.3177758676681526,2.5531,0.7965,-6.9697,0.0,0.1
8.598001,8.622001,8599.0,8623.0,24.0,0.023999999999999133,5.8179,5.2995,0.3177758676681526,2.5531,0.7965,-6.9697,0.1,5.8707,5.3371,0.3177758676681526,2.5687,0.8091,-6.9699,0.0,0.1
8.622001,8.647,8623.0,8648.0,25.0,0.024999000000001104,5.8707,5.3371,0.3177758676681526,2.5687,0.8091,-6.9699,0.1,5.9266,5.374,0.3247112865867896,2.5839,0.8218,6.9688,0.0,0.1
8.647,8.677,8648.0,8678.0,30.0,0.02999999999999936,5.9266,5.374,0.3247112865867896,2.5839,0.8218,6.9688,0.1,5.9926,5.4223,0.3247112865867896,2.5903,0.8317,6.9688,0.0,0.1
8.677,8.699,8678.0,8700.0,22.0,0.02200000000000024,5.9926,5.4223,0.3247112865867896,2.5903,0.8317,6.9688,0.1,6.0412,5.4582,0.3247126763615449,2.5983,0.8492,6.9685,0.0,0.1
8.699,8.722,8700.0,8723.0,23.0,0.022999999999999687,6.0412,5.4582,0.3247126763615449,2.5983,0.8492,6.9685,0.1,6.0913,5.4988,0.31777032144205286,2.5973,0.8789,-6.9698,0.0,0.1
8.722,8.745001,8723.0,8746.0,23.0,0.023001000000000715,6.0913,5.4988,0.31777032144205286,2.5973,0.8789,-6.9698,0.1,6.1429,5.5341,0.3247140725701847,2.6215,0.8656,6.9697,0.0,0.1
8.745001,8.774,8746.0,8775.0,29.0,0.028998999999998887,6.1429,5.5341,0.3247140725701847,2.6215,0.8656,6.9697,0.1,6.207,5.5854,0.3175783936324672,2.609,0.8823,-6.9703,0.0,0.1
8.774,8.802,8775.0,8803.0,28.0,0.02800000000000047,6.207,5.5854,0.3175783936324672,2.609,0.8823,-6.9703,0.1,6.2689,5.6317,0.317570274694865,2.6144,0.8734,-6.9684,0.0,0.1
8.802,8.825001,8803.0,8826.0,23.0,0.023001000000000715,6.2689,5.6317,0.317570274694865,2.6144,0.8734,-6.9684,0.1,6.3202,5.6666,0.32471179450108867,2.588,0.8563,6.9693,0.0,0.1
8.825001,8.848001,8826.0,8849.0,23.0,0.022999999999999687,6.3202,5.6666,0.32471179450108867,2.588,0.8563,6.9693,0.1,6.3691,5.707,0.31776594076084397,2.54,0.8547,-6.9685,0.0,0.1
8.848001,8.872001,8849.0,8873.0,24.0,0.023999999999999133,6.3691,5.707,0.31776594076084397,2.54,0.8547,-6.9685,0.1,6.4209,5.7449,0.31777403159882,2.5285,0.8012,-6.9688,0.0,0.1
8.872001,8.896001,8873.0,8897.0,24.0,0.02400000000000091,6.4209,5.7449,0.31777403159882,2.5285,0.8012,-6.9688,0.1,6.4729,5.7817,0.31777155186146633,2.5297,0.7546,-6.969,0.0,0.1
8.896001,8.92,8897.0,8921.0,24.0,0.02399899999999988,6.4729,5.7817,0.31777155186146633,2.5297,0.7546,-6.969,0.1,6.5259,5.8182,0.31777278858030655,2.5617,0.7655,-6.969,0.0,0.1
8.92,8.944,8921.0,8945.0,24.0,0.02400000000000091,6.5259,5.8182,0.31777278858030655,2.5617,0.7655,-6.969,0.1,6.5795,5.8556,0.31777403159882,2.5949,0.7976,-6.9691,0.0,0.1
8.944,8.973001,8945.0,8974.0,29.0,0.029000999999999166,6.5795,5.8556,0.31777403159882,2.5949,0.7976,-6.9691,0.1,6.6455,5.8993,0.32471038524174034,2.6388,0.8264,6.9679,0.0,0.1
8.973001,9.003,8974.0,9004.0,30.0,0.02999900000000011,6.6455,5.8993,0.32471038524174034,2.6388,0.8264,6.9679,0.1,6.7137,5.9489,0.32470243243652996,2.6895,0.8568,6.9689,0.0,0.1
9.003,9.028001,9004.0,9029.0,25.0,0.025000999999999607,6.7137,5.9489,0.32470243243652996,2.6895,0.8568,6.9689,0.1,6.7704,5.9943,0.31757027469486543,2.7132,0.9123,-6.9684,0.0,0.1
9.028001,9.052,9029.0,9053.0,24.0,0.02399899999999988,6.7704,5.9943,0.31757027469486543,2.7132,0.9123,-6.9684,0.1,6.8259,6.0357,0.31776841996022664,2.7332,0.9288,-6.9687,0.0,0.1
9.052,9.071,9053.0,9072.0,19.0,0.019000000000000128,6.8259,6.0357,0.31776841996022664,2.7332,0.9288,-6.9687,0.1,6.8708,6.0662,0.32473626057930627,2.7528,0.9244,6.9689,0.0,0.1
9.071,9.1,9072.0,9101.0,29.0,0.028999999999999915,6.8708,6.0662,0.32473626057930627,2.7528,0.9244,6.9689,0.1,6.9376,6.1207,0.31756088935751947,2.7616,0.9828,-6.9687,0.0,0.1
9.1,9.128,9101.0,9129.0,28.0,0.02800000000000047,6.9376,6.1207,0.31756088935751947,2.7616,0.9828,-6.9687,0.1,7.0026,6.1718,0.3175621174140204,2.7644,1.0215,-6.9685,0.0,0.1
9.128,9.151,9129.0,9152.0,23.0,0.022999999999999687,7.0026,6.1718,0.3175621174140204,2.7644,1.0215,-6.9685,0.1,7.0567,6.2116,0.3247282556030049,2.7808,1.0246,6.9687,0.0,0.0
9.151,9.175,9152.0,9176.0,24.0,0.02400000000000091,7.0567,6.2116,0.3247282556030049,2.7808,1.0246,6.9687,0.0,7.1125,6.2568,0.32473104383319695,2.7854,1.0521,6.9671,0.0,0.0
9.175,9.199,9176.0,9200.0,24.0,0.023999999999999133,7.1125,6.2568,0.32473104383319695,2.7854,1.0521,6.9671,0.0,7.1684,6.3019,0.32453863908188296,2.7603,1.043,6.967,0.0,0.0
9.199,9.225,9200.0,9226.0,26.0,0.0259999999999998,7.1684,6.3019,0.32453863908188296,2.7603,1.043,6.967,0.0,7.2279,6.3507,0.32452910871280904,2.7646,1.0518,6.9681,0.0,0.0
9.225,9.251,9226.0,9252.0,26.0,0.0259999999999998,7.2279,6.3507,0.32452910871280904,2.7646,1.0518,6.9681,0.0,7.2867,6.3996,0.3245277066022272,2.721,1.0621,6.9682,0.0,0.0
9.251,9.276,9252.0,9277.0,25.0,0.025000000000000355,7.2867,6.3996,0.3245277066022272,2.721,1.0621,6.9682,0.0,7.3413,6.4492,0.3175576051053879,2.6595,1.0744,-6.9676,0.0,0.0
9.276,9.302,9277.0,9303.0,26.0,0.0259999999999998,7.3413,6.4492,0.3175576051053879,2.6595,1.0744,-6.9676,0.0,7.3986,6.4966,0.31755637103664736,2.6412,1.0082,-6.9678,0.0,0.0
9.302,9.327001,9303.0,9328.0,25.0,0.025000999999999607,7.3986,6.4966,0.31755637103664736,2.6412,1.0082,-6.9678,0.0,7.4545,6.5377,0.32473104383319695,2.6393,0.9388,6.9685,0.0,0.0
9.327001,9.352,9328.0,9353.0,25.0,0.024999000000001104,7.4545,6.5377,0.32473104383319695,2.6393,0.9388,6.9685,0.0,7.5096,6.5839,0.3175633517667893,2.6533,0.9513,-6.9685,0.0,0.0
9.352,9.378,9353.0,9379.0,26.0,0.0259999999999998,7.5096,6.5839,0.3175633517667893,2.6533,0.9513,-6.9685,0.0,7.5684,6.6299,0.31755637103664736,2.6818,0.9979,-6.9691,0.0,0.0
9.378,9.399,9379.0,9400.0,21.0,0.02099999999999902,7.5684,6.6299,0.31755637103664736,2.6818,0.9979,-6.9691,0.0,7.6167,6.6651,0.32473385781084296,2.7053,1.0023,6.9682,0.0,0.0
9.399,9.425,9400.0,9426.0,26.0,0.026000000000001577,7.6167,6.6651,0.32473385781084296,2.7053,1.0023,6.9682,0.0,7.6756,6.7131,0.3247257638070784,2.7275,1.0492,6.9677,0.0,0.0
9.425,9.446,9426.0,9447.0,21.0,0.02099999999999902,7.6756,6.7131,0.3247257638070784,2.7275,1.0492,6.9677,0.0,7.7227,6.7555,0.3175530338502237,2.7233,1.0806,-6.9691,0.0,0.0
9.446,9.471001,9447.0,9472.0,25.0,0.025000999999999607,7.7227,6.7555,0.3175530338502237,2.7233,1.0806,-6.9691,0.0,7.7801,6.7995,0.3245265833010884,2.7224,1.0558,6.9671,0.0,0.0
9.471001,9.494,9472.0,9495.0,23.0,0.022999000000000436,7.7801,6.7995,0.3245265833010884,2.7224,1.0558,6.9671,0.0,7.831,6.8452,0.31755679187625807,2.7049,1.0527,-6.9667,0.0,0.0
9.494,9.52,9495.0,9521.0,26.0,0.0259999999999998,7.831,6.8452,0.31755679187625807,2.7049,1.0527,-6.9667,0.0,7.889,6.8924,0.317554280228006,2.676,0.9937,-6.9669,0.0,0.0
9.52,9.545,9521.0,9546.0,25.0,0.025000000000000355,7.889,6.8924,0.317554280228006,2.676,0.9937,-6.9669,0.0,7.9456,6.9333,0.3245319322356468,2.6525,0.9116,6.9676,0.0,0.0
9.545,9.5720005,9546.0,9573.0,27.0,0.02700049999999976,7.9456,6.9333,0.3245319322356468,2.6525,0.9116,6.9676,0.0,8.0049,6.9815,0.3175517937696668,2.6167,0.8751,-6.9673,0.0,0.0
9.5720005,9.599001,9573.0,9600.0,27.0,0.02700049999999976,8.0049,6.9815,0.3175517937696668,2.6167,0.8751,-6.9673,0.0,8.0659,7.0228,0.32452910871280904,2.6291,0.8202,6.968,0.0,0.0
9.599001,9.624001,9600.0,9625.0,25.0,0.025000000000000355,8.0659,7.0228,0.32452910871280904,2.6291,0.8202,6.968,0.0,8.122,7.067,0.317554280228006,2.6503,0.8641,-6.969,0.0,0.0
9.624001,9.649,9625.0,9650.0,25.0,0.024998999999999327,8.122,7.067,0.317554280228006,2.6503,0.8641,-6.969,0.0,8.1799,7.1054,0.3245294328979549,2.6436,0.8364,6.966,0.0,0.0
9.649,9.675,9650.0,9676.0,26.0,0.026000000000001577,8.1799,7.1054,0.3245294328979549,2.6436,0.8364,6.966,0.0,8.2387,7.1487,0.3245308673489711,2.6685,0.8479,6.9671,0.0,0.0
9.675,9.701,9676.0,9702.0,26.0,0.0259999999999998,8.2387,7.1487,0.3245308673489711,2.6685,0.8479,6.9671,0.0,8.2974,7.1909,0.32452800488208355,2.6439,0.7807,6.9671,0.0,0.0
9.701,9.727,9702.0,9728.0,26.0,0.0259999999999998,8.2974,7.1909,0.32452800488208355,2.6439,0.7807,6.9671,0.0,8.356,7.2312,0.3245265833010884,2.609,0.718,6.9672,0.0,0.0
9.727,9.745001,9728.0,9746.0,18.0,0.018000999999999934,8.356,7.2312,0.3245265833010884,2.609,0.718,6.9672,0.0,8.3965,7.2581,0.3245347814958177,2.5905,0.6814,6.9674,0.0,0.0
9.745001,9.771001,9746.0,9772.0,26.0,0.0259999999999998,8.3965,7.2581,0.3245347814958177,2.5905,0.6814,6.9674,0.0,8.4551,7.296,0.3245333536484325,2.5923,0.6411,6.9676,0.0,0.0
9.771001,9.8,9772.0,9801.0,29.0,0.028999000000000663,8.4551,7.296,0.3245333536484325,2.5923,0.6411,6.9676,0.0,8.5211,7.3416,0.317591052008273,2.6282,0.6854,-6.9685,0.0,0.0
9.8,9.827001,9801.0,9828.0,27.0,0.0270009999999985,8.5211,7.3416,0.317591052008273,2.6282,0.6854,-6.9685,0.0,8.5843,7.3788,0.3245352093155822,2.6405,0.6911,6.9662,0.0,0.0
9.827001,9.851001,9828.0,9852.0,24.0,0.02400000000000091,8.5843,7.3788,0.3245352093155822,2.6405,0.6911,6.9662,0.0,8.6394,7.4155,0.3245352093155822,2.6571,0.7206,6.9666,0.0,0.0
9.851001,9.874001,9852.0,9875.0,23.0,0.022999999999999687,8.6394,7.4155,0.3245352093155822,2.6571,0.7206,6.9666,0.0,8.6906,7.4532,0.3175851740750657,2.6031,0.7063,-6.966,0.0,0.0
9.874001,9.895,9875.0,9896.0,21.0,0.020998999999999768,8.6906,7.4532,0.3175851740750657,2.6031,0.7063,-6.966,0.0,8.7387,7.4809,0.32453230823540125,2.585,0.6327,6.9668,0.0,0.0
9.895,9.919001,9896.0,9920.0,24.0,0.02400100000000016,8.7387,7.4809,0.32453230823540125,2.585,0.6327,6.9668,0.0,8.7927,7.5144,0.3245294328979549,2.5549,0.5785,6.9669,0.0,0.0
9.919001,9.945001,9920.0,9946.0,26.0,0.0259999999999998,8.7927,7.5144,0.3245294328979549,2.5549,0.5785,6.9669,0.0,8.8512,7.5493,0.32452800488208355,2.551,0.5258,6.9671,0.0,0.0
9.945001,9.971001,9946.0,9972.0,26.0,0.0259999999999998,8.8512,7.5493,0.32452800488208355,2.551,0.5258,6.9671,0.0,8.911,7.5839,0.32453230823540125,2.5912,0.5311,6.9652,0.0,0.0
9.971001,9.998,9972.0,9999.0,27.0,0.026998999999999995,8.911,7.5839,0.32453230823540125,2.5912,0.5311,6.9652,0.0,8.9732,7.6229,0.31758902741410777,2.6047,0.567,-6.9662,0.0,0.0
9.998,10.026,9999.0,10027.0,28.0,0.02800000000000047,8.9732,7.6229,0.31758902741410777,2.6047,0.567,-6.9662,0.0,9.038,7.6624,0.3175830839237146,2.6158,0.6709,-6.9658,0.0,0.0
10.026,10.053,10027.0,10054.0,27.0,0.027000000000001023,9.038,7.6624,0.3175830839237146,2.6158,0.6709,-6.9658,0.0,9.0999,7.6993,0.3245312584108513,2.5996,0.6985,6.9663,0.0,0.0
10.053,10.0730009,10054.0,10074.0,20.0,0.020000899999999433,9.0999,7.6993,0.3245312584108513,2.5996,0.6985,6.9663,0.0,9.1442,7.7296,0.32452979804768,2.5626,0.75,6.9663,0.0,0.0
10.0730009,10.093,10074.0,10094.0,20.0,0.019999099999999714,9.1442,7.7296,0.32452979804768,2.5626,0.75,6.9663,0.0,9.1877,7.7602,0.3245283441210174,2.5264,0.734,6.9664,0.0,0.0
10.093,10.1200008,10094.0,10121.0,27.0,0.027000799999999714,9.1877,7.7602,0.3245283441210174,2.5264,0.734,6.9664,0.0,9.2454,7.8027,0.3175766946146621,2.4908,0.6839,-6.9658,0.0,0.0
10.1200008,10.1460009,10121.0,10147.0,26.0,0.02600010000000097,9.2454,7.8027,0.3175766946146621,2.4908,0.6839,-6.9658,0.0,9.3018,7.8391,0.3175851740750657,2.4815,0.6244,-6.966,0.0,0.0
10.1460009,10.1720009,10147.0,10173.0,26.0,0.0259999999999998,9.3018,7.8391,0.3175851740750657,2.4815,0.6244,-6.966,0.0,9.3592,7.8747,0.3175864522204739,2.5279,0.6197,-6.968,0.0,0.2
10.1720009,10.1980009,10173.0,10199.0,26.0,0.0259999999999998,9.3592,7.8747,0.3175864522204739,2.5279,0.6197,-6.968,0.2,9.4186,7.911,0.3175817934597238,2.5938,0.6279,-6.966,0.0,0.2
10.1980009,10.2230005,10199.0,10224.0,25.0,0.024999599999999234,9.4186,7.911,0.3175817934597238,2.5938,0.6279,-6.966,0.2,9.4768,7.945,0.32455674727853756,2.6451,0.7098,6.9646,0.0,0.2
10.2230005,10.2490005,10224.0,10250.0,26.0,0.0259999999999998,9.4768,7.945,0.32455674727853756,2.6451,0.7098,6.9646,0.2,9.5364,7.985,0.3245582084195986,2.651,0.7274,6.9656,0.0,0.2
10.2490005,10.277,10250.0,10278.0,28.0,0.027999499999999955,9.5364,7.985,0.3245582084195986,2.651,0.7274,6.9656,0.2,9.6005,8.0272,0.3245567472785371,2.6472,0.6643,6.9656,0.0,0.2
10.277,10.291,10278.0,10292.0,14.0,0.014000000000001123,9.6005,8.0272,0.3245567472785371,2.6472,0.6643,6.9656,0.2,9.6328,8.0477,0.32455529257617366,2.6457,0.6395,6.9658,0.0,0.2
10.291,10.3220005,10292.0,10323.0,31.0,0.03100049999999932,9.6328,8.0477,0.32455529257617366,2.6457,0.6395,6.9658,0.2,9.704,8.0947,0.3175817934597238,2.6436,0.5912,-6.9653,0.0,0.2
10.3220005,10.35,10323.0,10351.0,28.0,0.027999499999999955,9.704,8.0947,0.3175817934597238,2.6436,0.5912,-6.9653,0.2,9.77,8.133,0.31757923143553013,2.6647,0.5477,-6.9659,0.0,0.2
10.35,10.371,10351.0,10372.0,21.0,0.021000000000000796,9.77,8.133,0.31757923143553013,2.6647,0.5477,-6.9659,0.2,9.8215,8.1595,0.32455529257617366,2.7164,0.5561,6.9641,0.0,0.2
10.371,10.3930006,10372.0,10394.0,22.0,0.022000600000000148,9.8215,8.1595,0.32455529257617366,2.7164,0.5561,6.9641,0.2,9.8751,8.1907,0.32455967599963165,2.7528,0.6025,6.9649,0.0,0.2
10.3930006,10.4210005,10394.0,10422.0,28.0,0.0279998999999993,9.8751,8.1907,0.32455967599963165,2.7528,0.6025,6.9649,0.2,9.9434,8.232,0.32455967599963165,2.7802,0.595,6.9653,0.0,0.2
10.4210005,10.4500008,10422.0,10451.0,29.0,0.029000299999999868,9.9434,8.232,0.32455967599963165,2.7802,0.595,6.9653,0.2,10.014,8.2761,0.31757578553471744,2.7805,0.551,-6.9648,0.0,0.2
10.4500008,10.4660006,10451.0,10467.0,16.0,0.015999799999999453,10.014,8.2761,0.31757578553471744,2.7805,0.551,-6.9648,0.2,10.0538,8.2982,0.31757450165686363,2.7896,0.5139,-6.9649,0.0,0.2
10.4660006,10.4950008,10467.0,10496.0,29.0,0.029000200000000476,10.0538,8.2982,0.31757450165686363,2.7896,0.5139,-6.9649,0.2,10.1276,8.3341,0.32455529257617366,2.8062,0.4292,6.9657,0.0,0.2
10.4950008,10.522,10496.0,10523.0,27.0,0.026999200000000556,10.1276,8.3341,0.32455529257617366,2.8062,0.4292,6.9657,0.2,10.1964,8.3727,0.31757578553471744,2.8589,0.4768,-6.9669,0.0,0.2
