simulation_time_k_s,simulation_time_k1_s,simulation_physics_step_k,simulation_physics_step_k1,physics_step_delta,dt_sim_s,x_k_m,y_k_m,yaw_k_rad,u_k_mps,v_k_mps,r_k_radps,throttle_k_norm,x_k1_m,y_k1_m,yaw_k1_rad,u_k1_mps,v_k1_mps,r_k1_radps,steering_k1_rad,throttle_k1_norm
20.246,20.2720013,20247.0,20273.0,26.0,0.026001300000000782,56.3924,54.6321,0.32006494750982206,8.5775,7.2911,-6.9944,0.4,56.5443,54.8825,0.3200652041526073,8.573,7.3183,-6.9944,0.0,0.4
20.2720013,20.29,20273.0,20291.0,18.0,0.0179986999999997,56.5443,54.8825,0.3200652041526073,8.573,7.3183,-6.9944,0.4,56.6495,55.0564,0.3200652041526073,8.5976,7.3386,-6.9945,0.0,0.4
20.29,20.304,20291.0,20305.0,14.0,0.013999999999999346,56.6495,55.0564,0.3200652041526073,8.5976,7.3386,-6.9945,0.4,56.7315,55.192,0.320065467090771,8.6241,7.3548,-6.9945,0.0,0.4
20.304,20.3300018,20305.0,20331.0,26.0,0.026001800000003072,56.7315,55.192,0.320065467090771,8.6241,7.3548,-6.9945,0.4,56.8846,55.4446,0.320065467090771,8.6595,7.3852,-6.9945,0.0,0.4
20.3300018,20.361,20331.0,20362.0,31.0,0.030998199999999088,56.8846,55.4446,0.320065467090771,8.6595,7.3852,-6.9945,0.4,57.0682,55.7438,0.3271466267426506,8.7074,7.3528,6.9947,0.0,0.0
20.361,20.391,20362.0,20392.0,30.0,0.029999999999997584,57.0682,55.7438,0.3271466267426506,8.7074,7.3528,6.9947,0.0,57.2448,56.0374,0.3271466267426506,8.7319,7.3866,6.9947,0.0,0.4
20.391,20.4180012,20392.0,20419.0,27.0,0.027001200000000836,57.2448,56.0374,0.3271466267426506,8.7319,7.3866,6.9947,0.4,57.4033,56.3058,0.3200660118529983,8.7052,7.4835,-6.9946,0.0,0.4
20.4180012,20.43,20419.0,20431.0,12.0,0.011998800000000642,57.4033,56.3058,0.3200660118529983,8.7052,7.4835,-6.9946,0.4,57.4742,56.424,0.3200660118529983,8.7163,7.4974,-6.9946,0.0,0.4
20.43,20.454,20431.0,20455.0,24.0,0.02400000000000091,57.4742,56.424,0.3200660118529983,8.7163,7.4974,-6.9946,0.4,57.6164,56.6611,0.32006629367694606,8.7382,7.5253,-6.9946,0.0,0.4
20.454,20.4830017,20455.0,20484.0,29.0,0.029001699999998465,57.6164,56.6611,0.32006629367694606,8.7382,7.5253,-6.9946,0.4,57.7894,56.9454,0.3271470405877972,8.8173,7.4927,6.9948,0.0,0.4
20.4830017,20.512001,20484.0,20513.0,29.0,0.028999300000002393,57.7894,56.9454,0.3271470405877972,8.8173,7.4927,6.9948,0.4,57.961,57.2373,0.3200665817960413,8.7905,7.5913,-6.9947,0.0,0.4
20.512001,20.541,20513.0,20542.0,29.0,0.028998999999998887,57.961,57.2373,0.3200665817960413,8.7905,7.5913,-6.9947,0.4,58.1349,57.5239,0.3271472571541816,8.8699,7.5561,6.9949,0.0,0.4
20.541,20.5700016,20542.0,20571.0,29.0,0.02900160000000085,58.1349,57.5239,0.3271472571541816,8.8699,7.5561,6.9949,0.4,58.3074,57.8179,0.3200668762102272,8.8425,7.6526,-6.9947,0.0,0.4
20.5700016,20.5980015,20571.0,20599.0,28.0,0.027999899999997524,58.3074,57.8179,0.3200668762102272,8.8425,7.6526,-6.9947,0.4,58.4753,58.0998,0.3200668762102272,8.8676,7.6804,-6.9948,0.0,0.4
20.5980015,20.6160011,20599.0,20617.0,18.0,0.01799959999999956,58.4753,58.0998,0.3200668762102272,8.8676,7.6804,-6.9948,0.4,58.5834,58.2814,0.3202647258396425,8.8837,7.6977,-6.9948,0.0,0.4
20.6160011,20.6260014,20617.0,20627.0,10.0,0.010000300000001516,58.5834,58.2814,0.3202647258396425,8.8837,7.6977,-6.9948,0.4,58.6435,58.3825,0.3202647258396425,8.8927,7.7072,-6.9948,0.0,0.4
20.6260014,20.656,20627.0,20657.0,30.0,0.029998599999998987,58.6435,58.3825,0.3202647258396425,8.8927,7.7072,-6.9948,0.4,58.8243,58.6865,0.3202647258396425,8.9198,7.7346,-6.9948,0.0,0.4
20.656,20.687,20657.0,20688.0,31.0,0.03100000000000236,58.8243,58.6865,0.3202647258396425,8.9198,7.7346,-6.9948,0.4,59.0126,58.9986,0.3271479454278374,9.0022,7.6944,6.995,0.0,0.4
20.687,20.717001,20688.0,20718.0,30.0,0.030000999999998612,59.0126,58.9986,0.3271479454278374,9.0022,7.6944,6.995,0.4,59.1944,59.3046,0.3271479454278374,9.0297,7.7191,6.9951,0.0,0.4
20.717001,20.746,20718.0,20747.0,29.0,0.028998999999998887,59.1944,59.3046,0.3271479454278374,9.0297,7.7191,6.9951,0.4,59.3698,59.6045,0.32026909412054483,9.0018,7.8093,-6.9949,0.0,0.4
20.746,20.763,20747.0,20764.0,17.0,0.017000000000003013,59.3698,59.6045,0.32026909412054483,9.0018,7.8093,-6.9949,0.4,59.4743,59.7757,0.3271481877103559,9.0722,7.7547,6.9951,0.0,0.4
20.763,20.776001,20764.0,20777.0,13.0,0.013000999999999152,59.4743,59.7757,0.3271481877103559,9.0722,7.7547,6.9951,0.4,59.5527,59.9124,0.320269393954673,9.0296,7.8319,-6.9949,0.0,0.4
20.776001,20.8070011,20777.0,20808.0,31.0,0.031000099999999975,59.5527,59.9124,0.320269393954673,9.0296,7.8319,-6.9949,0.4,59.7433,60.2283,0.32714843642175895,9.1135,7.7863,6.9951,0.0,0.4
20.8070011,20.8380013,20808.0,20839.0,31.0,0.03100019999999759,59.7433,60.2283,0.32714843642175895,9.1135,7.7863,6.9951,0.4,59.9327,60.5515,0.3202697000873993,9.0879,7.875,-6.995,0.0,0.4
20.8380013,20.87,20839.0,20871.0,32.0,0.0319987000000026,59.9327,60.5515,0.3202697000873993,9.0879,7.875,-6.995,0.4,60.1298,60.8827,0.3202697000873993,9.1184,7.8955,-6.995,0.0,0.4
20.87,20.892,20871.0,20893.0,22.0,0.021999999999998465,60.1298,60.8827,0.3202697000873993,9.1184,7.8955,-6.995,0.4,60.2658,61.111,0.32027001251866993,9.1396,7.9089,-6.995,0.0,0.4
20.892,20.9000015,20893.0,20901.0,8.0,0.008001499999998885,60.2658,61.111,0.32027001251866993,9.1396,7.9089,-6.995,0.4,60.3153,61.1941,0.32027001251866993,9.1474,7.9137,-6.9951,0.0,0.4
20.9000015,20.9310017,20901.0,20932.0,31.0,0.031000200000001144,60.3153,61.1941,0.32027001251866993,9.1474,7.9137,-6.9951,0.4,60.5086,61.5135,0.3271489531309859,9.2331,7.8631,6.9952,0.0,0.4
20.9310017,20.9630013,20932.0,20964.0,32.0,0.03199959999999891,60.5086,61.5135,0.3271489531309859,9.2331,7.8631,6.9952,0.4,60.7079,61.8474,0.3271492211286957,9.2648,7.8802,6.9953,0.0,0.4
20.9630013,20.995,20964.0,20996.0,32.0,0.0319987000000026,60.7079,61.8474,0.3271492211286957,9.2648,7.8802,6.9953,0.4,60.908,62.182,0.3271492211286957,9.297,7.8964,6.9953,0.0,0.4
20.995,21.0180016,20996.0,21019.0,23.0,0.02300160000000062,60.908,62.182,0.3271492211286957,9.297,7.8964,6.9953,0.4,61.0514,62.4262,0.3202706562766382,9.2647,7.9764,-6.9952,0.0,0.4
21.0180016,21.0250015,21019.0,21026.0,7.0,0.006999899999996728,61.0514,62.4262,0.3202706562766382,9.2647,7.9764,-6.9952,0.4,61.0964,62.4965,0.32714949555506134,9.3275,7.9107,6.9953,0.0,0.4
21.0250015,21.0560017,21026.0,21057.0,31.0,0.031000200000001144,61.0964,62.4965,0.32714949555506134,9.3275,7.9107,6.9953,0.4,61.2908,62.8254,0.3202709876032337,9.3036,7.9938,-6.9952,0.0,0.4
21.0560017,21.0870018,21057.0,21088.0,31.0,0.031000099999999975,61.2908,62.8254,0.3202709876032337,9.3036,7.9938,-6.9952,0.4,61.488,63.1486,0.3271534198306658,9.3918,7.9377,6.9954,0.0,0.4
21.0870018,21.1180019,21088.0,21119.0,31.0,0.031000099999999975,61.488,63.1486,0.3271534198306658,9.3918,7.9377,6.9954,0.4,61.6841,63.4789,0.32027132522817015,9.3686,8.0197,-6.9952,0.0,0.4
21.1180019,21.148,21119.0,21149.0,30.0,0.02999810000000025,61.6841,63.4789,0.32027132522817015,9.3686,8.0197,-6.9952,0.4,61.8756,63.7961,0.32027132522817015,9.4007,8.0311,-6.9953,0.0,0.4
21.148,21.152,21149.0,21153.0,4.0,0.004000000000001336,61.8756,63.7961,0.32027132522817015,9.4007,8.0311,-6.9953,0.4,61.9012,63.8385,0.32027132522817015,9.405,8.0326,-6.9953,0.0,0.4
21.152,21.179,21153.0,21180.0,27.0,0.02699999999999747,61.9012,63.8385,0.32027132522817015,9.405,8.0326,-6.9953,0.4,62.0753,64.1214,0.32715368815091317,9.4903,7.9723,6.9954,0.0,0.4
21.179,21.211,21180.0,21212.0,32.0,0.03200000000000003,62.0753,64.1214,0.32715368815091317,9.4903,7.9723,6.9954,0.4,62.2814,64.4611,0.3271539628998643,9.5256,7.9829,6.9955,0.0,0.4
21.211,21.242,21212.0,21243.0,31.0,0.03100000000000236,62.2814,64.4611,0.3271539628998643,9.5256,7.9829,6.9955,0.4,62.481,64.794,0.3202720193728692,9.504,8.063,-6.9953,0.0,0.4
21.242,21.2720013,21243.0,21273.0,30.0,0.030001299999998565,62.481,64.794,0.3202720193728692,9.504,8.063,-6.9953,0.4,62.676,65.1137,0.3202720193728692,9.538,8.072,-6.9954,0.0,0.4
21.2720013,21.2850018,21273.0,21286.0,13.0,0.013000500000000415,62.676,65.1137,0.3202720193728692,9.538,8.072,-6.9954,0.4,62.7617,65.2493,0.3271542440774655,9.6091,8.005,6.9955,0.0,0.4
21.2850018,21.3030014,21286.0,21304.0,18.0,0.01799959999999956,62.7617,65.2493,0.3271542440774655,9.6091,8.005,6.9955,0.4,62.8793,65.4415,0.3271542440774655,9.6298,8.0098,6.9955,0.0,0.4
21.3030014,21.336,21304.0,21337.0,33.0,0.0329985999999991,62.8793,65.4415,0.3271542440774655,9.6298,8.0098,6.9955,0.4,63.0949,65.7977,0.32027237589253543,9.6121,8.0894,-6.9954,0.0,0.4
21.336,21.367,21337.0,21368.0,31.0,0.03100000000000236,63.0949,65.7977,0.32027237589253543,9.6121,8.0894,-6.9954,0.4,63.3001,66.1266,0.32715453168366304,9.6855,8.027,6.9956,0.0,0.4
21.367,21.385,21368.0,21386.0,18.0,0.018000000000000682,63.3001,66.1266,0.32715453168366304,9.6855,8.027,6.9956,0.4,63.4188,66.3197,0.32715482571840493,9.6903,8.032,6.9956,0.0,0.4
21.385,21.4000015,21386.0,21401.0,15.0,0.015001499999996781,63.4188,66.3197,0.32715482571840493,9.6903,8.032,6.9956,0.4,63.5169,66.4838,0.3202727387103499,9.6599,8.1061,-6.9955,0.0,0.4
21.4000015,21.4320011,21401.0,21433.0,32.0,0.03199960000000246,63.5169,66.4838,0.3202727387103499,9.6599,8.1061,-6.9955,0.4,63.7291,66.8276,0.32027310782626595,9.6757,8.1141,-6.9955,0.0,0.4
21.4320011,21.464,21433.0,21465.0,32.0,0.03199889999999783,63.7291,66.8276,0.32027310782626595,9.6757,8.1141,-6.9955,0.4,63.9416,67.1719,0.32027310782626595,9.7144,8.1202,-6.9955,0.0,0.4
21.464,21.4970016,21465.0,21498.0,33.0,0.033001600000002185,63.9416,67.1719,0.32027310782626595,9.7144,8.1202,-6.9955,0.4,64.1627,67.5242,0.32715543307331396,9.7803,8.0563,6.9957,0.0,0.4
21.4970016,21.502,21498.0,21503.0,5.0,0.004998399999998071,64.1627,67.5242,0.32715543307331396,9.7803,8.0563,6.9957,0.4,64.1951,67.5813,0.32027697931327515,9.723,8.1294,-6.9955,0.0,0.4
21.502,21.5290012,21503.0,21530.0,27.0,0.027001200000000836,64.1951,67.5813,0.32027697931327515,9.723,8.1294,-6.9955,0.4,64.3764,67.8693,0.32715543307331396,9.8016,8.0628,6.9957,0.0,0.4
21.5290012,21.5630016,21530.0,21564.0,34.0,0.03400040000000004,64.3764,67.8693,0.32715543307331396,9.8016,8.0628,6.9957,0.4,64.6043,68.2365,0.3273531564241776,9.8319,8.0688,6.9957,0.0,0.4
21.5630016,21.596,21564.0,21597.0,33.0,0.032998400000000316,64.6043,68.2365,0.3273531564241776,9.8319,8.0688,6.9957,0.4,64.8255,68.5966,0.320277342017822,9.8072,8.1464,-6.9956,0.0,0.4
21.596,21.597,21597.0,21598.0,1.0,0.0010000000000012221,64.8255,68.5966,0.320277342017822,9.8072,8.1464,-6.9956,0.4,64.8332,68.6042,0.32735315642417806,9.8651,8.0742,6.9957,0.0,0.4
21.597,21.631,21598.0,21632.0,34.0,0.03399999999999892,64.8332,68.6042,0.32735315642417806,9.8651,8.0742,6.9957,0.4,65.0631,68.9724,0.3273534754753906,9.901,8.079,6.9958,0.0,0.4
21.631,21.665,21632.0,21666.0,34.0,0.03399999999999892,65.0631,68.9724,0.3273534754753906,9.901,8.079,6.9958,0.4,65.2942,69.3412,0.3273534754753906,9.9391,8.0834,6.9958,0.0,0.4
21.665,21.6950016,21666.0,21696.0,30.0,0.03000160000000207,65.2942,69.3412,0.3273534754753906,9.9391,8.0834,6.9958,0.4,65.499,69.6671,0.3273538009584316,9.9578,8.0878,6.9958,0.0,0.4
21.6950016,21.6990013,21696.0,21700.0,4.0,0.00399969999999783,65.499,69.6671,0.3273538009584316,9.9578,8.0878,6.9958,0.4,65.5263,69.7105,0.3273538009584316,9.9583,8.0886,6.9958,0.0,0.4
21.6990013,21.732,21700.0,21733.0,33.0,0.03299870000000027,65.5263,69.7105,0.3273538009584316,9.9583,8.0886,6.9958,0.4,65.7509,70.0725,0.3202780863213883,9.9317,8.1655,-6.9957,0.0,0.4
21.732,21.7650013,21733.0,21766.0,33.0,0.03300130000000223,65.7509,70.0725,0.3202780863213883,9.9317,8.1655,-6.9957,0.4,65.9785,70.4285,0.3273541328732521,10.0031,8.0969,6.9959,0.0,0.4
21.7650013,21.798,21766.0,21799.0,33.0,0.03299869999999672,65.9785,70.4285,0.3273541328732521,10.0031,8.0969,6.9959,0.4,66.2047,70.7912,0.3202784679203199,9.9839,8.173,-6.9958,0.0,0.4
21.798,21.7990017,21799.0,21800.0,1.0,0.001001700000003325,66.2047,70.7912,0.3202784679203199,9.9839,8.173,-6.9958,0.4,66.2125,70.7989,0.3273541328732521,10.0419,8.0996,6.9959,0.0,0.4
21.7990017,21.832,21800.0,21833.0,33.0,0.03299829999999915,66.2125,70.7989,0.3273541328732521,10.0419,8.0996,6.9959,0.4,66.4395,71.162,0.3202788558172931,9.9884,8.1782,-6.9958,0.0,0.4
21.832,21.87,21833.0,21871.0,38.0,0.038000000000000256,66.4395,71.162,0.3202788558172931,9.9884,8.1782,-6.9958,0.4,66.7025,71.5768,0.3202788558172931,10.0182,8.1821,-6.9958,0.0,0.4
21.87,21.8830013,21871.0,21884.0,13.0,0.013001299999999105,66.7025,71.5768,0.3202788558172931,10.0182,8.1821,-6.9958,0.4,66.7937,71.7157,0.3273544712198051,10.0872,8.1095,6.9959,0.0,0.4
21.8830013,21.9040012,21884.0,21905.0,21.0,0.020999899999999627,66.7937,71.7157,0.3273544712198051,10.0872,8.1095,6.9959,0.4,66.9388,71.9484,0.3202792500122653,10.0504,8.185,-6.9958,0.0,0.4
21.9040012,21.9380016,21905.0,21939.0,34.0,0.03400040000000004,66.9388,71.9484,0.3202792500122653,10.0504,8.185,-6.9958,0.4,67.1761,72.3204,0.3202792500122653,10.0863,8.1875,-6.9959,0.0,0.4
21.9380016,21.9730015,21939.0,21974.0,35.0,0.034999899999998973,67.1761,72.3204,0.3202792500122653,10.0863,8.1875,-6.9959,0.4,67.4225,72.7007,0.3273551672079211,10.1723,8.1149,6.996,0.0,0.4
21.9730015,21.974,21974.0,21975.0,1.0,0.0009985000000014566,67.4225,72.7007,0.3273551672079211,10.1723,8.1149,6.996,0.4,67.4286,72.7149,0.3202796505051948,10.1158,8.1893,-6.9959,0.0,0.4
21.974,22.0070019,21975.0,22008.0,33.0,0.033001899999998585,67.4286,72.7149,0.3202796505051948,10.1158,8.1893,-6.9959,0.4,67.6614,73.0735,0.3273585386920166,10.1821,8.1163,6.996,0.0,0.4
22.0070019,22.0420017,22008.0,22043.0,35.0,0.03499980000000136,67.6614,73.0735,0.3273585386920166,10.1821,8.1163,6.996,0.4,67.9071,73.4606,0.32024817024638663,10.1549,8.1922,-6.9959,0.0,0.4
22.0420017,22.047,22043.0,22048.0,5.0,0.004998300000000455,67.9071,73.4606,0.32024817024638663,10.1549,8.1922,-6.9959,0.4,67.9433,73.5123,0.3273588773750298,10.2168,8.1177,6.996,0.0,0.4
22.047,22.0870018,22048.0,22088.0,40.0,0.040001799999998866,67.9433,73.5123,0.3273588773750298,10.2168,8.1177,6.996,0.4,68.2267,73.9516,0.3273588773750298,10.2575,8.1184,6.9961,0.0,0.4
22.0870018,22.1160011,22088.0,22117.0,29.0,0.02899929999999884,68.2267,73.9516,0.3273588773750298,10.2575,8.1184,6.9961,0.4,68.4322,74.2737,0.32024858335973105,10.2272,8.1935,-6.996,0.0,0.4
22.1160011,22.124,22117.0,22125.0,8.0,0.007998900000000475,68.4322,74.2737,0.32024858335973105,10.2272,8.1935,-6.996,0.4,68.4892,74.3617,0.32024858335973105,10.2283,8.1935,-6.996,0.0,0.4
22.124,22.159,22125.0,22160.0,35.0,0.03500000000000014,68.4892,74.3617,0.32024858335973105,10.2283,8.1935,-6.996,0.4,68.7399,74.7436,0.32735922248978966,10.3047,8.1177,6.9961,0.0,0.4
22.159,22.194,22160.0,22195.0,35.0,0.03500000000000014,68.7399,74.7436,0.32735922248978966,10.3047,8.1177,6.9961,0.4,68.9897,75.1321,0.32024900276906276,10.2679,8.1919,-6.996,0.0,0.4
22.194,22.2060013,22195.0,22207.0,12.0,0.012001300000001436,68.9897,75.1321,0.32024900276906276,10.2679,8.1919,-6.996,0.4,69.0757,75.2643,0.32024900276906276,10.2688,8.1917,-6.996,0.0,0.4
22.2060013,22.228,22207.0,22229.0,22.0,0.021998700000001037,69.0757,75.2643,0.32024900276906276,10.2688,8.1917,-6.996,0.4,69.2336,75.5066,0.32024900276906276,10.2879,8.1913,-6.996,0.0,0.4
22.228,22.2650013,22229.0,22266.0,37.0,0.037001300000000015,69.2336,75.5066,0.32024900276906276,10.2879,8.1913,-6.996,0.4,69.5011,75.9112,0.32735993201437097,10.3793,8.1152,6.9962,0.0,0.4
22.2650013,22.284,22266.0,22285.0,19.0,0.01899869999999737,69.5011,75.9112,0.32735993201437097,10.3793,8.1152,6.9962,0.4,69.6375,76.124,0.32024942847434357,10.3421,8.1905,-6.9961,0.0,0.4
22.284,22.301,22285.0,22302.0,17.0,0.01699999999999946,69.6375,76.124,0.32024942847434357,10.3421,8.1905,-6.9961,0.4,69.7616,76.3084,0.32735993201437097,10.4181,8.1142,6.9962,0.0,0.4
22.301,22.3380013,22302.0,22339.0,37.0,0.037001300000000015,69.7616,76.3084,0.32735993201437097,10.4181,8.1142,6.9962,0.4,70.0294,76.72,0.3202498604755357,10.3668,8.1888,-6.9961,0.0,0.4
22.3380013,22.3660011,22339.0,22367.0,28.0,0.027999799999999908,70.0294,76.72,0.3202498604755357,10.3668,8.1888,-6.9961,0.4,70.233,77.0292,0.3202531215171902,10.3876,8.1879,-6.9961,0.0,0.4
22.3660011,22.374,22367.0,22375.0,8.0,0.007998900000000475,70.233,77.0292,0.3202531215171902,10.3876,8.1879,-6.9961,0.4,70.2913,77.1176,0.3202531215171902,10.3947,8.1877,-6.9961,0.0,0.4
22.374,22.4110012,22375.0,22412.0,37.0,0.0370012000000024,70.2913,77.1176,0.3202531215171902,10.3947,8.1877,-6.9961,0.4,70.5626,77.5233,0.32736066726541146,10.4886,8.1102,6.9963,0.0,0.4
22.4110012,22.444,22412.0,22445.0,33.0,0.032998799999997885,70.5626,77.5233,0.32736066726541146,10.4886,8.1102,6.9963,0.4,70.8038,77.8915,0.3202535408128102,10.4578,8.1853,-6.9962,0.0,0.4
22.444,22.4480019,22445.0,22449.0,4.0,0.004001900000002223,70.8038,77.8915,0.3202535408128102,10.4578,8.1853,-6.9962,0.4,70.8332,77.9358,0.3202535408128102,10.4583,8.1851,-6.9962,0.0,0.4
22.4480019,22.485,22449.0,22486.0,37.0,0.036998099999998146,70.8332,77.9358,0.3202535408128102,10.4583,8.1851,-6.9962,0.4,71.1064,78.342,0.327361044538248,10.54,8.1068,6.9963,0.0,0.4
22.485,22.5220013,22486.0,22523.0,37.0,0.037001300000000015,71.1064,78.342,0.327361044538248,10.54,8.1068,6.9963,0.4,71.3786,78.7549,0.32025396640446013,10.4955,8.1819,-6.9962,0.0,0.4
22.5220013,22.523,22523.0,22524.0,1.0,0.000998700000000241,71.3786,78.7549,0.32025396640446013,10.4955,8.1819,-6.9962,0.4,71.387,78.7628,0.327361044538248,10.5535,8.105,6.9963,0.0,0.4
22.523,22.5590019,22524.0,22560.0,36.0,0.0360018999999987,71.387,78.7628,0.327361044538248,10.5535,8.105,6.9963,0.4,71.6533,79.1615,0.3273614282425732,10.5785,8.1035,6.9963,0.0,0.4
22.5590019,22.582,22560.0,22583.0,23.0,0.022998100000002353,71.6533,79.1615,0.3273614282425732,10.5785,8.1035,6.9963,0.4,71.823,79.4197,0.320254398292104,10.5434,8.1797,-6.9963,0.0,0.4
22.582,22.599,22583.0,22600.0,17.0,0.01699999999999946,71.823,79.4197,0.320254398292104,10.5434,8.1797,-6.9963,0.4,71.9505,79.605,0.3273614282425732,10.6184,8.1017,6.9964,0.0,0.4
22.599,22.6390018,22600.0,22640.0,40.0,0.040001799999998866,71.9505,79.605,0.3273614282425732,10.6184,8.1017,6.9964,0.4,72.2489,80.0487,0.3273618183783471,10.6304,8.0991,6.9964,0.0,0.4
22.6390018,22.662,22640.0,22663.0,23.0,0.02299819999999997,72.2489,80.0487,0.3273618183783471,10.6304,8.0991,6.9964,0.4,72.4196,80.307,0.32025483647570496,10.5815,8.175,-6.9963,0.0,0.4
22.662,22.6750011,22663.0,22676.0,13.0,0.01300110000000032,72.4196,80.307,0.32025483647570496,10.5815,8.175,-6.9963,0.4,72.5178,80.448,0.3273618183783471,10.6483,8.0968,6.9964,0.0,0.4
22.6750011,22.7130013,22676.0,22714.0,38.0,0.03800019999999904,72.5178,80.448,0.3273618183783471,10.6483,8.0968,6.9964,0.4,72.8026,80.8698,0.3273622149455293,10.6819,8.0944,6.9964,0.0,0.4
22.7130013,22.7330017,22714.0,22734.0,20.0,0.020000400000000695,72.8026,80.8698,0.3273622149455293,10.6819,8.0944,6.9964,0.4,72.9528,81.0919,0.3273622149455293,10.6846,8.0931,6.9964,0.0,0.4
22.7330017,22.749,22734.0,22750.0,16.0,0.015998299999999688,72.9528,81.0919,0.3273622149455293,10.6846,8.0931,6.9964,0.4,73.073,81.2696,0.3273622149455293,10.6838,8.0922,6.9965,0.0,0.4
22.749,22.7890015,22750.0,22790.0,40.0,0.040001500000002466,73.073,81.2696,0.3273622149455293,10.6838,8.0922,6.9965,0.4,73.374,81.7138,0.3273626179440816,10.7079,8.09,6.9965,0.0,0.4
22.7890015,22.8000011,22790.0,22801.0,11.0,0.010999599999998111,73.374,81.7138,0.3273626179440816,10.7079,8.09,6.9965,0.4,73.456,81.8392,0.32045323224189515,10.6607,8.1673,-6.9964,0.0,0.4
22.8000011,22.828001,22801.0,22829.0,28.0,0.027999900000001077,73.456,81.8392,0.32045323224189515,10.6607,8.1673,-6.9964,0.4,73.6676,82.1504,0.32045323224189515,10.6698,8.1658,-6.9964,0.0,0.4
22.828001,22.8680019,22829.0,22869.0,40.0,0.04000089999999901,73.6676,82.1504,0.32045323224189515,10.6698,8.1658,-6.9964,0.4,73.97,82.595,0.3204536886795508,10.6798,8.1639,-6.9964,0.0,0.4
22.8680019,22.8690014,22869.0,22870.0,1.0,0.0009994999999989318,73.97,82.595,0.3204536886795508,10.6798,8.1639,-6.9964,0.4,73.9785,82.6029,0.3273630273739654,10.7377,8.0858,6.9965,0.0,0.4
22.8690014,22.908,22870.0,22909.0,39.0,0.03899860000000288,73.9785,82.6029,0.3273630273739654,10.7377,8.0858,6.9965,0.4,74.2733,83.0397,0.3204536886795508,10.7081,8.162,-6.9964,0.0,0.4
22.908,22.9450016,22909.0,22946.0,37.0,0.03700159999999997,74.2733,83.0397,0.3204536886795508,10.7081,8.162,-6.9964,0.4,74.5553,83.448,0.3273634432351429,10.7653,8.082,6.9966,0.0,0.4
22.9450016,22.947,22946.0,22948.0,2.0,0.0019983999999979574,74.5553,83.448,0.3273634432351429,10.7653,8.082,6.9966,0.4,74.5705,83.4703,0.3273634432351429,10.7657,8.0819,6.9966,0.0,0.4
22.947,22.9870014,22948.0,22988.0,40.0,0.0400014000000013,74.5705,83.4703,0.3273634432351429,10.7657,8.0819,6.9966,0.4,74.8749,83.9152,0.3273634432351429,10.7969,8.0801,6.9966,0.0,0.4
22.9870014,23.0050011,22988.0,23006.0,18.0,0.01799970000000073,74.8749,83.9152,0.3273634432351429,10.7969,8.0801,6.9966,0.4,75.0122,84.1155,0.3273634432351429,10.7974,8.0793,6.9966,0.0,0.4
23.0050011,23.0250015,23006.0,23026.0,20.0,0.020000399999997143,75.0122,84.1155,0.3273634432351429,10.7974,8.0793,6.9966,0.4,75.1647,84.3381,0.3273638655275781,10.7961,8.0784,6.9966,0.0,0.4
23.0250015,23.0630016,23026.0,23064.0,38.0,0.038000100000001424,75.1647,84.3381,0.3273638655275781,10.7961,8.0784,6.9966,0.4,75.4549,84.761,0.32736696517964514,10.8204,8.0769,6.9966,0.0,0.4
23.0630016,23.0770016,23064.0,23078.0,14.0,0.013999999999999346,75.4549,84.761,0.32736696517964514,10.8204,8.0769,6.9966,0.4,75.562,84.9169,0.32736696517964514,10.8265,8.0762,6.9966,0.0,0.4
23.0770016,23.1010017,23078.0,23102.0,24.0,0.024000100000002078,75.562,84.9169,0.32736696517964514,10.8265,8.0762,6.9966,0.4,75.7457,85.1841,0.32736737494755497,10.8251,8.0752,6.9966,0.0,0.4
23.1010017,23.1400013,23102.0,23141.0,39.0,0.038999600000000356,75.7457,85.1841,0.32736737494755497,10.8251,8.0752,6.9966,0.4,76.0433,85.6214,0.3204550957886325,10.7823,8.1519,-6.9966,0.0,0.4
23.1400013,23.1540012,23141.0,23155.0,14.0,0.013999899999998178,76.0433,85.6214,0.3204550957886325,10.7823,8.1519,-6.9966,0.4,76.1507,85.7773,0.3204550957886325,10.7891,8.1514,-6.9966,0.0,0.4
23.1540012,23.1780014,23155.0,23179.0,24.0,0.024000199999999694,76.1507,85.7773,0.3204550957886325,10.7891,8.1514,-6.9966,0.4,76.3349,86.0447,0.320455577423592,10.7901,8.151,-6.9966,0.0,0.4
23.1780014,23.2160015,23179.0,23217.0,38.0,0.038000100000001424,76.3349,86.0447,0.320455577423592,10.7901,8.151,-6.9966,0.4,76.6268,86.468,0.320455577423592,10.8093,8.1505,-6.9966,0.0,0.4
23.2160015,23.229002,23217.0,23230.0,13.0,0.013000500000000415,76.6268,86.468,0.320455577423592,10.8093,8.1505,-6.9966,0.4,76.7278,86.6096,0.32736779114683356,10.8782,8.0713,6.9967,0.0,0.4
23.229002,23.253,23230.0,23254.0,24.0,0.023997999999998854,76.7278,86.6096,0.32736779114683356,10.8782,8.0713,6.9967,0.4,76.9128,86.8771,0.32736821377744585,10.8817,8.0708,6.9967,0.0,0.4
23.253,23.291,23254.0,23292.0,38.0,0.038000000000000256,76.9128,86.8771,0.32736821377744585,10.8817,8.0708,6.9967,0.4,77.2059,87.3007,0.32736821377744585,10.8962,8.0701,6.9967,0.0,0.4
